,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
1421,PINEVILLE COMMUNITY HOSPITAL (180021),2015,Acute Care,Voluntary non-profit - Other,107.0,36.763077,-83.708574,KY,,,158.0,12217.0,201.0,12233.0
1422,SPRING VIEW HOSPITAL (180024),2015,Acute Care,Proprietary,75.0,37.570325,-85.259397,KY,,,93.0,12986.0,211.0,12169.0
1423,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H (180025),2015,Acute Care,Voluntary non-profit - Private,52.0,37.863995,-85.52376,KY,44.0,23631.0,114.0,15732.0,103.0,15196.0
1424,MURRAY-CALLOWAY COUNTY HOSPITAL (180027),2015,Acute Care,Voluntary non-profit - Other,296.0,36.60866,-88.309498,KY,48.0,21062.0,208.0,11695.0,383.0,12281.0
1425,HAZARD ARH REGIONAL MEDICAL CENTER (180029),2015,Acute Care,Voluntary non-profit - Private,320.0,37.279027,-83.227413,KY,151.0,23133.0,248.0,14338.0,366.0,13140.0
1426,ST ELIZABETH MEDICAL CENTER (180035),2015,Acute Care,Voluntary non-profit - Church,500.0,39.014683,-84.561842,KY,490.0,21887.0,910.0,16863.0,670.0,15006.0
1427,OUR LADY OF BELLEFONTE HOSPITAL (180036),2015,Acute Care,Voluntary non-profit - Private,157.0,38.509303,-82.69305,KY,98.0,21819.0,275.0,15074.0,325.0,15381.0
1428,OWENSBORO HEALTH REGIONAL HOSPITAL (180038),2015,Acute Care,Voluntary non-profit - Private,447.0,37.777296,-87.069958,KY,449.0,23929.0,714.0,15529.0,538.0,14357.0
1429,JEWISH HOSPITAL & ST MARY'S HEALTHCARE (180040),2015,Acute Care,Voluntary non-profit - Private,839.0,38.249328,-85.751137,KY,669.0,23798.0,,17281.0,881.0,16199.0
1430,MEMORIAL HOSPITAL (180043),2015,Acute Care,Voluntary non-profit - Church,57.0,37.162154,-83.761356,KY,31.0,22694.0,135.0,13795.0,266.0,12931.0
1431,PIKEVILLE MEDICAL CENTER (180044),2015,Acute Care,Voluntary non-profit - Private,292.0,37.47251,-82.52395,KY,265.0,20796.0,361.0,14921.0,345.0,13668.0
1432,ST ELIZABETH FLORENCE (180045),2015,Acute Care,Voluntary non-profit - Private,159.0,39.017615,-84.63279,KY,107.0,23454.0,262.0,16053.0,220.0,15326.0
1433,BOURBON COMMUNITY HOSPITAL (180046),2015,Acute Care,Proprietary,58.0,38.220655,-84.238896,KY,,,48.0,14350.0,75.0,12170.0
1434,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER (180048),2015,Acute Care,Voluntary non-profit - Private,206.0,37.643818,-84.772638,KY,175.0,23683.0,306.0,15073.0,425.0,13808.0
1435,BAPTIST HEALTH RICHMOND (180049),2015,Acute Care,Voluntary non-profit - Private,66.0,37.73176,-84.293078,KY,57.0,22418.0,72.0,15395.0,181.0,14896.0
1436,HARLAN ARH HOSPITAL (180050),2015,Acute Care,Voluntary non-profit - Other,105.0,36.810183,-83.313105,KY,29.0,21331.0,175.0,14479.0,254.0,13504.0
1437,JENNIE STUART MEDICAL CENTER (180051),2015,Acute Care,Voluntary non-profit - Private,171.0,36.860443,-87.495668,KY,45.0,19998.0,112.0,15540.0,432.0,14347.0
1438,FLEMING COUNTY HOSPITAL (180053),2015,Acute Care,Voluntary non-profit - Other,52.0,38.421539,-83.753094,KY,,,74.0,14004.0,234.0,12386.0
1439,METHODIST HOSPITAL (180056),2015,Acute Care,Voluntary non-profit - Church,132.0,37.853858,-87.581257,KY,34.0,22342.0,196.0,14698.0,279.0,14445.0
1440,SAINT JOSEPH MOUNT STERLING (180064),2015,Acute Care,Voluntary non-profit - Private,44.0,38.07591,-83.94692,KY,,,72.0,15655.0,224.0,14152.0
1441,LOGAN MEMORIAL HOSPITAL (180066),2015,Acute Care,Proprietary,72.0,36.815437,-86.882593,KY,27.0,21102.0,90.0,13727.0,191.0,13683.0
1442,UNIVERSITY OF KENTUCKY HOSPITAL (180067),2015,Acute Care,Government - State,843.0,38.032448,-84.507381,KY,193.0,22485.0,249.0,15931.0,168.0,14774.0
1443,TUG VALLEY ARH REGIONAL MEDICAL CENTER (180069),2015,Acute Care,Proprietary,123.0,37.676373,-82.296581,KY,,,107.0,13656.0,124.0,11915.0
1444,TWIN LAKES REGIONAL MEDICAL CENTER (180070),2015,Acute Care,Voluntary non-profit - Other,69.0,37.471947,-86.287038,KY,,,87.0,14227.0,279.0,13360.0
1445,PAUL B HALL REGIONAL MEDICAL CENTER (180078),2015,Acute Care,Proprietary,70.0,37.815015,-82.812803,KY,29.0,22207.0,68.0,14525.0,235.0,14222.0
1446,HARRISON MEMORIAL HOSPITAL (180079),2015,Acute Care,Voluntary non-profit - Other,54.0,38.384822,-84.276797,KY,27.0,23017.0,54.0,15258.0,293.0,13176.0
1447,BAPTIST HEALTH CORBIN (180080),2015,Acute Care,Voluntary non-profit - Private,250.0,,,KY,78.0,24565.0,258.0,15360.0,375.0,15686.0
1448,TAYLOR REGIONAL HOSPITAL (180087),2015,Acute Care,Government - Hospital District or Authority,90.0,37.366216,-85.339179,KY,47.0,22872.0,107.0,14912.0,253.0,14317.0
1449,NORTON HOSPITAL/NORTON MEDICAL PAVILIONS/KOSAIR CH (180088),2015,Acute Care,Voluntary non-profit - Private,1369.0,38.248213,-85.751133,KY,883.0,23478.0,,16264.0,,15061.0
1450,CLARK REGIONAL MEDICAL CENTER (180092),2015,Acute Care,Proprietary,78.0,38.010511,-84.21459,KY,48.0,21770.0,79.0,14730.0,159.0,11715.0
1451,BAPTIST HEALTH MADISONVILLE (180093),2015,Acute Care,Voluntary non-profit - Private,213.0,37.339177,-87.493845,KY,279.0,19847.0,288.0,14990.0,427.0,14211.0
1452,CRITTENDEN HEALTH SYSTEM (180095),2015,Acute Care,Proprietary,48.0,37.329616,-88.091945,KY,,,84.0,14181.0,117.0,14025.0
1453,GEORGETOWN COMMUNITY HOSPITAL (180101),2015,Acute Care,Proprietary,75.0,38.186223,-84.562445,KY,,,69.0,14336.0,89.0,13209.0
1454,LOURDES HOSPITAL (180102),2015,Acute Care,Voluntary non-profit - Church,307.0,37.052989,-88.647857,KY,222.0,22336.0,390.0,14929.0,364.0,13386.0
1455,BAPTIST HEALTH LEXINGTON (180103),2015,Acute Care,Voluntary non-profit - Other,378.0,38.018842,-84.513948,KY,396.0,23078.0,501.0,17473.0,427.0,16051.0
1456,BAPTIST HEALTH PADUCAH (180104),2015,Acute Care,Voluntary non-profit - Church,271.0,37.073255,-88.628215,KY,407.0,21713.0,437.0,15050.0,465.0,13059.0
1457,MONROE COUNTY MEDICAL CENTER (180105),2015,Acute Care,Voluntary non-profit - Other,49.0,36.698506,-85.67712,KY,,,138.0,11985.0,178.0,12516.0
1458,"CLINTON COUNTY HOSPITAL, INC (180106)",2015,Acute Care,Voluntary non-profit - Private,38.0,36.698335,-85.146554,KY,,,63.0,14365.0,139.0,12384.0
1459,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT (180115),2015,Acute Care,Voluntary non-profit - Private,142.0,37.358006,-84.337001,KY,,,53.0,14470.0,103.0,12040.0
1460,JACKSON PURCHASE MEDICAL CENTER (180116),2015,Acute Care,Government - Hospital District or Authority,109.0,36.757411,-88.650981,KY,55.0,20955.0,183.0,16080.0,417.0,15212.0
1461,PARKWAY REGIONAL HOSPITAL (180117),2015,Acute Care,Proprietary,49.0,,,KY,,,49.0,13465.0,115.0,12969.0
1462,GREENVIEW REGIONAL HOSPITAL (180124),2015,Acute Care,Proprietary,158.0,36.965672,-86.435599,KY,50.0,21825.0,151.0,14261.0,160.0,14750.0
1463,FRANKFORT REGIONAL MEDICAL CENTER (180127),2015,Acute Care,Proprietary,123.0,38.159774,-84.905753,KY,44.0,22641.0,211.0,15651.0,187.0,14981.0
1464,THREE RIVERS MEDICAL CENTER (180128),2015,Acute Care,Proprietary,85.0,38.0933,-82.60474,KY,,,110.0,13774.0,159.0,11642.0
1465,BAPTIST HEALTH LOUISVILLE (180130),2015,Acute Care,Voluntary non-profit - Private,511.0,38.239235,-85.639048,KY,524.0,21310.0,,16066.0,,14981.0
1466,LAKE CUMBERLAND REGIONAL HOSPITAL (180132),2015,Acute Care,Proprietary,269.0,37.086576,-84.617956,KY,284.0,23534.0,368.0,16154.0,599.0,14698.0
1467,BAPTIST HEALTH LA GRANGE (180138),2015,Acute Care,Voluntary non-profit - Private,105.0,38.396238,-85.375927,KY,,,120.0,14249.0,123.0,14480.0
1468,KENTUCKY RIVER MEDICAL CENTER (180139),2015,Acute Care,Voluntary non-profit - Other,50.0,37.565434,-83.370111,KY,,,98.0,14433.0,109.0,15887.0
1469,UNIVERSITY OF LOUISVILLE HOSPITAL (180141),2015,Acute Care,Voluntary non-profit - Private,340.0,38.248446,-85.74507,KY,57.0,21781.0,70.0,14309.0,56.0,16147.0
1470,SAINT JOSEPH EAST (180143),2015,Acute Care,Voluntary non-profit - Church,158.0,38.000199,-84.440371,KY,70.0,23699.0,130.0,15165.0,186.0,15644.0
1471,WESTLAKE REGIONAL HOSPITAL (180149),2015,Acute Care,Government - Hospital District or Authority,55.0,37.096289,-85.29494,KY,,,56.0,14845.0,177.0,13063.0
1472,MARCUM AND WALLACE MEMORIAL HOSPITAL (181301),2015,Critical Access,Voluntary non-profit - Private,25.0,37.705267,-83.977742,KY,,,39.0,16196.0,144.0,15340.0
1473,THE JAMES B HAGGIN MEMORIAL HOSPITAL (181302),2015,Critical Access,Voluntary non-profit - Other,42.0,37.756448,-84.848212,KY,,,,,89.0,15383.0
1474,TRIGG COUNTY HOSPITAL (181304),2015,Critical Access,Government - Local,25.0,36.867247,-87.821288,KY,,,,,48.0,13369.0
1475,SAINT JOSEPH MARTIN (181305),2015,Critical Access,Voluntary non-profit - Private,25.0,37.579105,-82.750351,KY,,,29.0,15339.0,39.0,15155.0
1476,METHODIST HOSPITAL UNION COUNTY (181306),2015,Critical Access,Voluntary non-profit - Church,25.0,37.626114,-87.943918,KY,,,41.0,15537.0,79.0,13890.0
1477,MORGAN COUNTY ARH HOSPITAL (181307),2015,Critical Access,Voluntary non-profit - Private,25.0,37.920137,-83.266276,KY,,,38.0,14867.0,132.0,11732.0
1478,BLUEGRASS COMMUNITY HOSPITAL (181308),2015,Critical Access,Proprietary,25.0,38.055343,-84.723415,KY,,,,,40.0,15636.0
1479,CASEY COUNTY HOSPITAL (181309),2015,Critical Access,Government - Hospital District or Authority,24.0,37.317809,-84.931717,KY,,,59.0,17250.0,162.0,14298.0
1480,CARROLL COUNTY MEMORIAL HOSPITAL (181310),2015,Critical Access,Voluntary non-profit - Private,25.0,38.679904,-85.169314,KY,,,44.0,15277.0,101.0,12763.0
1481,ST ELIZABETH GRANT (181311),2015,Critical Access,Voluntary non-profit - Church,15.0,38.647862,-84.578264,KY,,,,,38.0,13607.0
1482,CAVERNA MEMORIAL HOSPITAL (181314),2015,Critical Access,Voluntary non-profit - Private,25.0,37.160336,-85.923172,KY,,,51.0,14981.0,43.0,14985.0
1483,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL (181315),2015,Critical Access,Voluntary non-profit - Private,32.0,37.543616,-84.653879,KY,,,,,84.0,14078.0
1484,MARY BRECKINRIDGE ARH HOSPITAL (181316),2015,Critical Access,Voluntary non-profit - Private,25.0,37.163889,-83.37836,KY,,,41.0,15465.0,81.0,14185.0
1485,CUMBERLAND COUNTY HOSPITAL (181317),2015,Critical Access,Voluntary non-profit - Other,25.0,36.796868,-85.37244,KY,,,50.0,13939.0,92.0,14405.0
1486,THE MEDICAL CENTER AT FRANKLIN (181318),2015,Critical Access,Voluntary non-profit - Private,24.0,36.699997,-86.575563,KY,,,82.0,14762.0,131.0,13600.0
1487,BRECKINRIDGE MEMORIAL HOSPITAL (181319),2015,Critical Access,Government - Local,43.0,37.766615,-86.441643,KY,,,78.0,15429.0,129.0,13262.0
1488,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC (181320)",2015,Critical Access,Voluntary non-profit - Private,25.0,37.263323,-88.228753,KY,,,45.0,15097.0,71.0,13539.0
1489,WAYNE COUNTY HOSPITAL (181321),2015,Critical Access,Voluntary non-profit - Other,25.0,36.820046,-84.866821,KY,,,31.0,15511.0,141.0,14052.0
1490,CALDWELL MEDICAL CENTER (181322),2015,Critical Access,Government - Hospital District or Authority,25.0,37.114215,-87.907658,KY,,,33.0,16682.0,98.0,13733.0
1491,THE MEDICAL CENTER AT SCOTTSVILLE (181324),2015,Critical Access,Voluntary non-profit - Private,135.0,36.759765,-86.216212,KY,,,27.0,15747.0,80.0,15800.0
1492,JANE TODD CRAWFORD HOSPITAL (181325),2015,Critical Access,Voluntary non-profit - Private,25.0,37.242124,-85.496302,KY,,,46.0,16607.0,65.0,18279.0
1493,MARSHALL COUNTY HOSPITAL (181327),2015,Critical Access,Government - Hospital District or Authority,25.0,36.868182,-88.368072,KY,,,98.0,15877.0,151.0,14970.0
1494,KNOX COUNTY HOSPITAL (181328),2015,Critical Access,Government - Local,28.0,36.85231,-83.87152,KY,,,54.0,11799.0,148.0,13270.0
1495,SAINT JOSEPH BEREA (181329),2015,Critical Access,Voluntary non-profit - Private,25.0,37.574789,-84.286044,KY,,,47.0,14855.0,101.0,13929.0
1496,RUSSELL COUNTY HOSPITAL (181330),2015,Critical Access,Government - Local,25.0,37.057707,-85.066884,KY,,,33.0,14276.0,118.0,13188.0
1497,MCDOWELL ARH HOSPITAL (181331),2015,Critical Access,Voluntary non-profit - Private,25.0,37.457174,-82.747264,KY,,,27.0,14917.0,67.0,11738.0
1498,LAFAYETTE GENERAL MEDICAL CENTER (190002),2015,Acute Care,Voluntary non-profit - Private,378.0,30.202319,-92.018705,LA,201.0,22633.0,546.0,14263.0,490.0,13480.0
1499,DAUTERIVE HOSPITAL (190003),2015,Acute Care,Proprietary,103.0,,,LA,45.0,21650.0,56.0,14140.0,60.0,14032.0
1500,THIBODAUX REGIONAL MEDICAL CENTER (190004),2015,Acute Care,Government - Hospital District or Authority,174.0,29.780546,-90.806819,LA,190.0,19569.0,389.0,15550.0,202.0,13343.0
1501,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT (190005),2015,Acute Care,Voluntary non-profit - Private,277.0,29.961092,-90.08091,LA,32.0,23292.0,37.0,13929.0,,
1502,NATCHITOCHES REGIONAL MEDICAL CENTER (190007),2015,Acute Care,Government - Hospital District or Authority,208.0,31.753563,-93.079253,LA,32.0,24250.0,115.0,16507.0,225.0,15568.0
1503,TERREBONNE GENERAL MEDICAL CENTER (190008),2015,Acute Care,Government - Hospital District or Authority,205.0,29.598537,-90.714322,LA,234.0,19690.0,468.0,14686.0,356.0,14529.0
1504,UNIVERSITY HEALTH CONWAY (190011),2015,Acute Care,Proprietary,137.0,32.451464,-92.105548,LA,,,33.0,13857.0,35.0,13878.0
1505,WEST CALCASIEU CAMERON HOSPITAL (190013),2015,Acute Care,Government - Hospital District or Authority,107.0,30.231074,-93.36929,LA,73.0,20478.0,152.0,16204.0,175.0,14945.0
1506,TECHE REGIONAL MEDICAL CENTER (190014),2015,Acute Care,Proprietary,161.0,29.708471,-91.200157,LA,52.0,20680.0,160.0,14196.0,131.0,14153.0
1507,"NORTH OAKS MEDICAL CENTER, L L C (190015)",2015,Acute Care,Government - Hospital District or Authority,318.0,30.466698,-90.45758,LA,200.0,25373.0,403.0,19912.0,419.0,17937.0
1508,OPELOUSAS GENERAL HEALTH SYSTEM (190017),2015,Acute Care,Government - Hospital District or Authority,205.0,30.543457,-92.075785,LA,93.0,22506.0,334.0,16928.0,329.0,14915.0
1509,CHRISTUS ST FRANCES CABRINI HOSPITAL (190019),2015,Acute Care,Voluntary non-profit - Church,300.0,31.282401,-92.460848,LA,311.0,21461.0,508.0,14999.0,496.0,13969.0
1510,LANE REGIONAL MEDICAL CENTER (190020),2015,Acute Care,Government - Hospital District or Authority,178.0,30.649957,-91.136747,LA,84.0,21303.0,151.0,15184.0,238.0,13953.0
1511,SAVOY MEDICAL CENTER (190025),2015,Acute Care,Government - Hospital District or Authority,149.0,30.641032,-92.417605,LA,,,114.0,16342.0,200.0,16418.0
1512,RAPIDES REGIONAL MEDICAL CENTER (190026),2015,Acute Care,Proprietary,352.0,31.315021,-92.450481,LA,282.0,22764.0,453.0,15312.0,516.0,14639.0
1513,CHRISTUS ST PATRICK HOSPITAL (190027),2015,Acute Care,Voluntary non-profit - Church,152.0,30.215437,-93.22767,LA,152.0,20317.0,388.0,14121.0,322.0,14519.0
1514,ABBEVILLE GENERAL HOSPITAL (190034),2015,Acute Care,Government - Hospital District or Authority,60.0,29.97325,-92.106986,LA,,,117.0,14940.0,114.0,12977.0
1515,OCHSNER MEDICAL CENTER (190036),2015,Acute Care,Voluntary non-profit - Private,931.0,29.962771,-90.145205,LA,264.0,20378.0,622.0,13980.0,233.0,12426.0
1516,WEST JEFFERSON MEDICAL CENTER (190039),2015,Acute Care,Voluntary non-profit - Private,320.0,29.891749,-90.095886,LA,108.0,20281.0,313.0,14092.0,156.0,15068.0
1517,SLIDELL MEMORIAL HOSPITAL (190040),2015,Acute Care,Government - Hospital District or Authority,226.0,30.284651,-89.770421,LA,86.0,22504.0,222.0,15060.0,226.0,14241.0
1518,CHRISTUS HEALTH SHREVEPORT - BOSSIER (190041),2015,Acute Care,Voluntary non-profit - Church,300.0,32.425962,-93.718926,LA,158.0,20858.0,376.0,16264.0,364.0,15362.0
1519,ACADIA GENERAL HOSPITAL (190044),2015,Acute Care,Voluntary non-profit - Private,143.0,30.226327,-92.362543,LA,,,160.0,14385.0,291.0,13089.0
1520,ST TAMMANY PARISH HOSPITAL (190045),2015,Acute Care,Government - Hospital District or Authority,223.0,30.468955,-90.113935,LA,157.0,23434.0,299.0,15466.0,262.0,16178.0
1521,TOURO INFIRMARY (190046),2015,Acute Care,Voluntary non-profit - Private,318.0,29.925391,-90.092915,LA,70.0,20611.0,241.0,15310.0,207.0,15671.0
1522,BEAUREGARD MEMORIAL HOSPITAL (190050),2015,Acute Care,Government - Hospital District or Authority,56.0,30.84195,-93.289056,LA,31.0,20385.0,105.0,15126.0,167.0,13052.0
1523,JENNINGS AMERICAN LEGION HOSPITAL (190053),2015,Acute Care,Voluntary non-profit - Private,51.0,30.239215,-92.663445,LA,53.0,20508.0,180.0,15134.0,306.0,13862.0
1524,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER (190054),2015,Acute Care,Government - Hospital District or Authority,122.0,29.989047,-91.785783,LA,111.0,22256.0,219.0,15602.0,272.0,15361.0
1525,LAKE CHARLES MEMORIAL HOSPITAL (190060),2015,Acute Care,Voluntary non-profit - Private,303.0,30.203461,-93.197295,LA,141.0,21206.0,411.0,15056.0,496.0,14222.0
1526,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER (190064),2015,Acute Care,Voluntary non-profit - Church,831.0,30.401318,-91.111528,LA,337.0,20483.0,635.0,14662.0,431.0,13721.0
1527,BATON ROUGE GENERAL MEDICAL CENTER (190065),2015,Acute Care,Voluntary non-profit - Private,397.0,30.450336,-91.154638,LA,214.0,21401.0,463.0,15731.0,247.0,13907.0
1528,ST CHARLES PARISH HOSPITAL (190079),2015,Acute Care,Government - Hospital District or Authority,58.0,29.924513,-90.371751,LA,,,57.0,15233.0,45.0,14489.0
1529,WEST CARROLL MEMORIAL HOSPITAL (190081),2015,Acute Care,Proprietary,32.0,32.867813,-91.383196,LA,,,97.0,14504.0,243.0,11301.0
1530,NORTHERN LOUISIANA MEDICAL CENTER (190086),2015,Acute Care,Proprietary,142.0,32.515281,-92.633902,LA,78.0,20593.0,279.0,16107.0,281.0,17264.0
1531,SPRINGHILL MEDICAL CENTER (190088),2015,Acute Care,Voluntary non-profit - Private,59.0,33.010622,-93.442839,LA,,,83.0,16120.0,142.0,14111.0
1532,WINN PARISH MEDICAL CENTER (190090),2015,Acute Care,Proprietary,55.0,31.924979,-92.645139,LA,,,74.0,13917.0,110.0,15530.0
1533,UNIVERSITY HEALTH SHREVEPORT (190098),2015,Acute Care,Voluntary non-profit - Private,435.0,32.481791,-93.76159,LA,85.0,19622.0,129.0,14997.0,54.0,13043.0
1534,AVOYELLES HOSPITAL (190099),2015,Acute Care,Proprietary,52.0,31.143127,-92.064433,LA,,,148.0,14221.0,245.0,13599.0
1535,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC (190102)",2015,Acute Care,Voluntary non-profit - Private,239.0,30.150001,-92.040447,LA,150.0,23560.0,382.0,16664.0,443.0,16638.0
1536,OAKDALE COMMUNITY HOSPITAL (190106),2015,Acute Care,Proprietary,55.0,30.816264,-92.644545,LA,,,69.0,14967.0,94.0,12385.0
1537,WILLIS KNIGHTON MEDICAL CENTER (190111),2015,Acute Care,Voluntary non-profit - Private,781.0,32.483923,-93.778748,LA,532.0,20527.0,,15395.0,,15906.0
1538,CLAIBORNE MEMORIAL MEDICAL CENTER (190114),2015,Acute Care,Government - Local,51.0,32.794327,-93.062469,LA,,,141.0,15755.0,175.0,16148.0
1539,MOREHOUSE GENERAL HOSPITAL (190116),2015,Acute Care,Government - Hospital District or Authority,49.0,,,LA,,,88.0,15624.0,167.0,16188.0
1540,DESOTO REGIONAL HEALTH SYSTEM (190118),2015,Acute Care,Voluntary non-profit - Private,36.0,32.035258,-93.709136,LA,,,86.0,14442.0,107.0,13990.0
1541,ST FRANCIS MEDICAL CENTER (190125),2015,Acute Care,Voluntary non-profit - Private,475.0,32.499732,-92.11479,LA,263.0,22247.0,479.0,17104.0,475.0,15646.0
1542,FRANKLIN MEDICAL CENTER (190140),2015,Acute Care,Government - Hospital District or Authority,38.0,32.15888,-91.705234,LA,,,70.0,15612.0,181.0,15369.0
1543,MINDEN MEDICAL CENTER (190144),2015,Acute Care,Proprietary,154.0,,,LA,32.0,22241.0,179.0,14461.0,214.0,15833.0
1544,LASALLE GENERAL HOSPITAL (190145),2015,Acute Care,Government - Hospital District or Authority,47.0,,,LA,,,45.0,14110.0,110.0,12983.0
1545,EAST JEFFERSON GENERAL HOSPITAL (190146),2015,Acute Care,Government - Hospital District or Authority,404.0,30.014162,-90.181468,LA,210.0,19269.0,477.0,14947.0,443.0,13085.0
1546,RICHARDSON MEDICAL CENTER (190151),2015,Acute Care,Government - Hospital District or Authority,38.0,32.463973,-91.747879,LA,,,56.0,15013.0,76.0,12014.0
1547,GLENWOOD REGIONAL MEDICAL CENTER (190160),2015,Acute Care,Proprietary,258.0,32.513462,-92.156761,LA,375.0,23343.0,518.0,17421.0,505.0,15842.0
1548,BYRD REGIONAL HOSPITAL (190164),2015,Acute Care,Proprietary,51.0,31.137324,-93.268791,LA,,,225.0,15160.0,169.0,15622.0
1549,MERCY REGIONAL MEDICAL CENTER (190167),2015,Acute Care,Proprietary,95.0,30.684931,-92.265973,LA,37.0,21344.0,209.0,15776.0,445.0,14220.0
1550,RIVER PARISHES HOSPITAL (190175),2015,Acute Care,Proprietary,93.0,,,LA,,,58.0,14675.0,73.0,15888.0
1551,TULANE MEDICAL CENTER (190176),2015,Acute Care,Proprietary,419.0,29.955263,-90.076121,LA,95.0,23536.0,110.0,15744.0,50.0,13560.0
1552,LAKEVIEW REGIONAL MEDICAL CENTER (190177),2015,Acute Care,Proprietary,176.0,,,LA,71.0,21786.0,156.0,16240.0,146.0,15976.0
1553,LEONARD J CHABERT MEDICAL CENTER (190183),2015,Acute Care,Voluntary non-profit - Other,107.0,29.571318,-90.687625,LA,30.0,19252.0,37.0,13397.0,52.0,13099.0
1554,CITIZENS MEDICAL CENTER (190184),2015,Acute Care,Government - Hospital District or Authority,40.0,32.077871,-92.095218,LA,,,,,91.0,13939.0
1555,"CALDWELL MEMORIAL HOSPITAL, INC (190190)",2015,Acute Care,Proprietary,45.0,32.104142,-92.076155,LA,,,78.0,11602.0,,
1556,LAKE AREA MEDICAL CENTER (190201),2015,Acute Care,Proprietary,108.0,30.182071,-93.249348,LA,,,,,38.0,12174.0
1557,OCHSNER MEDICAL CENTER - BATON ROUGE (190202),2015,Acute Care,Voluntary non-profit - Private,163.0,30.440994,-91.001513,LA,82.0,24782.0,129.0,15840.0,100.0,15454.0
1558,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C (190204)",2015,Acute Care,Voluntary non-profit - Private,164.0,30.286243,-89.743132,LA,68.0,21219.0,116.0,18267.0,107.0,13384.0
1559,THE REGIONAL MEDICAL CENTER OF ACADIANA (190205),2015,Acute Care,Proprietary,236.0,,,LA,61.0,24141.0,138.0,16036.0,70.0,15497.0
1560,EAST CARROLL PARISH HOSPITAL (190208),2015,Acute Care,Government - Hospital District or Authority,23.0,32.811076,-91.171656,LA,,,30.0,13875.0,47.0,12476.0
