,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
478,NORTH SUBURBAN MEDICAL CENTER (060065),2023,Acute Care,Voluntary non-profit - Private,127.0,39.86438,-104.984783,CO,41.0,27377.0,74.0,17962.0,,,44.0,20788.0
479,DELTA COUNTY MEMORIAL HOSPITAL (060071),2023,Acute Care,Government - Local,49.0,38.743166,-108.047515,CO,,,42.0,16329.0,60.0,18980.0,41.0,20374.0
480,VALLEY VIEW HOSPITAL ASSOCIATION (060075),2023,Acute Care,Voluntary non-profit - Private,44.0,39.532859,-107.322794,CO,64.0,31479.0,63.0,18548.0,47.0,21092.0,56.0,20166.0
481,STERLING REGIONAL MEDCENTER (060076),2023,Acute Care,Voluntary non-profit - Private,27.0,40.613684,-103.220524,CO,,,33.0,18419.0,,,42.0,18462.0
482,VAIL HEALTH HOSPITAL (060096),2023,Acute Care,Voluntary non-profit - Other,56.0,39.642949,-106.382866,CO,,,,,89.0,18339.0,,
483,THE MEDICAL CENTER OF AURORA & SOUTH HOSPITAL (060100),2023,Acute Care,Proprietary,327.0,39.689346,-104.83115,CO,82.0,28368.0,202.0,19251.0,59.0,21869.0,164.0,21050.0
484,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL (060103),2023,Acute Care,Voluntary non-profit - Church,111.0,39.950847,-105.149154,CO,,,26.0,18930.0,,,32.0,18936.0
485,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS (060104),2023,Acute Care,Voluntary non-profit - Church,102.0,39.95581,-104.993671,CO,54.0,24424.0,131.0,19396.0,,,110.0,18638.0
486,SKY RIDGE MEDICAL CENTER (060112),2023,Acute Care,Proprietary,242.0,39.529323,-104.870269,CO,51.0,27378.0,157.0,18803.0,213.0,20543.0,155.0,21716.0
487,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH (060113)",2023,Acute Care,Voluntary non-profit - Church,188.0,39.576554,-104.988489,CO,71.0,27238.0,226.0,17773.0,108.0,19787.0,192.0,20929.0
488,PARKER ADVENTIST HOSPITAL (060114),2023,Acute Care,Voluntary non-profit - Private,155.0,39.550058,-104.773433,CO,53.0,26217.0,127.0,18074.0,50.0,22239.0,123.0,19805.0
489,GOOD SAMARITAN MEDICAL CENTER LLC (060116),2023,Acute Care,Voluntary non-profit - Private,196.0,39.969753,-105.083065,CO,42.0,27560.0,79.0,17070.0,,,83.0,19699.0
490,"ANIMAS SURGICAL HOSPITAL, LLC (060117)",2023,Acute Care,Physician,12.0,37.248889,-107.870774,CO,,,,,315.0,20225.0,,
491,MEDICAL CENTER OF THE ROCKIES (060119),2023,Acute Care,Voluntary non-profit - Private,168.0,40.415194,-105.001451,CO,247.0,28690.0,225.0,19114.0,189.0,19590.0,191.0,20603.0
492,ORTHOCOLORADO HOSP AT ST ANTHONY MED CAMPUS (060124),2023,Acute Care,Proprietary,48.0,39.717952,-105.128441,CO,,,,,267.0,19183.0,,
493,CENTURA CASTLE ROCK ADVENTIST HOSPITAL (060125),2023,Acute Care,Voluntary non-profit - Private,56.0,39.404112,-104.886146,CO,,,64.0,17158.0,,,47.0,18289.0
494,LONGS PEAK HOSPITAL (060128),2023,Acute Care,Voluntary non-profit - Private,57.0,,,CO,42.0,28299.0,98.0,19298.0,,,56.0,18773.0
495,UCHEALTH BROOMFIELD HOSPITAL (060129),2023,Acute Care,Proprietary,32.0,39.9105,-105.093207,CO,,,,,56.0,24329.0,,
496,UCHEALTH GRANDVIEW HOSPITAL (060130),2023,Acute Care,Voluntary non-profit - Private,21.0,38.910262,-104.816436,CO,,,,,339.0,23092.0,,
497,UCHEALTH GREELEY HOSPITAL (060131),2023,Acute Care,Voluntary non-profit - Private,52.0,40.390073,-104.789043,CO,42.0,25517.0,95.0,18426.0,,,77.0,20118.0
498,UCHEALTH HIGHLANDS RANCH HOSPITAL (060132),2023,Acute Care,Voluntary non-profit - Private,91.0,39.552776,-105.004228,CO,32.0,25214.0,103.0,16432.0,,,93.0,19180.0
499,RIO GRANDE HOSPITAL (061301),2023,Critical Access,Voluntary non-profit - Private,16.0,37.674371,-106.36481,CO,,,32.0,18315.0,,,39.0,19112.0
500,EAST MORGAN COUNTY HOSPITAL (061303),2023,Critical Access,Government - Hospital District or Authority,25.0,40.254738,-103.649178,CO,,,,,,,47.0,21023.0
501,WRAY COMMUNITY DISTRICT HOSPITAL (061309),2023,Critical Access,Government - Hospital District or Authority,16.0,40.075405,-102.23466,CO,,,,,73.0,19685.0,,
502,"MEMORIAL HOSPITAL, THE (061314)",2023,Critical Access,Government - Local,25.0,40.518288,-107.57863,CO,,,,,30.0,18596.0,,
503,MT SAN RAFAEL HOSPITAL (061321),2023,Critical Access,Voluntary non-profit - Private,25.0,37.17338,-104.488796,CO,,,,,,,30.0,20068.0
504,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT (061325),2023,Critical Access,Government - Hospital District or Authority,44.0,,,CO,,,,,158.0,16468.0,,
505,SOUTHWEST MEMORIAL HOSPITAL (061327),2023,Critical Access,Voluntary non-profit - Private,25.0,37.36214,-108.572739,CO,,,39.0,17397.0,,,43.0,18744.0
506,CENTURA ST THOMAS MORE HOSPITAL (061344),2023,Critical Access,Voluntary non-profit - Private,116.0,38.455747,-105.230264,CO,,,60.0,16821.0,,,43.0,18275.0
507,ST FRANCIS HOSPITAL & MEDICAL CENTER (070002),2023,Acute Care,Voluntary non-profit - Church,561.0,41.77508,-72.699468,CT,258.0,29676.0,754.0,19874.0,441.0,19360.0,270.0,21532.0
508,DAY KIMBALL HOSPITAL (070003),2023,Acute Care,Voluntary non-profit - Private,104.0,41.907746,-71.914692,CT,25.0,24802.0,123.0,20231.0,34.0,20128.0,98.0,20416.0
509,SHARON HOSPITAL (070004),2023,Acute Care,Proprietary,79.0,41.879662,-73.481572,CT,,,94.0,17462.0,53.0,19689.0,101.0,20868.0
510,WATERBURY HOSPITAL (070005),2023,Acute Care,Voluntary non-profit - Private,249.0,41.558269,-73.058608,CT,90.0,29133.0,298.0,19736.0,57.0,20713.0,211.0,20105.0
511,STAMFORD HOSPITAL (070006),2023,Acute Care,Voluntary non-profit - Private,303.0,,,CT,109.0,28816.0,381.0,20657.0,290.0,21589.0,306.0,20067.0
512,LAWRENCE & MEMORIAL HOSPITAL (070007),2023,Acute Care,Voluntary non-profit - Private,245.0,41.336428,-72.103074,CT,128.0,26796.0,396.0,18560.0,85.0,19357.0,386.0,20838.0
513,JOHNSON MEMORIAL HOSPITAL (070008),2023,Acute Care,Voluntary non-profit - Private,88.0,,,CT,,,69.0,17959.0,,,61.0,20354.0
514,BRIDGEPORT HOSPITAL (070010),2023,Acute Care,Voluntary non-profit - Private,378.0,41.188776,-73.16608,CT,126.0,29962.0,558.0,18106.0,189.0,20101.0,500.0,20260.0
515,CHARLOTTE HUNGERFORD HOSPITAL (070011),2023,Acute Care,Voluntary non-profit - Private,108.0,41.790846,-73.133143,CT,,,161.0,18235.0,,,255.0,20364.0
516,ROCKVILLE GENERAL HOSPITAL (070012),2023,Acute Care,Voluntary non-profit - Other,222.0,41.866962,-72.450988,CT,,,,,,,26.0,19664.0
517,SAINT MARY'S HOSPITAL (070016),2023,Acute Care,Voluntary non-profit - Other,167.0,,,CT,67.0,25590.0,245.0,19062.0,,,203.0,21222.0
518,MIDSTATE MEDICAL CENTER (070017),2023,Acute Care,Voluntary non-profit - Private,139.0,41.550036,-72.803878,CT,39.0,28297.0,281.0,19499.0,363.0,19994.0,278.0,20626.0
519,GREENWICH HOSPITAL ASSOCIATION - (070018),2023,Acute Care,Voluntary non-profit - Private,184.0,41.034395,-73.629632,CT,72.0,28571.0,333.0,18486.0,596.0,19562.0,376.0,19988.0
520,MIDDLESEX HOSPITAL (070020),2023,Acute Care,Voluntary non-profit - Private,228.0,41.554865,-72.647633,CT,47.0,25105.0,343.0,17136.0,128.0,19959.0,452.0,19794.0
521,WINDHAM COMMUNITY MEMORIAL HOSPITAL (070021),2023,Acute Care,Voluntary non-profit - Private,64.0,41.716569,-72.224068,CT,,,117.0,20296.0,35.0,18435.0,78.0,19576.0
522,YALE-NEW HAVEN HOSPITAL (070022),2023,Acute Care,Voluntary non-profit - Private,1347.0,41.304285,-72.934689,CT,340.0,29330.0,1138.0,19107.0,161.0,22781.0,970.0,20675.0
523,WILLIAM W BACKUS HOSPITAL (070024),2023,Acute Care,Voluntary non-profit - Other,184.0,41.543402,-72.086747,CT,32.0,27027.0,314.0,17903.0,182.0,19931.0,347.0,21636.0
524,HARTFORD HOSPITAL (070025),2023,Acute Care,Voluntary non-profit - Private,895.0,41.754123,-72.68082,CT,457.0,27938.0,969.0,21174.0,656.0,18874.0,446.0,20293.0
525,MANCHESTER MEMORIAL HOSPITAL (070027),2023,Acute Care,Voluntary non-profit - Private,182.0,41.781087,-72.525221,CT,,,141.0,19116.0,49.0,21184.0,224.0,20408.0
526,ST VINCENT'S MEDICAL CENTER (070028),2023,Acute Care,Voluntary non-profit - Church,350.0,41.200083,-73.202486,CT,130.0,29121.0,291.0,20919.0,134.0,20282.0,236.0,21330.0
527,BRISTOL HOSPITAL (070029),2023,Acute Care,Voluntary non-profit - Private,123.0,41.676078,-72.934878,CT,,,144.0,18596.0,,,134.0,20470.0
528,GRIFFIN HOSPITAL (070031),2023,Acute Care,Voluntary non-profit - Other,119.0,41.335978,-73.088689,CT,31.0,27854.0,172.0,17917.0,257.0,20237.0,103.0,19609.0
529,DANBURY HOSPITAL (070033),2023,Acute Care,Voluntary non-profit - Private,370.0,41.406776,-73.444339,CT,263.0,26894.0,699.0,19175.0,492.0,19911.0,611.0,20735.0
530,NORWALK HOSPITAL (070034),2023,Acute Care,Voluntary non-profit - Private,278.0,41.110415,-73.421229,CT,121.0,27380.0,343.0,20309.0,72.0,19550.0,318.0,21659.0
531,THE HOSPITAL OF CENTRAL CONNECTICUT (070035),2023,Acute Care,Voluntary non-profit - Other,297.0,41.662015,-72.787799,CT,57.0,27036.0,338.0,19379.0,,,249.0,21030.0
532,JOHN DEMPSEY HOSPITAL (070036),2023,Acute Care,Government - Local,160.0,41.73509,-72.79582,CT,71.0,27329.0,230.0,21067.0,,,178.0,20790.0
533,CHRISTIANA HOSPITAL (080001),2023,Acute Care,Voluntary non-profit - Private,1132.0,39.689909,-75.673228,DE,450.0,31332.0,1812.0,18495.0,336.0,20161.0,1086.0,18160.0
534,ST FRANCIS HOSPITAL (080003),2023,Acute Care,Voluntary non-profit - Private,161.0,,,DE,45.0,23825.0,92.0,19027.0,,,91.0,20610.0
535,"BAYHEALTH HOSPITAL, KENT CAMPUS (080004)",2023,Acute Care,Voluntary non-profit - Private,268.0,39.150687,-75.522327,DE,213.0,26514.0,531.0,19636.0,239.0,22217.0,550.0,20619.0
536,"TIDALHEALTH NANTICOKE, INC. (080006)",2023,Acute Care,Voluntary non-profit - Private,112.0,38.642332,-75.605325,DE,94.0,26481.0,209.0,18388.0,29.0,20290.0,268.0,21398.0
537,BEEBE MEDICAL CENTER (080007),2023,Acute Care,Voluntary non-profit - Private,183.0,38.777413,-75.13586,DE,257.0,28057.0,498.0,20498.0,96.0,21564.0,534.0,20851.0
538,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS (080009)",2023,Acute Care,Voluntary non-profit - Private,158.0,,,DE,63.0,27738.0,258.0,18494.0,110.0,21691.0,228.0,20337.0
539,GEORGE WASHINGTON UNIV HOSPITAL (090001),2023,Acute Care,Proprietary,363.0,38.901169,-77.050119,DC,108.0,27723.0,251.0,17821.0,47.0,22027.0,138.0,21103.0
540,HOWARD UNIVERSITY HOSPITAL (090003),2023,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,44.0,28446.0,110.0,19475.0,,,130.0,24725.0
541,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2023,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,,,158.0,19164.0,155.0,23365.0,157.0,21637.0
542,SIBLEY MEMORIAL HOSPITAL (090005),2023,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,65.0,24899.0,236.0,19641.0,158.0,19082.0,299.0,21083.0
543,UNITED MEDICAL CENTER (090008),2023,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,,,98.0,19966.0,,,74.0,25478.0
544,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2023,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,363.0,27853.0,900.0,19864.0,58.0,25086.0,322.0,20336.0
545,SHANDS JACKSONVILLE (100001),2023,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,105.0,30259.0,301.0,18406.0,25.0,20562.0,167.0,18838.0
546,BETHESDA  HOSPITAL INC (100002),2023,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,211.0,31113.0,419.0,21359.0,176.0,23710.0,533.0,21981.0
547,ORLANDO HEALTH (100006),2023,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,407.0,26932.0,1007.0,20563.0,1013.0,20588.0,515.0,20675.0
548,ADVENTHEALTH ORLANDO (100007),2023,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,601.0,29974.0,2248.0,19994.0,548.0,21705.0,2161.0,21997.0
549,BAPTIST HOSPITAL OF MIAMI (100008),2023,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,159.0,28327.0,400.0,21545.0,41.0,22181.0,427.0,20211.0
550,LEE MEMORIAL HOSPITAL (100012),2023,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,542.0,25560.0,952.0,17788.0,252.0,23618.0,741.0,19788.0
551,ADVENTHEALTH NEW SMYRNA BEACH (100014),2023,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,86.0,27546.0,160.0,20888.0,,,188.0,21129.0
552,HALIFAX HEALTH MEDICAL CENTER (100017),2023,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,139.0,27969.0,202.0,19476.0,290.0,18952.0,290.0,20765.0
553,NAPLES COMMUNITY HOSPITAL (100018),2023,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,464.0,28181.0,1130.0,19615.0,1296.0,21555.0,961.0,19766.0
554,HOLMES REGIONAL MEDICAL CENTER (100019),2023,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,233.0,28719.0,508.0,21042.0,89.0,20041.0,475.0,21200.0
555,JACKSON HEALTH SYSTEM (100022),2023,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,155.0,26928.0,246.0,21563.0,,,321.0,23204.0
556,HCA FLORIDA CITRUS HOSPITAL (100023),2023,Acute Care,Government - Hospital District or Authority,202.0,28.832242,-82.335335,FL,249.0,25923.0,454.0,19844.0,139.0,21953.0,276.0,21312.0
557,SACRED HEART HOSPITAL (100025),2023,Acute Care,Voluntary non-profit - Private,524.0,30.475588,-87.210986,FL,200.0,27083.0,385.0,17541.0,159.0,18430.0,460.0,20968.0
558,ASCENSION SACRED HEART BAY (100026),2023,Acute Care,Government - Hospital District or Authority,257.0,30.159681,-85.647067,FL,164.0,25771.0,249.0,19022.0,,,229.0,19920.0
559,PARRISH MEDICAL CENTER (100028),2023,Acute Care,Government - Hospital District or Authority,210.0,28.629068,-80.824943,FL,54.0,31988.0,148.0,17393.0,80.0,23981.0,190.0,20197.0
560,STEWARD NORTH SHORE MEDICAL CENTER (100029),2023,Acute Care,Proprietary,759.0,25.861658,-80.214656,FL,57.0,28181.0,143.0,19514.0,41.0,19940.0,220.0,25104.0
561,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL (100030),2023,Acute Care,Government - State,197.0,28.551666,-81.525787,FL,99.0,28495.0,285.0,18504.0,129.0,18479.0,192.0,20084.0
562,BAYFRONT HEALTH ST PETERSBURG (100032),2023,Acute Care,Voluntary non-profit - Private,350.0,27.763222,-82.641663,FL,35.0,27744.0,104.0,21051.0,63.0,23708.0,111.0,24203.0
563,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC (100034)",2023,Acute Care,Proprietary,598.0,25.815045,-80.137939,FL,185.0,25433.0,368.0,20862.0,79.0,21712.0,264.0,23479.0
564,MANATEE MEMORIAL HOSPITAL (100035),2023,Acute Care,Proprietary,303.0,27.497209,-82.561241,FL,155.0,27255.0,282.0,21584.0,89.0,20765.0,218.0,21121.0
565,MEMORIAL REGIONAL HOSPITAL (100038),2023,Acute Care,Government - Hospital District or Authority,1002.0,26.018262,-80.178865,FL,120.0,29531.0,310.0,21086.0,38.0,25383.0,276.0,22776.0
566,BROWARD HEALTH MEDICAL CENTER (100039),2023,Acute Care,Government - Hospital District or Authority,638.0,26.101975,-80.14231,FL,84.0,29749.0,131.0,20348.0,,,119.0,21234.0
567,ASCENSION ST VINCENT'S RIVERSIDE (100040),2023,Acute Care,Voluntary non-profit - Private,490.0,30.307891,-81.689154,FL,238.0,28983.0,360.0,19732.0,194.0,22331.0,416.0,20961.0
568,MEASE DUNEDIN HOSPITAL (100043),2023,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,,,121.0,19290.0,86.0,18417.0,124.0,21412.0
569,CLEVELAND CLINIC MARTIN NORTH HOSPITAL (100044),2023,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,384.0,31045.0,792.0,21304.0,152.0,21929.0,1009.0,20820.0
570,ADVENTHEALTH DELAND (100045),2023,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,85.0,27411.0,240.0,18709.0,29.0,21087.0,213.0,21395.0
571,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2023,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,127.0,26052.0,242.0,20261.0,32.0,19075.0,201.0,21736.0
572,SHOREPOINT HEALTH PUNTA GORDA (100047),2023,Acute Care,Proprietary,172.0,26.940682,-82.041788,FL,,,98.0,19188.0,30.0,20690.0,158.0,21614.0
573,JAY HOSPITAL (100048),2023,Acute Care,Voluntary non-profit - Private,28.0,30.95004,-87.151666,FL,,,36.0,17595.0,,,34.0,17502.0
574,HCA FLORIDA HIGHLANDS HOSPITAL (100049),2023,Acute Care,Proprietary,119.0,27.465045,-81.433761,FL,55.0,24079.0,88.0,18201.0,98.0,19946.0,183.0,22193.0
575,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS (100050),2023,Acute Care,Voluntary non-profit - Private,182.0,25.866662,-80.312165,FL,,,39.0,19738.0,,,147.0,21818.0
576,ORLANDO HEALTH SOUTH LAKE HOSPITAL (100051),2023,Acute Care,Government - Hospital District or Authority,158.0,28.551178,-81.723415,FL,192.0,26662.0,401.0,18271.0,144.0,21808.0,310.0,21062.0
577,WINTER HAVEN HOSPITAL (100052),2023,Acute Care,Voluntary non-profit - Private,514.0,28.027669,-81.726746,FL,137.0,28120.0,249.0,19961.0,48.0,21333.0,364.0,21716.0
578,STEWARD HIALEAH HOSPITAL (100053),2023,Acute Care,Proprietary,346.0,25.844931,-80.268881,FL,35.0,27224.0,75.0,23588.0,,,165.0,24834.0
579,HCA FLORIDA TWIN CITIES HOSPITAL (100054),2023,Acute Care,Proprietary,63.0,,,FL,,,113.0,16891.0,56.0,21961.0,119.0,20668.0
580,ADVENTHEALTH NORTH PINELLAS (100055),2023,Acute Care,Voluntary non-profit - Other,168.0,28.13314,-82.758576,FL,60.0,25083.0,130.0,20347.0,32.0,24212.0,159.0,21483.0
581,ADVENTHEALTH WATERMAN (100057),2023,Acute Care,Voluntary non-profit - Church,263.0,28.822351,-81.71021,FL,254.0,29219.0,501.0,19317.0,204.0,19209.0,486.0,20987.0
582,ADVENTHEALTH OCALA (100062),2023,Acute Care,Government - Hospital District or Authority,404.0,29.174236,-82.137834,FL,242.0,24958.0,428.0,19711.0,26.0,25753.0,427.0,20258.0
583,MORTON PLANT NORTH BAY HOSPITAL (100063),2023,Acute Care,Voluntary non-profit - Private,220.0,28.253933,-82.715478,FL,89.0,26276.0,185.0,18792.0,,,183.0,21085.0
584,ST ANTHONYS HOSPITAL (100067),2023,Acute Care,Voluntary non-profit - Church,349.0,27.779343,-82.651224,FL,130.0,27355.0,319.0,21269.0,46.0,21051.0,474.0,22018.0
585,ADVENTHEALTH DAYTONA BEACH (100068),2023,Acute Care,Voluntary non-profit - Church,374.0,29.24275,-81.1093,FL,207.0,29002.0,502.0,19772.0,132.0,21842.0,452.0,20667.0
586,FLORIDA HOSPITAL CARROLLWOOD (100069),2023,Acute Care,Voluntary non-profit - Church,105.0,28.013102,-82.504954,FL,,,81.0,19200.0,60.0,21909.0,88.0,19175.0
587,VENICE REGIONAL BAYFRONT HEALTH (100070),2023,Acute Care,Proprietary,264.0,27.089683,-82.444445,FL,180.0,31335.0,305.0,21672.0,67.0,25309.0,256.0,22766.0
588,BRAVERA HEALTH BROOKSVILLE (100071),2023,Acute Care,Voluntary non-profit - Church,244.0,28.541115,-82.443386,FL,95.0,27177.0,128.0,18245.0,,,139.0,20856.0
589,ADVENTHEALTH FISH MEMORIAL (100072),2023,Acute Care,Voluntary non-profit - Church,176.0,28.91129,-81.284122,FL,122.0,24642.0,311.0,17829.0,33.0,20715.0,330.0,21061.0
590,HOLY CROSS HOSPITAL (100073),2023,Acute Care,Voluntary non-profit - Church,428.0,26.185378,-80.117659,FL,158.0,29119.0,287.0,20242.0,372.0,20397.0,310.0,23087.0
591,ST JOSEPHS HOSPITAL (100075),2023,Acute Care,Voluntary non-profit - Church,1073.0,,,FL,351.0,26246.0,889.0,19181.0,42.0,21520.0,852.0,20554.0
592,SHOREPOINT HEALTH PORT CHARLOTTE (100077),2023,Acute Care,Proprietary,245.0,26.98984,-82.096682,FL,158.0,29905.0,255.0,20566.0,123.0,21149.0,308.0,21217.0
593,HCA FLORIDA JFK HOSPITAL (100080),2023,Acute Care,Proprietary,597.0,26.598548,-80.09031,FL,220.0,27722.0,511.0,20861.0,345.0,21283.0,474.0,21436.0
594,UF HEALTH LEESBURG HOSPITAL (100084),2023,Acute Care,Voluntary non-profit - Private,327.0,28.806579,-81.869113,FL,318.0,28055.0,493.0,18865.0,89.0,21124.0,416.0,20356.0
595,BROWARD HEALTH NORTH (100086),2023,Acute Care,Government - Hospital District or Authority,335.0,26.275137,-80.120739,FL,65.0,29638.0,117.0,22415.0,209.0,22335.0,184.0,21159.0
596,SARASOTA MEMORIAL HOSPITAL (100087),2023,Acute Care,Government - Hospital District or Authority,722.0,27.318268,-82.529687,FL,531.0,27870.0,1177.0,20950.0,1339.0,19239.0,1107.0,21078.0
597,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE (100088),2023,Acute Care,Voluntary non-profit - Private,900.0,30.316284,-81.663609,FL,400.0,29883.0,838.0,18826.0,340.0,21937.0,899.0,19740.0
598,FLAGLER HOSPITAL (100090),2023,Acute Care,Voluntary non-profit - Private,335.0,29.862616,-81.31748,FL,202.0,28729.0,355.0,19557.0,156.0,21523.0,413.0,20736.0
599,STEWARD ROCKLEDGE HOSPITAL (100092),2023,Acute Care,Voluntary non-profit - Private,296.0,28.33454,-80.723133,FL,117.0,30190.0,223.0,17555.0,,,136.0,20367.0
600,BAPTIST HOSPITAL (100093),2023,Acute Care,Voluntary non-profit - Private,377.0,30.428676,-87.232015,FL,226.0,26104.0,389.0,18622.0,246.0,16928.0,280.0,19407.0
601,ADVENTHEALTH LAKE WALES (100099),2023,Acute Care,Proprietary,122.0,27.896533,-81.564666,FL,33.0,26836.0,89.0,17953.0,,,79.0,18928.0
602,CLEVELAND CLINIC INDIAN RIVER HOSPITAL (100105),2023,Acute Care,Government - Hospital District or Authority,333.0,27.658443,-80.396876,FL,250.0,27415.0,590.0,20571.0,140.0,20723.0,417.0,20503.0
603,DOCTORS MEMORIAL HOSPITAL INC (100106),2023,Acute Care,Voluntary non-profit - Private,48.0,30.121128,-83.592009,FL,,,,,25.0,20847.0,,
604,LEHIGH REGIONAL MEDICAL CENTER (100107),2023,Acute Care,Voluntary non-profit - Private,83.0,26.614318,-81.658427,FL,,,30.0,18368.0,,,84.0,23138.0
605,ADVENTHEALTH SEBRING (100109),2023,Acute Care,Voluntary non-profit - Church,189.0,27.538455,-81.506881,FL,240.0,26597.0,387.0,20692.0,,,422.0,23008.0
606,HCA FLORIDA OSCEOLA HOSPITAL (100110),2023,Acute Care,Proprietary,345.0,28.300923,-81.410854,FL,122.0,29618.0,178.0,19203.0,,,171.0,21390.0
607,UF HEALTH SHANDS HOSPITAL (100113),2023,Acute Care,Voluntary non-profit - Private,942.0,29.639223,-82.343325,FL,137.0,28309.0,546.0,18730.0,269.0,20802.0,519.0,20164.0
608,BAPTIST MEDICAL CENTER  BEACHES (100117),2023,Acute Care,Voluntary non-profit - Private,137.0,30.274527,-81.399469,FL,75.0,27683.0,259.0,18472.0,96.0,21907.0,275.0,20555.0
609,FLORIDA HOSPITAL FLAGLER (100118),2023,Acute Care,Voluntary non-profit - Church,126.0,29.478987,-81.190089,FL,159.0,26622.0,323.0,18231.0,85.0,21605.0,308.0,20520.0
610,BARTOW REGIONAL MEDICAL CENTER (100121),2023,Acute Care,Proprietary,72.0,27.919146,-81.846254,FL,30.0,27484.0,54.0,19433.0,,,71.0,21954.0
611,NORTH OKALOOSA MEDICAL CENTER (100122),2023,Acute Care,Voluntary non-profit - Private,110.0,30.736947,-86.561842,FL,82.0,27910.0,185.0,18966.0,,,269.0,20796.0
612,SANTA ROSA MEDICAL CENTER (100124),2023,Acute Care,Proprietary,117.0,30.632616,-87.06825,FL,28.0,26385.0,83.0,17993.0,31.0,20663.0,154.0,21135.0
613,HOMESTEAD HOSPITAL (100125),2023,Acute Care,Voluntary non-profit - Private,156.0,25.477839,-80.430371,FL,,,62.0,21105.0,,,100.0,19681.0
