,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
1286,MCPHERSON HOSPITAL (170105),2021,Acute Care,Voluntary non-profit - Private,37.0,38.379006,-97.672485,KS,,,55.0,17543.0,,,128.0,18665.0
1287,MIAMI COUNTY MEDICAL CENTER (170109),2021,Acute Care,Government - Hospital District or Authority,18.0,38.568591,-94.850849,KS,,,38.0,18456.0,40.0,19837.0,43.0,17246.0
1288,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL (170110),2021,Acute Care,Government - Local,24.0,37.583992,-101.358013,KS,,,,,,,37.0,19775.0
1289,LABETTE HEALTH (170120),2021,Acute Care,Government - Local,56.0,37.322012,-95.266593,KS,,,45.0,19423.0,427.0,17270.0,103.0,17931.0
1290,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC. (170122)",2021,Acute Care,Voluntary non-profit - Church,690.0,37.700627,-97.331694,KS,382.0,26375.0,722.0,19248.0,315.0,20810.0,986.0,20828.0
1291,WESLEY MEDICAL CENTER (170123),2021,Acute Care,Proprietary,572.0,37.695489,-97.299058,KS,453.0,27410.0,588.0,20206.0,450.0,20325.0,713.0,21374.0
1292,LAWRENCE MEMORIAL HOSPITAL (170137),2021,Acute Care,Government - Local,143.0,38.97815,-95.247649,KS,87.0,25422.0,175.0,17858.0,420.0,19280.0,280.0,18350.0
1293,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC (170142)",2021,Acute Care,Voluntary non-profit - Church,100.0,39.203114,-96.598186,KS,64.0,26068.0,153.0,19258.0,220.0,21687.0,213.0,20226.0
1294,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC (170145)",2021,Acute Care,Government - Local,69.0,37.040399,-95.638346,KS,,,73.0,15865.0,57.0,22462.0,106.0,16544.0
1295,PROVIDENCE MEDICAL CENTER (170146),2021,Acute Care,Voluntary non-profit - Church,184.0,39.128582,-94.786329,KS,114.0,28028.0,210.0,18947.0,129.0,22323.0,343.0,21127.0
1296,SOUTH CENTRAL KS  MED CENTER (170150),2021,Acute Care,Government - Local,40.0,37.134534,-97.036568,KS,,,34.0,17431.0,,,94.0,16364.0
1297,WESTERN PLAINS MEDICAL COMPLEX (170175),2021,Acute Care,Proprietary,67.0,37.785487,-100.014975,KS,34.0,28123.0,34.0,18586.0,40.0,18752.0,86.0,18632.0
1298,OVERLAND PARK REG MED CTR (170176),2021,Acute Care,Proprietary,270.0,38.937613,-94.723726,KS,81.0,26167.0,215.0,20018.0,138.0,21767.0,272.0,19542.0
1299,MENORAH MEDICAL CENTER (170182),2021,Acute Care,Voluntary non-profit - Other,255.0,38.912835,-94.651473,KS,45.0,25120.0,176.0,18839.0,673.0,20899.0,209.0,19926.0
1300,KANSAS SURGERY & RECOVERY CENTER (170183),2021,Acute Care,Proprietary,27.0,37.732911,-97.226256,KS,,,,,1215.0,17360.0,,
1301,SAINT LUKE'S SOUTH HOSPITAL (170185),2021,Acute Care,Voluntary non-profit - Other,121.0,38.905583,-94.667847,KS,100.0,25071.0,326.0,17474.0,644.0,18863.0,290.0,16881.0
1302,KANSAS HEART HOSPITAL (170186),2021,Acute Care,Proprietary,46.0,37.749305,-97.226366,KS,221.0,28654.0,180.0,19916.0,,,,
1303,SALINA SURGICAL HOSPITAL (170187),2021,Acute Care,Proprietary,15.0,38.834346,-97.609162,KS,,,,,740.0,21164.0,,
1304,KANSAS CITY ORTHOPAEDIC INSTITUTE (170188),2021,Acute Care,Physician,11.0,38.927549,-94.628235,KS,,,,,694.0,18439.0,,
1305,MANHATTAN SURGICAL HOSPITAL LLC (170190),2021,Acute Care,Physician,13.0,39.202826,-96.598183,KS,,,,,517.0,19215.0,,
1306,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS (170191),2021,Acute Care,Proprietary,32.0,38.3562,-98.791619,KS,,,26.0,18885.0,440.0,21640.0,81.0,15772.0
1307,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC (170196)",2021,Acute Care,Physician,36.0,37.743966,-97.226326,KS,,,,,489.0,19282.0,,
1308,KANSAS MEDICAL CENTER LLC (170197),2021,Acute Care,Proprietary,56.0,37.72324,-97.14648,KS,134.0,27453.0,165.0,18490.0,430.0,17487.0,67.0,19322.0
1309,"SUMMIT SURGICAL, LLC (170198)",2021,Acute Care,Physician,10.0,38.07953,-97.888595,KS,,,,,239.0,18204.0,,
1310,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC (170200)",2021,Acute Care,Voluntary non-profit - Church,60.0,37.725045,-97.513786,KS,,,62.0,17961.0,105.0,20188.0,151.0,19484.0
1311,MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS (170203),2021,Acute Care,Government - Local,36.0,37.076624,-94.621802,KS,,,,,708.0,18554.0,,
1312,RAWLINS COUNTY HEALTH CENTER (171307),2021,Critical Access,Voluntary non-profit - Other,14.0,39.813264,-101.0385,KS,,,,,,,27.0,23569.0
1313,CHEYENNE COUNTY HOSPITAL (171310),2021,Critical Access,Government - Local,16.0,39.771069,-101.803259,KS,,,,,,,33.0,24676.0
1314,ROOKS COUNTY HEALTH CENTER (171311),2021,Critical Access,Government - Hospital District or Authority,18.0,39.247967,-99.298203,KS,,,,,46.0,23858.0,31.0,19418.0
1315,KEARNY COUNTY HOSPITAL (171313),2021,Critical Access,Government - Local,62.0,37.945971,-101.251036,KS,,,,,,,37.0,22202.0
1316,NEMAHA VALLEY COMMUNITY HOSPITAL (171315),2021,Critical Access,Voluntary non-profit - Private,24.0,39.837849,-96.07789,KS,,,32.0,20724.0,,,103.0,23707.0
1317,ANDERSON COUNTY HOSPITAL (171316),2021,Critical Access,Voluntary non-profit - Private,43.0,38.28012,-95.2493,KS,,,,,,,28.0,22598.0
1318,SEDAN CITY HOSPITAL (171318),2021,Critical Access,Government - Local,16.0,37.17144,-95.103054,KS,,,,,,,49.0,18687.0
1319,HOLTON COMMUNITY HOSPITAL (171319),2021,Critical Access,Voluntary non-profit - Private,12.0,39.479464,-95.750908,KS,,,,,,,39.0,17771.0
1320,MEADE DISTRICT HOSPITAL (171321),2021,Critical Access,Government - Hospital District or Authority,56.0,37.28549,-100.334267,KS,,,,,55.0,21944.0,32.0,17499.0
1321,GRAHAM COUNTY HOSPITAL (171325),2021,Critical Access,Government - Local,19.0,39.371776,-99.845075,KS,,,,,,,36.0,17195.0
1322,LOGAN COUNTY HOSPITAL (171326),2021,Critical Access,Government - Local,55.0,39.126915,-100.862279,KS,,,,,,,25.0,20557.0
1323,ELLSWORTH COUNTY MEDICAL CENTER (171327),2021,Critical Access,Government - Local,19.0,38.741969,-98.218892,KS,,,,,,,75.0,22555.0
1324,SUMNER COUNTY HOSPITAL DISTRICT NO 1 (171329),2021,Critical Access,Government - Hospital District or Authority,25.0,37.02628,-97.609616,KS,,,,,,,46.0,19400.0
1325,HOSPITAL DISTRICT #1 OF RICE COUNTY (171330),2021,Critical Access,Government - Hospital District or Authority,25.0,38.34167,-98.216146,KS,,,,,,,58.0,23772.0
1326,CLARA BARTON HOSPITAL (171333),2021,Critical Access,Voluntary non-profit - Private,18.0,38.521549,-98.77941,KS,,,,,,,95.0,20696.0
1327,MEDICINE LODGE MEMORIAL HOSPITAL (171334),2021,Critical Access,Government - Hospital District or Authority,22.0,37.289877,-98.577659,KS,,,,,,,32.0,19875.0
1328,STEVENS COUNTY HOSPITAL (171335),2021,Critical Access,Government - Local,97.0,37.170808,-101.349755,KS,,,,,,,53.0,20645.0
1329,NESS COUNTY HOSPITAL DISTRICT #2 (171336),2021,Critical Access,Government - Hospital District or Authority,60.0,38.457811,-99.900932,KS,,,,,,,35.0,19818.0
1330,WAMEGO HEALTH CENTER (171337),2021,Critical Access,Voluntary non-profit - Other,21.0,39.205511,-96.318193,KS,,,,,,,32.0,21681.0
1331,GREAT PLAINS OF SABETHA (171338),2021,Critical Access,Voluntary non-profit - Private,17.0,,,KS,,,,,,,50.0,22399.0
1332,GREENWOOD COUNTY HOSPITAL (171339),2021,Critical Access,Government - Local,25.0,37.835315,-96.29418,KS,,,32.0,19524.0,,,55.0,19345.0
1333,HERINGTON HOSPITAL (171340),2021,Critical Access,Government - Local,21.0,38.679561,-96.942274,KS,,,,,,,50.0,19896.0
1334,RUSH COUNTY MEMORIAL HOSPITAL (171342),2021,Critical Access,Government - Local,29.0,38.530597,-99.316572,KS,,,,,,,33.0,19707.0
1335,WILSON MEDICAL CENTER (171344),2021,Critical Access,Voluntary non-profit - Other,15.0,,,KS,,,31.0,21496.0,,,45.0,23225.0
1336,HOSPITAL DISTRICT #6 PATTERSON HEALTH CENTER (171346),2021,Critical Access,Government - Hospital District or Authority,25.0,37.156336,-98.039323,KS,,,,,,,83.0,20455.0
1337,SHERIDAN COUNTY HOSPITAL (171347),2021,Critical Access,Government - Local,52.0,39.354188,-100.432735,KS,,,,,,,50.0,22447.0
1338,NORTON COUNTY HOSPITAL (171348),2021,Critical Access,Government - Local,25.0,39.838529,-99.888742,KS,,,,,,,38.0,15425.0
1339,CLOUD COUNTY HEALTH CENTER (171349),2021,Critical Access,Voluntary non-profit - Private,22.0,39.565974,-97.672517,KS,,,31.0,18615.0,,,71.0,19635.0
1340,RUSSELL REGIONAL HOSPITAL (171350),2021,Critical Access,Voluntary non-profit - Private,42.0,38.883262,-98.859836,KS,,,,,,,64.0,21329.0
1341,WASHINGTON COUNTY HOSPITAL (171351),2021,Critical Access,Government - Local,25.0,39.817478,-97.045572,KS,,,,,,,25.0,20995.0
1342,DECATUR COUNTY HOSPITAL (171352),2021,Critical Access,Government - Local,36.0,39.816212,-100.53925,KS,,,,,,,40.0,20836.0
1343,PHILLIPS COUNTY HOSPITAL (171353),2021,Critical Access,Government - Local,25.0,39.755885,-99.313576,KS,,,,,,,47.0,25140.0
1344,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS (171354)",2021,Critical Access,Voluntary non-profit - Private,25.0,39.495155,-96.170861,KS,,,27.0,17718.0,,,58.0,18403.0
1345,TREGO COUNTY LEMKE MEMORIAL HOSPITAL (171355),2021,Critical Access,Government - Local,62.0,39.027219,-99.87162,KS,,,,,,,76.0,22823.0
1346,HILLSBORO COMMUNITY HOSPITAL (171357),2021,Critical Access,Proprietary,16.0,38.361495,-97.187589,KS,,,,,,,27.0,20231.0
1347,LINDSBORG COMMUNITY HOSPITAL (171358),2021,Critical Access,Voluntary non-profit - Private,22.0,38.573435,-97.68359,KS,,,,,,,27.0,21376.0
1348,GREELEY COUNTY HEALTH SERVICES (171359),2021,Critical Access,Government - Local,826.0,38.470477,-101.749762,KS,,,,,,,37.0,19490.0
1349,LINCOLN COUNTY HOSPITAL (171360),2021,Critical Access,Government - Local,10.0,39.045175,-98.14437,KS,,,,,,,25.0,26378.0
1350,REPUBLIC COUNTY HOSPITAL (171361),2021,Critical Access,Voluntary non-profit - Private,50.0,39.818087,-97.636926,KS,,,,,,,64.0,20667.0
1351,CITIZENS MEDICAL CENTER (171362),2021,Critical Access,Voluntary non-profit - Private,82.0,39.379755,-101.045049,KS,,,39.0,17018.0,,,75.0,19837.0
1352,HANOVER HOSPITAL (171365),2021,Critical Access,Government - Hospital District or Authority,25.0,39.891047,-96.874771,KS,,,,,,,31.0,22491.0
1353,GOVE COUNTY MEDICAL CENTER (171367),2021,Critical Access,Voluntary non-profit - Other,64.0,39.067161,-100.241311,KS,,,,,,,71.0,23153.0
1354,MINNEOLA DISTRICT HOSPITAL (171368),2021,Critical Access,Government - Hospital District or Authority,52.0,37.441504,-100.013812,KS,,,,,,,46.0,22323.0
1355,GOODLAND REGIONAL MEDICAL CENTER (171370),2021,Critical Access,Government - Local,21.0,39.35759,-101.713256,KS,,,28.0,17347.0,,,31.0,22044.0
1356,CLAY COUNTY MEDICAL CENTER (171371),2021,Critical Access,Government - Local,19.0,39.391681,-97.124196,KS,,,46.0,17517.0,,,125.0,19736.0
1357,SCOTT COUNTY HOSPITAL (171372),2021,Critical Access,Voluntary non-profit - Private,25.0,38.48487,-100.9035,KS,,,31.0,20012.0,,,47.0,21703.0
1358,ALLEN COUNTY REGIONAL HOSPITAL (171373),2021,Critical Access,Proprietary,25.0,37.950342,-95.390674,KS,,,49.0,21768.0,,,99.0,19235.0
1359,FREDONIA REGIONAL HOSPITAL (171374),2021,Critical Access,Government - Local,31.0,37.533641,-95.814816,KS,,,,,,,45.0,19479.0
1360,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS (171375),2021,Critical Access,Government - Local,68.0,39.466499,-98.114235,KS,,,62.0,18356.0,,,146.0,18997.0
1361,GIRARD MEDICAL CENTER (171376),2021,Critical Access,Government - Hospital District or Authority,32.0,37.513852,-94.858541,KS,,,,,,,55.0,17714.0
1362,SMITH COUNTY MEMORIAL HOSPITAL (171377),2021,Critical Access,Government - Local,34.0,39.785249,-98.772768,KS,,,38.0,19361.0,,,39.0,18661.0
1363,KINGMAN COMMUNITY HOSPITAL (171378),2021,Critical Access,Voluntary non-profit - Private,25.0,37.646734,-98.123552,KS,,,,,,,98.0,20048.0
1364,MORRIS COUNTY HOSPITAL (171379),2021,Critical Access,Government - Local,24.0,38.665115,-96.500129,KS,,,28.0,17462.0,,,35.0,20470.0
1365,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER (171380),2021,Critical Access,Government - Local,22.0,37.67518,-95.470896,KS,,,63.0,19497.0,,,178.0,18382.0
1366,MEMORIAL HOSPITAL (171381),2021,Critical Access,Government - Hospital District or Authority,106.0,38.924961,-97.206483,KS,,,32.0,18293.0,,,92.0,20532.0
1367,AMBERWELL ATCHISON (171382),2021,Critical Access,Voluntary non-profit - Private,25.0,,,KS,,,25.0,18758.0,99.0,20017.0,87.0,17422.0
1368,WILLIAM NEWTON HOSPITAL (171383),2021,Critical Access,Government - Local,22.0,37.244649,-96.98247,KS,,,45.0,17173.0,,,115.0,17187.0
1369,NEWMAN REGIONAL HEALTH (171384),2021,Critical Access,Government - Local,30.0,38.412305,-96.195024,KS,67.0,28816.0,71.0,20305.0,50.0,21357.0,150.0,18267.0
1370,COFFEY COUNTY HOSPITAL (171385),2021,Critical Access,Government - Local,88.0,,,KS,,,31.0,18956.0,,,92.0,17595.0
1371,ST ELIZABETH FT THOMAS (180001),2021,Acute Care,Voluntary non-profit - Private,160.0,39.078281,-84.464654,KY,,,188.0,17993.0,,,248.0,19012.0
1372,WHITESBURG ARH HOSPITAL (180002),2021,Acute Care,Voluntary non-profit - Other,87.0,37.11182,-82.813612,KY,,,138.0,17398.0,,,277.0,18530.0
1373,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL (180004),2021,Acute Care,Voluntary non-profit - Private,97.0,37.196925,-87.189639,KY,,,39.0,16813.0,26.0,25400.0,91.0,15625.0
1374,HIGHLANDS ARH REGIONAL MEDICAL CENTER (180005),2021,Acute Care,Proprietary,148.0,37.71054,-82.77025,KY,44.0,27494.0,149.0,16093.0,44.0,19822.0,202.0,16604.0
1375,KING'S DAUGHTERS' MEDICAL CENTER (180009),2021,Acute Care,Voluntary non-profit - Private,444.0,38.470401,-82.635916,KY,351.0,26895.0,615.0,18035.0,147.0,19423.0,571.0,18364.0
1376,SAINT JOSEPH HOSPITAL (180010),2021,Acute Care,Voluntary non-profit - Church,265.0,,,KY,215.0,29034.0,379.0,20265.0,235.0,20410.0,631.0,21382.0
1377,SAINT JOSEPH LONDON (180011),2021,Acute Care,Voluntary non-profit - Private,144.0,37.118553,-84.106349,KY,130.0,27642.0,279.0,16785.0,88.0,22071.0,296.0,17425.0
1378,BAPTIST HEALTH HARDIN (180012),2021,Acute Care,Government - Local,297.0,37.709917,-85.875048,KY,139.0,27139.0,714.0,17828.0,341.0,20336.0,782.0,18628.0
1379,THE MEDICAL CENTER (BOWLING GREEN) (180013),2021,Acute Care,Voluntary non-profit - Private,314.0,36.996366,-86.430232,KY,367.0,28286.0,544.0,20188.0,115.0,24557.0,451.0,19007.0
1380,JEWISH HOSPITAL - SHELBYVILLE (180016),2021,Acute Care,Voluntary non-profit - Private,33.0,38.208808,-85.236145,KY,,,,,,,45.0,19355.0
1381,T J SAMSON COMMUNITY HOSPITAL (180017),2021,Acute Care,Voluntary non-profit - Other,136.0,37.011566,-85.903862,KY,172.0,25610.0,274.0,18390.0,103.0,25561.0,343.0,19454.0
1382,ST CLAIRE REGIONAL MEDICAL CENTER (180018),2021,Acute Care,Government - Federal,128.0,38.180016,-83.442454,KY,73.0,23847.0,196.0,17478.0,44.0,19524.0,313.0,17228.0
1383,MEADOWVIEW REGIONAL MEDICAL CENTER (180019),2021,Acute Care,Proprietary,100.0,38.639572,-83.808804,KY,84.0,25356.0,93.0,18450.0,63.0,20467.0,180.0,18333.0
1384,MIDDLESBORO ARH HOSPITAL (180020),2021,Acute Care,Voluntary non-profit - Private,66.0,36.605199,-83.740056,KY,,,93.0,16715.0,,,126.0,16723.0
1385,SPRING VIEW HOSPITAL (180024),2021,Acute Care,Proprietary,75.0,37.570325,-85.259397,KY,,,48.0,18801.0,27.0,21955.0,96.0,19473.0
1386,FLAGET MEMORIAL HOSPITAL (180025),2021,Acute Care,Voluntary non-profit - Private,52.0,37.863995,-85.52376,KY,,,97.0,17759.0,95.0,21687.0,184.0,17586.0
1387,MURRAY-CALLOWAY COUNTY HOSPITAL (180027),2021,Acute Care,Voluntary non-profit - Other,296.0,36.60866,-88.309498,KY,,,79.0,17637.0,246.0,20432.0,256.0,17001.0
1388,HAZARD ARH REGIONAL MEDICAL CENTER (180029),2021,Acute Care,Voluntary non-profit - Private,320.0,37.279027,-83.227413,KY,187.0,24877.0,287.0,19521.0,53.0,22455.0,468.0,20842.0
1389,ST ELIZABETH EDGEWOOD (180035),2021,Acute Care,Voluntary non-profit - Church,500.0,39.014683,-84.561842,KY,257.0,27091.0,531.0,18494.0,750.0,18745.0,505.0,19905.0
1390,OUR LADY OF BELLEFONTE HOSPITAL (180036),2021,Acute Care,Voluntary non-profit - Private,157.0,38.509303,-82.69305,KY,113.0,24193.0,250.0,16947.0,196.0,21481.0,295.0,16266.0
1391,OWENSBORO HEALTH REGIONAL HOSPITAL (180038),2021,Acute Care,Voluntary non-profit - Private,447.0,37.777296,-87.069958,KY,345.0,28807.0,559.0,17477.0,314.0,18747.0,606.0,18866.0
1392,JEWISH HOSPITAL & ST MARY'S HEALTHCARE (180040),2021,Acute Care,Voluntary non-profit - Private,839.0,38.249328,-85.751137,KY,314.0,29320.0,709.0,18994.0,401.0,21912.0,669.0,19848.0
1393,MANCHESTER MEMORIAL HOSPITAL (180043),2021,Acute Care,Voluntary non-profit - Church,57.0,37.162154,-83.761356,KY,,,83.0,16523.0,,,96.0,18470.0
1394,PIKEVILLE MEDICAL CENTER (180044),2021,Acute Care,Voluntary non-profit - Private,292.0,37.47251,-82.52395,KY,300.0,27716.0,372.0,18156.0,298.0,18751.0,577.0,18646.0
1395,ST ELIZABETH FLORENCE (180045),2021,Acute Care,Voluntary non-profit - Private,159.0,39.017615,-84.63279,KY,30.0,27442.0,199.0,18877.0,,,292.0,20162.0
1396,BOURBON COMMUNITY HOSPITAL (180046),2021,Acute Care,Proprietary,58.0,38.220655,-84.238896,KY,,,34.0,16681.0,,,55.0,18131.0
1397,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER (180048),2021,Acute Care,Voluntary non-profit - Private,206.0,37.643818,-84.772638,KY,128.0,27150.0,295.0,18847.0,154.0,24277.0,515.0,19975.0
1398,BAPTIST HEALTH RICHMOND (180049),2021,Acute Care,Voluntary non-profit - Private,66.0,37.73176,-84.293078,KY,91.0,28410.0,104.0,20858.0,29.0,23921.0,210.0,20153.0
1399,HARLAN ARH HOSPITAL (180050),2021,Acute Care,Voluntary non-profit - Other,105.0,36.810183,-83.313105,KY,,,123.0,14886.0,,,171.0,19293.0
1400,JENNIE STUART MEDICAL CENTER (180051),2021,Acute Care,Voluntary non-profit - Private,171.0,36.860443,-87.495668,KY,,,87.0,17485.0,148.0,23135.0,298.0,17299.0
1401,METHODIST HOSPITAL (180056),2021,Acute Care,Voluntary non-profit - Church,132.0,37.853858,-87.581257,KY,,,122.0,18876.0,37.0,20354.0,179.0,19805.0
1402,SAINT JOSEPH MOUNT STERLING (180064),2021,Acute Care,Voluntary non-profit - Private,44.0,38.07591,-83.94692,KY,,,67.0,17204.0,63.0,21859.0,161.0,18054.0
1403,LOGAN MEMORIAL HOSPITAL (180066),2021,Acute Care,Proprietary,72.0,36.815437,-86.882593,KY,,,49.0,15887.0,,,148.0,15955.0
1404,UNIVERSITY OF KENTUCKY HOSPITAL (180067),2021,Acute Care,Government - State,843.0,38.032448,-84.507381,KY,135.0,27855.0,284.0,20036.0,180.0,18529.0,310.0,19395.0
1405,TUG VALLEY ARH REGIONAL MEDICAL CENTER (180069),2021,Acute Care,Proprietary,123.0,37.676373,-82.296581,KY,,,127.0,16164.0,,,152.0,15599.0
1406,TWIN LAKES REGIONAL MEDICAL CENTER (180070),2021,Acute Care,Voluntary non-profit - Other,69.0,37.471947,-86.287038,KY,,,96.0,18096.0,42.0,20803.0,165.0,16892.0
1407,PAUL B HALL REGIONAL MEDICAL CENTER (180078),2021,Acute Care,Proprietary,70.0,37.815015,-82.812803,KY,25.0,26705.0,49.0,18464.0,,,179.0,18847.0
1408,HARRISON MEMORIAL HOSPITAL (180079),2021,Acute Care,Voluntary non-profit - Other,54.0,38.384822,-84.276797,KY,35.0,26002.0,29.0,18212.0,,,158.0,17394.0
1409,BAPTIST HEALTH CORBIN (180080),2021,Acute Care,Voluntary non-profit - Private,250.0,,,KY,136.0,27013.0,211.0,17271.0,38.0,21016.0,451.0,21461.0
1410,TAYLOR REGIONAL HOSPITAL (180087),2021,Acute Care,Government - Hospital District or Authority,90.0,37.366216,-85.339179,KY,,,83.0,17486.0,50.0,21287.0,214.0,17833.0
1411,"NORTON HOSPITALS, INC (180088)",2021,Acute Care,Voluntary non-profit - Private,1369.0,38.248213,-85.751133,KY,641.0,25490.0,1643.0,17566.0,1462.0,20130.0,1996.0,19728.0
1412,CLARK REGIONAL MEDICAL CENTER (180092),2021,Acute Care,Proprietary,78.0,38.010511,-84.21459,KY,26.0,27420.0,80.0,17510.0,46.0,23426.0,165.0,16432.0
1413,BAPTIST HEALTH MADISONVILLE (180093),2021,Acute Care,Voluntary non-profit - Private,213.0,37.339177,-87.493845,KY,161.0,24960.0,186.0,18001.0,84.0,19027.0,380.0,20078.0
1414,CRITTENDEN COMMUNITY HOSPITAL (180095),2021,Acute Care,Proprietary,48.0,37.329616,-88.091945,KY,,,48.0,15526.0,,,84.0,15809.0
1415,GEORGETOWN COMMUNITY HOSPITAL (180101),2021,Acute Care,Proprietary,75.0,38.186223,-84.562445,KY,,,45.0,18121.0,31.0,23289.0,88.0,17967.0
1416,LOURDES HOSPITAL (180102),2021,Acute Care,Voluntary non-profit - Church,307.0,37.052989,-88.647857,KY,198.0,28814.0,363.0,17658.0,607.0,21521.0,496.0,18583.0
1417,BAPTIST HEALTH LEXINGTON (180103),2021,Acute Care,Voluntary non-profit - Other,378.0,38.018842,-84.513948,KY,234.0,28215.0,524.0,19020.0,324.0,20235.0,573.0,20044.0
1418,BAPTIST HEALTH PADUCAH (180104),2021,Acute Care,Voluntary non-profit - Church,271.0,37.073255,-88.628215,KY,241.0,25364.0,382.0,17892.0,91.0,19844.0,440.0,18140.0
1419,MONROE COUNTY MEDICAL CENTER (180105),2021,Acute Care,Voluntary non-profit - Other,49.0,36.698506,-85.67712,KY,,,53.0,16187.0,,,134.0,16194.0
1420,THE MEDICAL CENTER AT ALBANY (180106),2021,Acute Care,Voluntary non-profit - Private,38.0,36.698335,-85.146554,KY,,,35.0,17093.0,,,59.0,15027.0
1421,"ROCKCASTLE COUNTY HOSPITAL, INC. (180115)",2021,Acute Care,Voluntary non-profit - Private,142.0,37.358006,-84.337001,KY,,,44.0,16310.0,,,100.0,14567.0
1422,JACKSON PURCHASE MEDICAL CENTER (180116),2021,Acute Care,Government - Hospital District or Authority,109.0,36.757411,-88.650981,KY,25.0,25919.0,185.0,18621.0,88.0,21585.0,280.0,18375.0
1423,GREENVIEW REGIONAL HOSPITAL (180124),2021,Acute Care,Proprietary,158.0,36.965672,-86.435599,KY,95.0,27684.0,191.0,16631.0,606.0,22414.0,228.0,18337.0
1424,FRANKFORT REGIONAL MEDICAL CENTER (180127),2021,Acute Care,Proprietary,123.0,38.159774,-84.905753,KY,47.0,25298.0,142.0,17567.0,53.0,21684.0,273.0,20532.0
1425,THREE RIVERS MEDICAL CENTER (180128),2021,Acute Care,Proprietary,85.0,38.0933,-82.60474,KY,,,63.0,18485.0,,,134.0,16735.0
1426,BAPTIST HEALTH LOUISVILLE (180130),2021,Acute Care,Voluntary non-profit - Private,511.0,38.239235,-85.639048,KY,322.0,24787.0,1091.0,18200.0,1370.0,19790.0,1173.0,19404.0
1427,LAKE CUMBERLAND REGIONAL HOSPITAL (180132),2021,Acute Care,Proprietary,269.0,37.086576,-84.617956,KY,248.0,23299.0,270.0,17378.0,71.0,23002.0,440.0,17387.0
1428,BAPTIST HEALTH LAGRANGE (180138),2021,Acute Care,Voluntary non-profit - Private,105.0,38.396238,-85.375927,KY,,,48.0,19759.0,41.0,21586.0,66.0,18893.0
1429,KENTUCKY RIVER MEDICAL CENTER (180139),2021,Acute Care,Voluntary non-profit - Other,50.0,37.565434,-83.370111,KY,,,69.0,18610.0,,,102.0,17331.0
1430,UNIVERSITY OF LOUISVILLE HOSPITAL (180141),2021,Acute Care,Voluntary non-profit - Private,340.0,38.248446,-85.74507,KY,26.0,24616.0,53.0,19623.0,,,133.0,21918.0
