,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
554,GREENWICH HOSPITAL ASSOCIATION (070018),2016,Acute Care,Voluntary non-profit - Private,184.0,41.034395,-73.629632,CT,135.0,24248.0,452.0,15657.0,398.0,14441.0
555,"MILFORD HOSPITAL, INC (070019)",2016,Acute Care,Voluntary non-profit - Private,106.0,,,CT,57.0,23646.0,196.0,17338.0,210.0,15477.0
556,MIDDLESEX HOSPITAL (070020),2016,Acute Care,Voluntary non-profit - Private,228.0,41.554865,-72.647633,CT,169.0,22712.0,664.0,16280.0,656.0,15165.0
557,WINDHAM COMM MEM HOSP & HATCH HOSP (070021),2016,Acute Care,Voluntary non-profit - Private,64.0,41.716569,-72.224068,CT,58.0,22588.0,228.0,15985.0,197.0,15102.0
558,YALE-NEW HAVEN HOSPITAL (070022),2016,Acute Care,Voluntary non-profit - Private,1347.0,41.304285,-72.934689,CT,791.0,25218.0,,17466.0,,16608.0
559,WILLIAM W BACKUS HOSPITAL (070024),2016,Acute Care,Voluntary non-profit - Other,184.0,41.543402,-72.086747,CT,131.0,23358.0,414.0,17837.0,474.0,14807.0
560,HARTFORD HOSPITAL (070025),2016,Acute Care,Voluntary non-profit - Private,895.0,41.754123,-72.68082,CT,811.0,24889.0,,18379.0,620.0,15626.0
561,MANCHESTER MEMORIAL HOSPITAL (070027),2016,Acute Care,Voluntary non-profit - Private,182.0,41.781087,-72.525221,CT,70.0,23112.0,310.0,16463.0,358.0,14712.0
562,ST VINCENT'S MEDICAL CENTER (070028),2016,Acute Care,Voluntary non-profit - Church,350.0,41.200083,-73.202486,CT,330.0,23047.0,556.0,17890.0,346.0,15468.0
563,BRISTOL HOSPITAL (070029),2016,Acute Care,Voluntary non-profit - Private,123.0,41.676078,-72.934878,CT,100.0,23681.0,258.0,18024.0,246.0,15677.0
564,GRIFFIN HOSPITAL (070031),2016,Acute Care,Voluntary non-profit - Other,119.0,41.335978,-73.088689,CT,103.0,24574.0,250.0,17078.0,287.0,15997.0
565,DANBURY HOSPITAL (070033),2016,Acute Care,Voluntary non-profit - Private,370.0,41.406776,-73.444339,CT,439.0,21644.0,865.0,16099.0,811.0,14928.0
566,NORWALK HOSPITAL ASSOCIATION (070034),2016,Acute Care,Voluntary non-profit - Private,278.0,41.110415,-73.421229,CT,232.0,25635.0,555.0,17100.0,615.0,14775.0
567,"HOSPITAL OF CENTRAL CONNECTICUT, THE (070035)",2016,Acute Care,Voluntary non-profit - Other,297.0,41.662015,-72.787799,CT,351.0,22310.0,719.0,17049.0,423.0,15011.0
568,JOHN DEMPSEY HOSPITAL (070036),2016,Acute Care,Government - Local,160.0,41.73509,-72.79582,CT,143.0,25070.0,325.0,15636.0,230.0,14590.0
569,MASONICARE HEALTH CENTER (070039),2016,Acute Care,Voluntary non-profit - Private,503.0,41.460698,-72.836586,CT,,,50.0,16708.0,84.0,14425.0
570,HEBREW HOME AND HOSPITAL INC (070040),2016,Acute Care,Voluntary non-profit - Private,201.0,41.802774,-72.728931,CT,,,,,53.0,14964.0
571,"CHRISTIANA CARE HEALTH SERVICES, INC. (080001)",2016,Acute Care,Voluntary non-profit - Private,1132.0,39.689909,-75.673228,DE,818.0,24020.0,,16075.0,,14277.0
572,ST FRANCIS HOSPITAL (080003),2016,Acute Care,Voluntary non-profit - Private,161.0,,,DE,138.0,21527.0,175.0,16571.0,149.0,15060.0
573,BAYHEALTH - KENT GENERAL HOSPITAL (080004),2016,Acute Care,Voluntary non-profit - Private,268.0,39.150687,-75.522327,DE,379.0,21761.0,519.0,16008.0,854.0,14936.0
574,NANTICOKE MEMORIAL HOSPITAL (080006),2016,Acute Care,Voluntary non-profit - Private,112.0,38.642332,-75.605325,DE,157.0,24011.0,446.0,17001.0,289.0,16280.0
575,BEEBE MEDICAL CENTER (080007),2016,Acute Care,Voluntary non-profit - Private,183.0,38.777413,-75.13586,DE,313.0,26642.0,681.0,17362.0,619.0,15997.0
576,BAYHEALTH - MILFORD MEMORIAL HOSPITAL (080009),2016,Acute Care,Voluntary non-profit - Private,158.0,,,DE,127.0,23949.0,279.0,16512.0,261.0,16163.0
577,GEORGE WASHINGTON UNIV HOSPITAL (090001),2016,Acute Care,Proprietary,363.0,38.901169,-77.050119,DC,158.0,22329.0,221.0,14460.0,168.0,14891.0
578,HOWARD UNIVERSITY HOSPITAL (090003),2016,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,40.0,24521.0,132.0,18500.0,58.0,15075.0
579,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2016,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,29.0,22086.0,112.0,17153.0,170.0,17501.0
580,SIBLEY MEMORIAL HOSPITAL (090005),2016,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,53.0,20671.0,255.0,15060.0,385.0,14273.0
581,PROVIDENCE HOSPITAL (090006),2016,Acute Care,Voluntary non-profit - Private,467.0,,,DC,85.0,21490.0,395.0,14768.0,203.0,15259.0
582,UNITED MEDICAL CENTER (090008),2016,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,38.0,23937.0,159.0,14901.0,102.0,15408.0
583,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2016,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,895.0,23939.0,,16557.0,377.0,14290.0
584,UF HEALTH JACKSONVILLE (100001),2016,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,197.0,25377.0,217.0,15887.0,118.0,16244.0
585,BETHESDA HOSPITAL EAST (100002),2016,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,386.0,24169.0,617.0,18878.0,693.0,16443.0
586,ORLANDO HEALTH (100006),2016,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,504.0,23827.0,953.0,16825.0,706.0,15271.0
587,FLORIDA HOSPITAL (100007),2016,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,866.0,24854.0,,17235.0,,15406.0
588,BAPTIST HOSPITAL OF MIAMI (100008),2016,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,372.0,21821.0,740.0,18143.0,511.0,14809.0
589,UNIVERSITY OF MIAMI HOSPITAL (100009),2016,Acute Care,Voluntary non-profit - Private,495.0,,,FL,131.0,24181.0,481.0,18948.0,307.0,17150.0
590,LEE MEMORIAL HOSPITAL (100012),2016,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,518.0,24101.0,,16540.0,914.0,14977.0
591,FLORIDA HOSPITAL NEW SMYRNA (100014),2016,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,180.0,22878.0,131.0,15672.0,162.0,15776.0
592,HALIFAX HEALTH MEDICAL CENTER (100017),2016,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,326.0,20960.0,340.0,16974.0,426.0,14723.0
593,NAPLES COMMUNITY HOSPITAL (100018),2016,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,746.0,22406.0,,16482.0,,14399.0
594,HOLMES REGIONAL MEDICAL CENTER (100019),2016,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,486.0,23909.0,915.0,17706.0,726.0,15708.0
595,JACKSON MEMORIAL HOSPITAL (100022),2016,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,241.0,24262.0,364.0,17149.0,258.0,15772.0
596,CITRUS MEMORIAL HOSPITAL (100023),2016,Acute Care,Government - Hospital District or Authority,202.0,28.832242,-82.335335,FL,440.0,23378.0,639.0,16101.0,383.0,13825.0
597,SACRED HEART HOSPITAL (100025),2016,Acute Care,Voluntary non-profit - Private,524.0,30.475588,-87.210986,FL,293.0,22334.0,460.0,15500.0,449.0,14229.0
598,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM (100026),2016,Acute Care,Government - Hospital District or Authority,257.0,30.159681,-85.647067,FL,351.0,23044.0,863.0,16853.0,568.0,15097.0
599,PARRISH MEDICAL CENTER (100028),2016,Acute Care,Government - Hospital District or Authority,210.0,28.629068,-80.824943,FL,117.0,24736.0,311.0,16411.0,261.0,15335.0
600,NORTH SHORE MEDICAL CENTER (100029),2016,Acute Care,Proprietary,759.0,25.861658,-80.214656,FL,143.0,24181.0,420.0,18185.0,299.0,16394.0
601,HEALTH CENTRAL (100030),2016,Acute Care,Government - State,197.0,28.551666,-81.525787,FL,138.0,24210.0,262.0,16175.0,227.0,15523.0
602,BAYFRONT HEALTH - ST PETERSBURG (100032),2016,Acute Care,Voluntary non-profit - Private,350.0,27.763222,-82.641663,FL,92.0,25408.0,198.0,18280.0,196.0,16474.0
603,MOUNT SINAI MEDICAL CENTER (100034),2016,Acute Care,Proprietary,598.0,25.815045,-80.137939,FL,320.0,23771.0,526.0,17999.0,521.0,16289.0
604,MANATEE MEMORIAL HOSPITAL (100035),2016,Acute Care,Proprietary,303.0,27.497209,-82.561241,FL,275.0,23366.0,483.0,17978.0,339.0,16616.0
605,MEMORIAL REGIONAL HOSPITAL (100038),2016,Acute Care,Government - Hospital District or Authority,1002.0,26.018262,-80.178865,FL,215.0,25917.0,408.0,16822.0,344.0,15938.0
606,BROWARD HEALTH MEDICAL CENTER (100039),2016,Acute Care,Government - Hospital District or Authority,638.0,26.101975,-80.14231,FL,146.0,26325.0,174.0,19197.0,134.0,16137.0
607,ST VINCENT'S MEDICAL CENTER RIVERSIDE (100040),2016,Acute Care,Voluntary non-profit - Private,490.0,30.307891,-81.689154,FL,323.0,23926.0,437.0,16095.0,793.0,16353.0
608,MEASE DUNEDIN HOSPITAL (100043),2016,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,67.0,23090.0,155.0,16117.0,164.0,14888.0
609,MARTIN MEDICAL CENTER (100044),2016,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,489.0,24174.0,894.0,17288.0,,15215.0
610,FLORIDA HOSPITAL DELAND (100045),2016,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,151.0,23813.0,339.0,16798.0,247.0,15219.0
611,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2016,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,156.0,22534.0,358.0,16943.0,182.0,14874.0
612,BAYFRONT HEALTH PUNTA GORDA (100047),2016,Acute Care,Proprietary,172.0,26.940682,-82.041788,FL,55.0,23296.0,239.0,17546.0,292.0,16053.0
613,JAY HOSPITAL (100048),2016,Acute Care,Voluntary non-profit - Private,28.0,30.95004,-87.151666,FL,,,63.0,14903.0,44.0,13201.0
614,HIGHLANDS REGIONAL MEDICAL CENTER (100049),2016,Acute Care,Proprietary,119.0,27.465045,-81.433761,FL,129.0,25217.0,197.0,16559.0,197.0,14570.0
615,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS (100050),2016,Acute Care,Voluntary non-profit - Private,182.0,25.866662,-80.312165,FL,109.0,23057.0,208.0,17899.0,428.0,15189.0
616,SOUTH LAKE HOSPITAL (100051),2016,Acute Care,Government - Hospital District or Authority,158.0,28.551178,-81.723415,FL,239.0,21875.0,354.0,15751.0,267.0,16100.0
617,WINTER HAVEN HOSPITAL (100052),2016,Acute Care,Voluntary non-profit - Private,514.0,28.027669,-81.726746,FL,293.0,23267.0,552.0,17453.0,516.0,14603.0
618,HIALEAH HOSPITAL (100053),2016,Acute Care,Proprietary,346.0,25.844931,-80.268881,FL,124.0,24152.0,249.0,18290.0,249.0,15305.0
619,TWIN CITIES HOSPITAL (100054),2016,Acute Care,Proprietary,63.0,,,FL,40.0,22478.0,134.0,15512.0,119.0,14528.0
620,FLORIDA HOSPITAL NORTH PINELLAS (100055),2016,Acute Care,Voluntary non-profit - Other,168.0,28.13314,-82.758576,FL,84.0,24415.0,188.0,16619.0,146.0,14787.0
621,FLORIDA HOSPITAL WATERMAN (100057),2016,Acute Care,Voluntary non-profit - Church,263.0,28.822351,-81.71021,FL,264.0,25349.0,789.0,17835.0,562.0,14512.0
622,MUNROE REGIONAL MEDICAL CENTER (100062),2016,Acute Care,Government - Hospital District or Authority,404.0,29.174236,-82.137834,FL,692.0,21251.0,,17688.0,998.0,15750.0
623,MORTON PLANT NORTH BAY HOSPITAL (100063),2016,Acute Care,Voluntary non-profit - Private,220.0,28.253933,-82.715478,FL,168.0,24585.0,273.0,19019.0,223.0,17077.0
624,ST ANTHONYS HOSPITAL (100067),2016,Acute Care,Voluntary non-profit - Church,349.0,27.779343,-82.651224,FL,210.0,22180.0,447.0,18228.0,375.0,15629.0
625,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER (100068),2016,Acute Care,Voluntary non-profit - Church,374.0,29.24275,-81.1093,FL,208.0,22358.0,501.0,16936.0,385.0,15399.0
626,FLORIDA HOSPITAL CARROLLWOOD (100069),2016,Acute Care,Voluntary non-profit - Church,105.0,28.013102,-82.504954,FL,,,59.0,17256.0,63.0,13331.0
627,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH (100070),2016,Acute Care,Proprietary,264.0,27.089683,-82.444445,FL,526.0,23859.0,637.0,17945.0,568.0,16053.0
628,BAYFRONT HEALTH BROOKSVILLE (100071),2016,Acute Care,Voluntary non-profit - Church,244.0,28.541115,-82.443386,FL,122.0,22784.0,261.0,15378.0,197.0,15969.0
629,FLORIDA HOSPITAL FISH MEMORIAL (100072),2016,Acute Care,Voluntary non-profit - Church,176.0,28.91129,-81.284122,FL,82.0,23810.0,479.0,18387.0,319.0,16547.0
630,HOLY CROSS HOSPITAL (100073),2016,Acute Care,Voluntary non-profit - Church,428.0,26.185378,-80.117659,FL,329.0,24945.0,521.0,19024.0,364.0,15296.0
631,ST JOSEPHS HOSPITAL (100075),2016,Acute Care,Voluntary non-profit - Church,1073.0,,,FL,437.0,22551.0,752.0,17801.0,666.0,15241.0
632,BAYFRONT HEALTH PORT CHARLOTTE (100077),2016,Acute Care,Proprietary,245.0,26.98984,-82.096682,FL,236.0,22616.0,482.0,17493.0,462.0,15676.0
633,JFK MEDICAL CENTER (100080),2016,Acute Care,Proprietary,597.0,26.598548,-80.09031,FL,413.0,22958.0,826.0,18789.0,560.0,16006.0
634,HEALTHMARK REGIONAL MEDICAL CENTER (100081),2016,Acute Care,Proprietary,49.0,30.658742,-86.119188,FL,,,73.0,15024.0,89.0,13548.0
635,LEESBURG REGIONAL MEDICAL CENTER (100084),2016,Acute Care,Voluntary non-profit - Private,327.0,28.806579,-81.869113,FL,557.0,22959.0,804.0,16435.0,557.0,15475.0
636,BROWARD HEALTH NORTH (100086),2016,Acute Care,Government - Hospital District or Authority,335.0,26.275137,-80.120739,FL,103.0,23354.0,205.0,17346.0,159.0,15208.0
637,SARASOTA MEMORIAL HOSPITAL (100087),2016,Acute Care,Government - Hospital District or Authority,722.0,27.318268,-82.529687,FL,609.0,23275.0,,18803.0,883.0,15911.0
638,BAPTIST MEDICAL CENTER JACKSONVILLE (100088),2016,Acute Care,Voluntary non-profit - Private,900.0,30.316284,-81.663609,FL,447.0,24629.0,,17587.0,948.0,14380.0
639,FLAGLER HOSPITAL (100090),2016,Acute Care,Voluntary non-profit - Private,335.0,29.862616,-81.31748,FL,308.0,24197.0,540.0,16562.0,620.0,14801.0
640,WUESTHOFF MEDICAL CENTER-ROCKLEDGE (100092),2016,Acute Care,Voluntary non-profit - Private,296.0,28.33454,-80.723133,FL,189.0,23882.0,436.0,16695.0,345.0,15859.0
641,BAPTIST HOSPITAL (100093),2016,Acute Care,Voluntary non-profit - Private,377.0,30.428676,-87.232015,FL,206.0,24009.0,514.0,17023.0,261.0,14086.0
642,LAKE WALES MEDICAL CENTER (100099),2016,Acute Care,Proprietary,122.0,27.896533,-81.564666,FL,76.0,24144.0,235.0,16233.0,170.0,14477.0
643,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER (100102),2016,Acute Care,Voluntary non-profit - Private,95.0,30.193486,-82.632704,FL,49.0,22093.0,133.0,15853.0,105.0,15782.0
644,INDIAN RIVER MEDICAL CENTER (100105),2016,Acute Care,Government - Hospital District or Authority,333.0,27.658443,-80.396876,FL,459.0,23029.0,736.0,17630.0,673.0,15326.0
645,DOCTOR'S MEMORIAL HOSPITAL INC (100106),2016,Acute Care,Voluntary non-profit - Private,48.0,30.121128,-83.592009,FL,,,59.0,15375.0,89.0,14212.0
646,LEHIGH REGIONAL MEDICAL CENTER (100107),2016,Acute Care,Voluntary non-profit - Private,83.0,26.614318,-81.658427,FL,57.0,23081.0,122.0,17858.0,104.0,15831.0
647,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER (100109),2016,Acute Care,Voluntary non-profit - Church,189.0,27.538455,-81.506881,FL,431.0,24944.0,684.0,16619.0,528.0,15943.0
648,OSCEOLA REGIONAL MEDICAL CENTER (100110),2016,Acute Care,Proprietary,345.0,28.300923,-81.410854,FL,264.0,23243.0,392.0,16311.0,304.0,15725.0
649,UF HEALTH SHANDS HOSPITAL (100113),2016,Acute Care,Voluntary non-profit - Private,942.0,29.639223,-82.343325,FL,222.0,23189.0,593.0,15894.0,371.0,14070.0
650,BAPTIST MEDICAL CENTER - BEACHES (100117),2016,Acute Care,Voluntary non-profit - Private,137.0,30.274527,-81.399469,FL,122.0,23853.0,298.0,17126.0,408.0,15481.0
651,FLORIDA HOSPITAL FLAGLER (100118),2016,Acute Care,Voluntary non-profit - Church,126.0,29.478987,-81.190089,FL,220.0,23812.0,346.0,16580.0,285.0,14502.0
652,BARTOW REGIONAL MEDICAL CENTER (100121),2016,Acute Care,Proprietary,72.0,27.919146,-81.846254,FL,,,112.0,17161.0,160.0,14093.0
653,NORTH OKALOOSA MEDICAL CENTER (100122),2016,Acute Care,Voluntary non-profit - Private,110.0,30.736947,-86.561842,FL,126.0,22562.0,297.0,16100.0,265.0,13092.0
654,SANTA ROSA MEDICAL CENTER (100124),2016,Acute Care,Proprietary,117.0,30.632616,-87.06825,FL,66.0,23261.0,114.0,14894.0,128.0,14217.0
655,HOMESTEAD HOSPITAL (100125),2016,Acute Care,Voluntary non-profit - Private,156.0,25.477839,-80.430371,FL,51.0,21246.0,103.0,17792.0,110.0,15424.0
656,PALMS OF PASADENA HOSPITAL (100126),2016,Acute Care,Proprietary,217.0,27.753517,-82.738176,FL,50.0,24867.0,187.0,17598.0,345.0,16980.0
657,MORTON PLANT HOSPITAL (100127),2016,Acute Care,Voluntary non-profit - Private,638.0,27.951912,-82.803874,FL,449.0,22749.0,734.0,18522.0,428.0,15148.0
658,TAMPA GENERAL HOSPITAL (100128),2016,Acute Care,Voluntary non-profit - Private,958.0,27.937272,-82.459128,FL,203.0,23901.0,455.0,18965.0,236.0,14541.0
659,LAKESIDE MEDICAL CENTER (100130),2016,Acute Care,Government - Hospital District or Authority,58.0,26.725684,-80.670079,FL,34.0,20088.0,40.0,16017.0,44.0,13164.0
660,AVENTURA HOSPITAL AND MEDICAL CENTER (100131),2016,Acute Care,Voluntary non-profit - Private,417.0,25.969859,-80.144257,FL,361.0,24845.0,563.0,18881.0,377.0,15290.0
661,SOUTH FLORIDA BAPTIST HOSPITAL (100132),2016,Acute Care,Voluntary non-profit - Private,142.0,28.016163,-82.138002,FL,63.0,23136.0,175.0,18323.0,184.0,16049.0
662,TALLAHASSEE MEMORIAL HOSPITAL (100135),2016,Acute Care,Voluntary non-profit - Private,544.0,30.455849,-84.261757,FL,342.0,22893.0,496.0,15254.0,298.0,15813.0
663,HEART OF FLORIDA REGIONAL MEDICAL CENTER (100137),2016,Acute Care,Proprietary,193.0,28.180334,-81.639954,FL,146.0,24145.0,300.0,16564.0,198.0,14490.0
664,BAPTIST MEDICAL CENTER - NASSAU (100140),2016,Acute Care,Government - Local,54.0,30.653028,-81.449462,FL,34.0,23331.0,145.0,16317.0,219.0,12900.0
665,JACKSON HOSPITAL (100142),2016,Acute Care,Government - Hospital District or Authority,70.0,30.78748,-85.240932,FL,51.0,21343.0,160.0,13739.0,308.0,14046.0
666,LOWER KEYS MEDICAL CENTER (100150),2016,Acute Care,Proprietary,128.0,24.581573,-81.743688,FL,66.0,26880.0,121.0,17618.0,107.0,14284.0
667,MAYO CLINIC (100151),2016,Acute Care,Voluntary non-profit - Private,266.0,30.263702,-81.437533,FL,130.0,20801.0,359.0,15343.0,217.0,14399.0
668,SOUTH MIAMI HOSPITAL (100154),2016,Acute Care,Voluntary non-profit - Private,428.0,25.703051,-80.293367,FL,157.0,24325.0,349.0,19233.0,228.0,13931.0
669,LAKE CITY MEDICAL CENTER (100156),2016,Acute Care,Voluntary non-profit - Private,83.0,30.18398,-82.68627,FL,73.0,21139.0,365.0,16036.0,411.0,14839.0
670,LAKELAND REGIONAL MEDICAL CENTER (100157),2016,Acute Care,Voluntary non-profit - Private,850.0,28.059671,-81.953248,FL,558.0,20543.0,,15743.0,821.0,14376.0
671,CENTRAL FLORIDA REGIONAL HOSPITAL (100161),2016,Acute Care,Proprietary,222.0,28.816202,-81.283577,FL,196.0,22670.0,446.0,17290.0,247.0,15895.0
672,DOCTORS HOSPITAL OF SARASOTA (100166),2016,Acute Care,Proprietary,155.0,27.298975,-82.454848,FL,138.0,24567.0,334.0,18427.0,329.0,16195.0
673,PLANTATION GENERAL HOSPITAL (100167),2016,Acute Care,Proprietary,626.0,26.126461,-80.20417,FL,203.0,24087.0,358.0,17826.0,263.0,16391.0
674,BOCA RATON REGIONAL HOSPITAL (100168),2016,Acute Care,Voluntary non-profit - Private,367.0,26.359599,-80.102211,FL,454.0,24920.0,,17908.0,978.0,14635.0
675,FLORIDA HOSPITAL TAMPA (100173),2016,Acute Care,Voluntary non-profit - Private,518.0,28.069226,-82.424525,FL,168.0,23676.0,447.0,18751.0,350.0,16932.0
676,DESOTO MEMORIAL HOSPITAL (100175),2016,Acute Care,Voluntary non-profit - Private,49.0,27.227388,-81.851675,FL,30.0,22975.0,103.0,15897.0,138.0,14928.0
677,PALM BEACH GARDENS MEDICAL CENTER (100176),2016,Acute Care,Proprietary,199.0,26.830685,-80.085388,FL,254.0,24888.0,495.0,18753.0,383.0,14373.0
678,CAPE CANAVERAL HOSPITAL (100177),2016,Acute Care,Voluntary non-profit - Private,150.0,28.357879,-80.622733,FL,148.0,22658.0,278.0,16944.0,247.0,13760.0
679,MEMORIAL HOSPITAL JACKSONVILLE (100179),2016,Acute Care,Proprietary,421.0,30.287633,-81.602405,FL,285.0,24722.0,642.0,18992.0,439.0,16696.0
680,ST PETERSBURG GENERAL HOSPITAL (100180),2016,Acute Care,Proprietary,174.0,27.806299,-82.727297,FL,29.0,22798.0,107.0,17366.0,134.0,16572.0
681,LARKIN COMMUNITY HOSPITAL (100181),2016,Acute Care,Proprietary,125.0,25.705493,-80.293469,FL,,,46.0,16599.0,157.0,15341.0
682,CORAL GABLES HOSPITAL (100183),2016,Acute Care,Proprietary,245.0,,,FL,39.0,23484.0,232.0,17627.0,176.0,14768.0
683,PALMETTO GENERAL HOSPITAL (100187),2016,Acute Care,Proprietary,338.0,25.884168,-80.324568,FL,233.0,23819.0,299.0,18246.0,274.0,16635.0
684,NORTHWEST MEDICAL CENTER (100189),2016,Acute Care,Proprietary,245.0,26.262903,-80.201905,FL,247.0,24352.0,355.0,18806.0,193.0,15037.0
685,MEDICAL CENTER OF TRINITY (100191),2016,Acute Care,Proprietary,301.0,28.206014,-82.660964,FL,245.0,22626.0,355.0,17368.0,231.0,14863.0
686,BROWARD HEALTH IMPERIAL POINT (100200),2016,Acute Care,Government - Hospital District or Authority,187.0,26.206881,-80.108057,FL,34.0,24840.0,99.0,15919.0,136.0,15693.0
687,NORTH FLORIDA REGIONAL MEDICAL CENTER (100204),2016,Acute Care,Proprietary,411.0,29.659699,-82.411597,FL,582.0,22622.0,,15989.0,802.0,13371.0
688,MEMORIAL HOSPITAL OF TAMPA (100206),2016,Acute Care,Proprietary,236.0,27.937443,-82.489816,FL,,,163.0,16534.0,202.0,14744.0
689,KENDALL REGIONAL MEDICAL CENTER (100209),2016,Acute Care,Proprietary,423.0,,,FL,158.0,24415.0,293.0,17180.0,175.0,14393.0
690,BAYFRONT HEALTH DADE CITY (100211),2016,Acute Care,Proprietary,120.0,28.348587,-82.201685,FL,63.0,24219.0,85.0,15477.0,58.0,13655.0
691,OCALA REGIONAL MEDICAL CENTER (100212),2016,Acute Care,Proprietary,351.0,29.174744,-82.137839,FL,371.0,21665.0,506.0,16369.0,541.0,15206.0
692,BLAKE MEDICAL CENTER (100213),2016,Acute Care,Proprietary,382.0,27.482176,-82.620468,FL,492.0,23196.0,602.0,16993.0,291.0,14942.0
