,Facility ID,Facility Name,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State
131962,140143,ST MARGARET'S HOSPITAL,Acute Care,Voluntary non-profit - Private,56.0,41.328409,-89.192633,IL
131970,140145,ST JOSEPHS HOSPITAL,Acute Care,Voluntary non-profit - Church,49.0,38.625154,-89.524944,IL
132094,140147,CARLE RICHLAND MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,88.0,38.735021,-88.077125,IL
132134,140147,RICHLAND MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,88.0,38.735021,-88.077125,IL
132225,140148,MEMORIAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,465.0,39.808778,-89.654586,IL
132351,140148,"MEMORIAL MEDICAL CENTER, AN AFFILIATE OF MEMORIAL HEALTH SYSTEM",Acute Care,Voluntary non-profit - Private,465.0,39.808778,-89.654586,IL
132366,140150,UNIVERSITY OF ILLINOIS HOSPITAL,Acute Care,Government - State,498.0,41.869224,-87.670529,IL
132369,140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,Acute Care,Government - State,498.0,41.869224,-87.670529,IL
132495,140155,PRESENCE ST MARYS HOSPITAL,Acute Care,Voluntary non-profit - Other,177.0,41.121113,-87.871768,IL
132621,140155,PROVENA ST MARYS HOSPITAL,Acute Care,Voluntary non-profit - Other,177.0,41.121113,-87.871768,IL
132636,140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,Acute Care,Voluntary non-profit - Private,11375.0,41.847053,-87.623583,IL
132658,140158,MERCY HOSPITAL AND MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,11375.0,41.847053,-87.623583,IL
132761,140160,FHN MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,100.0,42.295894,-89.637947,IL
132887,140161,SAINT JAMES HOSPITAL,Acute Care,Voluntary non-profit - Church,42.0,40.873402,-88.678583,IL
133013,140161,OSF SAINT JAMES HOSPITAL,Acute Care,Voluntary non-profit - Church,42.0,40.873402,-88.678583,IL
133028,140162,ST JOSEPH MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,149.0,40.480118,-88.955385,IL
133154,140162,OSF ST JOSEPH MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,149.0,40.480118,-88.955385,IL
133156,140164,MEMORIAL HOSPITAL OF CARBONDALE,Acute Care,Voluntary non-profit - Private,164.0,37.727973,-89.220121,IL
133282,140166,ST MARYS HOSPITAL,Acute Care,Voluntary non-profit - Private,220.0,39.82635,-88.93191,IL
133408,140167,IROQUOIS MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,67.0,40.765541,-87.732666,IL
133532,140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,Acute Care,Proprietary,274.0,,,IL
133556,140172,FRANCISCAN HEALTH OLYMPIA  FIELDS & CHICAGO HEIGHTS,Acute Care,Proprietary,274.0,,,IL
133610,140172,FRANCISCAN ST JAMES HEALTH,Acute Care,Proprietary,274.0,,,IL
133667,140172,"FRANCISCAN ALLIANCE, INC., DBA, FRANCISCAN ST. JAMES HEALTH",Acute Care,Proprietary,274.0,,,IL
133682,140174,PRESENCE MERCY MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,281.0,41.786906,-88.328909,IL
133808,140174,PROVENA MERCY MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,281.0,41.786906,-88.328909,IL
133810,140177,JACKSON PARK HOSPITAL,Acute Care,Voluntary non-profit - Private,181.0,41.757332,-87.58571,IL
133934,140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,258.0,41.720902,-87.691966,IL
133976,140179,LITTLE COMPANY OF MARY HOSPITAL,Acute Care,Voluntary non-profit - Other,258.0,41.720902,-87.691966,IL
134067,140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,450.0,41.903104,-87.683213,IL
134193,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,Acute Care,Voluntary non-profit - Church,450.0,41.903104,-87.683213,IL
134195,140181,SOUTH SHORE HOSPITAL,Acute Care,Voluntary non-profit - Private,136.0,41.749496,-87.568623,IL
134319,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,305.0,41.936315,-87.651554,IL
134445,140184,HEARTLAND REGIONAL MEDICAL CENTER,Acute Care,Proprietary,95.0,37.744891,-88.988848,IL
134571,140185,MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,353.0,38.550533,-90.021168,IL
134601,140185,MEMORIAL HOSPITAL - SHILOH,Acute Care,Voluntary non-profit - Private,353.0,38.550533,-90.021168,IL
134699,140186,RIVERSIDE MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,317.0,41.124148,-87.882651,IL
134825,140187,HSHS ST ELIZABETH'S HOSPITAL,Acute Care,Voluntary non-profit - Church,205.0,,,IL
134897,140187,ST ELIZABETH HOSPITAL,Acute Care,Voluntary non-profit - Church,205.0,,,IL
134954,140187,ST ELIZABETH'S HOSPITAL,Acute Care,Voluntary non-profit - Church,205.0,,,IL
134962,140189,SARAH BUSH LINCOLN HEALTH CENTER,Acute Care,Voluntary non-profit - Private,108.0,39.488543,-88.275793,IL
135088,140191,INGALLS MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,324.0,41.606331,-87.659484,IL
135214,140197,METHODIST HOSPITAL OF CHICAGO,Acute Care,Voluntary non-profit - Private,153.0,41.973262,-87.671141,IL
135334,140200,ELMHURST MEMORIAL HOSPITAL,Acute Care,Proprietary,286.0,41.861684,-87.934295,IL
135460,140202,ADVOCATE CONDELL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,269.0,42.274563,-87.95165,IL
135586,140206,HUMBOLDT PARK HEALTH,Acute Care,Voluntary non-profit - Private,181.0,41.900481,-87.699288,IL
135608,140206,NORWEGIAN-AMERICAN HOSPITAL,Acute Care,Voluntary non-profit - Private,181.0,41.900481,-87.699288,IL
135711,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,731.0,41.720316,-87.732364,IL
135837,140209,METHODIST MEDICAL CENTER OF ILLINOIS,Acute Care,Voluntary non-profit - Private,280.0,40.700181,-89.5946,IL
135963,140210,HARRISBURG MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,71.0,,,IL
136089,140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Other,149.0,41.886345,-88.340414,IL
136101,140211,DELNOR COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Other,149.0,41.886345,-88.340414,IL
136215,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,Acute Care,Voluntary non-profit - Private,299.0,41.54543,-87.986049,IL
136341,140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,Acute Care,Voluntary non-profit - Church,184.0,42.036242,-88.327934,IL
136467,140217,PROVENA ST JOSEPH HOSPITAL,Acute Care,Voluntary non-profit - Church,184.0,42.036242,-88.327934,IL
136469,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,Acute Care,Voluntary non-profit - Church,630.0,42.039748,-87.848146,IL
136595,140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,Acute Care,Voluntary non-profit - Church,322.0,41.933928,-87.636418,IL
136721,140224,SAINT JOSEPH HOSPITAL,Acute Care,Voluntary non-profit - Church,322.0,41.933928,-87.636418,IL
136725,140228,SWEDISH AMERICAN HOSPITAL,Acute Care,Voluntary non-profit - Other,313.0,42.266943,-89.07355,IL
136851,140231,EDWARD HOSPITAL,Acute Care,Voluntary non-profit - Private,297.0,41.761426,-88.149239,IL
136977,140233,OSF SAINT ANTHONY MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,238.0,42.265778,-89.0073,IL
136980,140233,SAINT ANTHONY MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,238.0,42.265778,-89.0073,IL
137130,140234,ST MARGARET'S HEALTH - PERU,Acute Care,Voluntary non-profit - Private,55.0,41.328769,-89.125188,IL
137142,140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Private,55.0,41.328769,-89.125188,IL
137257,140239,JAVON BEA HOSPITAL,Acute Care,Voluntary non-profit - Private,299.0,42.298434,-89.096782,IL
137296,140239,MERCYHEALTH HOSPITAL ROCKTON AVENUE,Acute Care,Voluntary non-profit - Private,299.0,42.298434,-89.096782,IL
137320,140239,ROCKFORD MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,299.0,42.298434,-89.096782,IL
137389,140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,Acute Care,Voluntary non-profit - Private,375.0,41.873765,-88.158095,IL
137401,140242,CENTRAL DUPAGE HOSPITAL,Acute Care,Voluntary non-profit - Private,375.0,41.873765,-88.158095,IL
137515,140251,COMMUNITY FIRST MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,274.0,41.94585,-87.768287,IL
137610,140251,PRESENCE OUR LADY OF THE RESURRECTION MED CTR,Acute Care,Voluntary non-profit - Private,274.0,41.94585,-87.768287,IL
137640,140251,OUR LADY OF THE RESURRECTION MED CTR,Acute Care,Voluntary non-profit - Private,274.0,41.94585,-87.768287,IL
137642,140252,NORTHWEST COMMUNITY HOSPITAL 1,Acute Care,Voluntary non-profit - Private,435.0,42.066604,-87.992951,IL
137739,140252,NORTHWEST COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Private,435.0,42.066604,-87.992951,IL
137769,140258,ALEXIAN BROTHERS MEDICAL CENTER 1,Acute Care,Voluntary non-profit - Church,372.0,42.003705,-88.014996,IL
137799,140258,ALEXIAN BROTHERS MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,372.0,42.003705,-88.014996,IL
137899,140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,Acute Care,Government - Local,236.0,41.493068,-90.419997,IL
137947,140275,GENESIS HEALTH SYSTEM,Acute Care,Government - Local,236.0,41.493068,-90.419997,IL
138029,140275,GENESIS MEDICAL CENTER ILLINI CAMPUS,Acute Care,Government - Local,236.0,41.493068,-90.419997,IL
138050,140276,LOYOLA UNIVERSITY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,518.0,41.858732,-87.83321,IL
138176,140280,TRINITY ROCK ISLAND,Acute Care,Voluntary non-profit - Other,328.0,41.483649,-90.572799,IL
138200,140280,TRINITY - ROCK ISLAND,Acute Care,Voluntary non-profit - Other,328.0,41.483649,-90.572799,IL
138323,140281,NORTHWESTERN MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,896.0,41.894995,-87.621364,IL
138449,140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,Acute Care,Voluntary non-profit - Private,97.0,41.96188,-88.72226,IL
138461,140286,KISHWAUKEE COMMUNITY HOSPITAL,Acute Care,Voluntary non-profit - Private,97.0,41.96188,-88.72226,IL
138575,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,Acute Care,Voluntary non-profit - Church,306.0,41.819137,-88.01022,IL
138701,140289,ANDERSON HOSPITAL,Acute Care,Voluntary non-profit - Private,147.0,38.738127,-89.946422,IL
138827,140290,ST ALEXIUS MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,306.0,42.052409,-88.144445,IL
138953,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,Acute Care,Voluntary non-profit - Church,168.0,42.193415,-88.177959,IL
139079,140292,ADVENTIST GLENOAKS,Acute Care,Voluntary non-profit - Other,139.0,41.915166,-88.058597,IL
139203,140292,ADVENTIST GLENOAKS HOSPITAL,Acute Care,Voluntary non-profit - Other,139.0,41.915166,-88.058597,IL
139216,140294,CROSSROADS COMMUNITY HOSPITAL,Acute Care,Proprietary,48.0,38.312314,-88.936788,IL
139342,140300,PROVIDENT HOSPITAL OF CHICAGO,Acute Care,Government - Local,43.0,41.802158,-87.614193,IL
139439,140300,PROVIDENT HOSPITAL OF COOK COUNTY,Acute Care,Government - Local,43.0,41.802158,-87.614193,IL
139441,140304,ADVENTHEALTH BOLINGBROOK,Acute Care,Voluntary non-profit - Private,136.0,41.679388,-88.083883,IL
139453,140304,ADVENTIST BOLINGBROOK HOSPITAL,Acute Care,Voluntary non-profit - Private,136.0,41.679388,-88.083883,IL
139565,14034F,NORTH CHICAGO VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
139634,141300,THOMAS H BOYD MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,39.29617,-90.412303,IL
139712,141301,KIRBY MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,16.0,40.060163,-88.56377,IL
139780,141301,JOHN & MARY KIRBY HOSPITAL,Critical Access,Voluntary non-profit - Private,16.0,40.060163,-88.56377,IL
139786,141302,MIDWEST MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,82.0,42.446622,-90.456972,IL
139841,141303,WARNER HOSPITAL AND HEALTH SERVICES,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL
139890,141303,DR JOHN WARNER HOSPITAL,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL
139915,141304,"GENESIS MEDICAL CENTER, ALEDO",Critical Access,Voluntary non-profit - Private,22.0,41.20508,-90.758485,IL
139985,141305,MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,22.0,40.409306,-91.111319,IL
140042,141305,MEMORIAL HOSPITAL L,Critical Access,Voluntary non-profit - Private,22.0,40.409306,-91.111319,IL
140063,141306,COMMUNITY HOSPITAL OF STAUNTON,Critical Access,Voluntary non-profit - Private,25.0,39.015339,-89.78989,IL
140091,141306,COMMUNITY MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,39.015339,-89.78989,IL
140139,141307,PINCKNEYVILLE COMMUNITY HOSPITAL,Critical Access,Government - Hospital District or Authority,21.0,38.08023,-89.368631,IL
140215,141308,WASHINGTON COUNTY HOSPITAL,Critical Access,Government - Hospital District or Authority,50.0,38.339118,-89.390016,IL
140237,141308,WASHINGTON COUNTY HOSPITAL*,Critical Access,Government - Hospital District or Authority,50.0,38.339118,-89.390016,IL
140264,141309,CARLE EUREKA  HOSPITAL,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL
140270,141309,CARLA EUREKA  HOSPITAL,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL
140276,141309,ADVOCATE EUREKA  HOSPITAL,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL
140340,141310,OSF SAINT PAUL MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL
140409,141310,MENDOTA COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL
140428,141311,FAIRFIELD MEMORIAL HOSPITAL 1,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL
140490,141311,FAIRFIELD MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL
140508,141312,ROCHELLE COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,18.0,41.928573,-89.062801,IL
140604,141313,MASON DISTRICT HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL
140678,141315,ILLINI COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL
140758,141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL
140790,141316,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL
140844,141317,GIBSON COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL
140965,141318,OSF HOLY FAMILY MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL
141041,141319,HAMMOND HENRY HOSPITAL,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL
141162,141320,PARIS COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Other,25.0,39.606712,-87.678311,IL
141267,141321,FRANKLIN HOSPITAL,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL
141339,141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL
141450,141323,MASSAC MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL
141530,141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL
141610,141325,OSF SAINT LUKE MEDICAL CENTER,Critical Access,Voluntary non-profit - Church,25.0,41.222163,-89.947769,IL
141618,141325,OSF SAINT LUKES MEDICAL CENTER,Critical Access,Voluntary non-profit - Church,25.0,41.222163,-89.947769,IL
141670,141325,OSF ST LUKES MEDICAL CENTER,Critical Access,Voluntary non-profit - Church,25.0,41.222163,-89.947769,IL
141682,141325,KEWANEE HOSPITAL,Critical Access,Voluntary non-profit - Church,25.0,41.222163,-89.947769,IL
141688,141326,HAMILTON MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,38.087916,-88.541234,IL
141720,141326,HAMILTON MEMORIAL HOSPITAL DISTRICT,Critical Access,Government - Hospital District or Authority,25.0,38.087916,-88.541234,IL
141768,141327,WABASH GENERAL HOSPITAL 1,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL
141865,141327,WABASH GENERAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL
141889,141328,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,Critical Access,Voluntary non-profit - Private,25.0,,,IL
141921,141328,HARDIN COUNTY GENERAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,,,IL
141969,141329,MORRISON COMMUNITY HOSPITAL,Critical Access,Government - Hospital District or Authority,38.0,41.809131,-89.956574,IL
142020,141330,HOPEDALE HOSPITAL,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL
142088,141330,HOPEDALE MEDICAL COMPLEX,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL
142113,141331,MARSHALL BROWNING HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,38.024441,-89.2368,IL
142191,141332,HILLSBORO AREA HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,39.153672,-89.481508,IL
142269,141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,40.117944,-90.563587,IL
142345,141334,ST JOSEPH MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL
142423,141335,MERCY HARVARD HOSPITAL,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL
142503,141336,ST JOSEPH'S HOSPITAL,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL
142622,141337,OSF SAINT CLARE MEDICAL CENTER,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL
142640,141337,PERRY MEMORIAL HOSPITAL,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL
142723,141338,MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,37.918529,-89.812888,IL
142823,141339,TAYLORVILLE MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,32.0,39.553753,-89.293754,IL
142924,141340,VALLEY WEST COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,41.657133,-88.62192,IL
143004,141341,PANA COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,22.0,39.380296,-89.084213,IL
143084,141342,ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL
143116,141342,UNION COUNTY HOSPITAL,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL
143164,141343,CRAWFORD MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,57.0,39.013668,-87.748999,IL
143264,141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,38.729518,-87.69415,IL
143342,141345,SALEM TOWNSHIP HOSPITAL,Critical Access,Government - Local,25.0,38.64083,-88.948337,IL
143445,141346,FAYETTE COUNTY HOSPITAL,Critical Access,Voluntary non-profit - Other,110.0,,,IL
143529,141347,CARLINVILLE AREA HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,39.299642,-89.88163,IL
143609,141348,RED BUD REGIONAL HOSPITAL,Critical Access,Proprietary,25.0,38.209605,-89.996408,IL
143689,141349,SPARTA COMMUNITY HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,,,IL
143769,141350,ST FRANCIS HOSPITAL,Critical Access,Voluntary non-profit - Church,25.0,39.18081,-89.639636,IL
143890,141351,CLAY COUNTY HOSPITAL,Critical Access,Government - Local,20.0,38.680917,-88.470337,IL
143970,141352,JACKSONVILLE MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,40.0,,,IL
143974,143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,Childrens,Voluntary non-profit - Other,302.0,41.896746,-87.621906,IL
144004,143301,LARABIDA CHILDRENS HOSPITAL I,Childrens,Voluntary non-profit - Private,46.0,,,IL
144034,143302,SHRINERS HOSPITAL FOR CHILDREN,Childrens,Voluntary non-profit - Private,,41.916766,-87.79499,IL
144064,150001,JOHNSON MEMORIAL HOSPITAL,Acute Care,Government - Local,83.0,39.480598,-86.076663,IN
144190,150002,METHODIST HOSPITALS INC,Acute Care,Voluntary non-profit - Private,490.0,41.599436,-87.357023,IN
144316,150004,FRANCISCAN HEALTH HAMMOND,Acute Care,Voluntary non-profit - Church,214.0,41.61449,-87.52201,IN
