,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
763,LAKEWOOD RANCH MEDICAL CENTER (100299),2020,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,11.8,,8.6,12.6,11.9,14.8
764,ST CLOUD REGIONAL MEDICAL CENTER (100302),2020,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,12.3,,6.6,12.5,13.5,14.0
765,ASCENSION ST VINCENT'S SOUTHSIDE (100307),2020,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,12.8,,8.1,14.2,10.6,15.6
766,ASCENSION SACRED HEART GULF (100313),2020,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,,,7.9,,9.9,16.3
767,WEST KENDALL BAPTIST HOSPITAL (100314),2020,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,,,6.6,11.7,9.8,11.9
768,VIERA HOSPITAL (100315),2020,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,12.6,,10.1,11.8,12.9,16.3
769,PALM BAY HOSPITAL (100316),2020,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,13.1,,7.4,11.4,11.3,15.0
770,ADVENTHEALTH WESLEY CHAPEL (100319),2020,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,12.7,,7.4,14.0,11.9,12.2
771,POINCIANA MEDICAL CENTER (100320),2020,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,11.6,,7.5,12.1,9.2,16.0
772,ASCENSION ST VINCENT'S CLAY COUNTY (100321),2020,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,12.7,,7.8,9.9,9.9,14.5
773,OVIEDO MEDICAL CENTER (100329),2020,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,12.4,,8.2,,9.6,15.6
774,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE (10057F),2020,Acute Care (VA),Government - Federal,,,,,11.5,,7.6,,8.3,8.6
775,TAMPA VA MEDICAL CENTER (10063F),2020,Acute Care (VA),Government - Federal,,,,,13.4,,8.9,,8.3,11.9
776,MIAMI VA MEDICAL CENTER (10064F),2020,Acute Care (VA),Government - Federal,,,,,11.7,,9.4,,9.7,11.5
777,W PALM BEACH VA MEDICAL CENTER (10065F),2020,Acute Care (VA),Government - Federal,,,,,11.4,,7.1,,8.3,10.8
778,ORLANDO VA MEDICAL CENTER (10099F),2020,Acute Care (VA),VA,,,,,12.0,,8.3,,6.8,11.8
779,ADVENTHEALTH WAUCHULA (101300),2020,Critical Access,Voluntary non-profit - Private,25.0,,,FL,,,8.1,,9.6,14.8
780,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS (101301),2020,Critical Access,Proprietary,22.0,,,FL,,,8.3,,9.4,18.7
781,NORTHWEST FLORIDA COMMUNITY HOSPITAL (101308),2020,Critical Access,Voluntary non-profit - Private,59.0,30.76457,-85.542643,FL,,,11.5,,12.2,18.6
782,HENDRY REGIONAL MEDICAL CENTER (101309),2020,Critical Access,Voluntary non-profit - Other,25.0,26.753239,-80.942276,FL,,,8.3,,13.1,17.6
783,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPU (101310),2020,Critical Access,Proprietary,25.0,29.941907,-82.10165,FL,,,8.7,,12.5,12.9
784,MADISON COUNTY MEMORIAL HOSPITAL (101311),2020,Critical Access,Government - Hospital District or Authority,23.0,30.471413,-83.419898,FL,,,7.7,,12.1,14.6
785,MARINERS HOSPITAL (101313),2020,Critical Access,Voluntary non-profit - Private,24.0,25.005408,-80.521301,FL,,,7.8,,12.6,13.2
786,HAMILTON MEDICAL CENTER (110001),2020,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,12.5,,7.4,13.2,12.0,17.1
787,UPSON REGIONAL MEDICAL CENTER (110002),2020,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,,,10.5,14.7,15.1,27.9
788,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS (110003),2020,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,12.4,,7.5,12.9,11.5,15.2
789,NORTHSIDE HOSPITAL FORSYTH (110005),2020,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,11.8,,7.3,13.2,10.3,15.3
790,ST MARY'S HOSPITAL (110006),2020,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,11.8,,9.1,15.4,14.7,17.6
791,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2020,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,13.8,3.3,11.8,14.2,12.4,17.9
792,NORTHSIDE HOSPITAL CHEROKEE (110008),2020,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,14.2,,10.0,14.7,10.3,17.5
793,EMORY UNIVERSITY HOSPITAL (110010),2020,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,11.0,2.5,6.7,13.5,9.5,14.0
794,TANNER MEDICAL CENTER - CARROLLTON (110011),2020,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,12.3,,10.1,14.9,10.6,19.3
795,TANNER MEDICAL CENTER VILLA RICA (110015),2020,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,13.5,,10.0,12.1,11.9,15.5
796,WELLSTAR WEST GEORGIA MEDICAL CENTER (110016),2020,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,13.5,,10.4,13.8,14.1,16.3
797,PIEDMONT NEWTON HOSPITAL (110018),2020,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,11.8,,9.8,13.5,11.9,14.7
798,ADVENTHEALTH GORDON (110023),2020,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,13.1,,8.4,13.6,9.9,14.2
799,CANDLER HOSPITAL (110024),2020,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,,,9.0,13.7,9.3,15.4
800,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2020,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,14.2,,8.9,14.3,9.9,16.5
801,"TY COBB REGIONAL MEDICAL CENTER, LLC (110027)",2020,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,,,8.4,13.9,13.4,14.7
802,UNIVERSITY HOSPITAL (110028),2020,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,12.7,4.2,9.7,13.2,11.3,16.9
803,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2020,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,12.1,2.7,8.3,12.1,9.7,15.1
804,CARTERSVILLE MEDICAL CENTER (110030),2020,Acute Care,Voluntary non-profit - Private,116.0,,,GA,12.4,,7.8,14.8,9.0,14.8
805,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2020,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,13.2,,13.4,13.4,12.9,18.7
806,STEPHENS COUNTY HOSPITAL (110032),2020,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,,,7.9,14.7,10.7,15.4
807,AU Medical Center (110034),2020,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,13.6,3.6,9.0,17.1,11.4,17.5
808,WELLSTAR KENNESTONE HOSPITAL (110035),2020,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,12.9,3.4,9.8,15.3,10.8,16.1
809,MEMORIAL UNIVERSITY MEDICAL CENTER (110036),2020,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,11.9,4.2,9.3,13.9,12.4,17.7
810,JOHN D ARCHBOLD MEMORIAL HOSPITAL (110038),2020,Acute Care,Voluntary non-profit - Private,328.0,,,GA,12.6,,8.4,13.4,11.1,16.0
811,NORTHRIDGE MEDICAL CENTER (110040),2020,Acute Care,Government - Hospital District or Authority,217.0,34.218475,-83.469116,GA,,,8.8,,11.8,17.8
812,HABERSHAM COUNTY MEDICAL CTR (110041),2020,Acute Care,Government - Hospital District or Authority,137.0,34.405879,-83.485989,GA,,,8.5,14.4,10.8,16.3
813,WELLSTAR PAULDING HOSPITAL (110042),2020,Acute Care,Voluntary non-profit - Other,259.0,33.902429,-84.782727,GA,13.3,,7.5,11.7,12.0,11.4
814,ST JOSEPH'S HOSPITAL - SAVANNAH (110043),2020,Acute Care,Voluntary non-profit - Private,246.0,31.985079,-81.152792,GA,13.3,5.5,10.1,14.5,11.7,17.4
815,PHOEBE SUMTER MEDICAL CENTER (110044),2020,Acute Care,Government - Hospital District or Authority,54.0,32.06425,-84.255376,GA,,,9.4,15.2,11.9,21.3
816,BARROW REGIONAL MEDICAL CENTER (110045),2020,Acute Care,Proprietary,55.0,34.007701,-83.706706,GA,,,8.3,,10.3,16.6
817,PIEDMONT WALTON HOSPITAL (110046),2020,Acute Care,Proprietary,81.0,33.798635,-83.746316,GA,13.8,,8.2,14.1,13.2,16.5
818,ADVENTHEALTH MURRAY (110050),2020,Acute Care,Voluntary non-profit - Private,28.0,34.779951,-84.782125,GA,,,7.5,,11.2,13.1
819,UNION GENERAL HOSPITAL (110051),2020,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,,,9.2,15.4,9.7,14.9
820,FLOYD MEDICAL CENTER (110054),2020,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,11.9,,7.0,13.1,13.0,14.6
821,PIEDMONT COLUMBUS REGIONAL MIDTOWN (110064),2020,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,13.5,,8.5,13.8,12.8,17.2
822,HOUSTON MEDICAL CENTER (110069),2020,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,12.3,,7.2,13.5,10.3,15.2
823,APPLING HOSPITAL (110071),2020,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,,,7.9,,,18.3
824,DORMINY MEDICAL CENTER (110073),2020,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,,,9.1,,13.4,17.9
825,PIEDMONT ATHENS REGIONAL MEDICAL CENTER (110074),2020,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,11.7,4.0,7.1,12.8,10.1,15.8
826,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2020,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,14.3,,9.6,11.3,11.0,21.4
827,EMORY DECATUR HOSPITAL (110076),2020,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,14.1,,9.5,11.1,10.7,17.3
828,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2020,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,12.2,2.4,7.2,11.9,8.7,15.7
829,GRADY MEMORIAL HOSPITAL (110079),2020,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,12.5,,8.1,20.9,8.5,14.4
830,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2020,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,12.1,2.3,6.8,12.2,10.0,14.9
831,PIEDMONT HOSPITAL (110083),2020,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,11.2,1.8,7.8,10.6,8.5,15.2
832,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2020,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,,,10.2,16.5
833,NORTHSIDE HOSPITAL GWINNETT (110087),2020,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,13.1,3.2,9.4,13.9,9.7,15.4
834,"COFFEE REGIONAL MEDICAL CENTER, INC (110089)",2020,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,12.7,,10.2,15.4,14.5,19.7
835,PIEDMONT ROCKDALE HOSPITAL (110091),2020,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,12.3,,9.1,13.6,11.7,18.0
836,DODGE COUNTY HOSPITAL (110092),2020,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,,,8.8,,11.5,17.6
837,TIFT REGIONAL MEDICAL CENTER (110095),2020,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,11.9,,8.3,15.6,13.4,16.4
838,JEFFERSON HOSPITAL (110100),2020,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,7.8,,,12.8
839,CRISP REGIONAL HOSPITAL (110104),2020,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,12.6,,8.6,13.1,13.6,16.0
840,COLQUITT REGIONAL MEDICAL CENTER (110105),2020,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,13.8,,7.2,13.3,11.9,16.4
841,"MEDICAL CENTER, NAVICENT HEALTH (THE) (110107)",2020,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,13.7,3.5,10.7,16.0,11.1,17.2
842,EMANUEL MEDICAL CENTER (110109),2020,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,7.1,,10.1,15.3
843,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER (110111),2020,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,,7.7,,,16.2
844,BURKE MEDICAL CENTER (110113),2020,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,,,,16.0
845,WELLSTAR ATLANTA MEDICAL CENTER (110115),2020,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,12.5,,8.9,17.0,9.6,19.8
846,GRADY GENERAL HOSPITAL (110121),2020,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,,10.4,,11.2,16.6
847,SOUTH GEORGIA MEDICAL CENTER (110122),2020,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,13.0,3.9,8.1,14.7,13.6,14.4
848,WAYNE MEMORIAL HOSPITAL (110124),2020,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,,,8.1,14.6,11.8,13.5
849,FAIRVIEW PARK HOSPITAL (110125),2020,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,12.3,,7.9,11.6,11.1,16.5
850,MEADOWS REGIONAL MEDICAL CENTER (110128),2020,Acute Care,Proprietary,64.0,,,GA,12.8,,8.1,13.4,10.0,19.2
851,ST FRANCIS HOSPITAL- EMORY HEALTHCARE (110129),2020,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,14.5,2.6,11.7,12.9,12.6,16.1
852,MEMORIAL HOSPITAL AND MANOR (110132),2020,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,,8.8,14.4,13.4,14.7
853,TAYLOR REGIONAL HOSPITAL (110135),2020,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,,10.0,,10.4,15.0
854,EVANS MEMORIAL HOSPITAL (110142),2020,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,8.9,,10.7,14.2
855,WELLSTAR COBB HOSPITAL (110143),2020,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,12.5,,8.6,13.6,9.8,17.7
856,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS (110146),2020,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,,8.0,,10.1,15.7
857,NAVICENT HEALTH BALDWIN (110150),2020,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,,,9.3,13.1,12.7,15.1
858,PERRY HOSPITAL (110153),2020,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,,,7.7,,11.4,16.9
859,NORTHSIDE HOSPITAL (110161),2020,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,11.7,,7.4,13.1,10.6,12.4
860,"COLISEUM MEDICAL CENTERS, LLC, DBA (110164)",2020,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,12.8,4.2,9.3,13.2,10.3,15.7
861,SOUTHERN REGIONAL MEDICAL CENTER (110165),2020,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,11.9,,10.0,11.5,10.4,15.8
862,REDMOND REGIONAL MEDICAL CENTER (110168),2020,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,10.5,4.2,8.9,12.6,10.2,15.1
863,DOCTORS HOSPITAL (110177),2020,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,12.7,,9.1,11.1,11.7,19.3
864,WELLSTAR DOUGLAS HOSPITAL (110184),2020,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,12.7,,7.4,12.5,7.3,15.9
865,FANNIN REGIONAL HOSPITAL (110189),2020,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,,9.5,,12.2,18.0
866,PIEDMONT HENRY HOSPITAL (110191),2020,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,14.8,,9.6,13.8,11.6,15.1
867,EASTSIDE MEDICAL CENTER (110192),2020,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,12.6,,7.8,12.8,12.7,18.8
868,DONALSONVILLE HOSPITAL INC (110194),2020,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,,7.7,,,14.7
869,WELLSTAR NORTH FULTON HOSPITAL (110198),2020,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,12.3,,8.7,11.6,11.8,17.5
870,PIEDMONT COLUMBUS REGIONAL NORTHSIDE (110200),2020,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,,,,,11.4,14.8
871,COLISEUM NORTHSIDE HOSPITAL (110201),2020,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,,,7.9,12.6,9.4,15.5
872,PIEDMONT FAYETTE HOSPITAL (110215),2020,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,11.4,,7.4,13.0,11.7,15.3
873,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2020,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,12.3,,8.9,12.0,11.5,13.5
874,EMORY HILLANDALE HOSPITAL (110226),2020,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,13.6,,8.1,12.6,10.6,14.8
875,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2020,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,13.4,,12.2,13.4,12.2,15.1
876,EMORY JOHNS CREEK HOSPITAL (110230),2020,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,12.8,,8.5,12.7,10.4,15.0
877,SGMC BERRIEN CAMPUS (110234),2020,Acute Care,Government - Hospital District or Authority,54.0,31.203629,-83.238337,GA,,,,,,17.0
878,CHI MEMORIAL HOSPITAL- GEORGIA (110236),2020,Acute Care,Voluntary non-profit - Private,28.0,34.94777,-85.262756,GA,,,7.8,,,14.4
879,DECATUR (ATLANTA) VA MEDICAL CENTER (11029F),2020,Acute Care (VA),Government - Federal,,,,,11.3,,6.7,,7.5,12.4
880,AUGUSTA VA MEDICAL CENTER (11030F),2020,Acute Care (VA),Government - Federal,,,,,12.0,,8.5,,9.3,13.5
881,DUBLIN VA MEDICAL CENTER (11031F),2020,Acute Care (VA),Government - Federal,,,,,,,7.9,,11.0,14.0
882,MILLER COUNTY HOSPITAL (111305),2020,Critical Access,Government - Hospital District or Authority,142.0,31.17548,-84.734548,GA,,,,,,15.4
883,EFFINGHAM HEALTH SYSTEM (111306),2020,Critical Access,Government - Hospital District or Authority,130.0,32.364734,-81.321664,GA,,,7.6,,,14.8
884,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH (111310)",2020,Critical Access,Government - Hospital District or Authority,25.0,32.606568,-83.758449,GA,,,8.1,,10.8,14.2
885,PUTNAM GENERAL HOSPITAL (111313),2020,Critical Access,Government - Hospital District or Authority,25.0,33.335519,-83.370844,GA,,,8.9,,,15.4
886,MONROE COUNTY HOSPITAL (111318),2020,Critical Access,Government - Hospital District or Authority,25.0,33.031981,-83.946494,GA,,,,,,17.8
887,HIGGINS GENERAL HOSPITAL (111320),2020,Critical Access,Government - Hospital District or Authority,16.0,33.716343,-85.144623,GA,,,8.6,,,15.9
888,WILLS MEMORIAL HOSPITAL (111325),2020,Critical Access,Government - Hospital District or Authority,25.0,33.729302,-82.742388,GA,,,8.7,,11.0,16.3
889,BACON COUNTY HOSPITAL (111327),2020,Critical Access,Voluntary non-profit - Other,113.0,31.53911,-82.459687,GA,,,9.8,,11.7,19.5
890,ST. MARY'S GOOD SAMARITAN HOSPITAL (111329),2020,Critical Access,Proprietary,25.0,33.479921,-83.241645,GA,,,9.2,,11.7,14.0
891,POLK MEDICAL CENTER (111330),2020,Critical Access,Government - Hospital District or Authority,24.0,34.014927,-85.19502,GA,,,,,,15.1
892,JEFF DAVIS HOSPITAL (111333),2020,Critical Access,Government - Hospital District or Authority,28.0,31.857893,-82.607397,GA,,,8.7,,,16.0
893,CANDLER COUNTY HOSPITAL (111334),2020,Critical Access,Government - Hospital District or Authority,25.0,32.407081,-82.066608,GA,,,,,,15.8
894,LIBERTY REGIONAL MEDICAL CENTER (111335),2020,Critical Access,Government - Hospital District or Authority,132.0,,,GA,,,8.1,,,15.1
895,MOUNTAIN LAKES MEDICAL CENTER (111336),2020,Critical Access,Proprietary,25.0,34.554075,-83.54423,GA,,,7.9,,,14.9
896,THE QUEENS MEDICAL CENTER (120001),2020,Acute Care,Voluntary non-profit - Private,585.0,21.308307,-157.854965,HI,12.3,2.4,8.8,13.1,9.6,16.8
897,MAUI MEMORIAL MEDICAL CENTER (120002),2020,Acute Care,Government - State,217.0,20.884455,-156.488087,HI,11.9,,7.4,13.3,10.5,15.9
898,WAHIAWA GENERAL HOSPITAL (120004),2020,Acute Care,Voluntary non-profit - Private,157.0,21.498511,-158.027299,HI,12.4,,8.6,14.1,10.5,14.6
899,HILO MEDICAL CENTER (120005),2020,Acute Care,Government - State,264.0,19.717467,-155.113513,HI,14.0,,7.0,12.3,12.4,17.6
900,ADVENTIST HEALTH CASTLE (120006),2020,Acute Care,Voluntary non-profit - Church,160.0,21.381502,-157.757229,HI,14.5,,7.8,13.1,11.1,15.8
901,KUAKINI MEDICAL CENTER (120007),2020,Acute Care,Voluntary non-profit - Private,342.0,21.322211,-157.856211,HI,11.1,,8.2,12.6,13.0,14.6
902,KAISER FOUNDATION HOSPITAL (120011),2020,Acute Care,Voluntary non-profit - Private,283.0,21.362292,-157.900139,HI,,,,,9.6,14.4
903,WILCOX MEMORIAL HOSPITAL (120014),2020,Acute Care,Government - Federal,72.0,21.987043,-159.366198,HI,13.9,,7.8,12.7,10.7,16.0
904,KONA COMMUNITY HOSPITAL (120019),2020,Acute Care,Government - State,93.0,19.519237,-155.917719,HI,12.5,,8.1,14.0,11.5,16.5
905,STRAUB CLINIC AND HOSPITAL (120022),2020,Acute Care,Proprietary,159.0,21.302268,-157.850921,HI,10.8,2.6,8.0,13.2,9.5,18.9
906,PALI MOMI MEDICAL CENTER (120026),2020,Acute Care,Proprietary,121.0,21.383988,-157.937675,HI,11.5,,7.0,12.4,10.2,14.7
907,NORTH HAWAII COMMUNITY HOSPITAL (120028),2020,Acute Care,Voluntary non-profit - Private,34.0,,,HI,,,8.5,13.9,11.8,13.7
908,KAUAI VETERANS MEMORIAL HOSPITAL (121300),2020,Critical Access,Government - State,45.0,21.960079,-159.670055,HI,,,8.5,,,
909,ST LUKES MAGIC VALLEY MEDICAL CENTER (130002),2020,Acute Care,Voluntary non-profit - Private,205.0,42.591595,-114.496998,ID,12.6,,8.4,14.4,10.2,13.6
910,ST JOSEPH REGIONAL MEDICAL CENTER (130003),2020,Acute Care,Voluntary non-profit - Private,122.0,46.417121,-117.024997,ID,11.8,,12.3,17.6,14.8,17.5
911,ST LUKE'S REGIONAL MEDICAL CENTER (130006),2020,Acute Care,Voluntary non-profit - Private,569.0,43.612157,-116.192202,ID,12.1,2.7,8.4,13.9,12.9,14.5
912,SAINT ALPHONSUS REGIONAL MEDICAL CENTER (130007),2020,Acute Care,Voluntary non-profit - Church,380.0,43.614072,-116.253622,ID,12.4,3.0,8.4,17.6,12.5,12.2
913,SAINT ALPHONSUS MEDICAL CENTER - NAMPA (130013),2020,Acute Care,Voluntary non-profit - Church,128.0,43.596332,-116.519174,ID,12.4,,8.1,14.1,12.1,12.3
914,WEST VALLEY MEDICAL CENTER (130014),2020,Acute Care,Proprietary,108.0,43.65422,-116.69564,ID,11.9,,9.8,13.3,12.3,16.2
915,EASTERN IDAHO REGIONAL MEDICAL CENTER (130018),2020,Acute Care,Proprietary,313.0,43.470276,-111.990159,ID,13.6,2.8,11.3,18.6,17.1,14.5
916,MADISON MEMORIAL HOSPITAL (130025),2020,Acute Care,Government - Local,68.0,43.826051,-111.773148,ID,,,11.0,13.5,11.2,14.1
917,PORTNEUF MEDICAL CENTER (130028),2020,Acute Care,Proprietary,168.0,42.872621,-112.4189,ID,11.4,2.9,9.6,13.4,13.3,16.9
918,BOISE VA MEDICAL CENTER (13003F),2020,Acute Care (VA),Government - Federal,,,,,12.7,,8.3,,9.3,12.0
919,KOOTENAI HEALTH (130049),2020,Acute Care,Government - Hospital District or Authority,286.0,47.694597,-116.792669,ID,12.2,2.5,12.9,15.8,17.0,14.4
920,ST LUKE'S NAMPA MEDICAL CENTER (130071),2020,Acute Care,Voluntary non-profit - Private,82.0,43.616618,-116.590734,ID,,,7.3,,11.4,12.6
921,BOUNDARY COMMUNITY HOSPITAL (131301),2020,Critical Access,Voluntary non-profit - Other,50.0,48.70257,-116.322084,ID,,,,,,17.5
922,NORTH CANYON MEDICAL CENTER (131302),2020,Critical Access,Voluntary non-profit - Private,16.0,42.921869,-114.711128,ID,,,8.0,,12.1,14.6
923,CARIBOU MEMORIAL HOSPITAL (131309),2020,Critical Access,Government - Local,48.0,42.652235,-111.613354,ID,,,,,,18.5
924,ST LUKE'S ELMORE MEDICAL CENTER (131311),2020,Critical Access,Voluntary non-profit - Private,60.0,43.139199,-115.692487,ID,,,7.9,,,16.0
925,ST LUKE'S MCCALL (131312),2020,Critical Access,Voluntary non-profit - Private,15.0,44.909354,-116.109703,ID,,,,,,15.5
926,SYRINGA GENERAL HOSPITAL (131315),2020,Critical Access,Government - Hospital District or Authority,15.0,45.926789,-116.126994,ID,,,8.0,,11.3,15.1
927,BENEWAH COMMUNITY HOSPITAL (131317),2020,Critical Access,Government - Local,19.0,47.314613,-116.566678,ID,,,8.7,,,15.8
928,MINIDOKA MEMORIAL HOSPITAL (131319),2020,Critical Access,Government - Local,63.0,42.619625,-113.685362,ID,,,8.3,,14.4,13.6
929,CLEARWATER VALLEY HOSPITAL & CLINICS (131320),2020,Critical Access,Voluntary non-profit - Private,23.0,46.487315,-116.259916,ID,,,9.2,13.4,12.8,15.8
