,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
783,POINCIANA MEDICAL CENTER (100320),2019,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,12.2,,7.9,,9.8,15.5
784,ST VINCENTS MEDICAL CENTER - CLAY COUNTY (100321),2019,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,13.3,,7.2,10.5,10.5,15.2
785,OVIEDO MEDICAL CENTER (100329),2019,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,,,8.4,,9.8,15.7
786,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES (10057F),2019,Acute Care (VA),Government - Federal,,,,,11.6,,,,8.1,8.6
787,TAMPA VA MEDICAL CENTER (10063F),2019,Acute Care (VA),Government - Federal,,,,,14.6,,,,7.5,10.9
788,MIAMI VA MEDICAL CENTER (10064F),2019,Acute Care (VA),Government - Federal,,,,,12.1,,,,9.2,12.6
789,W PALM BEACH VA MEDICAL CENTER (10065F),2019,Acute Care (VA),Government - Federal,,,,,10.7,,,,8.0,11.2
790,ORLANDO VA MEDICAL CENTER (10099F),2019,Acute Care (VA),VA,,,,,12.5,,,,7.7,11.9
791,ADVENTHEALTH WAUCHULA (101300),2019,Critical Access,Voluntary non-profit - Private,25.0,,,FL,,,8.5,,9.4,14.7
792,SHANDS LIVE OAK REGIONAL MEDICAL CENTER (101301),2019,Critical Access,Proprietary,22.0,,,FL,,,7.6,,10.1,18.3
793,NORTHWEST FLORIDA COMMUNITY HOSPITAL (101308),2019,Critical Access,Voluntary non-profit - Private,59.0,30.76457,-85.542643,FL,,,10.7,,12.7,16.6
794,HENDRY REGIONAL MEDICAL CENTER (101309),2019,Critical Access,Voluntary non-profit - Other,25.0,26.753239,-80.942276,FL,,,7.9,,13.4,16.9
795,SHANDS STARKE REGIONAL MEDICAL CENTER (101310),2019,Critical Access,Proprietary,25.0,29.941907,-82.10165,FL,,,8.4,,11.8,13.3
796,MADISON COUNTY MEMORIAL HOSPITAL (101311),2019,Critical Access,Government - Hospital District or Authority,23.0,30.471413,-83.419898,FL,,,7.9,,12.4,14.9
797,MARINERS HOSPITAL (101313),2019,Critical Access,Voluntary non-profit - Private,24.0,25.005408,-80.521301,FL,,,7.9,,12.0,14.9
798,HAMILTON MEDICAL CENTER (110001),2019,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,12.6,,7.6,13.4,12.8,16.7
799,UPSON REGIONAL MEDICAL CENTER (110002),2019,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,14.0,,9.7,14.7,13.7,25.8
800,MEMORIAL SATILLA HEALTH (110003),2019,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,12.5,,7.7,13.6,9.9,16.4
801,NORTHSIDE HOSPITAL FORSYTH (110005),2019,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,13.1,,8.2,14.3,11.1,16.2
802,ST MARY'S HOSPITAL (110006),2019,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,13.2,,10.8,15.9,13.0,18.3
803,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2019,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,14.6,3.1,12.3,14.8,13.7,17.8
804,NORTHSIDE HOSPITAL CHEROKEE (110008),2019,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,15.0,,11.8,16.8,14.8,17.5
805,EMORY UNIVERSITY HOSPITAL (110010),2019,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,11.3,2.5,6.8,13.1,9.5,14.4
806,TANNER MEDICAL CENTER - CARROLLTON (110011),2019,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,13.3,,10.5,16.4,11.3,20.4
807,TANNER MEDICAL CENTER VILLA RICA (110015),2019,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,13.6,,8.9,12.6,11.8,18.4
808,WELLSTAR WEST GEORGIA MEDICAL CENTER (110016),2019,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,14.6,,9.5,14.5,13.9,14.9
809,PIEDMONT NEWTON HOSPITAL (110018),2019,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,13.3,,10.2,13.8,11.3,13.7
810,ADVENTHEALTH GORDON (110023),2019,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,13.2,,8.0,13.1,10.6,14.2
811,CANDLER HOSPITAL (110024),2019,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,13.6,,10.9,13.9,10.8,15.2
812,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2019,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,14.6,,9.9,14.4,11.7,15.9
813,ELBERT MEMORIAL HOSPITAL (110026),2019,Acute Care,Government - Hospital District or Authority,52.0,34.113068,-82.875601,GA,,,8.3,,13.3,14.5
814,"ST MARY'S SACRED HEART HOSPITAL, INC (110027)",2019,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,,,8.1,13.4,13.3,15.1
815,UNIVERSITY HOSPITAL (110028),2019,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,12.5,2.7,10.1,13.2,11.0,17.1
816,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2019,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,12.7,3.1,8.3,12.8,9.7,16.1
817,CARTERSVILLE MEDICAL CENTER (110030),2019,Acute Care,Voluntary non-profit - Private,116.0,,,GA,12.8,,7.5,14.6,8.5,14.9
818,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2019,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,13.6,,11.1,13.4,13.2,18.1
819,STEPHENS COUNTY HOSPITAL (110032),2019,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,,,7.2,15.0,9.7,14.8
820,AU MEDICAL CENTER (110034),2019,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,12.9,3.5,9.2,17.9,10.6,17.1
821,WELLSTAR KENNESTONE HOSPITAL (110035),2019,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,12.7,2.7,9.6,15.5,10.6,16.7
822,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER (110036),2019,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,13.2,4.0,9.9,14.5,12.0,16.8
823,JOHN D ARCHBOLD MEMORIAL HOSPITAL (110038),2019,Acute Care,Voluntary non-profit - Private,328.0,,,GA,13.9,,8.1,13.0,11.1,14.9
824,NORTHRIDGE MEDICAL CENTER (110040),2019,Acute Care,Government - Hospital District or Authority,217.0,34.218475,-83.469116,GA,,,8.7,,11.8,16.3
825,HABERSHAM COUNTY MEDICAL CTR (110041),2019,Acute Care,Government - Hospital District or Authority,137.0,34.405879,-83.485989,GA,,,8.4,14.8,11.0,17.0
826,WELLSTAR PAULDING HOSPITAL (110042),2019,Acute Care,Voluntary non-profit - Other,259.0,33.902429,-84.782727,GA,14.5,,6.9,13.0,11.4,11.7
827,ST JOSEPH'S HOSPITAL - SAVANNAH (110043),2019,Acute Care,Voluntary non-profit - Private,246.0,31.985079,-81.152792,GA,15.1,4.7,9.3,13.6,11.3,16.1
828,PHOEBE SUMTER MEDICAL CENTER (110044),2019,Acute Care,Government - Hospital District or Authority,54.0,32.06425,-84.255376,GA,,,10.0,15.0,12.0,23.7
829,NORTHEAST GEORGIA MEDICAL CENTER BARROW (110045),2019,Acute Care,Proprietary,55.0,34.007701,-83.706706,GA,,,8.7,,11.0,15.8
830,"PIEDMONT WALTON HOSPITAL, INC (110046)",2019,Acute Care,Proprietary,81.0,33.798635,-83.746316,GA,13.8,,9.6,13.7,14.0,16.1
831,ADVENTHEALTH MURRAY (110050),2019,Acute Care,Voluntary non-profit - Private,28.0,34.779951,-84.782125,GA,,,7.6,,12.0,13.1
832,UNION GENERAL HOSPITAL (110051),2019,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,,,8.1,16.4,10.1,15.1
833,FLOYD MEDICAL CENTER (110054),2019,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,12.9,,7.4,14.7,12.5,14.8
834,PIEDMONT COLUMBUS REGIONAL MIDTOWN (110064),2019,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,13.6,,9.0,14.5,13.0,19.3
835,HOUSTON MEDICAL CENTER (110069),2019,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,12.2,,7.1,13.4,10.6,14.5
836,APPLING HOSPITAL (110071),2019,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,,,8.1,,,18.4
837,DORMINY MEDICAL CENTER (110073),2019,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,,,9.7,,12.9,18.6
838,PIEDMONT ATHENS REGIONAL MEDICAL CENTER (110074),2019,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,12.2,4.8,8.0,14.3,9.9,16.7
839,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2019,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,13.5,,9.2,12.2,11.6,21.5
840,EMORY DECATUR HOSPITAL (110076),2019,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,13.4,,8.6,12.9,12.3,17.0
841,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2019,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,11.1,2.3,7.3,11.8,9.0,16.9
842,GRADY MEMORIAL HOSPITAL (110079),2019,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,12.7,,8.1,19.5,9.7,14.8
843,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2019,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,13.5,2.1,7.1,11.4,10.4,13.9
844,PIEDMONT HOSPITAL (110083),2019,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,10.3,1.9,8.3,12.2,10.1,13.8
845,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2019,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,,,9.1,16.0
846,GWINNETT MEDICAL CENTER (110087),2019,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,13.8,3.9,8.0,13.3,11.4,15.1
847,"COFFEE REGIONAL MEDICAL CENTER, INC (110089)",2019,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,,,10.3,17.0,13.2,20.1
848,PIEDMONT ROCKDALE HOSPITAL (110091),2019,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,12.7,,9.4,13.2,12.2,17.4
849,DODGE COUNTY HOSPITAL (110092),2019,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,,,8.7,,11.7,16.8
850,TIFT REGIONAL MEDICAL CENTER (110095),2019,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,12.5,,9.2,17.3,14.0,15.8
851,JEFFERSON HOSPITAL (110100),2019,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,7.8,,,13.7
852,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR (110101),2019,Acute Care,Proprietary,134.0,31.109181,-83.426372,GA,,,8.2,,,
853,CRISP REGIONAL HOSPITAL (110104),2019,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,12.4,,8.5,13.6,13.6,14.3
854,COLQUITT REGIONAL MEDICAL CENTER (110105),2019,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,13.6,,7.1,14.1,11.6,17.9
855,"MEDICAL CENTER, NAVICENT HEALTH (THE) (110107)",2019,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,14.1,4.3,10.7,14.9,10.2,17.5
856,EMANUEL MEDICAL CENTER (110109),2019,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,7.4,,10.7,13.7
857,UNIVERSITY HOSPITAL MCDUFFIE (110111),2019,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,,7.9,,,16.2
858,BURKE MEDICAL CENTER (110113),2019,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,,,,15.8
859,WELLSTAR ATLANTA MEDICAL CENTER (110115),2019,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,12.0,,9.3,17.9,9.9,17.3
860,GRADY GENERAL HOSPITAL (110121),2019,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,,9.1,,10.7,16.1
861,SOUTH GEORGIA MEDICAL CENTER (110122),2019,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,14.0,3.2,8.2,14.9,12.5,14.3
862,WAYNE MEMORIAL HOSPITAL (110124),2019,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,,,9.0,15.1,10.8,13.8
863,FAIRVIEW PARK HOSPITAL (110125),2019,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,12.8,,8.5,13.5,11.7,17.7
864,MEADOWS REGIONAL MEDICAL CENTER (110128),2019,Acute Care,Proprietary,64.0,,,GA,13.3,,7.5,14.4,11.3,17.4
865,ST FRANCIS HOSPITAL (110129),2019,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,13.3,2.5,9.8,13.6,12.5,16.8
866,MEMORIAL HOSPITAL AND MANOR (110132),2019,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,,8.1,14.1,12.5,16.5
867,TAYLOR REGIONAL HOSPITAL (110135),2019,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,,9.5,,10.9,16.2
868,EVANS MEMORIAL HOSPITAL (110142),2019,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,8.4,,10.3,14.8
869,WELLSTAR COBB HOSPITAL (110143),2019,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,13.4,,9.3,12.7,9.5,18.4
870,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS (110146),2019,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,,8.6,,11.0,16.7
871,NAVICENT HEALTH BALDWIN (110150),2019,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,,,9.2,13.0,12.0,15.8
872,PERRY HOSPITAL (110153),2019,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,11.8,,8.3,,11.7,15.7
873,NORTHSIDE HOSPITAL (110161),2019,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,12.2,,7.5,13.3,10.5,13.6
874,COLISEUM MEDICAL CENTERS (110164),2019,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,11.9,3.3,7.9,14.1,10.3,18.4
875,SOUTHERN REGIONAL MEDICAL CENTER (110165),2019,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,11.8,,8.5,11.7,10.4,16.7
876,REDMOND REGIONAL MEDICAL CENTER (110168),2019,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,11.1,4.0,9.2,13.7,11.5,15.0
877,DOCTORS HOSPITAL (110177),2019,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,14.0,,10.7,12.9,11.8,16.7
878,WELLSTAR DOUGLAS HOSPITAL (110184),2019,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,13.1,,7.6,13.4,8.9,17.2
879,CHESTATEE REGIONAL HOSPITAL (110187),2019,Acute Care,Proprietary,48.0,,,GA,,,,,11.7,16.5
880,FANNIN REGIONAL HOSPITAL (110189),2019,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,,9.5,,11.6,18.1
881,PIEDMONT HENRY HOSPITAL (110191),2019,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,15.3,,10.0,13.5,13.0,16.4
882,EASTSIDE MEDICAL CENTER (110192),2019,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,14.2,,9.0,13.7,11.4,18.3
883,DONALSONVILLE HOSPITAL INC (110194),2019,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,,8.3,,,13.8
884,WELLSTAR NORTH FULTON HOSPITAL (110198),2019,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,12.2,,8.7,14.3,12.3,16.9
885,COLISEUM NORTHSIDE HOSPITAL (110201),2019,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,,,7.8,13.1,10.2,14.5
886,PIEDMONT FAYETTE HOSPITAL (110215),2019,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,11.6,,9.1,14.2,11.4,16.8
887,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2019,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,13.0,,8.6,11.6,10.0,13.9
888,EMORY HILLANDALE HOSPITAL (110226),2019,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,13.8,,8.0,13.2,12.8,17.2
889,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2019,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,13.4,,11.0,14.0,11.3,15.8
890,EMORY JOHNS CREEK HOSPITAL (110230),2019,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,12.9,,7.2,12.3,10.2,13.5
891,SGMC BERRIEN CAMPUS (110234),2019,Acute Care,Government - Hospital District or Authority,54.0,31.203629,-83.238337,GA,,,,,,17.0
892,DECATUR (ATLANTA) VA MEDICAL CENTER (11029F),2019,Acute Care (VA),Government - Federal,,,,,12.5,,,,7.3,13.3
893,AUGUSTA VA MEDICAL CENTER (11030F),2019,Acute Care (VA),Government - Federal,,,,,14.0,,,,9.7,13.0
894,DUBLIN VA MEDICAL CENTER (11031F),2019,Acute Care (VA),Government - Federal,,,,,,,,,10.5,14.0
895,BLECKLEY MEMORIAL HOSPITAL (111302),2019,Critical Access,Government - Hospital District or Authority,15.0,32.384545,-83.345927,GA,,,,,,16.4
896,MILLER COUNTY HOSPITAL (111305),2019,Critical Access,Government - Hospital District or Authority,142.0,31.17548,-84.734548,GA,,,,,12.2,17.7
897,EFFINGHAM HEALTH SYSTEM (111306),2019,Critical Access,Government - Hospital District or Authority,130.0,32.364734,-81.321664,GA,,,,,,14.3
898,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH (111310)",2019,Critical Access,Government - Hospital District or Authority,25.0,32.606568,-83.758449,GA,,,8.0,,10.3,14.8
899,PUTNAM GENERAL HOSPITAL (111313),2019,Critical Access,Government - Hospital District or Authority,25.0,33.335519,-83.370844,GA,,,8.7,,,15.8
900,MONROE COUNTY HOSPITAL (111318),2019,Critical Access,Government - Hospital District or Authority,25.0,33.031981,-83.946494,GA,,,,,,17.8
901,HIGGINS GENERAL HOSPITAL (111320),2019,Critical Access,Government - Hospital District or Authority,16.0,33.716343,-85.144623,GA,,,8.2,,,16.5
902,WILLS MEMORIAL HOSPITAL (111325),2019,Critical Access,Government - Hospital District or Authority,25.0,33.729302,-82.742388,GA,,,9.2,,11.8,16.1
903,BACON COUNTY HOSPITAL (111327),2019,Critical Access,Voluntary non-profit - Other,113.0,31.53911,-82.459687,GA,,,10.3,,11.3,16.5
904,ST MARY'S GOOD SAMARITAN HOSPITAL (111329),2019,Critical Access,Proprietary,25.0,33.479921,-83.241645,GA,,,8.8,14.8,12.8,15.3
905,JEFF DAVIS HOSPITAL (111333),2019,Critical Access,Government - Hospital District or Authority,28.0,31.857893,-82.607397,GA,,,10.2,,,14.4
906,CANDLER COUNTY HOSPITAL (111334),2019,Critical Access,Government - Hospital District or Authority,25.0,32.407081,-82.066608,GA,,,,,,15.8
907,LIBERTY REGIONAL MEDICAL CENTER (111335),2019,Critical Access,Government - Hospital District or Authority,132.0,,,GA,,,8.3,,11.7,15.7
908,MOUNTAIN LAKES MEDICAL CENTER (111336),2019,Critical Access,Proprietary,25.0,34.554075,-83.54423,GA,,,7.8,,,14.2
909,THE QUEENS MEDICAL CENTER (120001),2019,Acute Care,Voluntary non-profit - Private,585.0,21.308307,-157.854965,HI,12.7,2.1,9.2,13.9,10.4,16.7
910,MAUI MEMORIAL MEDICAL CENTER (120002),2019,Acute Care,Government - State,217.0,20.884455,-156.488087,HI,12.1,,8.0,16.2,10.1,15.8
911,WAHIAWA GENERAL HOSPITAL (120004),2019,Acute Care,Voluntary non-profit - Private,157.0,21.498511,-158.027299,HI,11.6,,8.6,14.7,10.4,15.1
912,HILO MEDICAL CENTER (120005),2019,Acute Care,Government - State,264.0,19.717467,-155.113513,HI,13.8,,7.5,13.1,13.4,16.0
913,ADVENTIST HEALTH CASTLE (120006),2019,Acute Care,Voluntary non-profit - Church,160.0,21.381502,-157.757229,HI,15.1,,7.1,13.7,10.6,14.3
914,KUAKINI MEDICAL CENTER (120007),2019,Acute Care,Voluntary non-profit - Private,342.0,21.322211,-157.856211,HI,11.7,,8.6,13.1,11.9,15.8
915,KAISER FOUNDATION HOSPITAL (120011),2019,Acute Care,Voluntary non-profit - Private,283.0,21.362292,-157.900139,HI,,,,,11.0,14.9
916,WILCOX MEMORIAL HOSPITAL (120014),2019,Acute Care,Government - Federal,72.0,21.987043,-159.366198,HI,13.2,,8.5,12.3,11.0,15.3
917,KONA COMMUNITY HOSPITAL (120019),2019,Acute Care,Government - State,93.0,19.519237,-155.917719,HI,,,7.8,14.1,11.6,15.8
918,STRAUB CLINIC AND HOSPITAL (120022),2019,Acute Care,Proprietary,159.0,21.302268,-157.850921,HI,11.8,2.2,8.1,12.8,10.4,17.6
919,PALI MOMI MEDICAL CENTER (120026),2019,Acute Care,Proprietary,121.0,21.383988,-157.937675,HI,12.7,,8.1,12.7,11.9,15.6
920,NORTH HAWAII COMMUNITY HOSPITAL (120028),2019,Acute Care,Voluntary non-profit - Private,34.0,,,HI,,,8.7,13.8,11.2,13.8
921,ST LUKE'S MAGIC VALLEY RMC (130002),2019,Acute Care,Voluntary non-profit - Private,205.0,42.591595,-114.496998,ID,12.0,,7.5,14.4,9.5,14.5
922,ST JOSEPH REGIONAL MEDICAL CENTER (130003),2019,Acute Care,Voluntary non-profit - Private,122.0,46.417121,-117.024997,ID,12.0,,10.6,16.6,14.0,19.1
923,ST LUKE'S REGIONAL MEDICAL CENTER (130006),2019,Acute Care,Voluntary non-profit - Private,569.0,43.612157,-116.192202,ID,11.1,2.6,9.0,12.9,12.0,15.3
924,SAINT ALPHONSUS REGIONAL MEDICAL CENTER (130007),2019,Acute Care,Voluntary non-profit - Church,380.0,43.614072,-116.253622,ID,12.3,2.8,8.6,16.6,11.1,13.8
925,SAINT ALPHONSUS MEDICAL CENTER - NAMPA (130013),2019,Acute Care,Voluntary non-profit - Church,128.0,43.596332,-116.519174,ID,12.9,,8.9,13.9,13.0,13.0
926,WEST VALLEY MEDICAL CENTER (130014),2019,Acute Care,Proprietary,108.0,43.65422,-116.69564,ID,12.3,,9.0,14.1,12.8,16.5
927,EASTERN IDAHO REGIONAL MEDICAL CENTER (130018),2019,Acute Care,Proprietary,313.0,43.470276,-111.990159,ID,14.8,3.3,11.3,17.2,17.3,15.9
928,MADISON MEMORIAL HOSPITAL (130025),2019,Acute Care,Government - Local,68.0,43.826051,-111.773148,ID,,,10.9,15.2,11.4,15.1
929,PORTNEUF MEDICAL CENTER (130028),2019,Acute Care,Proprietary,168.0,42.872621,-112.4189,ID,10.6,2.9,9.8,13.1,11.9,16.4
930,BOISE VA MEDICAL CENTER (13003F),2019,Acute Care (VA),Government - Federal,,,,,12.9,,,,8.9,13.1
931,KOOTENAI HEALTH (130049),2019,Acute Care,Government - Hospital District or Authority,286.0,47.694597,-116.792669,ID,13.0,2.6,13.5,15.4,17.4,14.9
932,ST LUKE'S NAMPA MEDICAL CENTER (130071),2019,Acute Care,Voluntary non-profit - Private,82.0,43.616618,-116.590734,ID,,,,,,13.7
933,BOUNDARY COMMUNITY HOSPITAL (131301),2019,Critical Access,Voluntary non-profit - Other,50.0,48.70257,-116.322084,ID,,,,,,15.8
934,NORTH CANYON MEDICAL CENTER (131302),2019,Critical Access,Voluntary non-profit - Private,16.0,42.921869,-114.711128,ID,,,7.8,,13.6,15.2
935,WEISER MEMORIAL HOSPITAL (131307),2019,Critical Access,Government - Hospital District or Authority,19.0,44.248761,-116.961735,ID,,,,,,13.6
936,ST LUKE'S ELMORE MEDICAL CENTER (131311),2019,Critical Access,Voluntary non-profit - Private,60.0,43.139199,-115.692487,ID,,,7.9,,10.3,17.3
937,ST LUKE'S MCCALL (131312),2019,Critical Access,Voluntary non-profit - Private,15.0,44.909354,-116.109703,ID,,,,,,16.3
938,SYRINGA GENERAL HOSPITAL (131315),2019,Critical Access,Government - Hospital District or Authority,15.0,45.926789,-116.126994,ID,,,7.9,,12.0,15.3
939,BENEWAH COMMUNITY HOSPITAL (131317),2019,Critical Access,Government - Local,19.0,47.314613,-116.566678,ID,,,9.2,,,15.3
940,MINIDOKA MEMORIAL HOSPITAL (131319),2019,Critical Access,Government - Local,63.0,42.619625,-113.685362,ID,,,8.8,,,14.3
941,CLEARWATER VALLEY HOSPITAL & CLINICS (131320),2019,Critical Access,Voluntary non-profit - Private,23.0,46.487315,-116.259916,ID,,,9.7,13.1,12.3,16.1
942,ST MARY'S HOSPITAL (131321),2019,Critical Access,Voluntary non-profit - Private,25.0,46.050371,-116.351645,ID,,,9.2,,11.8,13.3
943,FRANKLIN COUNTY MEDICAL CENTER (131322),2019,Critical Access,Government - Local,57.0,42.098379,-111.875467,ID,,,8.1,,10.7,14.1
944,ST LUKE'S WOOD RIVER MEDICAL CENTER (131323),2019,Critical Access,Voluntary non-profit - Private,25.0,43.648473,-114.349018,ID,,,,,,15.9
945,BINGHAM MEMORIAL HOSPITAL (131325),2019,Critical Access,Voluntary non-profit - Private,90.0,43.192952,-112.347442,ID,,,9.7,,16.9,18.3
946,CASSIA REGIONAL HOSPITAL (131326),2019,Critical Access,Voluntary non-profit - Private,26.0,42.534204,-113.783419,ID,,,9.0,,14.1,16.6
947,GRITMAN MEDICAL CENTER (131327),2019,Critical Access,Voluntary non-profit - Private,25.0,46.728704,-117.001406,ID,,,7.9,14.2,14.1,14.7
948,BONNER GENERAL HOSPITAL (131328),2019,Critical Access,Voluntary non-profit - Private,25.0,48.277485,-116.550314,ID,,,9.3,15.3,13.3,17.1
949,GRAHAM HOSPITAL ASSOCIATION (140001),2019,Acute Care,Voluntary non-profit - Other,86.0,40.553293,-90.038115,IL,,,8.2,14.5,11.5,18.0
