,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
824,WELLSTAR DOUGLAS HOSPITAL (110184),2020,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,-0.3743,-1.9626,1.0305,-0.2258,1.5617,-0.4511,-0.0703,No
825,FANNIN REGIONAL HOSPITAL (110189),2020,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,-1.1362,,,-1.5,-0.291,-0.9757,No
826,FLINT RIVER COMMUNITY HOSPITAL (110190),2020,Acute Care,Proprietary,47.0,32.295415,-84.030228,GA,,,,,,0.0893,0.0893,No
827,PIEDMONT HENRY HOSPITAL (110191),2020,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,-0.0988,-1.4848,0.8952,2.2502,-0.5126,0.0668,0.186,No
828,EASTSIDE MEDICAL CENTER (110192),2020,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,0.7792,-0.7426,-0.4713,-0.3285,-1.0966,0.1352,-0.2874,No
829,DONALSONVILLE HOSPITAL INC (110194),2020,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,-1.1453,,,,-0.1077,-0.6265,No
830,WELLSTAR NORTH FULTON HOSPITAL (110198),2020,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,0.0229,-1.1092,-0.3659,-0.1303,1.838,-0.4564,-0.0335,No
831,PIEDMONT COLUMBUS REGIONAL NORTHSIDE (110200),2020,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,-0.0607,-1.1633,,,0.1727,-1.5258,-0.6443,No
832,COLISEUM NORTHSIDE HOSPITAL (110201),2020,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,2.1854,0.4474,1.2234,,0.204,-1.0759,0.5969,Yes
833,TURNING POINT HOSPITAL (110209),2020,Acute Care,Proprietary,64.0,31.129247,-83.77355,GA,,-1.9626,,,,-0.3671,-1.1649,No
834,PIEDMONT FAYETTE HOSPITAL (110215),2020,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,-0.9292,-1.4337,-0.6722,0.075,0.7677,1.5268,-0.1109,No
835,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2020,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,-0.3838,-1.6441,-1.4459,,-0.5808,-0.9795,-1.0068,No
836,EMORY HILLANDALE HOSPITAL (110226),2020,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,0.3307,0.4174,0.5929,1.3901,0.2224,0.3458,0.5499,Yes
837,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2020,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,-1.1287,-1.2685,-0.2067,-0.9603,1.243,0.4817,-0.3066,No
838,EMORY JOHNS CREEK HOSPITAL (110230),2020,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,1.716,-0.2438,0.5849,-0.2595,-0.1313,0.5598,0.371,Yes
839,SOUTHEASTERN REGIONAL MEDICAL CENTER (110233),2020,Acute Care,Proprietary,46.0,33.386391,-84.757419,GA,,-0.5593,,-1.4453,0.0474,0.6412,-0.329,No
840,SGMC BERRIEN CAMPUS (110234),2020,Acute Care,Government - Hospital District or Authority,54.0,31.203629,-83.238337,GA,,,,,,0.038,0.038,No
841,CHI MEMORIAL HOSPITAL- GEORGIA (110236),2020,Acute Care,Voluntary non-profit - Private,28.0,34.94777,-85.262756,GA,,,,,,0.0285,0.0285,No
842,THE QUEENS MEDICAL CENTER (120001),2020,Acute Care,Voluntary non-profit - Private,585.0,21.308307,-157.854965,HI,-0.1387,-0.1776,-0.8333,-0.7975,-0.0465,1.1532,-0.1401,No
843,MAUI MEMORIAL MEDICAL CENTER (120002),2020,Acute Care,Government - State,217.0,20.884455,-156.488087,HI,2.1854,-0.3008,0.1115,-0.5763,0.2482,-0.5341,0.189,No
844,WAHIAWA GENERAL HOSPITAL (120004),2020,Acute Care,Voluntary non-profit - Private,157.0,21.498511,-158.027299,HI,,0.8381,-1.4459,,,0.6905,0.0275,No
845,HILO MEDICAL CENTER (120005),2020,Acute Care,Government - State,264.0,19.717467,-155.113513,HI,-0.4465,-0.8057,-1.2072,-1.0046,-1.5,-0.7807,-0.9575,No
846,ADVENTIST HEALTH CASTLE (120006),2020,Acute Care,Voluntary non-profit - Church,160.0,21.381502,-157.757229,HI,-1.2769,-0.5503,-0.6941,-0.1002,-1.5,0.9809,-0.5234,No
847,KUAKINI MEDICAL CENTER (120007),2020,Acute Care,Voluntary non-profit - Private,342.0,21.322211,-157.856211,HI,-0.3477,-0.7095,-1.0879,-1.4453,-0.8332,-0.1567,-0.7634,No
848,KAISER FOUNDATION HOSPITAL (120011),2020,Acute Care,Voluntary non-profit - Private,283.0,21.362292,-157.900139,HI,-0.0094,1.3369,-0.6941,0.9246,0.169,-0.5206,0.2011,No
849,WILCOX MEMORIAL HOSPITAL (120014),2020,Acute Care,Government - Federal,72.0,21.987043,-159.366198,HI,2.1854,0.2791,-1.4459,-0.5232,1.6759,-1.1442,0.1712,No
850,KONA COMMUNITY HOSPITAL (120019),2020,Acute Care,Government - State,93.0,19.519237,-155.917719,HI,2.1854,-0.8207,-1.4459,-0.771,-1.5,-0.5899,-0.4904,No
851,STRAUB CLINIC AND HOSPITAL (120022),2020,Acute Care,Proprietary,159.0,21.302268,-157.850921,HI,0.1578,-0.6464,-1.0382,-0.3391,0.1966,-1.0346,-0.4507,No
852,PALI MOMI MEDICAL CENTER (120026),2020,Acute Care,Proprietary,121.0,21.383988,-157.937675,HI,-0.9007,-1.9626,-1.1317,-1.4453,-1.1445,-1.5258,-1.3518,No
853,NORTH HAWAII COMMUNITY HOSPITAL (120028),2020,Acute Care,Voluntary non-profit - Private,34.0,,,HI,,1.971,,,0.7401,-0.421,0.7633,Yes
854,ST LUKE'S MAGIC VALLEY RMC (130002),2020,Acute Care,Voluntary non-profit - Private,205.0,42.591595,-114.496998,ID,0.3991,-0.7636,-0.529,-1.4453,-0.6545,-1.4123,-0.7343,No
855,ST JOSEPH REGIONAL MEDICAL CENTER (130003),2020,Acute Care,Voluntary non-profit - Private,122.0,46.417121,-117.024997,ID,-0.57,0.6638,1.5794,-0.109,0.9353,0.196,0.4492,Yes
856,ST LUKE'S REGIONAL MEDICAL CENTER (130006),2020,Acute Care,Voluntary non-profit - Private,569.0,43.612157,-116.192202,ID,1.7046,0.192,-0.5668,-0.6949,0.519,-1.5258,-0.062,No
857,SAINT ALPHONSUS REGIONAL MEDICAL CENTER (130007),2020,Acute Care,Voluntary non-profit - Church,380.0,43.614072,-116.253622,ID,0.4561,-0.0634,-0.8432,-0.7285,0.7695,-0.2616,-0.1118,No
858,SAINT ALPHONSUS MEDICAL CENTER - NAMPA (130013),2020,Acute Care,Voluntary non-profit - Church,128.0,43.596332,-116.519174,ID,-0.4522,-0.4421,-1.1436,-1.4453,-0.496,0.4724,-0.5845,No
859,WEST VALLEY MEDICAL CENTER (130014),2020,Acute Care,Proprietary,108.0,43.65422,-116.69564,ID,-0.7753,-1.6742,-1.4459,,-0.6287,-0.785,-1.0618,No
860,EASTERN IDAHO REGIONAL MEDICAL CENTER (130018),2020,Acute Care,Proprietary,313.0,43.470276,-111.990159,ID,0.821,-0.1296,0.4377,-1.4453,0.648,-1.0631,-0.1219,No
861,MADISON MEMORIAL HOSPITAL (130025),2020,Acute Care,Government - Local,68.0,43.826051,-111.773148,ID,-1.5354,-1.6982,,,-0.0207,-0.735,-0.9973,No
862,PORTNEUF MEDICAL CENTER (130028),2020,Acute Care,Proprietary,168.0,42.872621,-112.4189,ID,0.9445,0.9613,-0.2167,0.4821,-0.3634,-1.2134,0.0991,No
863,KOOTENAI HEALTH (130049),2020,Acute Care,Government - Hospital District or Authority,286.0,47.694597,-116.792669,ID,-0.8931,0.1349,-0.7597,-0.8028,-0.0226,-0.8482,-0.5319,No
864,TREASURE VALLEY HOSPITAL (130063),2020,Acute Care,Proprietary,11.0,43.611289,-116.290332,ID,,,,,,-0.4154,-0.4154,No
865,MOUNTAIN VIEW HOSPITAL (130065),2020,Acute Care,Proprietary,41.0,43.472524,-111.988717,ID,,-1.9626,,,-0.5163,-1.4612,-1.3134,No
866,NORTHWEST SPECIALTY HOSPITAL (130066),2020,Acute Care,Proprietary,34.0,47.71441,-116.924455,ID,,,,,2.0517,-0.8972,0.5772,Yes
867,ST LUKE'S NAMPA MEDICAL CENTER (130071),2020,Acute Care,Voluntary non-profit - Private,82.0,43.616618,-116.590734,ID,,-0.1927,,,,,-0.1927,No
868,GROVE CREEK MEDICAL CENTER (130073),2020,Acute Care,Voluntary non-profit - Private,8.0,43.196301,-112.356124,ID,,,,,,,,No
869,GRAHAM HOSPITAL ASSOCIATION (140001),2020,Acute Care,Voluntary non-profit - Other,86.0,40.553293,-90.038115,IL,-0.5263,0.7149,,,-1.5,-0.6288,-0.4851,No
870,ALTON MEMORIAL HOSPITAL (140002),2020,Acute Care,Voluntary non-profit - Private,157.0,,,IL,-0.4009,-0.2738,-1.4459,-1.4453,1.3075,0.581,-0.2796,No
871,PRESENCE SAINT JOSEPH MEDICAL CENTER (140007),2020,Acute Care,Voluntary non-profit - Church,457.0,41.528248,-88.134645,IL,1.5279,-0.2858,0.0518,-0.8152,0.1285,-0.1443,0.0771,No
872,LOYOLA GOTTLIEB MEMORIAL HOSPITAL (140008),2020,Acute Care,Voluntary non-profit - Private,227.0,41.908342,-87.841101,IL,-1.3206,-0.3008,-1.4459,-0.3338,-1.5,-1.5258,-1.0712,No
873,NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP (140010),2020,Acute Care,Voluntary non-profit - Other,737.0,42.0653,-87.683293,IL,0.0286,0.0898,-0.702,-0.0135,0.6535,0.5895,0.1076,No
874,HERRIN HOSPITAL (140011),2020,Acute Care,Voluntary non-profit - Private,113.0,37.801613,-89.026508,IL,-0.7753,1.971,-1.0441,0.2414,-0.146,-0.9584,-0.1186,No
875,KATHERINE SHAW BETHEA HOSPITAL (140012),2020,Acute Care,Voluntary non-profit - Private,80.0,41.84423,-89.480131,IL,2.1854,0.6788,,,1.6704,-0.6337,0.9752,Yes
876,PROCTOR HOSPITAL (140013),2020,Acute Care,Voluntary non-profit - Private,162.0,40.752496,-89.593254,IL,-0.99,1.406,1.9116,1.7546,-1.5,-1.0976,0.2474,No
877,BLESSING HOSPITAL (140015),2020,Acute Care,Voluntary non-profit - Private,310.0,40.393084,-91.344081,IL,-0.5282,1.9169,-0.9049,0.0007,-0.3468,-0.7377,-0.1,No
878,MT SINAI HOSPITAL MEDICAL CENTER (140018),2020,Acute Care,Voluntary non-profit - Private,280.0,,,IL,1.7635,0.3002,-0.1471,1.5299,1.453,1.1527,1.0087,Yes
879,HSHS GOOD SHEPHERD HOSPITAL INC (140019),2020,Acute Care,Voluntary non-profit - Private,30.0,39.405801,-88.807113,IL,,,,,,-0.0177,-0.0177,No
880,RUSH COPLEY MEDICAL CENTER (140029),2020,Acute Care,Voluntary non-profit - Private,210.0,41.727722,-88.268415,IL,-0.7354,0.3663,-1.0978,-1.4453,0.2611,-0.8956,-0.5911,No
881,SHERMAN HOSPITAL (140030),2020,Acute Care,Voluntary non-profit - Private,255.0,42.070221,-88.331468,IL,-0.6232,0.1138,-0.7716,-1.0081,-1.1261,-1.5258,-0.8235,No
882,ST ANTHONYS MEMORIAL HOSPITAL (140032),2020,Acute Care,Voluntary non-profit - Church,137.0,39.124496,-88.549274,IL,-1.028,0.3272,-1.4459,,-1.5,2.3575,-0.2579,No
883,LAKE BEHAVIORAL HOSPITAL (140033),2020,Acute Care,Voluntary non-profit - Church,78.0,42.359402,-87.866605,IL,,,,,,0.0823,0.0823,No
884,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA (140034),2020,Acute Care,Voluntary non-profit - Church,112.0,38.530809,-89.115999,IL,-1.5354,-0.8778,-1.4459,-1.4453,-0.4168,-0.0478,-0.9615,No
885,GALESBURG COTTAGE HOSPITAL (140040),2020,Acute Care,Proprietary,128.0,40.955483,-90.366199,IL,-0.857,1.6164,-1.4459,,-1.5,-0.117,-0.4607,No
886,CGH MEDICAL CENTER (140043),2020,Acute Care,Government - Local,94.0,41.801564,-89.696733,IL,1.0509,0.4594,-0.6006,-1.4453,-0.0484,-0.5899,-0.1956,No
887,GOOD SAMARITAN REGIONAL HLTH CENTER (140046),2020,Acute Care,Voluntary non-profit - Private,129.0,38.3149,-88.93,IL,-0.0931,-0.1927,0.8674,-0.794,-0.1608,-0.1893,-0.0937,No
888,ADVOCATE TRINITY HOSPITAL (140048),2020,Acute Care,Voluntary non-profit - Other,237.0,41.726211,-87.56725,IL,-0.2356,1.415,-0.883,-1.4453,-0.2547,0.9246,-0.0798,No
889,WEST SUBURBAN MEDICAL CENTER (140049),2020,Acute Care,Voluntary non-profit - Other,183.0,41.89184,-87.777471,IL,-0.8532,0.8891,0.9867,0.2733,-0.9547,-0.452,-0.0185,No
890,OSF SAINT ANTHONY'S HEALTH CENTER (140052),2020,Acute Care,Voluntary non-profit - Church,104.0,,,IL,-1.5354,1.971,-0.7736,,-1.5,-0.6788,-0.5034,No
891,ST JOHNS HOSPITAL (140053),2020,Acute Care,Voluntary non-profit - Church,409.0,39.807289,-89.644833,IL,-1.3149,-0.5743,-0.9248,-0.0825,-0.835,-0.3145,-0.6743,No
892,MACNEAL  HOSPITAL (140054),2020,Acute Care,Proprietary,319.0,41.832002,-87.792783,IL,-0.9482,1.971,0.1831,-0.9356,-0.9824,0.0877,-0.1041,No
893,PASSAVANT AREA HOSPITAL (140058),2020,Acute Care,Voluntary non-profit - Private,111.0,39.745268,-90.259912,IL,-0.762,0.5856,-1.4459,0.2945,-0.0944,-0.5831,-0.3342,No
894,JERSEY COMMUNITY HOSPITAL (140059),2020,Acute Care,Government - Local,46.0,39.109906,-90.341622,IL,,-1.9626,,,,-0.2698,-1.1162,No
895,PALOS COMMUNITY HOSPITAL (140062),2020,Acute Care,Voluntary non-profit - Private,386.0,41.668955,-87.815976,IL,-0.0056,1.2047,-1.0521,-1.0347,0.3366,0.8473,0.0494,No
896,RUSH OAK PARK HOSPITAL (140063),2020,Acute Care,Voluntary non-profit - Church,222.0,41.879026,-87.803818,IL,0.2186,-0.6795,-0.5648,-1.4453,-0.5237,-1.2853,-0.7133,No
897,ST MARY MEDICAL CENTER (140064),2020,Acute Care,Voluntary non-profit - Church,88.0,40.98702,-90.363609,IL,-0.152,0.3392,-1.4459,,2.0996,-1.2685,-0.0855,No
898,ADVENTIST LA GRANGE MEMORIAL HOSPITAL (140065),2020,Acute Care,Voluntary non-profit - Church,179.0,41.797382,-87.888407,IL,-0.6897,0.6788,-1.1436,-0.7904,-1.5,-0.36,-0.6342,No
899,SAINT FRANCIS MEDICAL CENTER (140067),2020,Acute Care,Voluntary non-profit - Church,651.0,40.702366,-89.589985,IL,0.3174,1.1175,0.3999,-0.7108,0.5411,1.1607,0.471,Yes
900,ROSELAND COMMUNITY HOSPITAL (140068),2020,Acute Care,Voluntary non-profit - Other,136.0,41.692562,-87.624734,IL,-1.5354,1.8267,,0.2467,,-0.3611,0.0442,No
901,TOUCHETTE REGIONAL HOSPITAL INC (140077),2020,Acute Care,Voluntary non-profit - Private,124.0,38.571324,-90.10767,IL,,-1.587,,,,-0.0799,-0.8335,No
902,PRESENCE SAINT FRANCIS HOSPITAL (140080),2020,Acute Care,Voluntary non-profit - Church,191.0,42.023951,-87.685159,IL,1.0262,0.5796,-0.3758,-1.4453,-0.1681,-0.6255,-0.1681,No
903,LOUIS A WEISS MEMORIAL HOSPITAL (140082),2020,Acute Care,Proprietary,164.0,41.966521,-87.648898,IL,-1.0793,0.5015,1.9216,0.9954,0.2685,2.066,0.7789,Yes
904,LORETTO HOSPITAL (140083),2020,Acute Care,Voluntary non-profit - Private,146.0,41.872042,-87.764443,IL,2.1854,-0.6434,1.297,-1.4453,,1.0195,0.4826,Yes
905,VISTA MEDICAL CENTER EAST (140084),2020,Acute Care,Voluntary non-profit - Other,190.0,42.378264,-87.830964,IL,-0.8209,0.2521,-0.5906,0.8042,-0.905,0.607,-0.1089,No
906,THE UNIVERSITY OF CHICAGO MEDICAL CENTER (140088),2020,Acute Care,Voluntary non-profit - Private,620.0,41.787956,-87.604925,IL,-0.4142,0.9703,-0.0814,-0.7037,0.9169,0.5794,0.2112,No
907,MC DONOUGH DISTRICT HOSPITAL (140089),2020,Acute Care,Government - Hospital District or Authority,66.0,40.447907,-90.66403,IL,2.1854,-1.2024,,,0.8617,1.2722,0.7792,Yes
908,THE CARLE FOUNDATION HOSPITAL (140091),2020,Acute Care,Voluntary non-profit - Private,390.0,40.117423,-88.213888,IL,0.3117,0.2581,-0.3122,-0.7692,1.5193,0.6005,0.268,No
909,OSF SACRED HEART MEDICAL CENTER (140093),2020,Acute Care,Voluntary non-profit - Church,159.0,40.136197,-87.644908,IL,-1.5354,1.0935,-1.4459,-1.4453,-1.5,0.6753,-0.693,No
910,SAINT ANTHONY HOSPITAL (140095),2020,Acute Care,Voluntary non-profit - Church,151.0,41.855538,-87.698272,IL,-1.5354,-0.5743,-1.4459,-1.4453,,-0.4126,-1.0827,No
911,MIDWESTERN REGION MED CENTER (140100),2020,Acute Care,Proprietary,72.0,42.44897,-87.82684,IL,,1.971,2.1941,-0.0559,0.5632,-1.2794,0.6786,Yes
912,MORRIS HOSPITAL & HEALTHCARE CENTERS (140101),2020,Acute Care,Voluntary non-profit - Private,88.0,41.368907,-88.426016,IL,-1.5354,1.2287,-1.4459,,-1.5,-0.6312,-0.7768,No
913,ST BERNARD HOSPITAL (140103),2020,Acute Care,Voluntary non-profit - Private,193.0,41.778114,-87.633273,IL,-0.7943,-0.5082,2.1404,0.3865,2.0996,-0.0476,0.5461,Yes
914,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER (140110),2020,Acute Care,Voluntary non-profit - Private,97.0,41.356417,-88.82536,IL,0.9369,0.802,0.5332,,-0.7466,-1.0828,0.0886,No
915,OSF HEART OF MARY MEDICAL CENTER (140113),2020,Acute Care,Voluntary non-profit - Church,198.0,40.117391,-88.227123,IL,0.5283,-0.5923,-0.2425,2.1741,0.4472,-1.0681,0.2078,No
916,SWEDISH COVENANT HOSPITAL (140114),2020,Acute Care,Voluntary non-profit - Church,299.0,41.975219,-87.698918,IL,0.3972,0.9553,-0.5648,-0.7232,1.1417,-0.1127,0.1823,No
917,THOREK MEMORIAL HOSPITAL (140115),2020,Acute Care,Voluntary non-profit - Private,154.0,41.954556,-87.650899,IL,0.7051,0.4204,2.1941,,,-0.2054,0.7785,Yes
918,NORTHWESTERN MEDICINE MCHENRY HOSPITAL (140116),2020,Acute Care,Voluntary non-profit - Other,236.0,42.3189,-88.279787,IL,0.6253,0.3633,-0.2624,-1.1444,-0.1055,-1.1039,-0.2713,No
919,PRESENCE RESURRECTION MEDICAL CENTER (140117),2020,Acute Care,Voluntary non-profit - Church,468.0,41.988458,-87.81257,IL,0.1958,0.3873,-0.8313,-0.7214,-0.24,-1.158,-0.3946,No
920,METROSOUTH MEDICAL CENTER (140118),2020,Acute Care,Proprietary,291.0,,,IL,0.84,0.6578,0.0777,0.6556,-0.7834,0.0976,0.2575,No
921,RUSH UNIVERSITY MEDICAL CENTER (140119),2020,Acute Care,Voluntary non-profit - Private,677.0,41.875166,-87.66851,IL,-0.4598,0.5105,0.4099,0.4927,0.5577,-1.4781,0.0055,No
922,PEKIN MEMORIAL HOSPITAL (140120),2020,Acute Care,Voluntary non-profit - Private,97.0,40.563142,-89.633191,IL,2.1854,1.971,,,2.0996,-0.1707,1.5213,Yes
923,ADVENTIST HINSDALE HOSPITAL (140122),2020,Acute Care,Voluntary non-profit - Church,266.0,41.805329,-87.920062,IL,-0.5567,-0.2468,-0.159,-1.4453,-1.255,-0.6214,-0.714,No
924,JOHN H STROGER JR HOSPITAL (140124),2020,Acute Care,Government - Local,434.0,41.874041,-87.674311,IL,-0.3591,0.3813,-0.4017,-0.1285,-0.5992,2.3575,0.2084,No
925,GATEWAY REGIONAL MEDICAL CENTER (140125),2020,Acute Care,Proprietary,331.0,38.700891,-90.144958,IL,0.5511,-1.1663,0.9509,-1.4453,,0.3928,-0.1433,No
926,ADVOCATE BROMENN MEDICAL CENTER (140127),2020,Acute Care,Voluntary non-profit - Church,215.0,40.496332,-88.99096,IL,-0.971,0.3452,-1.4459,-0.8577,0.2224,0.6346,-0.3454,No
927,NORTHWESTERN LAKE FOREST HOSPITAL (140130),2020,Acute Care,Voluntary non-profit - Other,132.0,42.259134,-87.866327,IL,1.984,0.808,1.0305,-1.4453,-0.2805,2.3575,0.7424,Yes
928,HOLY CROSS HOSPITAL (140133),2020,Acute Care,Voluntary non-profit - Private,221.0,41.770008,-87.691909,IL,0.2072,0.204,-0.0814,-0.2648,-0.7392,-1.3743,-0.3414,No
929,DECATUR MEMORIAL HOSPITAL (140135),2020,Acute Care,Voluntary non-profit - Other,227.0,39.866492,-88.960912,IL,0.4903,1.4,-1.0899,1.944,0.6922,0.3654,0.6337,Yes
930,GREENVILLE REGIONAL HOSPITAL (140137),2020,Acute Care,Voluntary non-profit - Private,74.0,38.90188,-89.408677,IL,,-1.9626,,,,-0.0213,-0.992,No
931,ST MARGARETS HOSPITAL (140143),2020,Acute Care,Voluntary non-profit - Private,56.0,41.328409,-89.192633,IL,,1.6013,,,,2.0879,1.8446,Yes
932,ST JOSEPHS HOSPITAL (140145),2020,Acute Care,Voluntary non-profit - Church,49.0,38.625154,-89.524944,IL,,-0.8568,,,,0.6681,-0.0943,No
933,RICHLAND MEMORIAL HOSPITAL (140147),2020,Acute Care,Voluntary non-profit - Private,88.0,38.735021,-88.077125,IL,1.8757,1.971,,,,0.8366,1.5611,Yes
934,MEMORIAL MEDICAL CENTER (140148),2020,Acute Care,Voluntary non-profit - Private,465.0,39.808778,-89.654586,IL,-0.0684,0.7149,0.6446,0.1034,0.648,0.1179,0.36,Yes
935,UNIVERSITY OF ILLINOIS HOSPITAL (140150),2020,Acute Care,Government - State,498.0,41.869224,-87.670529,IL,-0.3439,1.6104,-0.4613,-0.3444,2.0885,2.3575,0.8178,Yes
936,PRESENCE ST MARYS HOSPITAL (140155),2020,Acute Care,Voluntary non-profit - Other,177.0,41.121113,-87.871768,IL,-1.2674,-0.9079,1.3527,-0.7763,2.0996,-0.6207,-0.02,No
937,MERCY HOSPITAL AND MEDICAL CENTER (140158),2020,Acute Care,Voluntary non-profit - Private,11375.0,41.847053,-87.623583,IL,0.8647,0.6397,2.1941,0.1671,2.0996,2.3575,1.3871,Yes
938,FHN MEMORIAL HOSPITAL (140160),2020,Acute Care,Voluntary non-profit - Private,100.0,42.295894,-89.637947,IL,-1.5354,1.7786,-1.4459,-0.1427,-0.4205,-1.0312,-0.4662,No
939,SAINT JAMES HOSPITAL (140161),2020,Acute Care,Voluntary non-profit - Church,42.0,40.873402,-88.678583,IL,0.0381,1.971,,,,-0.2452,0.5879,Yes
940,ST JOSEPH MEDICAL CENTER (140162),2020,Acute Care,Voluntary non-profit - Church,149.0,40.480118,-88.955385,IL,0.4922,1.971,0.2169,-1.4453,0.5761,-1.1515,0.1099,No
941,MEMORIAL HOSPITAL OF CARBONDALE (140164),2020,Acute Care,Voluntary non-profit - Private,164.0,37.727973,-89.220121,IL,-0.7107,0.4835,-1.0243,0.137,0.0529,-0.0986,-0.1934,No
942,ST MARYS HOSPITAL (140166),2020,Acute Care,Voluntary non-profit - Private,220.0,39.82635,-88.93191,IL,-1.1819,-1.2084,-1.4459,2.2502,-1.0505,0.325,-0.3853,No
943,IROQUOIS MEMORIAL HOSPITAL (140167),2020,Acute Care,Voluntary non-profit - Private,67.0,40.765541,-87.732666,IL,,,,,,-0.419,-0.419,No
944,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS (140172),2020,Acute Care,Proprietary,274.0,,,IL,0.5131,-0.5202,0.4178,0.5706,-0.3505,2.3145,0.4909,Yes
945,PRESENCE MERCY MEDICAL CENTER (140174),2020,Acute Care,Voluntary non-profit - Church,281.0,41.786906,-88.328909,IL,-0.2641,1.0334,0.1951,1.0768,0.5964,-1.3234,0.219,No
946,JACKSON PARK HOSPITAL (140177),2020,Acute Care,Voluntary non-profit - Private,181.0,41.757332,-87.58571,IL,-1.5354,-1.9626,0.9907,-1.4453,,0.2979,-0.7309,No
947,LITTLE COMPANY OF MARY HOSPITAL (140179),2020,Acute Care,Voluntary non-profit - Other,258.0,41.720902,-87.691966,IL,0.2167,0.3873,0.1334,-1.1834,1.4383,1.3958,0.398,Yes
948,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER (140180),2020,Acute Care,Voluntary non-profit - Church,450.0,41.903104,-87.683213,IL,-0.9235,-0.4541,-1.068,-1.2471,1.0146,-1.0425,-0.6201,No
949,SOUTH SHORE HOSPITAL (140181),2020,Acute Care,Voluntary non-profit - Private,136.0,41.749496,-87.568623,IL,2.1854,1.971,2.1941,2.2502,,-0.122,1.6957,Yes
950,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER (140182),2020,Acute Care,Voluntary non-profit - Church,305.0,41.936315,-87.651554,IL,0.3953,-0.5623,-1.0939,-1.4453,-0.3634,1.3793,-0.2817,No
951,HEARTLAND REGIONAL MEDICAL CENTER (140184),2020,Acute Care,Proprietary,95.0,37.744891,-88.988848,IL,-0.9938,1.971,-1.4459,,-0.4942,0.6132,-0.0699,No
952,MEMORIAL HOSPITAL (140185),2020,Acute Care,Voluntary non-profit - Private,353.0,38.550533,-90.021168,IL,-0.4066,0.7629,-0.1013,-0.7356,0.274,1.9637,0.2929,No
953,RIVERSIDE MEDICAL CENTER (140186),2020,Acute Care,Voluntary non-profit - Private,317.0,41.124148,-87.882651,IL,-1.0375,0.5586,0.199,0.1688,-0.4518,-0.5,-0.1772,No
954,HSHS ST ELIZABETH'S HOSPITAL (140187),2020,Acute Care,Voluntary non-profit - Church,205.0,,,IL,-1.0907,-0.8838,-0.1888,-1.4453,-1.5,1.5532,-0.5926,No
955,SARAH BUSH LINCOLN HEALTH CENTER (140189),2020,Acute Care,Voluntary non-profit - Private,108.0,39.488543,-88.275793,IL,1.3664,0.5285,-1.4459,-0.4896,-0.9621,2.3575,0.2258,No
956,INGALLS MEMORIAL HOSPITAL (140191),2020,Acute Care,Voluntary non-profit - Private,324.0,41.606331,-87.659484,IL,0.1882,0.4865,0.1453,-0.7002,2.0996,0.4497,0.4448,Yes
957,METHODIST HOSPITAL OF CHICAGO (140197),2020,Acute Care,Voluntary non-profit - Private,153.0,41.973262,-87.671141,IL,,-1.9146,,,,-0.1384,-1.0265,No
958,ELMHURST MEMORIAL HOSPITAL (140200),2020,Acute Care,Proprietary,286.0,41.861684,-87.934295,IL,-0.7772,-0.5893,-0.4693,-0.2312,-1.3084,0.1652,-0.535,No
959,ADVOCATE CONDELL MEDICAL CENTER (140202),2020,Acute Care,Voluntary non-profit - Private,269.0,42.274563,-87.95165,IL,1.1516,1.6675,-0.0874,-0.9072,-0.4371,-0.179,0.2014,No
960,NORWEGIAN-AMERICAN HOSPITAL (140206),2020,Acute Care,Voluntary non-profit - Private,181.0,41.900481,-87.699288,IL,-0.9026,0.3813,-1.4459,-0.3816,,0.8534,-0.2991,No
961,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER (140208),2020,Acute Care,Voluntary non-profit - Church,731.0,41.720316,-87.732364,IL,-0.1919,1.2708,-0.3818,-0.5533,0.1616,2.3575,0.4438,Yes
