,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI Score,CDI Score,CLABSI Score,MRSA Score,SSI Score,PSI-90 Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
494,PLATTE VALLEY MEDICAL CENTER (060004),2016,Acute Care,Voluntary non-profit - Private,89.0,39.965441,-104.770924,CO,2.0,6.0,1.0,,10.0,6.0,6.0,4.75,4.9375,No
495,MONTROSE MEMORIAL HOSPITAL (060006),2016,Acute Care,Voluntary non-profit - Private,60.0,38.480881,-107.868769,CO,4.0,6.0,9.0,,5.0,3.0,3.0,6.0,5.55,No
496,SAN LUIS VALLEY HEALTH (060008),2016,Acute Care,Voluntary non-profit - Private,50.0,37.47236,-105.883712,CO,1.0,8.0,,,1.0,4.0,4.0,3.3333,3.4333,No
497,LUTHERAN MEDICAL CENTER (060009),2016,Acute Care,Voluntary non-profit - Private,358.0,39.769328,-105.089291,CO,6.0,9.0,3.0,7.0,5.0,10.0,10.0,6.0,6.6,Yes
498,POUDRE VALLEY HOSPITAL (060010),2016,Acute Care,Voluntary non-profit - Private,256.0,40.573724,-105.05786,CO,4.0,9.0,1.0,2.0,4.0,1.0,1.0,4.0,3.55,No
499,DENVER HEALTH MEDICAL CENTER (060011),2016,Acute Care,Government - State,425.0,39.72823,-104.990066,CO,7.0,7.0,9.0,3.0,10.0,10.0,10.0,7.2,7.62,Yes
500,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER (060012),2016,Acute Care,Voluntary non-profit - Church,110.0,38.233211,-104.622789,CO,7.0,10.0,9.0,3.0,6.0,4.0,4.0,7.0,6.55,No
501,MERCY REGIONAL MEDICAL CENTER (060013),2016,Acute Care,Voluntary non-profit - Church,80.0,37.235054,-107.824841,CO,7.0,10.0,4.0,10.0,3.0,2.0,2.0,6.8,6.08,No
502,PRESBYTERIAN ST LUKES MEDICAL CENTER (060014),2016,Acute Care,Government - State,333.0,39.746089,-104.967175,CO,3.0,10.0,7.0,5.0,3.0,9.0,9.0,5.6,6.11,No
503,CENTURA HEALTH-ST ANTHONY HOSPITAL (060015),2016,Acute Care,Voluntary non-profit - Church,221.0,39.717956,-105.127494,CO,7.0,9.0,6.0,3.0,3.0,9.0,9.0,5.6,6.11,No
504,CENTURA HEALTH-ST THOMAS MORE HOSPITAL (060016),2016,Acute Care,Voluntary non-profit - Private,152.0,,,CO,,6.0,,,4.0,2.0,2.0,5.0,4.55,No
505,PARKVIEW MEDICAL CENTER INC (060020),2016,Acute Care,Voluntary non-profit - Private,328.0,38.281678,-104.612123,CO,2.0,3.0,5.0,3.0,8.0,10.0,10.0,4.2,5.07,No
506,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL (060022),2016,Acute Care,Government - Local,482.0,38.838812,-104.799951,CO,6.0,5.0,4.0,7.0,6.0,9.0,9.0,5.6,6.11,No
507,ST MARYS  MEDICAL CENTER (060023),2016,Acute Care,Voluntary non-profit - Church,285.0,39.090604,-108.561439,CO,4.0,4.0,6.0,8.0,3.0,10.0,10.0,5.0,5.75,No
508,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY (060024),2016,Acute Care,Government - Hospital District or Authority,579.0,39.741364,-104.841275,CO,3.0,8.0,8.0,3.0,4.0,10.0,10.0,5.2,5.92,No
509,FOOTHILLS HOSPITAL (060027),2016,Acute Care,Voluntary non-profit - Private,164.0,40.014808,-105.236337,CO,10.0,8.0,5.0,3.0,9.0,9.0,9.0,7.0,7.3,Yes
510,SAINT JOSEPH HOSPITAL (060028),2016,Acute Care,Voluntary non-profit - Private,356.0,39.745722,-104.972135,CO,2.0,7.0,3.0,2.0,6.0,10.0,10.0,4.0,4.9,No
511,MCKEE MEDICAL CENTER (060030),2016,Acute Care,Voluntary non-profit - Private,119.0,40.413679,-105.053599,CO,4.0,6.0,1.0,1.0,9.0,5.0,5.0,4.2,4.32,No
512,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES (060031),2016,Acute Care,Voluntary non-profit - Private,446.0,38.865568,-104.820123,CO,9.0,7.0,5.0,5.0,9.0,7.0,7.0,7.0,7.0,Yes
513,ROSE MEDICAL CENTER (060032),2016,Acute Care,Proprietary,232.0,39.731076,-104.934011,CO,9.0,6.0,3.0,5.0,7.0,3.0,3.0,6.0,5.55,No
514,SWEDISH MEDICAL CENTER (060034),2016,Acute Care,Proprietary,362.0,39.653136,-104.98171,CO,5.0,10.0,7.0,8.0,7.0,4.0,4.0,7.4,6.89,Yes
515,ARKANSAS VALLEY REGIONAL MEDICAL CENTER (060036),2016,Acute Care,Voluntary non-profit - Private,125.0,,,CO,,2.0,,,,8.0,8.0,2.0,2.9,No
516,KEEFE MEMORIAL HOSPITAL (060043),2016,Acute Care,Government - Hospital District or Authority,11.0,,,CO,,,,,,7.0,,,,No
517,COLORADO PLAINS MEDICAL CENTER (060044),2016,Acute Care,Voluntary non-profit - Other,50.0,40.259344,-103.79621,CO,,1.0,,,,7.0,7.0,1.0,1.9,No
518,YAMPA VALLEY MEDICAL CENTER (060049),2016,Acute Care,Voluntary non-profit - Private,59.0,40.462413,-106.81442,CO,,9.0,,,,2.0,2.0,9.0,7.95,Yes
519,COMMUNITY HOSPITAL (060054),2016,Acute Care,Voluntary non-profit - Private,45.0,39.106297,-108.615312,CO,7.0,9.0,1.0,,5.0,9.0,9.0,5.5,6.025,No
520,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL (060064),2016,Acute Care,Voluntary non-profit - Church,237.0,39.67064,-104.973482,CO,5.0,7.0,1.0,4.0,4.0,1.0,1.0,4.2,3.72,No
521,NORTH SUBURBAN MEDICAL CENTER (060065),2016,Acute Care,Voluntary non-profit - Private,127.0,39.86438,-104.984783,CO,5.0,7.0,8.0,1.0,3.0,5.0,5.0,4.8,4.83,No
522,DELTA COUNTY MEMORIAL HOSPITAL (060071),2016,Acute Care,Government - Local,49.0,38.743166,-108.047515,CO,5.0,8.0,,,3.0,4.0,4.0,5.3333,5.1333,No
523,VALLEY VIEW HOSPITAL ASSOCIATION (060075),2016,Acute Care,Voluntary non-profit - Private,44.0,39.532859,-107.322794,CO,1.0,2.0,1.0,1.0,9.0,9.0,9.0,2.8,3.73,No
524,STERLING REGIONAL MEDCENTER (060076),2016,Acute Care,Voluntary non-profit - Private,27.0,40.613684,-103.220524,CO,,2.0,,,6.0,8.0,8.0,4.0,4.6,No
525,VAIL VALLEY MEDICAL CENTER (060096),2016,Acute Care,Voluntary non-profit - Other,56.0,39.642949,-106.382866,CO,,4.0,,,,7.0,7.0,4.0,4.45,No
526,"MEDICAL CENTER OF AURORA, THE (060100)",2016,Acute Care,Proprietary,327.0,39.689346,-104.83115,CO,6.0,10.0,3.0,3.0,9.0,3.0,3.0,6.2,5.72,No
527,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL (060103),2016,Acute Care,Voluntary non-profit - Church,111.0,39.950847,-105.149154,CO,9.0,1.0,1.0,1.0,10.0,1.0,1.0,4.4,3.89,No
528,ST ANTHONY NORTH HEALTH CAMPUS (060104),2016,Acute Care,Voluntary non-profit - Church,102.0,39.95581,-104.993671,CO,9.0,8.0,6.0,6.0,3.0,2.0,2.0,6.4,5.74,No
529,NATIONAL JEWISH HEALTH (060107),2016,Acute Care,Voluntary non-profit - Private,21.0,39.740019,-104.942892,CO,,,,,,7.0,,,,No
530,SKY RIDGE MEDICAL CENTER (060112),2016,Acute Care,Proprietary,242.0,39.529323,-104.870269,CO,5.0,9.0,3.0,5.0,3.0,3.0,3.0,5.0,4.7,No
531,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL (060113),2016,Acute Care,Voluntary non-profit - Church,188.0,39.576554,-104.988489,CO,10.0,8.0,6.0,6.0,4.0,5.0,5.0,6.8,6.53,No
532,PARKER ADVENTIST HOSPITAL (060114),2016,Acute Care,Voluntary non-profit - Private,155.0,39.550058,-104.773433,CO,9.0,10.0,1.0,9.0,4.0,9.0,9.0,6.6,6.96,Yes
533,GOOD SAMARITAN MEDICAL CENTER (060116),2016,Acute Care,Voluntary non-profit - Private,196.0,39.969753,-105.083065,CO,9.0,10.0,3.0,6.0,7.0,10.0,10.0,7.0,7.45,Yes
534,"ANIMAS SURGICAL HOSPITAL, LLC (060117)",2016,Acute Care,Physician,12.0,37.248889,-107.870774,CO,,,,,,5.0,5.0,,5.0,No
535,ST ANTHONY SUMMIT MEDICAL CENTER (060118),2016,Acute Care,Voluntary non-profit - Church,34.0,39.569988,-106.078259,CO,,5.0,,,,4.0,4.0,5.0,4.85,No
536,MEDICAL CENTER OF THE ROCKIES (060119),2016,Acute Care,Voluntary non-profit - Private,168.0,40.415194,-105.001451,CO,9.0,10.0,5.0,1.0,3.0,5.0,5.0,5.6,5.51,No
537,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS (060124),2016,Acute Care,Proprietary,48.0,39.717952,-105.128441,CO,,1.0,,,,6.0,6.0,1.0,1.75,No
538,CASTLE ROCK ADVENTIST HOSPITAL (060125),2016,Acute Care,Voluntary non-profit - Private,56.0,39.404112,-104.886146,CO,10.0,4.0,8.0,,3.0,7.0,7.0,6.25,6.3625,No
539,BANNER FORT COLLINS MEDICAL CENTER (060126),2016,Acute Care,Voluntary non-profit - Other,25.0,40.521117,-105.010885,CO,,,,,,,,,,No
540,ST FRANCIS HOSPITAL & MEDICAL CENTER (070002),2016,Acute Care,Voluntary non-profit - Church,561.0,41.77508,-72.699468,CT,9.0,8.0,6.0,4.0,8.0,8.0,8.0,7.0,7.15,Yes
541,DAY KIMBALL HOSPITAL (070003),2016,Acute Care,Voluntary non-profit - Private,104.0,41.907746,-71.914692,CT,9.0,8.0,,1.0,10.0,10.0,10.0,7.0,7.45,Yes
542,SHARON HOSPITAL (070004),2016,Acute Care,Proprietary,79.0,41.879662,-73.481572,CT,1.0,3.0,,,6.0,8.0,8.0,3.3333,4.0333,No
543,WATERBURY HOSPITAL (070005),2016,Acute Care,Voluntary non-profit - Private,249.0,41.558269,-73.058608,CT,5.0,6.0,3.0,6.0,6.0,9.0,9.0,5.2,5.77,No
544,STAMFORD HOSPITAL (070006),2016,Acute Care,Voluntary non-profit - Private,303.0,,,CT,6.0,7.0,6.0,2.0,9.0,8.0,8.0,6.0,6.3,No
545,LAWRENCE & MEMORIAL HOSPITAL (070007),2016,Acute Care,Voluntary non-profit - Private,245.0,41.336428,-72.103074,CT,5.0,9.0,7.0,6.0,9.0,6.0,6.0,7.2,7.02,Yes
546,JOHNSON MEMORIAL HOSPITAL (070008),2016,Acute Care,Voluntary non-profit - Private,88.0,,,CT,5.0,9.0,,9.0,9.0,5.0,5.0,8.0,7.55,Yes
547,BRIDGEPORT HOSPITAL (070010),2016,Acute Care,Voluntary non-profit - Private,378.0,41.188776,-73.16608,CT,7.0,9.0,5.0,8.0,10.0,10.0,10.0,7.8,8.13,Yes
548,CHARLOTTE HUNGERFORD HOSPITAL (070011),2016,Acute Care,Voluntary non-profit - Private,108.0,41.790846,-73.133143,CT,7.0,10.0,10.0,10.0,10.0,3.0,3.0,9.4,8.44,Yes
549,ROCKVILLE GENERAL HOSPITAL (070012),2016,Acute Care,Voluntary non-profit - Other,222.0,41.866962,-72.450988,CT,3.0,6.0,1.0,9.0,,10.0,10.0,4.75,5.5375,No
550,SAINT MARYS HOSPITAL (070016),2016,Acute Care,Voluntary non-profit - Other,167.0,,,CT,9.0,6.0,10.0,10.0,10.0,7.0,7.0,9.0,8.7,Yes
551,MIDSTATE MEDICAL CENTER (070017),2016,Acute Care,Voluntary non-profit - Private,139.0,41.550036,-72.803878,CT,2.0,10.0,1.0,9.0,10.0,2.0,2.0,6.4,5.74,No
552,GREENWICH HOSPITAL ASSOCIATION (070018),2016,Acute Care,Voluntary non-profit - Private,184.0,41.034395,-73.629632,CT,5.0,5.0,7.0,2.0,9.0,9.0,9.0,5.6,6.11,No
553,"MILFORD HOSPITAL, INC (070019)",2016,Acute Care,Voluntary non-profit - Private,106.0,,,CT,9.0,7.0,5.0,9.0,3.0,3.0,3.0,6.6,6.06,No
554,MIDDLESEX HOSPITAL (070020),2016,Acute Care,Voluntary non-profit - Private,228.0,41.554865,-72.647633,CT,9.0,3.0,1.0,5.0,10.0,9.0,9.0,5.6,6.11,No
555,WINDHAM COMM MEM HOSP & HATCH HOSP (070021),2016,Acute Care,Voluntary non-profit - Private,64.0,41.716569,-72.224068,CT,10.0,4.0,10.0,9.0,10.0,5.0,5.0,8.6,8.06,Yes
556,YALE-NEW HAVEN HOSPITAL (070022),2016,Acute Care,Voluntary non-profit - Private,1347.0,41.304285,-72.934689,CT,8.0,9.0,7.0,5.0,7.0,10.0,10.0,7.2,7.62,Yes
557,WILLIAM W BACKUS HOSPITAL (070024),2016,Acute Care,Voluntary non-profit - Other,184.0,41.543402,-72.086747,CT,9.0,9.0,3.0,1.0,6.0,1.0,1.0,5.6,4.91,No
558,HARTFORD HOSPITAL (070025),2016,Acute Care,Voluntary non-profit - Private,895.0,41.754123,-72.68082,CT,10.0,8.0,6.0,5.0,6.0,10.0,10.0,7.0,7.45,Yes
559,MANCHESTER MEMORIAL HOSPITAL (070027),2016,Acute Care,Voluntary non-profit - Private,182.0,41.781087,-72.525221,CT,8.0,4.0,6.0,1.0,9.0,10.0,10.0,5.6,6.26,No
560,ST VINCENT'S MEDICAL CENTER (070028),2016,Acute Care,Voluntary non-profit - Church,350.0,41.200083,-73.202486,CT,8.0,7.0,1.0,7.0,3.0,8.0,8.0,5.2,5.62,No
561,BRISTOL HOSPITAL (070029),2016,Acute Care,Voluntary non-profit - Private,123.0,41.676078,-72.934878,CT,1.0,4.0,1.0,3.0,6.0,2.0,2.0,3.0,2.85,No
562,GRIFFIN HOSPITAL (070031),2016,Acute Care,Voluntary non-profit - Other,119.0,41.335978,-73.088689,CT,1.0,9.0,1.0,6.0,1.0,8.0,8.0,3.6,4.26,No
563,DANBURY HOSPITAL (070033),2016,Acute Care,Voluntary non-profit - Private,370.0,41.406776,-73.444339,CT,6.0,3.0,7.0,5.0,7.0,10.0,10.0,5.6,6.26,No
564,NORWALK HOSPITAL ASSOCIATION (070034),2016,Acute Care,Voluntary non-profit - Private,278.0,41.110415,-73.421229,CT,5.0,9.0,1.0,3.0,10.0,10.0,10.0,5.6,6.26,No
565,"HOSPITAL OF CENTRAL CONNECTICUT, THE (070035)",2016,Acute Care,Voluntary non-profit - Other,297.0,41.662015,-72.787799,CT,9.0,7.0,7.0,3.0,5.0,10.0,10.0,6.2,6.77,Yes
566,JOHN DEMPSEY HOSPITAL (070036),2016,Acute Care,Government - Local,160.0,41.73509,-72.79582,CT,4.0,8.0,6.0,10.0,9.0,3.0,3.0,7.4,6.74,Yes
567,"CONNECTICUT HOSPICE INC,THE (070038)",2016,Acute Care,Voluntary non-profit - Private,52.0,41.256305,-72.833367,CT,10.0,10.0,10.0,10.0,10.0,7.0,7.0,10.0,9.55,Yes
568,MASONICARE HEALTH CENTER (070039),2016,Acute Care,Voluntary non-profit - Private,503.0,41.460698,-72.836586,CT,,10.0,,,,6.0,6.0,10.0,9.4,Yes
569,HEBREW HOME AND HOSPITAL INC (070040),2016,Acute Care,Voluntary non-profit - Private,201.0,41.802774,-72.728931,CT,,1.0,,,,7.0,7.0,1.0,1.9,No
570,"CHRISTIANA CARE HEALTH SERVICES, INC. (080001)",2016,Acute Care,Voluntary non-profit - Private,1132.0,39.689909,-75.673228,DE,7.0,8.0,4.0,7.0,9.0,8.0,8.0,7.0,7.15,Yes
571,ST FRANCIS HOSPITAL (080003),2016,Acute Care,Voluntary non-profit - Private,161.0,,,DE,3.0,4.0,1.0,1.0,8.0,1.0,1.0,3.4,3.04,No
572,BAYHEALTH - KENT GENERAL HOSPITAL (080004),2016,Acute Care,Voluntary non-profit - Private,268.0,39.150687,-75.522327,DE,9.0,6.0,7.0,8.0,10.0,2.0,2.0,8.0,7.1,Yes
573,NANTICOKE MEMORIAL HOSPITAL (080006),2016,Acute Care,Voluntary non-profit - Private,112.0,38.642332,-75.605325,DE,3.0,10.0,4.0,10.0,2.0,1.0,1.0,5.8,5.08,No
574,BEEBE MEDICAL CENTER (080007),2016,Acute Care,Voluntary non-profit - Private,183.0,38.777413,-75.13586,DE,8.0,10.0,8.0,9.0,3.0,4.0,4.0,7.6,7.06,Yes
575,BAYHEALTH - MILFORD MEMORIAL HOSPITAL (080009),2016,Acute Care,Voluntary non-profit - Private,158.0,,,DE,3.0,8.0,1.0,8.0,10.0,6.0,6.0,6.0,6.0,No
576,GEORGE WASHINGTON UNIV HOSPITAL (090001),2016,Acute Care,Proprietary,363.0,38.901169,-77.050119,DC,9.0,5.0,9.0,8.0,5.0,10.0,10.0,7.2,7.62,Yes
577,HOWARD UNIVERSITY HOSPITAL (090003),2016,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,2.0,2.0,10.0,7.0,2.0,10.0,10.0,4.6,5.41,No
578,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2016,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,4.0,6.0,8.0,3.0,6.0,10.0,10.0,5.4,6.09,No
579,SIBLEY MEMORIAL HOSPITAL (090005),2016,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,7.0,4.0,6.0,3.0,7.0,9.0,9.0,5.4,5.94,No
580,PROVIDENCE HOSPITAL (090006),2016,Acute Care,Voluntary non-profit - Private,467.0,,,DC,5.0,3.0,3.0,6.0,10.0,10.0,10.0,5.4,6.09,No
581,UNITED MEDICAL CENTER (090008),2016,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,2.0,3.0,1.0,10.0,,2.0,2.0,4.0,3.7,No
582,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2016,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,6.0,9.0,7.0,8.0,6.0,10.0,10.0,7.2,7.62,Yes
583,UF HEALTH JACKSONVILLE (100001),2016,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,10.0,10.0,10.0,10.0,8.0,10.0,10.0,9.6,9.66,Yes
584,BETHESDA HOSPITAL EAST (100002),2016,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,5.0,4.0,4.0,10.0,6.0,4.0,4.0,5.8,5.53,No
585,ORLANDO HEALTH (100006),2016,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,7.0,7.0,5.0,3.0,4.0,4.0,4.0,5.2,5.02,No
586,FLORIDA HOSPITAL (100007),2016,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,5.0,5.0,4.0,5.0,6.0,9.0,9.0,5.0,5.6,No
587,BAPTIST HOSPITAL OF MIAMI (100008),2016,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,10.0,6.0,5.0,6.0,7.0,10.0,10.0,6.8,7.28,Yes
588,UNIVERSITY OF MIAMI HOSPITAL (100009),2016,Acute Care,Voluntary non-profit - Private,495.0,,,FL,4.0,7.0,10.0,9.0,10.0,10.0,10.0,8.0,8.3,Yes
589,LEE MEMORIAL HOSPITAL (100012),2016,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,7.0,9.0,7.0,6.0,9.0,10.0,10.0,7.6,7.96,Yes
590,FLORIDA HOSPITAL NEW SMYRNA (100014),2016,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,1.0,10.0,7.0,6.0,9.0,10.0,10.0,6.6,7.11,Yes
591,HALIFAX HEALTH MEDICAL CENTER (100017),2016,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,9.0,3.0,9.0,3.0,5.0,8.0,8.0,5.8,6.13,No
592,NAPLES COMMUNITY HOSPITAL (100018),2016,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,5.0,5.0,1.0,6.0,5.0,2.0,2.0,4.4,4.04,No
593,HOLMES REGIONAL MEDICAL CENTER (100019),2016,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,7.0,6.0,4.0,10.0,5.0,5.0,5.0,6.4,6.19,No
594,JACKSON MEMORIAL HOSPITAL (100022),2016,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,8.0,5.0,8.0,10.0,5.0,10.0,10.0,7.2,7.62,Yes
595,CITRUS MEMORIAL HOSPITAL (100023),2016,Acute Care,Government - Hospital District or Authority,202.0,28.832242,-82.335335,FL,10.0,3.0,3.0,5.0,10.0,1.0,1.0,6.2,5.42,No
596,SACRED HEART HOSPITAL (100025),2016,Acute Care,Voluntary non-profit - Private,524.0,30.475588,-87.210986,FL,6.0,5.0,6.0,7.0,8.0,6.0,6.0,6.4,6.34,No
597,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM (100026),2016,Acute Care,Government - Hospital District or Authority,257.0,30.159681,-85.647067,FL,4.0,4.0,9.0,10.0,2.0,2.0,2.0,5.8,5.23,No
598,PARRISH MEDICAL CENTER (100028),2016,Acute Care,Government - Hospital District or Authority,210.0,28.629068,-80.824943,FL,1.0,7.0,1.0,5.0,3.0,2.0,2.0,3.4,3.19,No
599,NORTH SHORE MEDICAL CENTER (100029),2016,Acute Care,Proprietary,759.0,25.861658,-80.214656,FL,9.0,8.0,8.0,9.0,3.0,1.0,1.0,7.4,6.44,No
600,HEALTH CENTRAL (100030),2016,Acute Care,Government - State,197.0,28.551666,-81.525787,FL,6.0,9.0,1.0,8.0,7.0,4.0,4.0,6.2,5.87,No
601,BAYFRONT HEALTH - ST PETERSBURG (100032),2016,Acute Care,Voluntary non-profit - Private,350.0,27.763222,-82.641663,FL,8.0,6.0,7.0,9.0,5.0,9.0,9.0,7.0,7.3,Yes
602,MOUNT SINAI MEDICAL CENTER (100034),2016,Acute Care,Proprietary,598.0,25.815045,-80.137939,FL,4.0,3.0,6.0,10.0,5.0,2.0,2.0,5.6,5.06,No
603,MANATEE MEMORIAL HOSPITAL (100035),2016,Acute Care,Proprietary,303.0,27.497209,-82.561241,FL,10.0,7.0,9.0,9.0,6.0,6.0,6.0,8.2,7.87,Yes
604,MEMORIAL REGIONAL HOSPITAL (100038),2016,Acute Care,Government - Hospital District or Authority,1002.0,26.018262,-80.178865,FL,5.0,5.0,6.0,6.0,6.0,7.0,7.0,5.6,5.81,No
605,BROWARD HEALTH MEDICAL CENTER (100039),2016,Acute Care,Government - Hospital District or Authority,638.0,26.101975,-80.14231,FL,6.0,3.0,6.0,5.0,2.0,10.0,10.0,4.4,5.24,No
606,ST VINCENT'S MEDICAL CENTER RIVERSIDE (100040),2016,Acute Care,Voluntary non-profit - Private,490.0,30.307891,-81.689154,FL,6.0,10.0,3.0,8.0,5.0,2.0,2.0,6.4,5.74,No
607,MEASE DUNEDIN HOSPITAL (100043),2016,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,3.0,7.0,5.0,8.0,3.0,1.0,1.0,5.2,4.57,No
608,MARTIN MEDICAL CENTER (100044),2016,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,3.0,7.0,5.0,9.0,4.0,8.0,8.0,5.6,5.96,No
609,FLORIDA HOSPITAL DELAND (100045),2016,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,8.0,9.0,3.0,4.0,5.0,1.0,1.0,5.8,5.08,No
610,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2016,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,4.0,3.0,5.0,5.0,1.0,2.0,2.0,3.6,3.36,No
611,BAYFRONT HEALTH PUNTA GORDA (100047),2016,Acute Care,Proprietary,172.0,26.940682,-82.041788,FL,4.0,8.0,7.0,10.0,5.0,9.0,9.0,6.8,7.13,Yes
612,JAY HOSPITAL (100048),2016,Acute Care,Voluntary non-profit - Private,28.0,30.95004,-87.151666,FL,,3.0,,,,6.0,6.0,3.0,3.45,No
613,HIGHLANDS REGIONAL MEDICAL CENTER (100049),2016,Acute Care,Proprietary,119.0,27.465045,-81.433761,FL,7.0,4.0,1.0,7.0,8.0,9.0,9.0,5.4,5.94,No
614,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS (100050),2016,Acute Care,Voluntary non-profit - Private,182.0,25.866662,-80.312165,FL,4.0,10.0,10.0,10.0,8.0,1.0,1.0,8.4,7.29,Yes
615,SOUTH LAKE HOSPITAL (100051),2016,Acute Care,Government - Hospital District or Authority,158.0,28.551178,-81.723415,FL,10.0,10.0,8.0,8.0,7.0,10.0,10.0,8.6,8.81,Yes
616,WINTER HAVEN HOSPITAL (100052),2016,Acute Care,Voluntary non-profit - Private,514.0,28.027669,-81.726746,FL,6.0,7.0,5.0,9.0,9.0,3.0,3.0,7.2,6.57,No
617,HIALEAH HOSPITAL (100053),2016,Acute Care,Proprietary,346.0,25.844931,-80.268881,FL,7.0,3.0,5.0,7.0,2.0,1.0,1.0,4.8,4.23,No
618,TWIN CITIES HOSPITAL (100054),2016,Acute Care,Proprietary,63.0,,,FL,9.0,5.0,,,1.0,1.0,1.0,5.0,4.4,No
619,FLORIDA HOSPITAL NORTH PINELLAS (100055),2016,Acute Care,Voluntary non-profit - Other,168.0,28.13314,-82.758576,FL,1.0,4.0,1.0,1.0,3.0,9.0,9.0,2.0,3.05,No
620,FLORIDA HOSPITAL WATERMAN (100057),2016,Acute Care,Voluntary non-profit - Church,263.0,28.822351,-81.71021,FL,3.0,7.0,3.0,3.0,2.0,7.0,7.0,3.6,4.11,No
621,MUNROE REGIONAL MEDICAL CENTER (100062),2016,Acute Care,Government - Hospital District or Authority,404.0,29.174236,-82.137834,FL,4.0,9.0,8.0,8.0,4.0,1.0,1.0,6.6,5.76,No
622,MORTON PLANT NORTH BAY HOSPITAL (100063),2016,Acute Care,Voluntary non-profit - Private,220.0,28.253933,-82.715478,FL,3.0,3.0,3.0,6.0,2.0,4.0,4.0,3.4,3.49,No
623,ST ANTHONYS HOSPITAL (100067),2016,Acute Care,Voluntary non-profit - Church,349.0,27.779343,-82.651224,FL,4.0,5.0,6.0,2.0,4.0,10.0,10.0,4.2,5.07,No
624,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER (100068),2016,Acute Care,Voluntary non-profit - Church,374.0,29.24275,-81.1093,FL,5.0,8.0,8.0,9.0,5.0,2.0,2.0,7.0,6.25,No
625,FLORIDA HOSPITAL CARROLLWOOD (100069),2016,Acute Care,Voluntary non-profit - Church,105.0,28.013102,-82.504954,FL,8.0,5.0,6.0,1.0,2.0,8.0,8.0,4.4,4.94,No
626,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH (100070),2016,Acute Care,Proprietary,264.0,27.089683,-82.444445,FL,9.0,6.0,9.0,10.0,5.0,5.0,5.0,7.8,7.38,Yes
627,BAYFRONT HEALTH BROOKSVILLE (100071),2016,Acute Care,Voluntary non-profit - Church,244.0,28.541115,-82.443386,FL,5.0,8.0,10.0,6.0,3.0,6.0,6.0,6.4,6.34,No
628,FLORIDA HOSPITAL FISH MEMORIAL (100072),2016,Acute Care,Voluntary non-profit - Church,176.0,28.91129,-81.284122,FL,2.0,8.0,3.0,1.0,2.0,9.0,9.0,3.2,4.07,No
629,HOLY CROSS HOSPITAL (100073),2016,Acute Care,Voluntary non-profit - Church,428.0,26.185378,-80.117659,FL,5.0,9.0,5.0,6.0,2.0,9.0,9.0,5.4,5.94,No
630,ST JOSEPHS HOSPITAL (100075),2016,Acute Care,Voluntary non-profit - Church,1073.0,,,FL,6.0,7.0,6.0,5.0,4.0,7.0,7.0,5.6,5.81,No
