,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
712,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2019,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,-0.2834,0.6531,-0.0363,1.1393,-1.4966,-1.4641,-1.4641,-0.0048,-0.2237,No
713,DELRAY MEDICAL CENTER (100258),2019,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,-0.6149,-0.3029,-0.8304,0.6828,-0.515,0.0585,0.0585,-0.316,-0.2599,No
714,SOUTH BAY HOSPITAL (100259),2019,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,-0.0584,-0.2144,1.8399,-0.7367,1.1236,-0.4594,-0.4594,0.3908,0.2633,No
715,ST LUCIE MEDICAL CENTER (100260),2019,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,-0.4003,-0.3968,-0.8544,-0.2083,-0.7884,1.0622,1.0622,-0.5296,-0.2909,No
716,OAK HILL HOSPITAL (100264),2019,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,-0.6288,0.9239,0.5177,1.2597,-0.0232,-0.8251,-0.8251,0.4099,0.2246,No
717,MEASE COUNTRYSIDE HOSPITAL (100265),2019,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,-0.6951,0.153,-0.4758,-0.1716,0.0667,0.2933,0.2933,-0.2245,-0.1469,No
718,GULF BREEZE HOSPITAL (100266),2019,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,-1.5202,-1.4937,0.381,-0.0729,0.2777,-0.9108,-0.9108,-0.4856,-0.5494,No
719,ENGLEWOOD COMMUNITY HOSPITAL (100267),2019,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,-0.8469,-0.3194,,,-1.4966,-0.5205,-0.5205,-0.8876,-0.8326,No
720,WEST BOCA MEDICAL CENTER (100268),2019,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,-1.5202,-0.8969,0.237,-0.1582,0.2117,0.0618,0.0618,-0.4253,-0.3523,No
721,PALMS WEST HOSPITAL (100269),2019,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,-0.2503,-0.4548,-0.4463,0.2515,0.4667,-0.9054,-0.9054,-0.0866,-0.2094,No
722,WELLINGTON REGIONAL MEDICAL CENTER LLC (100275),2019,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,1.6616,-0.2144,2.2018,0.1846,0.4319,0.4592,0.4592,0.8531,0.794,Yes
723,BROWARD HEALTH CORAL SPRINGS (100276),2019,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,0.7824,-0.7505,2.2018,-1.4406,0.8319,-0.8231,-0.8231,0.325,0.1528,No
724,DOUGLAS GARDENS HOSPITAL (100277),2019,Acute Care,Voluntary non-profit - Private,457.0,25.822972,-80.191767,FL,,,,,,0.0535,0.0535,,0.0535,No
725,MEMORIAL HOSPITAL WEST (100281),2019,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,-0.2747,-0.1122,-0.8322,-0.6665,-1.1296,2.347,2.347,-0.6031,-0.1605,No
726,WESTCHESTER GENERAL HOSPITAL (100284),2019,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,-0.6654,0.1779,1.1234,0.9554,-0.97,-0.6368,-0.6368,0.1242,0.0101,No
727,MEMORIAL HOSPITAL MIRAMAR (100285),2019,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,-1.5202,-0.8306,-1.4878,-0.8738,-0.4709,0.4723,0.4723,-1.0367,-0.8103,No
728,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2019,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,-1.3719,-0.6123,-1.4878,-1.0527,-0.5223,-1.1354,-1.1354,-1.0094,-1.0283,No
729,GOOD SAMARITAN MEDICAL CENTER (100287),2019,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,0.5905,-0.1509,-0.7898,1.1962,0.4153,0.189,0.189,0.2523,0.2428,No
730,ST MARY'S MEDICAL CENTER (100288),2019,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,1.5849,-0.8969,0.2296,-0.7066,2.1365,0.0946,0.0946,0.4695,0.4133,Yes
731,CLEVELAND CLINIC HOSPITAL (100289),2019,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,0.1911,0.667,2.2018,-0.1899,0.3878,1.5125,1.5125,0.6515,0.7807,Yes
732,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2019,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,0.3097,0.631,0.0652,1.7697,-0.036,-0.6588,-0.6588,0.5479,0.3669,Yes
733,STEWARD MELBOURNE HOSPITAL (100291),2019,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,-0.4491,-0.7919,0.453,-0.8019,-1.4966,-0.6188,-0.6188,-0.6173,-0.6175,No
734,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2019,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,0.7946,-1.234,0.8371,-0.3254,-0.9462,-1.0729,-1.0729,-0.1747,-0.3095,No
735,DOCTORS HOSPITAL (100296),2019,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,-0.0305,-0.6482,1.4244,1.7713,-0.2672,-0.1636,-0.1636,0.45,0.3579,Yes
736,LAKEWOOD RANCH MEDICAL CENTER (100299),2019,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,0.1946,-0.2863,-0.0714,0.8684,-0.5351,0.2431,0.2431,0.034,0.0654,No
737,ST CLOUD REGIONAL MEDICAL CENTER (100302),2019,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,-0.0514,0.2138,-0.3281,0.8417,-1.4966,-0.724,-0.724,-0.1641,-0.2481,No
738,ST VINCENT'S MEDICAL CENTER SOUTHSIDE (100307),2019,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,-0.0043,-0.8251,0.6894,-0.4809,0.1915,-0.7594,-0.7594,-0.0859,-0.1869,No
739,SACRED HEART HOSPITAL ON THE GULF (100313),2019,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,,-1.9247,,,,0.4281,0.4281,-1.9247,-1.5718,No
740,WEST KENDALL BAPTIST HOSPITAL (100314),2019,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,0.4649,-0.1509,2.2018,-0.7233,0.6631,0.9319,0.9319,0.4911,0.5572,Yes
741,VIERA HOSPITAL (100315),2019,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,0.2626,-0.6731,-1.4878,1.8917,-1.2159,-1.2869,-1.2869,-0.2445,-0.4009,No
742,PALM BAY HOSPITAL (100316),2019,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,-1.5202,-0.0763,-1.4878,-0.8955,-0.904,-0.145,-0.145,-0.9768,-0.852,No
743,FLORIDA HOSPITAL WESLEY CHAPEL (100319),2019,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,-0.163,-1.0599,-0.3687,-1.4406,0.0539,-0.4651,-0.4651,-0.5957,-0.5761,No
744,POINCIANA MEDICAL CENTER (100320),2019,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,-1.5202,-1.5296,-1.4878,,,-0.2709,-0.2709,-1.5126,-1.3263,No
745,ST VINCENTS MEDICAL CENTER - CLAY COUNTY (100321),2019,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,-1.5202,0.1033,-1.4878,-0.6514,-1.0746,-0.5952,-0.5952,-0.9261,-0.8765,No
746,REGIONAL GENERAL HOSPITAL WILLISTON (100322),2019,Acute Care,Voluntary non-profit - Private,20.0,29.384354,-82.455793,FL,,,,,,0.0629,0.0629,,0.0629,No
747,OVIEDO MEDICAL CENTER (100329),2019,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,,1.9711,,,,,,1.9711,1.9711,Yes
748,HAMILTON MEDICAL CENTER (110001),2019,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,0.2172,-0.5294,2.0947,0.7364,-0.8526,-1.5577,-1.5577,0.3333,0.0496,No
749,UPSON REGIONAL MEDICAL CENTER (110002),2019,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,-1.5202,0.9295,0.8371,,1.6759,0.2564,0.2564,0.4806,0.4469,Yes
750,MEMORIAL SATILLA HEALTH (110003),2019,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,0.2138,-0.6344,-0.7288,-0.8186,-0.7792,-1.4064,-1.4064,-0.5495,-0.678,No
751,NORTHSIDE HOSPITAL FORSYTH (110005),2019,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,-0.1944,-0.6095,-0.8009,-0.5611,-0.2544,-0.509,-0.509,-0.4841,-0.4878,No
752,ST MARY'S HOSPITAL (110006),2019,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,0.2696,-0.079,2.0282,1.1577,-0.9865,0.1779,0.1779,0.478,0.433,Yes
753,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2019,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,0.3934,0.0867,0.5269,0.7531,-0.6617,-0.946,-0.946,0.2197,0.0448,No
754,NORTHSIDE HOSPITAL CHEROKEE (110008),2019,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,-0.4474,-0.3636,-0.8212,0.9019,0.6209,0.4581,0.4581,-0.0219,0.0501,No
755,EMORY UNIVERSITY HOSPITAL (110010),2019,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,-0.2171,1.366,0.9627,0.4019,0.5309,1.2253,1.2253,0.6089,0.7014,Yes
756,TANNER MEDICAL CENTER - CARROLLTON (110011),2019,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,-0.6846,-0.8416,-0.4241,1.7998,-0.6214,0.3472,0.3472,-0.1544,-0.0792,No
757,TANNER MEDICAL CENTER VILLA RICA (110015),2019,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,-0.5852,-1.2119,1.2526,1.2848,,-0.4985,-0.4985,0.1851,0.0825,No
758,WELLSTAR WEST GEORGIA MEDICAL CENTER (110016),2019,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,-0.5695,-1.0627,1.2471,0.4855,-0.9517,-1.4564,-1.4564,-0.1702,-0.3632,No
759,PIEDMONT NEWTON HOSPITAL (110018),2019,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,-0.88,-1.2146,-0.943,-1.4406,0.1731,-1.2185,-1.2185,-0.861,-0.9147,No
760,GORDON HOSPITAL (110023),2019,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,0.1981,0.2276,-1.4878,0.8066,0.3126,-0.5488,-0.5488,0.0114,-0.0726,No
761,CANDLER HOSPITAL (110024),2019,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,-0.0374,0.8189,0.5823,0.4621,0.0153,-0.1981,-0.1981,0.3683,0.2833,No
762,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2019,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,1.5762,0.1917,0.9221,2.089,-0.2214,0.0751,0.0751,0.9115,0.7861,Yes
763,ELBERT MEMORIAL HOSPITAL (110026),2019,Acute Care,Government - Hospital District or Authority,52.0,34.113068,-82.875601,GA,,-0.0708,,,,-0.0449,-0.0449,-0.0708,-0.0669,No
764,"ST MARY'S SACRED HEART HOSPITAL, INC (110027)",2019,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,-1.5202,0.4072,,,,-0.763,-0.763,-0.5565,-0.5875,No
765,UNIVERSITY HOSPITAL (110028),2019,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,-0.1456,0.7637,0.6525,-0.215,-0.4122,-1.3003,-1.3003,0.1287,-0.0857,No
766,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2019,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,-0.0479,0.1199,-0.8636,-0.2184,-0.0048,0.2499,0.2499,-0.203,-0.135,No
767,CARTERSVILLE MEDICAL CENTER (110030),2019,Acute Care,Voluntary non-profit - Private,116.0,,,GA,-0.4439,0.0619,0.0855,-0.9624,0.1273,-1.2218,-1.2218,-0.2263,-0.3756,No
768,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2019,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,1.6424,-1.3417,0.3589,2.196,1.0447,-0.9949,-0.9949,0.7801,0.5138,Yes
769,STEPHENS COUNTY HOSPITAL (110032),2019,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,0.4423,1.9711,-1.4878,,0.0355,-0.2054,-0.2054,0.2403,0.1734,No
770,AU MEDICAL CENTER (110034),2019,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,0.7092,0.2801,1.441,-0.1883,2.1365,2.347,2.347,0.8757,1.0964,Yes
771,WELLSTAR KENNESTONE HOSPITAL (110035),2019,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,-0.4195,-0.5322,-0.0659,-0.1147,-0.1241,0.1802,0.1802,-0.2513,-0.1865,No
772,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER (110036),2019,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,0.5487,1.6948,0.2259,0.6059,0.5383,2.347,2.347,0.7227,0.9664,Yes
773,JOHN D ARCHBOLD MEMORIAL HOSPITAL (110038),2019,Acute Care,Voluntary non-profit - Private,328.0,,,GA,0.0062,0.3962,1.26,0.7263,-0.792,0.1009,0.1009,0.3193,0.2866,No
774,NORTHRIDGE MEDICAL CENTER (110040),2019,Acute Care,Government - Hospital District or Authority,217.0,34.218475,-83.469116,GA,,-1.9247,,,,-0.1547,-0.1547,-1.9247,-1.6592,No
775,HABERSHAM COUNTY MEDICAL CTR (110041),2019,Acute Care,Government - Hospital District or Authority,137.0,34.405879,-83.485989,GA,2.1658,1.5318,,,,-0.1415,-0.1415,1.8488,1.5502,Yes
776,WELLSTAR PAULDING HOSPITAL (110042),2019,Acute Care,Voluntary non-profit - Other,259.0,33.902429,-84.782727,GA,-0.9899,-0.068,1.055,1.8265,-0.2526,-0.1958,-0.1958,0.3142,0.2377,No
777,ST JOSEPH'S HOSPITAL - SAVANNAH (110043),2019,Acute Care,Voluntary non-profit - Private,246.0,31.985079,-81.152792,GA,-0.5904,1.8026,-0.7972,-0.2234,-1.1462,0.3107,0.3107,-0.1909,-0.1157,No
778,PHOEBE SUMTER MEDICAL CENTER (110044),2019,Acute Care,Government - Hospital District or Authority,54.0,32.06425,-84.255376,GA,-0.8852,-0.22,2.2018,0.0575,-1.4966,0.5904,0.5904,-0.0685,0.0303,No
779,NORTHEAST GEORGIA MEDICAL CENTER BARROW (110045),2019,Acute Care,Proprietary,55.0,34.007701,-83.706706,GA,,-0.9991,,,,-0.2488,-0.2488,-0.9991,-0.8866,No
780,"PIEDMONT WALTON HOSPITAL, INC (110046)",2019,Acute Care,Proprietary,81.0,33.798635,-83.746316,GA,-1.5202,-0.4852,-1.4878,,1.2062,2.3268,2.3268,-0.5718,-0.137,No
781,MURRAY MEDICAL CENTER (110050),2019,Acute Care,Voluntary non-profit - Private,28.0,34.779951,-84.782125,GA,,-1.9247,,,,-0.0569,-0.0569,-1.9247,-1.6446,No
782,UNION GENERAL HOSPITAL (110051),2019,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,-1.5202,-0.9301,,,-0.203,-0.5089,-0.5089,-0.8844,-0.8281,No
783,FLOYD MEDICAL CENTER (110054),2019,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,0.6813,0.0508,-0.4334,0.6026,0.8649,-1.4939,-1.4939,0.3532,0.0762,No
784,PIEDMONT COLUMBUS REGIONAL MIDTOWN (110064),2019,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,2.1658,0.3409,-0.2025,-0.5628,0.5364,1.9098,1.9098,0.4556,0.6737,Yes
785,HOUSTON MEDICAL CENTER (110069),2019,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,-0.6375,-0.9549,-0.1194,0.7464,-0.9205,-1.2458,-1.2458,-0.3772,-0.5075,No
786,APPLING HOSPITAL (110071),2019,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,,,,,,-0.0588,-0.0588,,-0.0588,No
787,DORMINY MEDICAL CENTER (110073),2019,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,,-0.7256,,,,-0.1464,-0.1464,-0.7256,-0.6387,No
788,PIEDMONT ATHENS REGIONAL MEDICAL CENTER (110074),2019,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,-0.9079,-0.6538,-0.5811,-0.6548,-0.2269,0.5241,0.5241,-0.6049,-0.4355,No
789,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2019,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,0.5487,-0.5432,-0.8193,0.5959,0.2227,-0.5701,-0.5701,0.0009,-0.0847,No
790,DEKALB MEDICAL CENTER (110076),2019,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,-0.498,1.2831,0.0634,0.6594,0.0135,2.347,2.347,0.3043,0.6107,Yes
791,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2019,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,-0.484,0.5482,0.4752,0.0876,-0.0159,2.347,2.347,0.1222,0.4559,Yes
792,GRADY MEMORIAL HOSPITAL (110079),2019,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,0.1841,-0.6648,2.1538,0.5391,0.8264,2.347,2.347,0.6077,0.8686,Yes
793,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2019,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,0.6778,-0.3636,0.1096,-0.9457,0.8814,-0.8317,-0.8317,0.0719,-0.0637,No
794,PIEDMONT HOSPITAL (110083),2019,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,-0.0619,-0.9273,0.8371,-0.103,0.3144,1.5538,1.5538,0.0119,0.2432,No
795,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2019,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,,,,-0.0195,-0.0195,,-0.0195,No
796,GWINNETT MEDICAL CENTER (110087),2019,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,-0.1683,-0.2283,0.1243,-0.3889,0.7823,1.0801,1.0801,0.0242,0.1826,No
797,COFFEE REGIONAL MEDICAL CENTER (110089),2019,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,-1.2987,-0.4907,-0.8156,-1.4406,0.2007,-0.9717,-0.9717,-0.769,-0.7994,No
798,PIEDMONT ROCKDALE HOSPITAL (110091),2019,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,0.5958,0.41,-0.1915,2.1492,-0.4929,0.6676,0.6676,0.4941,0.5201,Yes
799,DODGE COUNTY HOSPITAL (110092),2019,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,-1.5202,-1.1345,,,,-0.19,-0.19,-1.3274,-1.1568,No
800,TIFT REGIONAL MEDICAL CENTER (110095),2019,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,2.1658,-1.0986,1.7217,0.1511,-0.9975,-0.5576,-0.5576,0.3885,0.2466,No
801,JEFFERSON HOSPITAL (110100),2019,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,,,,-0.0658,-0.0658,,-0.0658,No
802,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR (110101),2019,Acute Care,Proprietary,134.0,31.109181,-83.426372,GA,,,,,,0.027,0.027,,0.027,No
803,CRISP REGIONAL HOSPITAL (110104),2019,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,2.1658,-0.4935,2.2018,,2.0906,-1.0914,-1.0914,1.4912,1.1038,Yes
804,COLQUITT REGIONAL MEDICAL CENTER (110105),2019,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,-0.7649,-0.7256,-0.2247,-1.4406,-1.4966,0.3261,0.3261,-0.9305,-0.742,No
805,"MEDICAL CENTER, NAVICENT HEALTH (THE) (110107)",2019,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,-0.3218,1.1533,-0.3355,0.0592,1.8741,-1.1244,-1.1244,0.4858,0.2443,No
806,EMANUEL MEDICAL CENTER (110109),2019,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,-1.5075,,,,-0.1208,-0.1208,-1.5075,-1.2995,No
807,UNIVERSITY HOSPITAL MCDUFFIE (110111),2019,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,1.9711,,,,-0.2239,-0.2239,1.9711,1.6419,Yes
808,BURKE MEDICAL CENTER (110113),2019,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,,,,0.0344,0.0344,,0.0344,No
809,WELLSTAR ATLANTA MEDICAL CENTER (110115),2019,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,2.1658,-1.0544,0.7651,1.3751,0.8814,-0.2833,-0.2833,0.8266,0.6601,Yes
810,GRADY GENERAL HOSPITAL (110121),2019,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,0.8742,,,2.1365,-0.362,-0.362,1.5053,1.2252,Yes
811,SOUTH GEORGIA MEDICAL CENTER (110122),2019,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,0.2521,-0.4603,-0.3355,-0.4809,-0.7994,-1.5577,-1.5577,-0.3648,-0.5437,No
812,WAYNE MEMORIAL HOSPITAL (110124),2019,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,0.1283,0.515,2.2018,,0.1676,-0.2173,-0.2173,0.7532,0.6076,Yes
813,FAIRVIEW PARK HOSPITAL (110125),2019,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,-0.1857,1.4848,1.6164,0.101,-0.8122,-0.5113,-0.5113,0.4409,0.298,No
814,MEADOWS REGIONAL MEDICAL CENTER (110128),2019,Acute Care,Proprietary,64.0,,,GA,-0.8538,0.6338,-0.4574,-1.4406,2.1365,1.8056,1.8056,0.0037,0.274,No
815,ST FRANCIS HOSPITAL (110129),2019,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,-0.5416,1.9711,-0.4481,-0.8387,1.3952,0.6026,0.6026,0.3076,0.3518,Yes
816,IRWIN COUNTY HOSPITAL (110130),2019,Acute Care,Government - Hospital District or Authority,64.0,31.602797,-83.250331,GA,,,,,-1.4966,0.0452,0.0452,-1.4966,-1.2654,No
817,MEMORIAL HOSPITAL AND MANOR (110132),2019,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,-1.654,,,,-0.2954,-0.2954,-1.654,-1.4502,No
818,TAYLOR REGIONAL HOSPITAL (110135),2019,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,-0.6952,,,-1.4966,-0.0725,-0.0725,-1.0959,-0.9424,No
819,EVANS MEMORIAL HOSPITAL (110142),2019,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,,,,-0.0342,-0.0342,,-0.0342,No
820,WELLSTAR COBB HOSPITAL (110143),2019,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,-0.6777,-0.3719,0.5897,1.5874,-0.6397,0.7734,0.7734,0.0976,0.1989,No
821,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS (110146),2019,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,0.0287,,,,-0.2819,-0.2819,0.0287,-0.0179,No
822,NAVICENT HEALTH BALDWIN (110150),2019,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,-0.9446,1.3936,-0.6624,,0.008,-0.1445,-0.1445,-0.0513,-0.0653,No
823,PERRY HOSPITAL (110153),2019,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,-1.5202,-0.6316,,,,-0.6344,-0.6344,-1.0759,-1.0097,No
824,NORTHSIDE HOSPITAL (110161),2019,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,-0.2677,-0.8223,-0.6457,-0.1799,-0.4709,0.3686,0.3686,-0.4773,-0.3504,No
825,COLISEUM MEDICAL CENTERS (110164),2019,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,-0.8137,-0.4631,0.4641,0.9253,0.964,-0.6243,-0.6243,0.2153,0.0894,No
826,SOUTHERN REGIONAL MEDICAL CENTER (110165),2019,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,1.0319,-0.4244,0.7836,1.7011,-0.0764,-1.0428,-1.0428,0.6031,0.3563,Yes
827,REDMOND REGIONAL MEDICAL CENTER (110168),2019,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,0.2591,-0.9494,1.6811,0.5909,-0.9223,-1.5577,-1.5577,0.1319,-0.1216,No
828,DOCTORS HOSPITAL (110177),2019,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,1.3529,-1.0433,2.2018,2.196,-1.115,-0.8428,-0.8428,0.7185,0.4843,Yes
829,WELLSTAR DOUGLAS HOSPITAL (110184),2019,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,-0.6829,-1.2699,0.6599,-1.4406,0.6282,-0.222,-0.222,-0.4211,-0.3912,No
830,CHESTATEE REGIONAL HOSPITAL (110187),2019,Acute Care,Proprietary,48.0,,,GA,,-1.1262,,,,0.1867,0.1867,-1.1262,-0.9293,No
831,FANNIN REGIONAL HOSPITAL (110189),2019,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,2.1658,-1.9247,,,-1.4966,-0.2506,-0.2506,-0.4185,-0.3933,No
832,FLINT RIVER COMMUNITY HOSPITAL (110190),2019,Acute Care,Proprietary,47.0,32.295415,-84.030228,GA,,-1.9247,,,,0.0807,0.0807,-1.9247,-1.6239,No
833,PIEDMONT HENRY HOSPITAL (110191),2019,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,0.7912,-1.1539,1.2766,2.196,-0.3645,0.4742,0.4742,0.5491,0.5379,Yes
834,EASTSIDE MEDICAL CENTER (110192),2019,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,0.4109,-0.8776,-0.2819,0.4053,0.3786,-0.1384,-0.1384,0.0071,-0.0148,No
835,DONALSONVILLE HOSPITAL INC (110194),2019,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,-1.1621,,,,-0.0957,-0.0957,-1.1621,-1.0022,No
836,WELLSTAR NORTH FULTON HOSPITAL (110198),2019,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,-0.3881,-0.5515,-0.5571,-0.8888,-0.1773,-0.2074,-0.2074,-0.5126,-0.4668,No
