,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
894,RUSH OAK PARK HOSPITAL (140063),2021,Acute Care,Voluntary non-profit - Church,222.0,41.879026,-87.803818,IL,-0.6684,-0.5495,-1.3958,-1.4868,-1.4855,-0.3615,-0.9912,No
895,ST MARY MEDICAL CENTER (140064),2021,Acute Care,Voluntary non-profit - Church,88.0,40.98702,-90.363609,IL,-0.8547,-0.3818,-1.3958,-1.4868,2.0795,-0.7756,-0.4692,No
896,ADVENTIST LA GRANGE MEMORIAL HOSPITAL (140065),2021,Acute Care,Voluntary non-profit - Church,179.0,41.797382,-87.888407,IL,-0.2267,0.7889,-1.0713,-0.8761,-0.7015,-1.1365,-0.5372,No
897,SAINT FRANCIS MEDICAL CENTER (140067),2021,Acute Care,Voluntary non-profit - Church,651.0,40.702366,-89.589985,IL,0.6922,0.5277,0.7734,-1.1423,0.6077,0.2181,0.2795,No
898,ROSELAND COMMUNITY HOSPITAL (140068),2021,Acute Care,Voluntary non-profit - Other,136.0,41.692562,-87.624734,IL,-0.3607,-0.1302,,0.3231,,0.7927,0.1562,No
899,TOUCHETTE REGIONAL HOSPITAL INC (140077),2021,Acute Care,Voluntary non-profit - Private,124.0,38.571324,-90.10767,IL,,-1.2655,,,,-0.0115,-0.6385,No
900,PRESENCE SAINT FRANCIS HOSPITAL (140080),2021,Acute Care,Voluntary non-profit - Church,191.0,42.023951,-87.685159,IL,-0.5763,0.8889,1.0355,-0.9059,-1.0288,-0.8118,-0.2331,No
901,LOUIS A WEISS MEMORIAL HOSPITAL (140082),2021,Acute Care,Proprietary,164.0,41.966521,-87.648898,IL,-0.9782,0.418,-0.5743,0.2114,0.7279,0.5951,0.0667,No
902,LORETTO HOSPITAL (140083),2021,Acute Care,Voluntary non-profit - Private,146.0,41.872042,-87.764443,IL,-1.5517,-0.685,-1.3958,0.0791,,-0.0379,-0.7182,No
903,VISTA MEDICAL CENTER EAST (140084),2021,Acute Care,Voluntary non-profit - Other,190.0,42.378264,-87.830964,IL,-0.9823,-0.0206,-0.7677,0.2076,-1.4855,1.0033,-0.3409,No
904,THE UNIVERSITY OF CHICAGO MEDICAL CENTER (140088),2021,Acute Care,Voluntary non-profit - Private,620.0,41.787956,-87.604925,IL,-0.6914,0.518,0.1973,-0.2951,1.0071,0.6712,0.2345,No
905,MC DONOUGH DISTRICT HOSPITAL (140089),2021,Acute Care,Government - Hospital District or Authority,66.0,40.447907,-90.66403,IL,2.1532,-0.227,,,2.0795,-0.2893,0.9291,Yes
906,THE CARLE FOUNDATION HOSPITAL (140091),2021,Acute Care,Voluntary non-profit - Private,390.0,40.117423,-88.213888,IL,0.0893,0.6148,-0.6471,-0.675,0.8018,0.586,0.1283,No
907,OSF SACRED HEART MEDICAL CENTER (140093),2021,Acute Care,Voluntary non-profit - Church,159.0,40.136197,-87.644908,IL,-0.0718,1.1631,0.3741,-0.3454,-1.4855,0.0297,-0.056,No
908,SAINT ANTHONY HOSPITAL (140095),2021,Acute Care,Voluntary non-profit - Church,151.0,41.855538,-87.698272,IL,-1.5517,-0.1109,-1.3958,-0.5707,,-0.4992,-0.8257,No
909,MIDWESTERN REGION MED CENTER (140100),2021,Acute Care,Proprietary,72.0,42.44897,-87.82684,IL,,-0.1625,,2.2,0.9812,-0.4873,0.6328,Yes
910,MORRIS HOSPITAL & HEALTHCARE CENTERS (140101),2021,Acute Care,Voluntary non-profit - Private,88.0,41.368907,-88.426016,IL,-1.5517,0.2955,-1.3958,,-1.4855,-0.632,-0.9539,No
911,ST BERNARD HOSPITAL (140103),2021,Acute Care,Voluntary non-profit - Private,193.0,41.778114,-87.633273,IL,0.8052,-0.3173,0.3471,0.4664,,1.6582,0.5919,Yes
912,OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR (140110),2021,Acute Care,Voluntary non-profit - Private,97.0,41.356417,-88.82536,IL,-1.5517,0.7341,-1.3958,,-1.4855,-1.1658,-0.9729,No
913,OSF HEART OF MARY MEDICAL CENTER (140113),2021,Acute Care,Voluntary non-profit - Church,198.0,40.117391,-88.227123,IL,1.6153,0.4567,-0.071,0.2933,2.0795,1.0356,0.9016,Yes
914,SWEDISH COVENANT HOSPITAL (140114),2021,Acute Care,Voluntary non-profit - Church,299.0,41.975219,-87.698918,IL,-0.4277,1.4985,-0.7927,-0.6787,0.6447,-0.933,-0.1148,No
915,THOREK MEMORIAL HOSPITAL (140115),2021,Acute Care,Voluntary non-profit - Private,154.0,41.954556,-87.650899,IL,-0.2163,0.6664,0.4115,,,-0.7765,0.0213,No
916,NORTHWESTERN MEDICINE MCHENRY HOSPITAL (140116),2021,Acute Care,Voluntary non-profit - Other,236.0,42.3189,-88.279787,IL,0.1584,-0.5818,-0.3351,-1.2056,-0.8679,-0.5378,-0.5616,No
917,AMITA HEALTH RESURRECTION MEDICAL CENTER (140117),2021,Acute Care,Voluntary non-profit - Church,468.0,41.988458,-87.81257,IL,0.0098,0.7954,-0.3476,-1.1163,-0.8143,-1.4128,-0.481,No
918,RUSH UNIVERSITY MEDICAL CENTER (140119),2021,Acute Care,Voluntary non-profit - Private,677.0,41.875166,-87.66851,IL,-0.3377,-0.2335,0.1204,0.3678,0.3229,-1.5047,-0.2108,No
919,PEKIN MEMORIAL HOSPITAL (140120),2021,Acute Care,Voluntary non-profit - Private,97.0,40.563142,-89.633191,IL,0.1731,2.0113,,,-1.4855,-0.9757,-0.0692,No
920,ADVENTIST HINSDALE HOSPITAL (140122),2021,Acute Care,Voluntary non-profit - Church,266.0,41.805329,-87.920062,IL,-0.2937,-0.0786,-0.7136,-0.7886,-1.0805,-0.8544,-0.6349,No
921,JOHN H STROGER JR HOSPITAL (140124),2021,Acute Care,Government - Local,434.0,41.874041,-87.674311,IL,-0.1262,0.918,0.736,0.4031,-0.6109,2.3824,0.6171,Yes
922,GATEWAY REGIONAL MEDICAL CENTER (140125),2021,Acute Care,Proprietary,331.0,38.700891,-90.144958,IL,0.5415,0.1278,2.2542,-0.647,,0.4667,0.5486,Yes
923,ADVOCATE BROMENN MEDICAL CENTER (140127),2021,Acute Care,Voluntary non-profit - Church,215.0,40.496332,-88.99096,IL,-0.6893,0.3181,-1.3958,-0.1946,0.8314,-0.268,-0.233,No
924,NORTHWESTERN LAKE FOREST HOSPITAL (140130),2021,Acute Care,Voluntary non-profit - Other,132.0,42.259134,-87.866327,IL,0.1187,1.4437,0.2722,-1.4868,-0.3871,2.3824,0.3905,Yes
925,HOLY CROSS HOSPITAL (140133),2021,Acute Care,Voluntary non-profit - Private,221.0,41.770008,-87.691909,IL,0.3803,0.6083,-0.5223,1.66,-0.5221,-0.0693,0.2558,No
926,DECATUR MEMORIAL HOSPITAL (140135),2021,Acute Care,Voluntary non-profit - Other,227.0,39.866492,-88.960912,IL,-0.9991,1.3727,-1.0589,1.9225,0.9202,1.8807,0.673,Yes
927,HSHS HOLY FAMILY HOSPITAL INC (140137),2021,Acute Care,Voluntary non-profit - Private,74.0,38.90188,-89.408677,IL,,-1.946,,,,-0.0621,-1.0041,No
928,ST MARGARETS HOSPITAL (140143),2021,Acute Care,Voluntary non-profit - Private,56.0,41.328409,-89.192633,IL,,2.0113,,,,1.9449,1.9781,Yes
929,ST JOSEPHS HOSPITAL (140145),2021,Acute Care,Voluntary non-profit - Church,49.0,38.625154,-89.524944,IL,,1.4856,,,,-0.3347,0.5755,Yes
930,CARLE RICHLAND MEMORIAL HOSPITAL (140147),2021,Acute Care,Voluntary non-profit - Private,88.0,38.735021,-88.077125,IL,2.1532,2.0113,,,,0.621,1.5952,Yes
931,MEMORIAL MEDICAL CENTER (140148),2021,Acute Care,Voluntary non-profit - Private,465.0,39.808778,-89.654586,IL,0.3008,1.1921,0.5342,-0.0065,-0.23,0.9197,0.4517,Yes
932,UNIVERSITY OF ILLINOIS HOSPITAL (140150),2021,Acute Care,Government - State,498.0,41.869224,-87.670529,IL,-0.457,1.7114,0.0767,-0.0735,2.0795,2.3824,0.9533,Yes
933,PRESENCE ST MARYS HOSPITAL (140155),2021,Acute Care,Voluntary non-profit - Other,177.0,41.121113,-87.871768,IL,0.1019,-0.9656,2.1689,-0.1517,2.0795,-0.7292,0.4173,Yes
934,MERCY HOSPITAL AND MEDICAL CENTER (140158),2021,Acute Care,Voluntary non-profit - Private,11375.0,41.847053,-87.623583,IL,1.8329,-0.5205,0.2909,-0.1238,2.0795,1.7807,0.89,Yes
935,FHN MEMORIAL HOSPITAL (140160),2021,Acute Care,Voluntary non-profit - Private,100.0,42.295894,-89.637947,IL,-1.5517,1.6436,-1.3958,-0.1201,-0.5092,-0.2161,-0.3582,No
936,SAINT JAMES HOSPITAL (140161),2021,Acute Care,Voluntary non-profit - Church,42.0,40.873402,-88.678583,IL,-1.5517,2.0113,,,,-0.3902,0.0232,No
937,ST JOSEPH MEDICAL CENTER (140162),2021,Acute Care,Voluntary non-profit - Church,149.0,40.480118,-88.955385,IL,1.0417,1.4275,1.2726,-0.3175,2.0795,-0.9262,0.763,Yes
938,MEMORIAL HOSPITAL OF CARBONDALE (140164),2021,Acute Care,Voluntary non-profit - Private,164.0,37.727973,-89.220121,IL,-0.614,1.5727,0.06,0.9524,-0.0894,-0.1771,0.2841,No
939,ST MARYS HOSPITAL (140166),2021,Acute Care,Voluntary non-profit - Private,220.0,39.82635,-88.93191,IL,-0.66,-0.5398,-1.3958,1.4812,-0.8623,1.5797,-0.0662,No
940,IROQUOIS MEMORIAL HOSPITAL (140167),2021,Acute Care,Voluntary non-profit - Private,67.0,40.765541,-87.732666,IL,,,,,,1.2765,1.2765,Yes
941,FRANCISCAN HEALTH OLYMPIA  FIELDS & CHICAGO HEIGHTS (140172),2021,Acute Care,Proprietary,274.0,,,IL,-0.0948,0.0504,1.0854,0.2449,0.1343,2.3824,0.6337,Yes
942,PRESENCE MERCY MEDICAL CENTER (140174),2021,Acute Care,Voluntary non-profit - Church,281.0,41.786906,-88.328909,IL,0.5289,1.721,0.0871,-1.4868,0.1824,-0.0205,0.1687,No
943,JACKSON PARK HOSPITAL (140177),2021,Acute Care,Voluntary non-profit - Private,181.0,41.757332,-87.58571,IL,-1.5517,-1.0591,0.5987,-1.4868,,-0.4469,-0.7892,No
944,OSF LITTLE COMPANY OF MARY MEDICAL CENTER (140179),2021,Acute Care,Voluntary non-profit - Other,258.0,41.720902,-87.691966,IL,-0.2728,-0.2044,-0.3746,-1.1684,0.9627,1.163,0.0176,No
945,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER (140180),2021,Acute Care,Voluntary non-profit - Church,450.0,41.903104,-87.683213,IL,-0.9258,-0.5108,-0.1729,-0.3342,1.3177,-1.4806,-0.3511,No
946,SOUTH SHORE HOSPITAL (140181),2021,Acute Care,Voluntary non-profit - Private,136.0,41.749496,-87.568623,IL,0.8471,2.0113,2.2542,2.2,,-0.6482,1.3329,Yes
947,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER (140182),2021,Acute Care,Voluntary non-profit - Church,305.0,41.936315,-87.651554,IL,-0.0216,-0.1851,-0.5431,-1.2094,0.0345,-0.4589,-0.3973,No
948,HEARTLAND REGIONAL MEDICAL CENTER (140184),2021,Acute Care,Proprietary,95.0,37.744891,-88.988848,IL,-1.5517,1.0663,-1.3958,,-0.1283,1.0406,-0.1938,No
949,MEMORIAL HOSPITAL (140185),2021,Acute Care,Voluntary non-profit - Private,353.0,38.550533,-90.021168,IL,-0.4214,0.5083,-0.2353,-0.6321,-0.6257,0.5153,-0.1485,No
950,RIVERSIDE MEDICAL CENTER (140186),2021,Acute Care,Voluntary non-profit - Private,317.0,41.124148,-87.882651,IL,-1.3549,1.3759,0.2701,0.675,-0.0913,0.279,0.1923,No
951,HSHS ST ELIZABETH'S HOSPITAL (140187),2021,Acute Care,Voluntary non-profit - Church,205.0,,,IL,-1.3298,-0.9688,-0.5701,0.0643,-1.4855,0.6454,-0.6074,No
952,SARAH BUSH LINCOLN HEALTH CENTER (140189),2021,Acute Care,Voluntary non-profit - Private,108.0,39.488543,-88.275793,IL,2.1532,-0.3625,-0.0502,-1.4868,-1.0417,2.3824,0.2657,No
953,INGALLS MEMORIAL HOSPITAL (140191),2021,Acute Care,Voluntary non-profit - Private,324.0,41.606331,-87.659484,IL,1.8936,0.031,0.0538,-1.4868,2.0795,-0.3268,0.3741,Yes
954,METHODIST HOSPITAL OF CHICAGO (140197),2021,Acute Care,Voluntary non-profit - Private,153.0,41.973262,-87.671141,IL,,-1.946,,,,-0.0554,-1.0007,No
955,ELMHURST MEMORIAL HOSPITAL (140200),2021,Acute Care,Proprietary,286.0,41.861684,-87.934295,IL,-0.3314,-1.0527,-0.5015,-0.7662,-0.8586,-0.7471,-0.7096,No
956,ADVOCATE CONDELL MEDICAL CENTER (140202),2021,Acute Care,Voluntary non-profit - Private,269.0,42.274563,-87.95165,IL,1.766,0.8986,0.3304,-0.9133,0.4302,0.4617,0.4956,Yes
957,NORWEGIAN-AMERICAN HOSPITAL (140206),2021,Acute Care,Voluntary non-profit - Private,181.0,41.900481,-87.699288,IL,-0.7019,0.518,-1.3958,-0.729,,0.8349,-0.2947,No
958,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER (140208),2021,Acute Care,Voluntary non-profit - Church,731.0,41.720316,-87.732364,IL,0.2547,0.7922,-0.0398,-0.4199,0.6816,2.3824,0.6085,Yes
959,METHODIST MEDICAL CENTER OF ILLINOIS (140209),2021,Acute Care,Voluntary non-profit - Private,280.0,40.700181,-89.5946,IL,-0.3607,0.06,0.3845,0.1015,-0.7921,-0.352,-0.1598,No
960,HARRISBURG MEDICAL CENTER (140210),2021,Acute Care,Voluntary non-profit - Other,71.0,,,IL,0.0412,2.0113,,,,-0.2573,0.5984,Yes
961,DELNOR COMMUNITY HOSPITAL (140211),2021,Acute Care,Voluntary non-profit - Other,149.0,41.886345,-88.340414,IL,2.1532,0.2503,0.0476,-1.4868,-0.2521,-0.616,0.016,No
962,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS (140213),2021,Acute Care,Voluntary non-profit - Private,299.0,41.54543,-87.986049,IL,0.9475,-1.1107,-0.1354,-0.8109,-0.0857,-0.8808,-0.346,No
963,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN (140217),2021,Acute Care,Voluntary non-profit - Church,184.0,42.036242,-88.327934,IL,-0.0614,-0.1173,0.4552,2.2,0.0677,-0.6032,0.3235,No
964,ADVOCATE LUTHERAN GENERAL HOSPITAL (140223),2021,Acute Care,Voluntary non-profit - Church,630.0,42.039748,-87.848146,IL,0.5498,1.1663,-0.0211,-0.3417,1.547,0.8553,0.626,Yes
965,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO (140224),2021,Acute Care,Voluntary non-profit - Church,322.0,41.933928,-87.636418,IL,-1.2775,-0.514,-1.2814,-0.5521,-0.6294,0.7178,-0.5894,No
966,SWEDISH AMERICAN HOSPITAL (140228),2021,Acute Care,Voluntary non-profit - Other,313.0,42.266943,-89.07355,IL,0.3028,0.8986,0.0122,-0.4087,-0.5628,-0.6329,-0.0651,No
967,EDWARD HOSPITAL (140231),2021,Acute Care,Voluntary non-profit - Private,297.0,41.761426,-88.149239,IL,-0.2895,0.2761,-0.672,0.5037,1.1439,-0.5356,0.0711,No
968,OSF SAINT ANTHONY MEDICAL CENTER (140233),2021,Acute Care,Voluntary non-profit - Church,238.0,42.265778,-89.0073,IL,1.7681,1.1534,-0.2207,0.6843,2.0795,-0.4807,0.8306,Yes
969,ILLINOIS VALLEY COMMUNITY HOSPITAL (140234),2021,Acute Care,Voluntary non-profit - Private,55.0,41.328769,-89.125188,IL,,2.0113,,,,-1.0974,0.457,Yes
970,JAVON BEA HOSPITAL (140239),2021,Acute Care,Voluntary non-profit - Private,299.0,42.298434,-89.096782,IL,0.7194,1.2856,-0.1687,-0.2784,-0.3243,0.863,0.3494,Yes
971,WESTLAKE HOSPITAL (140240),2021,Acute Care,Voluntary non-profit - Other,175.0,41.891794,-87.848963,IL,-1.5517,-0.8914,2.2542,,,1.0278,0.2097,No
972,CENTRAL DUPAGE HOSPITAL (140242),2021,Acute Care,Voluntary non-profit - Private,375.0,41.873765,-88.158095,IL,-0.21,-0.0109,0.1453,-0.6638,1.0588,1.3039,0.2706,No
973,ADVOCATE SOUTH SUBURBAN HOSPITAL (140250),2021,Acute Care,Voluntary non-profit - Church,259.0,41.566922,-87.694399,IL,1.0145,1.1502,0.5862,-0.5279,1.8983,0.504,0.7709,Yes
974,COMMUNITY FIRST MEDICAL CENTER (140251),2021,Acute Care,Voluntary non-profit - Private,274.0,41.94585,-87.768287,IL,-1.5517,-0.3334,-0.5285,0.4236,0.2952,1.025,-0.1116,No
975,NORTHWEST COMMUNITY HOSPITAL 1 (140252),2021,Acute Care,Voluntary non-profit - Private,435.0,42.066604,-87.992951,IL,1.0543,0.8825,-0.3351,0.6824,1.155,-1.4195,0.3366,No
976,ALEXIAN BROTHERS MEDICAL CENTER 1 (140258),2021,Acute Care,Voluntary non-profit - Church,372.0,42.003705,-88.014996,IL,0.3594,0.0665,-0.6408,-0.7718,0.6465,1.2137,0.1456,No
977,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI (140275),2021,Acute Care,Government - Local,236.0,41.493068,-90.419997,IL,-1.5517,-0.6173,,,-0.7976,-0.6895,-0.914,No
978,LOYOLA UNIVERSITY MEDICAL CENTER (140276),2021,Acute Care,Voluntary non-profit - Private,518.0,41.858732,-87.83321,IL,-0.2142,-0.8559,-0.0543,0.1313,0.0215,2.1847,0.2022,No
979,TRINITY - ROCK ISLAND (140280),2021,Acute Care,Voluntary non-profit - Other,328.0,41.483649,-90.572799,IL,0.0914,0.2729,-0.3621,-0.5074,0.7094,0.2745,0.0798,No
980,NORTHWESTERN MEMORIAL HOSPITAL (140281),2021,Acute Care,Voluntary non-profit - Private,896.0,41.894995,-87.621364,IL,0.0266,0.4309,0.0642,0.1127,-0.082,2.3824,0.4891,Yes
981,KISHWAUKEE COMMUNITY HOSPITAL (140286),2021,Acute Care,Voluntary non-profit - Private,97.0,41.96188,-88.72226,IL,0.3719,-0.0335,-0.2914,2.2,0.3895,-0.6953,0.3235,No
982,ADVOCATE GOOD SAMARITAN HOSPITAL (140288),2021,Acute Care,Voluntary non-profit - Church,306.0,41.819137,-88.01022,IL,0.6315,0.6922,0.3658,-0.9561,0.3969,1.2892,0.4032,Yes
983,ANDERSON HOSPITAL (140289),2021,Acute Care,Voluntary non-profit - Private,147.0,38.738127,-89.946422,IL,0.1898,-0.298,1.0833,0.0084,-1.234,-0.8642,-0.1858,No
984,ST ALEXIUS MEDICAL CENTER (140290),2021,Acute Care,Voluntary non-profit - Church,306.0,42.052409,-88.144445,IL,0.4159,-0.4753,-0.1895,-0.7867,-0.5498,1.0754,-0.085,No
985,ADVOCATE GOOD SHEPHERD HOSPITAL (140291),2021,Acute Care,Voluntary non-profit - Church,168.0,42.193415,-88.177959,IL,0.1689,0.3471,-0.1001,-0.4795,-0.315,-0.2773,-0.1093,No
986,ADVENTIST GLENOAKS (140292),2021,Acute Care,Voluntary non-profit - Other,139.0,41.915166,-88.058597,IL,-1.5517,-0.7882,0.1848,-0.7029,,-0.2542,-0.6224,No
987,CROSSROADS COMMUNITY HOSPITAL (140294),2021,Acute Care,Proprietary,48.0,38.312314,-88.936788,IL,,1.6759,,,,0.3663,1.0211,Yes
988,PROVIDENT HOSPITAL OF CHICAGO (140300),2021,Acute Care,Government - Local,43.0,41.802158,-87.614193,IL,,-1.946,,,,0.056,-0.945,No
989,ADVENTIST BOLINGBROOK HOSPITAL (140304),2021,Acute Care,Voluntary non-profit - Private,136.0,41.679388,-88.083883,IL,-0.9091,0.0117,-0.8135,-0.5837,-1.4855,-1.102,-0.8137,No
990,MEMORIAL HOSPITAL EAST (140307),2021,Acute Care,Voluntary non-profit - Private,94.0,38.572559,-89.90689,IL,1.5273,1.2179,-1.3958,-1.4868,2.0333,0.7003,0.4327,Yes
991,JOHNSON MEMORIAL HOSPITAL (150001),2021,Acute Care,Government - Local,83.0,39.480598,-86.076663,IN,-1.5517,0.0987,,,-1.4855,-0.2257,-0.791,No
992,METHODIST HOSPITALS INC (150002),2021,Acute Care,Voluntary non-profit - Private,490.0,41.599436,-87.357023,IN,-0.6349,-0.1012,0.0767,-0.5632,1.1716,-0.1847,-0.0393,No
993,FRANCISCAN ST. MARGARET HEALTH HAMMOND (150004),2021,Acute Care,Voluntary non-profit - Church,214.0,41.61449,-87.52201,IN,2.1532,2.0113,2.2542,-0.7718,-0.5425,0.6526,0.9595,Yes
994,HENDRICKS REGIONAL HEALTH (150005),2021,Acute Care,Government - Local,128.0,39.76071,-86.500995,IN,0.2233,1.1631,0.424,-0.513,-0.156,0.8032,0.3241,No
995,LA PORTE HOSPITAL (150006),2021,Acute Care,Voluntary non-profit - Private,143.0,41.609838,-86.723855,IN,-0.5763,1.7952,0.3263,,2.0795,-1.0646,0.512,Yes
996,COMMUNITY HOWARD REGIONAL HEALTH INC. (150007),2021,Acute Care,Voluntary non-profit - Private,119.0,40.446835,-86.127103,IN,-1.5517,-0.3625,,-1.4868,-0.2355,-0.4195,-0.8112,No
997,ST CATHERINE HOSPITAL INC (150008),2021,Acute Care,Voluntary non-profit - Private,188.0,41.634064,-87.448542,IN,-0.3167,0.0117,0.3803,0.742,0.0141,-1.4681,-0.1061,No
998,CLARK MEMORIAL HOSPITAL (150009),2021,Acute Care,Voluntary non-profit - Other,176.0,38.282784,-85.749248,IN,0.755,1.3921,-1.0339,0.4329,-0.5406,-0.9401,0.0109,No
999,ASCENSION ST VINCENT KOKOMO (150010),2021,Acute Care,Voluntary non-profit - Church,144.0,40.487218,-86.155487,IN,-0.6244,-0.2528,-0.4141,-1.4868,-0.6941,-0.4574,-0.6549,No
1000,MARION GENERAL HOSPITAL (150011),2021,Acute Care,Voluntary non-profit - Private,119.0,40.563853,-85.665139,IN,-0.8819,-0.2851,1.8154,-1.4868,-0.4389,-0.6192,-0.3161,No
1001,SAINT JOSEPH REGIONAL MEDICAL CENTER (150012),2021,Acute Care,Voluntary non-profit - Private,286.0,41.704501,-86.174459,IN,-0.9405,0.0213,0.0704,0.8817,-0.1578,0.4456,0.0535,No
1002,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY (150015),2021,Acute Care,Voluntary non-profit - Church,160.0,,,IN,1.1359,1.5049,-1.0256,-1.4868,-0.3982,-1.4899,-0.2933,No
1003,LUTHERAN HOSPITAL OF INDIANA (150017),2021,Acute Care,Proprietary,389.0,41.037374,-85.245885,IN,-0.0258,-0.2915,-0.1334,-0.7606,0.6853,1.6471,0.1869,No
1004,ELKHART GENERAL HOSPITAL (150018),2021,Acute Care,Government - Local,261.0,41.678761,-85.991833,IN,-0.3293,-0.6753,-0.5264,-0.9003,-0.4611,1.4599,-0.2387,No
1005,PARKVIEW REGIONAL MEDICAL CENTER (150021),2021,Acute Care,Voluntary non-profit - Private,713.0,41.187063,-85.09946,IN,-0.4695,1.1115,-0.7261,-0.513,0.6114,0.9513,0.1609,No
1006,FRANCISCAN HEALTH CRAWFORDSVILLE (150022),2021,Acute Care,Voluntary non-profit - Church,42.0,40.066073,-86.908085,IN,,0.0762,,,,-0.116,-0.0199,No
1007,UNION HOSPITAL INC (150023),2021,Acute Care,Voluntary non-profit - Other,278.0,39.484862,-87.407085,IN,-0.5156,-0.2657,-0.0668,-0.6228,-0.1079,-0.1983,-0.2962,No
1008,ESKENAZI HEALTH (150024),2021,Acute Care,Government - Local,325.0,39.78053,-86.17345,IN,-0.4318,0.5761,0.3263,0.621,2.0795,-0.286,0.4808,Yes
1009,GOSHEN HOSPITAL (150026),2021,Acute Care,Voluntary non-profit - Private,118.0,41.564326,-85.829995,IN,-0.75,0.202,-0.905,0.6042,2.0795,-0.1602,0.1784,No
1010,HENRY COUNTY MEMORIAL HOSPITAL (150030),2021,Acute Care,Government - Local,61.0,39.942474,-85.36501,IN,-0.1074,-0.6785,-1.3958,,,-0.0798,-0.5654,No
1011,ST MARY MEDICAL CENTER INC (150034),2021,Acute Care,Voluntary non-profit - Private,198.0,41.512654,-87.258902,IN,-0.6684,0.6116,-0.8218,-0.58,0.1084,-0.028,-0.2297,No
1012,NORTHWEST HEALTH - PORTER (150035),2021,Acute Care,Proprietary,251.0,41.55007,-87.051316,IN,-0.2874,0.6503,-0.15,-1.228,-1.1878,0.3457,-0.3095,No
1013,HANCOCK REGIONAL HOSPITAL (150037),2021,Acute Care,Government - Local,88.0,39.794952,-85.769604,IN,0.15,-1.0107,,1.5259,-0.707,-0.3571,-0.0798,No
1014,GOOD SAMARITAN HOSPITAL (150042),2021,Acute Care,Voluntary non-profit - Other,187.0,38.67292,-87.534213,IN,1.588,0.6051,0.9668,-0.3715,-0.1042,-0.4636,0.3701,Yes
1015,BAPTIST HEALTH FLOYD (150044),2021,Acute Care,Government - Local,221.0,38.300506,-85.83508,IN,-0.1744,-0.3076,-0.6637,0.1387,-0.4112,0.4185,-0.1666,No
1016,DEKALB HEALTH (150045),2021,Acute Care,Voluntary non-profit - Private,49.0,41.367669,-85.035573,IN,,-0.7946,,,2.0795,-0.352,0.311,No
1017,TERRE HAUTE REGIONAL HOSPITAL (150046),2021,Acute Care,Proprietary,195.0,39.419624,-87.406837,IN,-0.8086,0.1697,2.1897,0.5856,-0.8124,-0.8303,0.0823,No
1018,ST JOSEPH HOSPITAL (150047),2021,Acute Care,Proprietary,136.0,41.078891,-85.148873,IN,-1.2168,-0.5205,-0.8405,-0.5428,,1.5193,-0.3202,No
1019,REID HOSPITAL & HEALTH CARE SERVICES (150048),2021,Acute Care,Voluntary non-profit - Private,220.0,39.86303,-84.887765,IN,-0.2204,0.5696,0.3887,-0.5409,-1.2506,2.3824,0.2215,No
1020,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL (150051),2021,Acute Care,Voluntary non-profit - Private,266.0,39.161402,-86.540528,IN,0.5854,0.0858,0.214,-1.0436,2.0795,-0.7773,0.1906,No
1021,INDIANA UNIVERSITY HEALTH (150056),2021,Acute Care,Voluntary non-profit - Private,1296.0,39.790571,-86.165259,IN,-0.1953,-0.1173,-0.0231,0.2132,0.5596,0.3146,0.1253,No
1022,FRANCISCAN HEALTH MOORESVILLE (150057),2021,Acute Care,Voluntary non-profit - Church,87.0,39.609322,-86.356098,IN,-0.1011,-0.6044,,,1.4139,-1.5047,-0.1991,No
1023,MEMORIAL HOSPITAL OF SOUTH BEND (150058),2021,Acute Care,Voluntary non-profit - Private,445.0,41.683711,-86.25057,IN,-0.3104,-0.6237,-0.6263,-0.2002,0.4357,0.1387,-0.1977,No
1024,RIVERVIEW HEALTH (150059),2021,Acute Care,Government - Local,153.0,40.047026,-86.024081,IN,0.2694,0.5342,0.7921,-0.0977,2.0795,-1.0895,0.4146,Yes
1025,DAVIESS COMMUNITY HOSPITAL (150061),2021,Acute Care,Voluntary non-profit - Other,74.0,38.658695,-87.160319,IN,,0.0439,,,,-0.3014,-0.1287,No
1026,SCHNECK MEDICAL CENTER (150065),2021,Acute Care,Government - Local,89.0,38.956734,-85.891356,IN,-1.5517,2.0113,-0.6325,-0.0605,-0.3169,-1.0282,-0.2631,No
1027,KING'S DAUGHTERS' HEALTH (150069),2021,Acute Care,Voluntary non-profit - Private,78.0,,,IN,-1.0326,-0.814,-1.3958,,-1.4855,-0.0864,-0.9628,No
1028,MEMORIAL HOSPITAL (150072),2021,Acute Care,Government - Local,64.0,40.762465,-86.361246,IN,-1.5517,2.0113,,,-1.4855,-0.2367,-0.3156,No
