,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Thrombolytic Therapy (STK_4 - Stroke Care),Thrombolytic Therapy (STK_4 - Stroke Care) (Sample),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment) (Sample)
339,GLENDALE ADVENTIST MEDICAL CENTER (050239),2016,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,92.0,26.0,31.0,383.0,93.0,81.0,68.0,53.0,,,,,76.0,3998.0,0.0,39.0,99.0,497.0,,,3.0,57369.0,7.0,29.0,,,,,205.0,707.0,208.0,354.0,347.0,708.0,46.0,139.0,2.0,373.0,100.0,37.0,96.0,50.0
340,DOMINICAN HOSPITAL (050242),2016,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,,,14.0,407.0,96.0,74.0,96.0,67.0,,,100.0,12.0,97.0,2552.0,0.0,12.0,100.0,557.0,,,1.0,51259.0,,,,,,,128.0,814.0,147.0,367.0,301.0,815.0,32.0,159.0,0.0,33.0,100.0,20.0,100.0,18.0
341,DESERT REGIONAL MEDICAL CENTER (050243),2016,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,,,31.0,411.0,96.0,145.0,90.0,84.0,,,,,85.0,3045.0,0.0,38.0,94.0,539.0,,,1.0,74234.0,,,,,,,139.0,732.0,144.0,411.0,300.0,736.0,70.0,232.0,3.0,90.0,100.0,20.0,100.0,76.0
342,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2016,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,,,28.0,271.0,82.0,72.0,96.0,28.0,,,75.0,16.0,77.0,4684.0,0.0,16.0,94.0,510.0,,,3.0,92757.0,,,,,,,290.0,478.0,185.0,329.0,523.0,495.0,60.0,173.0,8.0,101.0,,,97.0,62.0
343,NATIVIDAD MEDICAL CENTER (050248),2016,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,100.0,26.0,33.0,599.0,99.0,178.0,98.0,43.0,,,,,70.0,1988.0,,,97.0,414.0,,,3.0,12422.0,24.0,28.0,,,,,100.0,395.0,151.0,556.0,331.0,395.0,59.0,159.0,1.0,112.0,,,,
344,MARSHALL MEDICAL CENTER (050254),2016,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,97.0,109.0,48.0,394.0,97.0,91.0,100.0,159.0,93.0,15.0,89.0,18.0,88.0,1801.0,,,95.0,515.0,,,1.0,34961.0,7.0,112.0,15.0,15.0,,,74.0,810.0,160.0,364.0,325.0,819.0,74.0,132.0,5.0,39.0,,,,
345,GOOD SAMARITAN HOSPITAL (050257),2016,Acute Care,Proprietary,109.0,35.412258,-119.039498,CA,,,,,,,,,,,,,85.0,596.0,,,95.0,441.0,,,,,,,,,,,,,,,,,,,,,,,100.0,11.0
346,SIERRA VIEW MEDICAL CENTER (050261),2016,Acute Care,Voluntary non-profit - Private,163.0,36.069573,-119.027274,CA,100.0,14.0,49.0,641.0,87.0,122.0,91.0,55.0,,,,,96.0,1242.0,,,94.0,540.0,,,5.0,46925.0,12.0,14.0,,,,,120.0,722.0,197.0,615.0,421.0,723.0,79.0,91.0,2.0,55.0,,,,
347,RONALD REAGAN U C L A MEDICAL CENTER (050262),2016,Acute Care,Government - State,454.0,34.063939,-118.445411,CA,,,55.0,378.0,84.0,98.0,100.0,74.0,,,,,83.0,7250.0,0.0,68.0,98.0,500.0,,,3.0,50847.0,10.0,12.0,,,,,315.0,343.0,202.0,325.0,501.0,370.0,69.0,114.0,4.0,26.0,100.0,16.0,98.0,56.0
348,REDLANDS COMMUNITY HOSPITAL (050272),2016,Acute Care,Government - Federal,227.0,34.038404,-117.206414,CA,92.0,101.0,35.0,382.0,100.0,55.0,44.0,43.0,,,83.0,23.0,92.0,2168.0,0.0,16.0,85.0,456.0,,,2.0,52306.0,14.0,104.0,,,,,274.0,467.0,190.0,353.0,464.0,472.0,75.0,222.0,4.0,55.0,96.0,24.0,100.0,36.0
349,CONTRA COSTA REGIONAL MEDICAL CENTER (050276),2016,Acute Care,Government - Local,150.0,38.006467,-122.130891,CA,100.0,15.0,72.0,415.0,89.0,35.0,99.0,94.0,,,,,84.0,1730.0,,,91.0,496.0,,,7.0,49197.0,12.0,15.0,,,,,344.0,572.0,194.0,390.0,633.0,573.0,94.0,86.0,0.0,50.0,,,100.0,27.0
350,PROVIDENCE HOLY CROSS MEDICAL CENTER (050278),2016,Acute Care,Voluntary non-profit - Church,374.0,34.279013,-118.459485,CA,100.0,11.0,31.0,384.0,75.0,63.0,82.0,100.0,,,84.0,31.0,68.0,3787.0,0.0,23.0,99.0,474.0,,,1.0,103911.0,5.0,11.0,,,,,103.0,609.0,126.0,372.0,290.0,611.0,45.0,243.0,1.0,99.0,96.0,23.0,100.0,53.0
351,HI-DESERT MEDICAL CENTER (050279),2016,Acute Care,Government - Hospital District or Authority,178.0,34.132676,-116.276709,CA,95.0,84.0,20.0,435.0,,,,,,,,,80.0,721.0,,,74.0,267.0,,,0.0,22840.0,6.0,78.0,,,,,133.0,338.0,191.0,371.0,397.0,331.0,47.0,143.0,3.0,30.0,,,91.0,11.0
352,MERCY MEDICAL CENTER REDDING (050280),2016,Acute Care,Voluntary non-profit - Private,266.0,,,CA,,,12.0,409.0,83.0,86.0,88.0,58.0,,,92.0,25.0,89.0,2797.0,0.0,26.0,99.0,524.0,,,1.0,58008.0,,,,,,,183.0,664.0,162.0,374.0,332.0,668.0,33.0,175.0,4.0,57.0,100.0,14.0,100.0,34.0
353,ALHAMBRA HOSPITAL MEDICAL CENTER (050281),2016,Acute Care,Proprietary,144.0,34.090156,-118.145017,CA,100.0,23.0,21.0,535.0,61.0,75.0,94.0,16.0,,,,,69.0,818.0,,,96.0,598.0,,,1.0,5764.0,10.0,26.0,,,,,40.0,740.0,124.0,519.0,194.0,754.0,55.0,55.0,,,,,,
354,VALLEYCARE MEDICAL CENTER (050283),2016,Acute Care,Voluntary non-profit - Private,211.0,37.692133,-121.880027,CA,100.0,36.0,22.0,421.0,99.0,68.0,100.0,34.0,,,,,96.0,1985.0,,,96.0,623.0,,,1.0,33176.0,7.0,37.0,,,,,102.0,679.0,128.0,394.0,260.0,683.0,58.0,198.0,4.0,73.0,,,100.0,12.0
355,SETON MEDICAL CENTER (050289),2016,Acute Care,Voluntary non-profit - Church,443.0,37.680315,-122.47291,CA,93.0,15.0,34.0,594.0,90.0,42.0,58.0,33.0,,,,,70.0,1879.0,,,93.0,494.0,,,1.0,29615.0,12.0,13.0,,,,,140.0,906.0,114.0,590.0,268.0,918.0,41.0,30.0,8.0,13.0,,,94.0,16.0
356,PROVIDENCE SAINT JOHN'S HEALTH CENTER (050290),2016,Acute Care,Voluntary non-profit - Private,260.0,34.03007,-118.478305,CA,,,30.0,384.0,,,45.0,20.0,,,,,53.0,3073.0,0.0,11.0,75.0,497.0,,,2.0,30994.0,,,,,,,164.0,484.0,194.0,352.0,364.0,484.0,56.0,114.0,2.0,40.0,,,100.0,15.0
357,SUTTER SANTA ROSA REGIONAL HOSPITAL (050291),2016,Acute Care,Voluntary non-profit - Other,92.0,38.496306,-122.750707,CA,100.0,17.0,36.0,405.0,93.0,67.0,100.0,72.0,,,77.0,22.0,70.0,1689.0,,,100.0,457.0,,,1.0,31563.0,12.0,19.0,,,,,135.0,372.0,158.0,380.0,335.0,380.0,72.0,162.0,3.0,165.0,,,93.0,30.0
358,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER (050292),2016,Acute Care,Government - Local,400.0,33.910054,-117.195824,CA,98.0,62.0,59.0,362.0,,,,,,,91.0,22.0,77.0,3623.0,0.0,19.0,97.0,521.0,,,6.0,93321.0,10.0,62.0,,,49.0,23.0,319.0,610.0,235.0,303.0,670.0,615.0,110.0,172.0,2.0,41.0,92.0,25.0,96.0,46.0
359,MERCY HOSPITAL (050295),2016,Acute Care,Voluntary non-profit - Other,226.0,35.373323,-119.027386,CA,99.0,143.0,16.0,401.0,98.0,62.0,100.0,62.0,,,71.0,17.0,67.0,3230.0,0.0,12.0,100.0,481.0,,,5.0,88910.0,10.0,158.0,,,,,470.0,630.0,179.0,357.0,713.0,632.0,29.0,288.0,0.0,80.0,100.0,11.0,100.0,32.0
360,HAZEL HAWKINS MEMORIAL HOSPITAL (050296),2016,Acute Care,Government - Hospital District or Authority,168.0,36.835122,-121.38662,CA,93.0,57.0,29.0,1069.0,51.0,158.0,,,,,27.0,22.0,80.0,856.0,,,96.0,288.0,,,2.0,19648.0,16.0,58.0,,,,,85.0,475.0,169.0,919.0,273.0,475.0,63.0,87.0,0.0,41.0,,,,
361,BARSTOW COMMUNITY HOSPITAL (050298),2016,Acute Care,Proprietary,33.0,34.893696,-117.0166,CA,100.0,29.0,54.0,421.0,100.0,19.0,100.0,14.0,,,,,87.0,472.0,,,100.0,269.0,,,3.0,33090.0,11.0,32.0,,,,,117.0,435.0,151.0,390.0,369.0,435.0,54.0,55.0,2.0,64.0,,,,
362,ST MARY MEDICAL CENTER (050300),2016,Acute Care,Voluntary non-profit - Private,210.0,34.542046,-117.265602,CA,90.0,166.0,25.0,403.0,11.0,27.0,76.0,25.0,,,38.0,32.0,85.0,1837.0,25.0,16.0,97.0,490.0,,,2.0,76457.0,5.0,175.0,,,,,354.0,787.0,214.0,368.0,551.0,791.0,86.0,168.0,1.0,83.0,,,92.0,64.0
363,UKIAH VALLEY MEDICAL CENTER (050301),2016,Acute Care,Voluntary non-profit - Church,50.0,39.153019,-123.2038,CA,99.0,67.0,17.0,383.0,92.0,146.0,91.0,164.0,,,50.0,12.0,59.0,952.0,,,80.0,315.0,,,1.0,26605.0,21.0,67.0,,,,,105.0,395.0,112.0,358.0,231.0,449.0,51.0,89.0,0.0,23.0,,,93.0,15.0
364,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP (050305),2016,Acute Care,Voluntary non-profit - Private,423.0,37.856488,-122.257329,CA,94.0,17.0,42.0,405.0,95.0,65.0,97.0,60.0,,,,,89.0,3320.0,,,99.0,425.0,,,3.0,53507.0,14.0,19.0,,,,,206.0,355.0,200.0,368.0,382.0,355.0,79.0,53.0,1.0,414.0,,,95.0,20.0
365,EL CAMINO HOSPITAL (050308),2016,Acute Care,Government - Hospital District or Authority,448.0,37.369341,-122.077933,CA,,,14.0,1291.0,32.0,135.0,91.0,246.0,,,79.0,19.0,78.0,5582.0,0.0,20.0,95.0,474.0,,,2.0,50588.0,,,,,,,101.0,455.0,164.0,1218.0,306.0,455.0,58.0,373.0,0.0,118.0,92.0,40.0,89.0,46.0
366,SUTTER ROSEVILLE MEDICAL CENTER (050309),2016,Acute Care,Voluntary non-profit - Other,330.0,,,CA,79.0,14.0,42.0,411.0,,,100.0,11.0,,,,,75.0,3226.0,3.0,34.0,98.0,528.0,,,6.0,79268.0,11.0,14.0,,,,,186.0,738.0,201.0,391.0,389.0,741.0,82.0,298.0,2.0,248.0,100.0,23.0,99.0,102.0
367,SUTTER TRACY COMMUNITY HOSPITAL (050313),2016,Acute Care,Voluntary non-profit - Private,80.0,37.744232,-121.43494,CA,,,37.0,410.0,77.0,125.0,94.0,118.0,,,100.0,17.0,88.0,871.0,,,100.0,387.0,,,2.0,35737.0,,,,,,,65.0,597.0,133.0,393.0,232.0,597.0,58.0,187.0,0.0,78.0,,,,
368,KERN MEDICAL CENTER (050315),2016,Acute Care,Voluntary non-profit - Other,221.0,35.380964,-118.967546,CA,,,78.0,303.0,95.0,268.0,100.0,577.0,,,,,61.0,2051.0,0.0,22.0,65.0,454.0,,,0.0,40391.0,,,,,,,518.0,452.0,211.0,348.0,828.0,473.0,92.0,297.0,9.0,81.0,,,,
369,HIGHLAND HOSPITAL (050320),2016,Acute Care,Government - Hospital District or Authority,416.0,37.799234,-122.231199,CA,,,56.0,352.0,,,,,,,,,84.0,2578.0,0.0,28.0,93.0,486.0,,,0.0,77078.0,,,,,,,318.0,812.0,180.0,318.0,592.0,812.0,42.0,48.0,0.0,36.0,,,84.0,31.0
370,SCRIPPS MEMORIAL HOSPITAL LA JOLLA (050324),2016,Acute Care,Voluntary non-profit - Other,361.0,32.8855,-117.223022,CA,100.0,24.0,15.0,407.0,97.0,72.0,96.0,73.0,,,83.0,12.0,89.0,4383.0,0.0,46.0,99.0,488.0,,,1.0,37614.0,8.0,27.0,,,,,100.0,472.0,157.0,369.0,236.0,472.0,36.0,123.0,2.0,82.0,100.0,39.0,,
371,LOMA LINDA UNIVERSITY MEDICAL CENTER (050327),2016,Acute Care,Voluntary non-profit - Private,571.0,34.049482,-117.261122,CA,92.0,40.0,73.0,382.0,89.0,75.0,92.0,79.0,,,,,78.0,17130.0,0.0,66.0,98.0,568.0,,,6.0,75011.0,5.0,42.0,,,,,420.0,700.0,330.0,369.0,696.0,703.0,103.0,196.0,,,,,91.0,85.0
372,CORONA REGIONAL MEDICAL CENTER (050329),2016,Acute Care,Proprietary,238.0,33.873327,-117.566768,CA,98.0,43.0,36.0,406.0,94.0,32.0,100.0,63.0,,,64.0,58.0,61.0,1260.0,,,88.0,577.0,,,3.0,46345.0,12.0,48.0,,,,,266.0,880.0,182.0,383.0,555.0,890.0,87.0,295.0,0.0,73.0,,,100.0,33.0
373,SALINAS VALLEY MEMORIAL HOSPITAL (050334),2016,Acute Care,Voluntary non-profit - Other,247.0,36.659979,-121.646327,CA,,,44.0,410.0,100.0,15.0,100.0,11.0,,,,,85.0,2268.0,,,99.0,483.0,,,2.0,58455.0,,,,,,,102.0,640.0,161.0,402.0,263.0,641.0,56.0,192.0,1.0,162.0,100.0,15.0,,
374,SONORA REGIONAL MEDICAL CENTER (050335),2016,Acute Care,Voluntary non-profit - Church,152.0,37.976728,-120.369442,CA,98.0,98.0,22.0,382.0,100.0,65.0,100.0,68.0,,,83.0,12.0,86.0,1726.0,,,95.0,397.0,,,1.0,34293.0,14.0,105.0,,,,,168.0,647.0,188.0,354.0,370.0,648.0,65.0,109.0,7.0,30.0,,,97.0,31.0
375,LODI MEMORIAL HOSPITAL (050336),2016,Acute Care,Voluntary non-profit - Other,200.0,38.121634,-121.285787,CA,99.0,76.0,42.0,406.0,,,,,,,74.0,43.0,86.0,1738.0,,,97.0,515.0,,,3.0,44328.0,7.0,83.0,,,67.0,21.0,137.0,889.0,183.0,379.0,326.0,890.0,40.0,151.0,0.0,45.0,,,96.0,28.0
376,PIONEERS MEMORIAL HEALTHCARE DISTRICT (050342),2016,Acute Care,Government - Hospital District or Authority,107.0,32.959947,-115.552723,CA,97.0,68.0,10.0,412.0,100.0,46.0,,,,,,,68.0,1089.0,,,87.0,454.0,,,1.0,48171.0,12.0,71.0,,,,,342.0,555.0,156.0,386.0,569.0,555.0,49.0,187.0,3.0,61.0,,,27.0,11.0
377,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER (050348),2016,Acute Care,Government - Local,415.0,33.780111,-117.894303,CA,93.0,15.0,34.0,347.0,73.0,70.0,100.0,49.0,,,,,96.0,9060.0,0.0,79.0,97.0,514.0,,,3.0,49577.0,14.0,16.0,,,,,216.0,536.0,240.0,347.0,482.0,536.0,67.0,147.0,0.0,23.0,96.0,49.0,100.0,69.0
378,BEVERLY HOSPITAL (050350),2016,Acute Care,Voluntary non-profit - Private,211.0,34.016032,-118.100526,CA,83.0,18.0,62.0,360.0,,,,,,,,,75.0,1230.0,27.0,15.0,94.0,482.0,,,3.0,29635.0,3.0,17.0,,,,,137.0,648.0,268.0,354.0,444.0,664.0,83.0,149.0,5.0,62.0,,,78.0,41.0
379,TORRANCE MEMORIAL MEDICAL CENTER (050351),2016,Acute Care,Voluntary non-profit - Other,505.0,33.812644,-118.34375,CA,70.0,20.0,46.0,856.0,41.0,56.0,100.0,26.0,,,,,95.0,5844.0,6.0,17.0,98.0,595.0,,,2.0,77618.0,6.0,22.0,,,,,119.0,809.0,169.0,813.0,337.0,810.0,73.0,239.0,1.0,98.0,79.0,29.0,79.0,47.0
380,BARTON MEMORIAL HOSPITAL (050352),2016,Acute Care,Voluntary non-profit - Private,112.0,38.912337,-119.997711,CA,98.0,60.0,29.0,375.0,10.0,83.0,23.0,75.0,,,75.0,12.0,88.0,1150.0,,,100.0,248.0,,,1.0,21474.0,8.0,53.0,,,,,102.0,290.0,125.0,343.0,259.0,291.0,59.0,199.0,0.0,22.0,,,,
381,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE (050353),2016,Acute Care,Voluntary non-profit - Church,442.0,33.837577,-118.35708,CA,98.0,49.0,24.0,406.0,85.0,104.0,92.0,105.0,,,61.0,18.0,59.0,4348.0,0.0,20.0,100.0,520.0,,,2.0,78961.0,6.0,54.0,,,,,181.0,793.0,250.0,383.0,452.0,794.0,64.0,262.0,0.0,78.0,86.0,14.0,100.0,55.0
382,GOLETA VALLEY COTTAGE HOSPITAL (050357),2016,Acute Care,Voluntary non-profit - Other,55.0,34.433699,-119.809322,CA,90.0,61.0,27.0,400.0,,,,,,,,,91.0,952.0,,,100.0,311.0,,,2.0,20508.0,8.0,67.0,,,,,98.0,208.0,118.0,364.0,278.0,208.0,28.0,123.0,,,,,,
383,TULARE REGIONAL MEDICAL CENTER (050359),2016,Acute Care,Government - Hospital District or Authority,110.0,,,CA,100.0,17.0,64.0,493.0,0.0,240.0,14.0,50.0,,,,,66.0,714.0,,,83.0,654.0,,,7.0,34825.0,16.0,18.0,,,,,105.0,643.0,153.0,518.0,312.0,646.0,82.0,68.0,3.0,30.0,,,,
384,MARIN GENERAL HOSPITAL (050360),2016,Acute Care,Government - Local,258.0,37.948884,-122.535897,CA,,,17.0,400.0,100.0,91.0,100.0,64.0,,,71.0,17.0,95.0,1993.0,0.0,15.0,91.0,507.0,,,1.0,37236.0,,,,,,,122.0,680.0,146.0,376.0,308.0,687.0,62.0,196.0,0.0,37.0,100.0,16.0,63.0,35.0
385,NORTHBAY MEDICAL CENTER (050367),2016,Acute Care,Voluntary non-profit - Other,183.0,38.261108,-122.048104,CA,96.0,71.0,19.0,1544.0,,,,,,,77.0,31.0,93.0,3180.0,0.0,14.0,95.0,599.0,,,3.0,71474.0,0.0,75.0,,,,,164.0,925.0,163.0,1477.0,367.0,926.0,42.0,194.0,0.0,110.0,100.0,11.0,95.0,37.0
386,LAC+USC MEDICAL CENTER (050373),2016,Acute Care,Government - Local,669.0,34.059872,-118.210308,CA,,,3.0,395.0,,,,,,,,,64.0,10043.0,14.0,14.0,89.0,501.0,,,4.0,120055.0,,,,,,,174.0,839.0,361.0,370.0,631.0,853.0,72.0,160.0,15.0,27.0,,,94.0,52.0
387,LAC/HARBOR-UCLA MED CENTER (050376),2016,Acute Care,Government - Local,433.0,33.831583,-118.294546,CA,,,45.0,383.0,,,,,,,,,79.0,5115.0,0.0,17.0,88.0,515.0,,,11.0,107033.0,,,,,,,204.0,675.0,308.0,358.0,662.0,678.0,72.0,191.0,6.0,32.0,,,89.0,47.0
388,PACIFICA HOSPITAL OF THE VALLEY (050378),2016,Acute Care,Proprietary,231.0,34.241134,-118.395669,CA,,,56.0,87.0,,,,,,,,,73.0,858.0,,,91.0,481.0,,,2.0,15213.0,,,,,,,109.0,463.0,150.0,77.0,227.0,466.0,47.0,77.0,4.0,114.0,,,,
389,GOOD SAMARITAN HOSPITAL (050380),2016,Acute Care,Proprietary,357.0,37.251104,-121.946563,CA,,,4.0,505.0,93.0,28.0,,,,,,,72.0,3572.0,4.0,23.0,100.0,486.0,,,0.0,54753.0,,,,,,,118.0,611.0,125.0,482.0,252.0,663.0,31.0,245.0,0.0,79.0,100.0,21.0,100.0,49.0
390,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS (050382),2016,Acute Care,Proprietary,491.0,34.089947,-117.893666,CA,98.0,93.0,55.0,404.0,91.0,233.0,82.0,200.0,,,77.0,31.0,58.0,3851.0,0.0,14.0,79.0,480.0,,,3.0,91495.0,8.0,95.0,,,45.0,25.0,169.0,641.0,170.0,374.0,420.0,640.0,58.0,307.0,5.0,621.0,81.0,16.0,95.0,37.0
391,HEMET VALLEY MEDICAL CENTER (050390),2016,Acute Care,Government - State,359.0,33.75122,-116.959859,CA,94.0,105.0,70.0,372.0,,,,,,,,,50.0,1497.0,12.0,17.0,93.0,519.0,,,4.0,55015.0,16.0,104.0,,,56.0,12.0,172.0,646.0,200.0,357.0,450.0,646.0,106.0,99.0,7.0,46.0,,,90.0,21.0
392,PIH HOSPITAL - DOWNEY (050393),2016,Acute Care,Voluntary non-profit - Private,192.0,33.935563,-118.131703,CA,98.0,98.0,105.0,386.0,96.0,200.0,83.0,168.0,,,,,77.0,1690.0,,,97.0,534.0,,,7.0,55293.0,5.0,95.0,,,34.0,21.0,146.0,412.0,232.0,404.0,441.0,487.0,125.0,191.0,4.0,147.0,,,96.0,28.0
393,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA (050394),2016,Acute Care,Voluntary non-profit - Private,216.0,34.274184,-119.257238,CA,,,43.0,389.0,79.0,102.0,64.0,100.0,,,53.0,17.0,76.0,2711.0,5.0,22.0,88.0,468.0,,,2.0,48652.0,,,,,,,153.0,474.0,185.0,377.0,336.0,479.0,65.0,83.0,2.0,294.0,100.0,15.0,69.0,58.0
394,SANTA BARBARA COTTAGE HOSPITAL (050396),2016,Acute Care,Voluntary non-profit - Private,377.0,34.429483,-119.723077,CA,,,43.0,401.0,70.0,102.0,78.0,69.0,,,,,89.0,4129.0,0.0,17.0,98.0,517.0,,,2.0,49930.0,,,,,,,111.0,608.0,185.0,352.0,301.0,608.0,42.0,158.0,2.0,41.0,86.0,22.0,95.0,21.0
395,COALINGA REGIONAL MEDICAL CENTER (050397),2016,Acute Care,Government - Hospital District or Authority,136.0,36.151517,-120.342089,CA,88.0,34.0,16.0,455.0,,,,,,,,,95.0,297.0,,,76.0,84.0,,,2.0,9547.0,15.0,35.0,,,,,63.0,128.0,120.0,379.0,297.0,128.0,60.0,64.0,,,,,,
396,CHINESE HOSPITAL (050407),2016,Acute Care,Voluntary non-profit - Private,64.0,37.795695,-122.40925,CA,,,12.0,875.0,54.0,169.0,55.0,141.0,,,,,74.0,571.0,,,87.0,292.0,,,1.0,6827.0,,,,,,,69.0,491.0,137.0,846.0,208.0,491.0,54.0,36.0,,,,,,
397,KAISER FOUNDATION HOSPITAL - SOUTH BAY (050411),2016,Acute Care,Voluntary non-profit - Other,257.0,33.788623,-118.294366,CA,,,,,,,,,,,,,95.0,3514.0,0.0,28.0,98.0,1204.0,,,,,,,,,,,104.0,1246.0,,,380.0,1248.0,,,1.0,146.0,92.0,13.0,98.0,88.0
398,MERCY HOSPITAL OF FOLSOM (050414),2016,Acute Care,Voluntary non-profit - Private,106.0,38.671125,-121.145833,CA,100.0,97.0,4.0,408.0,90.0,77.0,98.0,96.0,90.0,20.0,92.0,37.0,82.0,1312.0,,,99.0,529.0,,,0.0,45355.0,3.0,102.0,24.0,20.0,,,128.0,829.0,149.0,370.0,386.0,832.0,24.0,171.0,0.0,49.0,,,97.0,39.0
399,SUTTER COAST HOSPITAL (050417),2016,Acute Care,Government - Hospital District or Authority,49.0,41.772698,-124.194144,CA,100.0,87.0,40.0,392.0,98.0,60.0,100.0,70.0,76.0,17.0,62.0,13.0,86.0,407.0,,,100.0,250.0,,,3.0,21508.0,10.0,91.0,27.0,17.0,,,170.0,425.0,153.0,377.0,399.0,425.0,65.0,117.0,6.0,36.0,,,100.0,14.0
400,PALO VERDE HOSPITAL (050423),2016,Acute Care,Government - Federal,46.0,33.61245,-114.595479,CA,76.0,42.0,9.0,404.0,18.0,17.0,75.0,12.0,,,,,60.0,201.0,,,87.0,204.0,,,7.0,10518.0,29.0,41.0,,,,,83.0,335.0,201.0,339.0,365.0,345.0,56.0,77.0,30.0,30.0,,,,
401,SCRIPPS GREEN HOSPITAL (050424),2016,Acute Care,Voluntary non-profit - Private,161.0,32.897124,-117.241854,CA,,,,,94.0,106.0,96.0,75.0,,,,,90.0,2466.0,0.0,16.0,100.0,621.0,,,,,,,,,,,,,,,,,,,,,,,100.0,31.0
402,KAISER FOUNDATION HOSPITAL - SACRAMENTO (050425),2016,Acute Care,Voluntary non-profit - Private,281.0,38.602162,-121.392238,CA,,,,,,,,,,,,,83.0,5648.0,0.0,32.0,96.0,593.0,,,,,,,,,,,52.0,712.0,,,304.0,713.0,,,,,100.0,16.0,100.0,43.0
