,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care),Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care) (Sample),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample)
2284,MIDWEST MEDICAL CENTER (141302),2018,Critical Access,Voluntary non-profit - Private,82.0,42.446622,-90.456972,IL,,,,,,,,,,,,,,,,,,,,,41.0,140.0,,,,,,,,,,,,,46.0,77.0,,,173.0,77.0,,,,
2285,MIDWEST MEDICAL CENTER (141302),2018,Critical Access,Voluntary non-profit - Private,82.0,42.446622,-90.456972,IL,,,,,,,,,,,,,,,,,56.0,288.0,,,41.0,140.0,,,,,,,,,,,,,44.0,92.0,,,170.0,92.0,,,,
2286,WARNER HOSPITAL AND HEALTH SERVICES (141303),2018,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL,,,,,,,,,,,,,,,,,96.0,180.0,,,,,,,1.0,5539.0,,,,,,,,,,,,,,,,,,
2287,WARNER HOSPITAL AND HEALTH SERVICES (141303),2018,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL,,,,,,,,,,,,,,,,,98.0,193.0,,,,,,,1.0,5539.0,,,,,,,,,,,,,,,,,,
2288,"GENESIS MEDICAL CENTER, ALEDO (141304)",2018,Critical Access,Voluntary non-profit - Private,22.0,41.20508,-90.758485,IL,,,100.0,51.0,10.0,328.0,100.0,18.0,100.0,25.0,,,,,,,99.0,782.0,,,97.0,70.0,,,1.0,3592.0,3.0,59.0,,,,,,,28.0,90.0,91.0,278.0,151.0,106.0,40.0,41.0,,
2289,"GENESIS MEDICAL CENTER, ALEDO (141304)",2018,Critical Access,Voluntary non-profit - Private,22.0,41.20508,-90.758485,IL,,,100.0,47.0,10.0,331.0,100.0,18.0,100.0,25.0,,,,,,,99.0,630.0,,,97.0,70.0,,,1.0,3592.0,3.0,52.0,,,,,,,28.0,78.0,90.0,284.0,152.0,93.0,39.0,38.0,,
2290,MEMORIAL HOSPITAL (141305),2018,Critical Access,Voluntary non-profit - Private,22.0,40.409306,-91.111319,IL,,,,,21.0,234.0,,,,,,,,,,,99.0,305.0,,,,,,,,,,,,,,,,,,,122.0,227.0,,,60.0,51.0,,
2291,MEMORIAL HOSPITAL (141305),2018,Critical Access,Voluntary non-profit - Private,22.0,40.409306,-91.111319,IL,,,,,21.0,178.0,,,,,,,,,,,99.0,295.0,,,,,,,,,,,,,,,,,,,116.0,172.0,,,52.0,33.0,,
2292,COMMUNITY MEMORIAL HOSPITAL (141306),2018,Critical Access,Voluntary non-profit - Private,25.0,39.015339,-89.78989,IL,,,,,,,,,,,,,,,,,78.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,COMMUNITY MEMORIAL HOSPITAL (141306),2018,Critical Access,Voluntary non-profit - Private,25.0,39.015339,-89.78989,IL,,,,,,,,,,,,,,,,,80.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,PINCKNEYVILLE COMMUNITY HOSPITAL (141307),2018,Critical Access,Government - Hospital District or Authority,21.0,38.08023,-89.368631,IL,,,96.0,24.0,17.0,214.0,,,,,,,,,,,,,,,94.0,118.0,,,,,4.0,25.0,,,,,260.0,13.0,65.0,247.0,124.0,119.0,254.0,251.0,68.0,13.0,,
2295,PINCKNEYVILLE COMMUNITY HOSPITAL (141307),2018,Critical Access,Government - Hospital District or Authority,21.0,38.08023,-89.368631,IL,,,93.0,30.0,18.0,298.0,,,,,,,,,,,100.0,312.0,,,94.0,118.0,,,,,5.0,31.0,,,,,264.0,18.0,71.0,274.0,128.0,178.0,258.0,278.0,68.0,15.0,,
2296,WASHINGTON COUNTY HOSPITAL* (141308),2018,Critical Access,Government - Hospital District or Authority,50.0,38.339118,-89.390016,IL,,,100.0,12.0,19.0,952.0,,,,,,,,,,,99.0,172.0,,,81.0,36.0,,,1.0,2500.0,10.0,13.0,,,,,190.0,35.0,,,123.0,831.0,,,,,,
2297,WASHINGTON COUNTY HOSPITAL* (141308),2018,Critical Access,Government - Hospital District or Authority,50.0,38.339118,-89.390016,IL,,,100.0,20.0,18.0,898.0,,,,,,,,,,,99.0,162.0,,,81.0,36.0,,,1.0,2500.0,9.0,19.0,,,,,264.0,35.0,,,122.0,774.0,,,58.0,14.0,,
2298,ADVOCATE EUREKA  HOSPITAL (141309),2018,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL,,,88.0,25.0,13.0,398.0,100.0,17.0,98.0,66.0,,,,,,,98.0,157.0,,,100.0,98.0,,,1.0,4218.0,6.0,25.0,,,,,,,31.0,99.0,122.0,363.0,204.0,110.0,34.0,38.0,,
2299,ADVOCATE EUREKA  HOSPITAL (141309),2018,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL,,,87.0,23.0,14.0,398.0,100.0,17.0,98.0,66.0,,,,,,,99.0,207.0,,,100.0,98.0,,,1.0,4218.0,7.0,23.0,,,,,,,35.0,107.0,121.0,370.0,203.0,115.0,39.0,37.0,,
2300,OSF SAINT PAUL MEDICAL CENTER (141310),2018,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL,,,,,,,,,,,,,,,,,75.0,386.0,,,,,,,0.0,6875.0,,,,,,,,,,,,,,,,,7.0,15.0
2301,OSF SAINT PAUL MEDICAL CENTER (141310),2018,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL,,,,,,,,,,,,,,,,,87.0,275.0,,,,,,,0.0,6875.0,,,,,,,,,,,,,,,,,7.0,15.0
2302,FAIRFIELD MEMORIAL HOSPITAL 1 (141311),2018,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL,,,98.0,46.0,22.0,567.0,92.0,131.0,89.0,82.0,,,,,,,74.0,397.0,,,100.0,44.0,,,1.0,9672.0,6.0,46.0,,,,,,,48.0,138.0,118.0,561.0,198.0,138.0,51.0,57.0,,
2303,FAIRFIELD MEMORIAL HOSPITAL 1 (141311),2018,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL,,,98.0,52.0,22.0,654.0,92.0,131.0,89.0,82.0,,,,,,,95.0,418.0,,,100.0,44.0,,,1.0,9672.0,6.0,53.0,,,,,,,50.0,218.0,114.0,647.0,198.0,218.0,50.0,54.0,,
2304,MASON DISTRICT HOSPITAL (141313),2018,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL,,,98.0,44.0,18.0,356.0,83.0,18.0,90.0,58.0,,,,,,,93.0,318.0,,,98.0,99.0,,,0.0,4738.0,6.0,46.0,,,,,80.0,12.0,33.0,169.0,72.0,325.0,158.0,170.0,23.0,31.0,,
2305,MASON DISTRICT HOSPITAL (141313),2018,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL,,,94.0,54.0,17.0,390.0,83.0,18.0,90.0,58.0,,,,,,,96.0,327.0,,,98.0,99.0,,,0.0,4738.0,7.0,56.0,,,,,93.0,11.0,33.0,152.0,73.0,355.0,158.0,153.0,26.0,36.0,,
2306,ILLINI COMMUNITY HOSPITAL (141315),2018,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL,,,93.0,75.0,29.0,344.0,,,,,,,,,,,96.0,271.0,,,98.0,213.0,,,,,5.0,78.0,,,,,222.0,17.0,43.0,222.0,116.0,339.0,234.0,222.0,46.0,77.0,,
2307,ILLINI COMMUNITY HOSPITAL (141315),2018,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL,,,99.0,87.0,30.0,332.0,,,,,,,,,64.0,14.0,96.0,257.0,,,98.0,213.0,,,,,5.0,87.0,,,,,222.0,15.0,43.0,239.0,124.0,341.0,228.0,239.0,43.0,82.0,,
2308,HOOPESTON COMMUNITY MEMORIAL HOSPITAL (141316),2018,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL,,,,,,,,,,,,,,,,,96.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,HOOPESTON COMMUNITY MEMORIAL HOSPITAL (141316),2018,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL,,,,,,,,,,,,,,,,,93.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,GIBSON COMMUNITY HOSPITAL (141317),2018,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL,,,,,,,,,,,,,,,,,87.0,928.0,,,86.0,435.0,,,0.0,6239.0,,,,,,,,,75.0,215.0,,,247.0,218.0,,,,
2311,GIBSON COMMUNITY HOSPITAL (141317),2018,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL,,,,,,,,,,,,,,,,,91.0,970.0,,,86.0,435.0,,,0.0,6239.0,,,,,,,,,72.0,195.0,,,242.0,197.0,,,,
2312,OSF HOLY FAMILY MEDICAL CENTER (141318),2018,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL,,,100.0,42.0,11.0,287.0,,,,,,,,,91.0,11.0,88.0,327.0,,,100.0,54.0,,,,,12.0,45.0,,,,,208.0,18.0,50.0,89.0,116.0,178.0,200.0,137.0,36.0,37.0,,
2313,OSF HOLY FAMILY MEDICAL CENTER (141318),2018,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL,,,100.0,48.0,11.0,327.0,,,,,,,,,92.0,12.0,96.0,328.0,,,100.0,54.0,,,,,13.0,49.0,,,,,200.0,17.0,48.0,104.0,101.0,228.0,200.0,146.0,38.0,46.0,,
2314,HAMMOND HENRY HOSPITAL (141319),2018,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL,,,,,,,,,,,,,,,92.0,12.0,93.0,664.0,,,57.0,268.0,,,,,,,,,,,,,57.0,392.0,,,200.0,392.0,,,,
2315,HAMMOND HENRY HOSPITAL (141319),2018,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL,,,,,,,,,,,,,,,91.0,11.0,67.0,673.0,,,57.0,268.0,,,,,,,,,,,,,55.0,427.0,,,204.0,427.0,,,,
2316,PARIS COMMUNITY HOSPITAL (141320),2018,Critical Access,Voluntary non-profit - Other,25.0,39.606712,-87.678311,IL,,,100.0,15.0,19.0,192.0,,,,,,,,,,,72.0,601.0,,,99.0,268.0,,,,,8.0,16.0,,,,,,,52.0,272.0,86.0,174.0,170.0,272.0,46.0,27.0,,
2317,PARIS COMMUNITY HOSPITAL (141320),2018,Critical Access,Voluntary non-profit - Other,25.0,39.606712,-87.678311,IL,,,100.0,26.0,20.0,288.0,,,,,,,,,,,67.0,651.0,,,99.0,268.0,,,,,7.0,27.0,,,,,,,51.0,379.0,89.0,261.0,165.0,379.0,45.0,38.0,,
2318,FRANKLIN HOSPITAL (141321),2018,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL,,,100.0,31.0,14.0,248.0,,,,,,,,,,,98.0,224.0,,,64.0,73.0,,,2.0,6510.0,7.0,33.0,,,,,183.0,24.0,70.0,75.0,107.0,212.0,312.0,75.0,29.0,49.0,,
2319,FRANKLIN HOSPITAL (141321),2018,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL,,,98.0,40.0,12.0,248.0,,,,,,,,,,,94.0,218.0,,,64.0,73.0,,,2.0,6510.0,7.0,42.0,,,,,210.0,24.0,76.0,123.0,116.0,217.0,305.0,123.0,28.0,48.0,,
2320,ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),2018,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL,,,97.0,30.0,13.0,384.0,,,,,,,,,82.0,11.0,98.0,448.0,,,100.0,248.0,,,1.0,17197.0,5.0,30.0,,,,,180.0,16.0,57.0,321.0,101.0,327.0,251.0,322.0,40.0,135.0,,
2321,ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),2018,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL,,,,,14.0,384.0,,,,,,,,,77.0,13.0,93.0,388.0,,,100.0,248.0,,,1.0,17197.0,,,,,,,182.0,17.0,60.0,333.0,101.0,330.0,251.0,334.0,38.0,98.0,,
2322,MASSAC MEMORIAL HOSPITAL (141323),2018,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL,,,88.0,57.0,16.0,358.0,,,,,,,,,,,54.0,259.0,,,82.0,198.0,,,1.0,9121.0,7.0,60.0,,,,,158.0,14.0,,,100.0,301.0,,,37.0,35.0,,
2323,MASSAC MEMORIAL HOSPITAL (141323),2018,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL,,,92.0,52.0,16.0,412.0,,,,,,,,,,,59.0,245.0,,,82.0,198.0,,,1.0,9121.0,6.0,54.0,,,,,158.0,28.0,,,104.0,336.0,,,35.0,33.0,,
2324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS (141324),2018,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL,,,,,,,,,,,,,,,,,72.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,FERRELL HOSPITAL COMMUNITY FOUNDATIONS (141324),2018,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL,,,,,,,,,,,,,,,,,52.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,OSF SAINT LUKES MEDICAL CENTER (141325),2018,Critical Access,Voluntary non-profit - Church,25.0,41.222163,-89.947769,IL,,,,,,,,,,,,,,,,,95.0,338.0,,,99.0,199.0,,,,,,,,,,,,,59.0,422.0,,,206.0,422.0,,,,
2327,OSF SAINT LUKES MEDICAL CENTER (141325),2018,Critical Access,Voluntary non-profit - Church,25.0,41.222163,-89.947769,IL,73.0,11.0,,,,,,,,,,,,,,,97.0,369.0,,,99.0,199.0,,,,,,,,,,,,,61.0,456.0,,,210.0,456.0,,,,
2328,HAMILTON MEMORIAL HOSPITAL DISTRICT (141326),2018,Critical Access,Government - Hospital District or Authority,25.0,38.087916,-88.541234,IL,,,,,,,,,,,,,,,,,,,,,78.0,211.0,,,,,,,,,,,,,68.0,353.0,,,216.0,353.0,,,,
2329,HAMILTON MEMORIAL HOSPITAL DISTRICT (141326),2018,Critical Access,Government - Hospital District or Authority,25.0,38.087916,-88.541234,IL,8.0,13.0,,,,,,,,,,,,,,,,,,,78.0,211.0,,,,,,,,,,,,,71.0,365.0,,,215.0,365.0,,,,
2330,WABASH GENERAL HOSPITAL 1 (141327),2018,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL,,,100.0,66.0,2.0,404.0,,,,,,,,,,,94.0,416.0,,,97.0,274.0,,,1.0,6603.0,4.0,77.0,,,,,,,45.0,259.0,104.0,273.0,208.0,259.0,45.0,58.0,,
2331,WABASH GENERAL HOSPITAL 1 (141327),2018,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL,,,100.0,77.0,2.0,402.0,,,,,,,,,,,96.0,453.0,,,97.0,274.0,,,1.0,6603.0,5.0,85.0,,,,,,,46.0,246.0,106.0,263.0,214.0,246.0,45.0,57.0,,
2332,MORRISON COMMUNITY HOSPITAL (141329),2018,Critical Access,Government - Hospital District or Authority,38.0,41.809131,-89.956574,IL,,,,,0.0,124.0,,,,,,,,,,,,,,,,,,,1.0,2099.0,,,,,,,548.0,18.0,,,189.0,38.0,,,,,,
2333,MORRISON COMMUNITY HOSPITAL (141329),2018,Critical Access,Government - Hospital District or Authority,38.0,41.809131,-89.956574,IL,,,,,6.0,135.0,,,,,,,,,,,99.0,170.0,,,,,,,1.0,2099.0,,,,,,,629.0,23.0,42.0,22.0,164.0,40.0,174.0,32.0,,,,
2334,HOPEDALE HOSPITAL (141330),2018,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL,,,82.0,11.0,18.0,241.0,,,,,,,,,,,74.0,419.0,,,55.0,60.0,,,,,,,,,,,,,20.0,72.0,75.0,239.0,157.0,83.0,33.0,25.0,,
2335,HOPEDALE HOSPITAL (141330),2018,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL,,,,,17.0,230.0,,,,,,,,,,,,,,,55.0,60.0,,,,,,,,,,,,,18.0,74.0,80.0,231.0,156.0,85.0,38.0,18.0,,
2336,MARSHALL BROWNING HOSPITAL (141331),2018,Critical Access,Voluntary non-profit - Private,25.0,38.024441,-89.2368,IL,,,100.0,31.0,5.0,210.0,,,,,,,,,,,91.0,394.0,,,,,,,,,4.0,33.0,,,,,118.0,13.0,,,110.0,166.0,,,49.0,23.0,,
2337,MARSHALL BROWNING HOSPITAL (141331),2018,Critical Access,Voluntary non-profit - Private,25.0,38.024441,-89.2368,IL,,,100.0,45.0,7.0,312.0,,,,,,,,,,,83.0,389.0,,,,,,,,,4.0,48.0,,,,,138.0,20.0,,,111.0,251.0,,,44.0,32.0,,
2338,HILLSBORO AREA HOSPITAL (141332),2018,Critical Access,Voluntary non-profit - Private,25.0,39.153672,-89.481508,IL,,,91.0,53.0,26.0,398.0,,,,,,,,,,,97.0,276.0,,,93.0,134.0,,,0.0,5411.0,6.0,58.0,,,,,249.0,19.0,90.0,187.0,132.0,346.0,296.0,51.0,36.0,39.0,,
2339,HILLSBORO AREA HOSPITAL (141332),2018,Critical Access,Voluntary non-profit - Private,25.0,39.153672,-89.481508,IL,,,87.0,52.0,26.0,399.0,,,,,,,,,,,97.0,284.0,,,93.0,134.0,,,0.0,5411.0,6.0,56.0,,,,,215.0,20.0,88.0,172.0,133.0,334.0,270.0,89.0,53.0,35.0,,
2340,SARAH D CULBERTSON MEMORIAL HOSPITAL (141333),2018,Critical Access,Government - Hospital District or Authority,25.0,40.117944,-90.563587,IL,,,,,,,,,,,,,,,,,75.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,SARAH D CULBERTSON MEMORIAL HOSPITAL (141333),2018,Critical Access,Government - Hospital District or Authority,25.0,40.117944,-90.563587,IL,,,,,,,,,,,,,,,,,83.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,ST JOSEPH MEMORIAL HOSPITAL (141334),2018,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL,69.0,35.0,96.0,48.0,23.0,415.0,90.0,72.0,96.0,171.0,,,,,,,100.0,309.0,,,98.0,178.0,,,1.0,9502.0,9.0,50.0,,,,,158.0,22.0,66.0,367.0,138.0,361.0,285.0,370.0,35.0,41.0,,
2343,ST JOSEPH MEMORIAL HOSPITAL (141334),2018,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL,71.0,42.0,95.0,58.0,23.0,411.0,90.0,72.0,96.0,171.0,,,,,,,100.0,285.0,,,98.0,178.0,,,1.0,9502.0,10.0,59.0,,,,,166.0,18.0,66.0,339.0,139.0,357.0,280.0,341.0,35.0,33.0,,
2344,MERCY HARVARD HOSPITAL (141335),2018,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL,,,98.0,46.0,17.0,619.0,93.0,75.0,100.0,83.0,,,,,,,98.0,186.0,,,97.0,190.0,,,0.0,5678.0,8.0,48.0,,,,,337.0,31.0,56.0,316.0,108.0,468.0,211.0,317.0,35.0,27.0,,
2345,MERCY HARVARD HOSPITAL (141335),2018,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL,,,92.0,49.0,17.0,605.0,93.0,75.0,100.0,83.0,,,,,,,98.0,203.0,,,97.0,190.0,,,0.0,5678.0,8.0,50.0,,,60.0,11.0,359.0,23.0,58.0,300.0,110.0,469.0,214.0,301.0,41.0,31.0,,
2346,ST JOSEPH'S HOSPITAL (141336),2018,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL,98.0,54.0,,,,,,,,,,,,,,,76.0,412.0,,,100.0,267.0,,,,,,,,,,,,,,,,,,,,,,
2347,ST JOSEPH'S HOSPITAL (141336),2018,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL,95.0,77.0,,,,,,,,,,,,,,,76.0,405.0,,,100.0,267.0,,,,,,,,,,,,,,,,,,,,,,
2348,PERRY MEMORIAL HOSPITAL (141337),2018,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL,,,100.0,50.0,16.0,474.0,100.0,82.0,,,,,,,,,,,,,95.0,301.0,,,1.0,8552.0,5.0,53.0,,,,,133.0,26.0,,,94.0,435.0,,,28.0,54.0,,
2349,PERRY MEMORIAL HOSPITAL (141337),2018,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL,11.0,19.0,100.0,42.0,12.0,496.0,100.0,82.0,,,,,,,,,95.0,441.0,,,95.0,301.0,,,1.0,8552.0,4.0,44.0,,,,,140.0,23.0,,,96.0,459.0,,,30.0,71.0,,
2350,MEMORIAL HOSPITAL (141338),2018,Critical Access,Government - Hospital District or Authority,25.0,37.918529,-89.812888,IL,,,90.0,30.0,14.0,408.0,,,,,,,,,,,60.0,405.0,,,99.0,211.0,,,1.0,4018.0,10.0,32.0,,,,,236.0,22.0,45.0,83.0,127.0,353.0,220.0,86.0,36.0,15.0,,
2351,MEMORIAL HOSPITAL (141338),2018,Critical Access,Government - Hospital District or Authority,25.0,37.918529,-89.812888,IL,,,91.0,22.0,15.0,404.0,,,,,,,,,,,98.0,412.0,,,99.0,211.0,,,1.0,4018.0,10.0,25.0,,,,,230.0,21.0,45.0,176.0,123.0,349.0,221.0,184.0,60.0,18.0,,
2352,TAYLORVILLE MEMORIAL HOSPITAL (141339),2018,Critical Access,Voluntary non-profit - Private,32.0,39.553753,-89.293754,IL,,,91.0,112.0,18.0,384.0,,,,,,,,,74.0,19.0,98.0,442.0,,,98.0,297.0,,,1.0,14690.0,3.0,116.0,,,,,196.0,12.0,55.0,381.0,108.0,336.0,235.0,381.0,25.0,135.0,,
2353,TAYLORVILLE MEMORIAL HOSPITAL (141339),2018,Critical Access,Voluntary non-profit - Private,32.0,39.553753,-89.293754,IL,,,89.0,107.0,18.0,384.0,,,,,,,,,62.0,16.0,97.0,506.0,,,98.0,297.0,,,1.0,14690.0,4.0,111.0,,,31.0,11.0,177.0,13.0,52.0,386.0,109.0,335.0,230.0,386.0,23.0,107.0,,
2354,VALLEY WEST COMMUNITY HOSPITAL (141340),2018,Critical Access,Voluntary non-profit - Private,25.0,41.657133,-88.62192,IL,69.0,13.0,98.0,65.0,11.0,444.0,82.0,11.0,96.0,27.0,,,,,69.0,13.0,97.0,356.0,,,100.0,238.0,,,0.0,7774.0,10.0,73.0,,,,,311.0,17.0,70.0,321.0,111.0,399.0,223.0,321.0,25.0,58.0,0.0,23.0
2355,VALLEY WEST COMMUNITY HOSPITAL (141340),2018,Critical Access,Voluntary non-profit - Private,25.0,41.657133,-88.62192,IL,69.0,16.0,99.0,67.0,12.0,445.0,82.0,11.0,96.0,27.0,,,,,71.0,14.0,98.0,414.0,,,100.0,238.0,,,0.0,7774.0,8.0,73.0,,,,,244.0,17.0,74.0,310.0,111.0,398.0,229.0,310.0,24.0,59.0,0.0,22.0
2356,PANA COMMUNITY HOSPITAL (141341),2018,Critical Access,Voluntary non-profit - Private,22.0,39.380296,-89.084213,IL,,,,,,,,,,,,,,,,,97.0,269.0,,,,,,,1.0,7974.0,,,,,,,,,,,,,,,,,,
2357,PANA COMMUNITY HOSPITAL (141341),2018,Critical Access,Voluntary non-profit - Private,22.0,39.380296,-89.084213,IL,,,,,,,,,,,,,,,,,95.0,269.0,,,,,,,1.0,7974.0,,,,,,,,,,,,,,,,,,
2358,UNION COUNTY HOSPITAL (141342),2018,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL,53.0,17.0,95.0,57.0,19.0,430.0,100.0,22.0,100.0,26.0,,,,,,,75.0,219.0,,,96.0,218.0,,,1.0,8010.0,8.0,62.0,,,,,218.0,18.0,67.0,396.0,117.0,364.0,236.0,396.0,53.0,71.0,,
2359,UNION COUNTY HOSPITAL (141342),2018,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL,46.0,26.0,92.0,66.0,18.0,430.0,100.0,22.0,100.0,26.0,,,,,,,92.0,236.0,,,96.0,218.0,,,1.0,8010.0,5.0,72.0,,,,,218.0,24.0,72.0,391.0,112.0,358.0,237.0,391.0,58.0,72.0,,
