,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Thrombolytic Therapy (STK_4 - Stroke Care),Thrombolytic Therapy (STK_4 - Stroke Care) (Sample),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment) (Sample)
440,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER (050570),2017,Acute Care,Proprietary,400.0,33.715435,-117.937012,CA,95.0,56.0,25.0,480.0,100.0,19.0,,,,,56.0,16.0,45.0,3767.0,0.0,19.0,99.0,514.0,,,2.0,53946.0,9.0,61.0,,,,,177.0,605.0,186.0,441.0,351.0,605.0,57.0,185.0,1.0,151.0,100.0,38.0,100.0,13.0
441,EISENHOWER MEDICAL CENTER (050573),2017,Acute Care,Proprietary,370.0,33.764852,-116.408085,CA,81.0,31.0,67.0,407.0,99.0,99.0,100.0,73.0,,,,,82.0,5024.0,,,75.0,605.0,,,3.0,81201.0,8.0,35.0,,,,,140.0,902.0,217.0,387.0,354.0,903.0,92.0,319.0,,,98.0,45.0,98.0,56.0
442,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER (050575),2017,Acute Care,Voluntary non-profit - Private,111.0,,,CA,95.0,43.0,43.0,347.0,98.0,671.0,48.0,671.0,,,,,71.0,531.0,,,86.0,274.0,,,4.0,9609.0,8.0,43.0,,,,,78.0,498.0,152.0,326.0,305.0,507.0,69.0,33.0,,,,,,
443,LA PALMA INTERCOMMUNITY HOSPITAL (050580),2017,Acute Care,Proprietary,140.0,33.847585,-118.03725,CA,,,34.0,596.0,,,,,,,,,82.0,752.0,,,81.0,318.0,,,5.0,17535.0,,,,,,,82.0,544.0,161.0,561.0,273.0,545.0,56.0,111.0,3.0,63.0,,,,
444,LAKEWOOD REGIONAL MEDICAL CENTER (050581),2017,Acute Care,Proprietary,170.0,33.860223,-118.148749,CA,95.0,62.0,60.0,456.0,90.0,143.0,43.0,42.0,,,96.0,26.0,76.0,1520.0,,,93.0,601.0,,,1.0,55090.0,9.0,64.0,,,,,176.0,994.0,190.0,427.0,376.0,995.0,94.0,194.0,,,91.0,23.0,96.0,23.0
445,CHINO VALLEY MEDICAL CENTER (050586),2017,Acute Care,Proprietary,120.0,34.026351,-117.685988,CA,100.0,42.0,29.0,401.0,,,,,,,50.0,12.0,81.0,942.0,,,99.0,530.0,,,3.0,11679.0,0.0,51.0,,,,,84.0,1165.0,140.0,383.0,237.0,1165.0,68.0,243.0,,,,,,
446,SAN DIMAS COMMUNITY HOSPITAL (050588),2017,Acute Care,Proprietary,77.0,34.099423,-117.835006,CA,100.0,33.0,16.0,419.0,100.0,17.0,,,,,,,84.0,853.0,,,98.0,287.0,,,4.0,18312.0,3.0,38.0,,,,,67.0,481.0,138.0,382.0,224.0,484.0,85.0,114.0,2.0,49.0,,,,
447,PLACENTIA LINDA HOSPITAL (050589),2017,Acute Care,Proprietary,114.0,33.886612,-117.842096,CA,97.0,116.0,7.0,499.0,86.0,416.0,85.0,405.0,,,,,77.0,905.0,,,99.0,361.0,,,1.0,30260.0,7.0,120.0,,,41.0,18.0,63.0,605.0,143.0,466.0,224.0,606.0,40.0,190.0,,,,,,
448,METHODIST HOSPITAL OF SACRAMENTO (050590),2017,Acute Care,Voluntary non-profit - Other,320.0,38.464232,-121.416333,CA,98.0,86.0,15.0,409.0,97.0,72.0,100.0,71.0,,,87.0,23.0,85.0,2144.0,0.0,13.0,98.0,501.0,,,1.0,70380.0,10.0,85.0,,,,,222.0,693.0,165.0,370.0,429.0,694.0,31.0,161.0,2.0,50.0,40.0,20.0,100.0,29.0
449,FOOTHILL PRESBYTERIAN HOSPITAL (050597),2017,Acute Care,Voluntary non-profit - Private,105.0,34.133196,-117.872534,CA,100.0,75.0,40.0,405.0,93.0,134.0,93.0,167.0,,,,,46.0,1056.0,,,78.0,495.0,,,2.0,34329.0,12.0,75.0,,,33.0,19.0,192.0,774.0,172.0,371.0,400.0,774.0,58.0,204.0,1.0,141.0,,,,
450,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER (050599),2017,Acute Care,Voluntary non-profit - Other,598.0,38.554375,-121.457535,CA,,,24.0,371.0,96.0,96.0,100.0,96.0,,,,,91.0,15610.0,7.0,56.0,76.0,501.0,,,11.0,78632.0,,,,,,,308.0,681.0,305.0,313.0,581.0,681.0,108.0,258.0,0.0,33.0,100.0,17.0,100.0,103.0
451,SADDLEBACK MEMORIAL MEDICAL CENTER (050603),2017,Acute Care,Voluntary non-profit - Private,281.0,33.607762,-117.708258,CA,90.0,31.0,22.0,591.0,74.0,34.0,89.0,27.0,,,75.0,16.0,83.0,3724.0,0.0,12.0,98.0,496.0,,,2.0,52791.0,5.0,33.0,,,,,105.0,623.0,145.0,553.0,342.0,623.0,54.0,263.0,8.0,39.0,95.0,40.0,100.0,23.0
452,KAISER FOUNDATION HOSPITAL-SAN JOSE (050604),2017,Acute Care,Voluntary non-profit - Other,237.0,37.239327,-121.802084,CA,,,,,,,,,,,,,93.0,4768.0,0.0,20.0,98.0,498.0,,,,,,,,,,,58.0,503.0,,,297.0,503.0,,,2.0,120.0,100.0,26.0,100.0,76.0
453,DELANO REGIONAL MEDICAL CENTER (050608),2017,Acute Care,Proprietary,156.0,35.761418,-119.238878,CA,93.0,42.0,14.0,387.0,5.0,42.0,69.0,13.0,,,,,77.0,942.0,,,95.0,233.0,,,1.0,31976.0,8.0,44.0,,,,,68.0,247.0,149.0,362.0,312.0,248.0,66.0,150.0,3.0,60.0,,,,
454,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE (050609),2017,Acute Care,Voluntary non-profit - Other,456.0,33.854441,-117.84411,CA,,,,,,,,,,,,,86.0,5091.0,0.0,31.0,99.0,1136.0,,,,,,,,,,,96.0,989.0,,,333.0,989.0,,,0.0,293.0,,,99.0,154.0
455,ST JOHNS PLEASANT VALLEY HOSPITAL (050616),2017,Acute Care,Voluntary non-profit - Church,165.0,34.242965,-119.018306,CA,98.0,41.0,5.0,406.0,97.0,67.0,100.0,69.0,,,100.0,14.0,59.0,1110.0,0.0,12.0,100.0,314.0,,,0.0,24814.0,7.0,44.0,,,36.0,16.0,164.0,573.0,132.0,380.0,321.0,574.0,25.0,107.0,,,100.0,13.0,91.0,11.0
456,HENRY MAYO NEWHALL  HOSPITAL (050624),2017,Acute Care,Voluntary non-profit - Private,267.0,34.396342,-118.553143,CA,99.0,197.0,18.0,407.0,72.0,108.0,24.0,42.0,,,68.0,19.0,76.0,2747.0,,,98.0,527.0,,,1.0,65640.0,8.0,202.0,,,,,156.0,860.0,154.0,367.0,356.0,865.0,44.0,316.0,2.0,57.0,100.0,18.0,88.0,17.0
457,CEDARS-SINAI MEDICAL CENTER (050625),2017,Acute Care,Voluntary non-profit - Other,894.0,34.075496,-118.380122,CA,68.0,34.0,58.0,411.0,99.0,619.0,100.0,588.0,,,,,92.0,17177.0,1.0,117.0,89.0,536.0,,,5.0,103729.0,30.0,33.0,,,,,137.0,327.0,262.0,364.0,349.0,327.0,68.0,232.0,2.0,567.0,98.0,49.0,94.0,67.0
458,TWIN CITIES COMMUNITY HOSPITAL (050633),2017,Acute Care,Proprietary,122.0,35.554389,-120.72013,CA,98.0,87.0,37.0,502.0,,,,,,,65.0,23.0,85.0,742.0,,,99.0,477.0,,,1.0,36940.0,11.0,91.0,,,67.0,19.0,133.0,704.0,135.0,475.0,280.0,704.0,52.0,256.0,3.0,91.0,,,100.0,43.0
459,POMERADO HOSPITAL (050636),2017,Acute Care,Government - Hospital District or Authority,236.0,32.996802,-117.057852,CA,96.0,129.0,21.0,388.0,94.0,72.0,96.0,75.0,,,80.0,49.0,94.0,1280.0,,,91.0,464.0,,,2.0,32652.0,12.0,136.0,,,,,109.0,590.0,178.0,345.0,315.0,590.0,68.0,217.0,2.0,46.0,,,94.0,16.0
460,EAST LOS ANGELES DOCTORS HOSPITAL (050641),2017,Acute Care,Proprietary,127.0,34.02393,-118.184285,CA,,,45.0,427.0,33.0,72.0,78.0,23.0,,,,,59.0,609.0,,,92.0,300.0,,,4.0,11492.0,,,,,,,83.0,458.0,184.0,370.0,376.0,469.0,78.0,71.0,3.0,134.0,,,,
461,LOS ANGELES COMMUNITY HOSPITAL (050663),2017,Acute Care,Proprietary,251.0,34.018874,-118.186461,CA,,,25.0,684.0,,,,,,,,,60.0,464.0,,,93.0,548.0,,,2.0,15873.0,,,,,,,96.0,630.0,146.0,623.0,300.0,649.0,69.0,37.0,0.0,14.0,,,86.0,14.0
462,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER (050668),2017,Acute Care,Voluntary non-profit - Other,780.0,37.747824,-122.458636,CA,,,,,,,,,,,,,93.0,324.0,,,96.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
463,KAISER FOUNDATION HOSP SO SACRAMENTO (050674),2017,Acute Care,Voluntary non-profit - Other,222.0,38.471647,-121.423802,CA,,,,,,,,,,,,,86.0,4665.0,4.0,27.0,98.0,499.0,,,,,,,,,,,70.0,549.0,,,362.0,555.0,,,0.0,202.0,100.0,32.0,100.0,51.0
464,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS (050677),2017,Acute Care,Voluntary non-profit - Private,268.0,34.171852,-118.588183,CA,,,,,,,,,,,,,95.0,3504.0,,,98.0,1250.0,,,,,,,,,,,116.0,978.0,,,397.0,978.0,,,1.0,146.0,100.0,13.0,100.0,76.0
465,ORANGE COAST MEMORIAL MEDICAL CENTER (050678),2017,Acute Care,Proprietary,219.0,33.701659,-117.956107,CA,88.0,57.0,11.0,421.0,80.0,93.0,35.0,89.0,,,,,67.0,2570.0,,,89.0,514.0,,,1.0,34594.0,11.0,60.0,,,,,108.0,634.0,133.0,399.0,288.0,635.0,36.0,167.0,4.0,45.0,,,100.0,23.0
466,MENIFEE VALLEY MEDICAL CENTER (050684),2017,Acute Care,Government - Hospital District or Authority,84.0,33.718344,-117.166468,CA,100.0,35.0,46.0,397.0,,,,,,,,,58.0,587.0,,,94.0,273.0,,,3.0,20006.0,22.0,36.0,,,,,138.0,482.0,182.0,378.0,416.0,482.0,74.0,60.0,,,,,,
467,"KAISER FOUNDATION HOSPITAL, RIVERSIDE (050686)",2017,Acute Care,Government - Hospital District or Authority,226.0,33.906505,-117.47071,CA,,,,,,,,,,,,,90.0,3739.0,0.0,17.0,99.0,1131.0,,,,,,,,,,,103.0,825.0,,,330.0,828.0,,,2.0,184.0,94.0,18.0,95.0,87.0
468,SAINT LOUISE REGIONAL HOSPITAL (050688),2017,Acute Care,Voluntary non-profit - Church,72.0,,,CA,96.0,78.0,20.0,384.0,81.0,43.0,56.0,18.0,,,93.0,30.0,90.0,720.0,,,99.0,251.0,,,1.0,28435.0,38.0,83.0,,,,,80.0,407.0,152.0,342.0,250.0,407.0,60.0,74.0,0.0,44.0,,,,
469,SAN RAMON REGIONAL MEDICAL CTR (050689),2017,Acute Care,Proprietary,123.0,37.775988,-121.959274,CA,,,11.0,463.0,93.0,15.0,100.0,17.0,,,97.0,32.0,86.0,1071.0,,,90.0,533.0,,,0.0,4507.0,,,,,,,91.0,631.0,116.0,437.0,201.0,632.0,40.0,158.0,9.0,23.0,85.0,20.0,,
470,KAISER FOUNDATION HOSPITAL-SANTA ROSA (050690),2017,Acute Care,Voluntary non-profit - Other,169.0,38.470217,-122.724316,CA,,,,,,,,,,,,,89.0,2993.0,,,98.0,487.0,,,,,,,,,,,48.0,584.0,,,290.0,589.0,,,0.0,93.0,100.0,13.0,98.0,51.0
471,KECK HOSPITAL OF USC (050696),2017,Acute Care,Voluntary non-profit - Other,334.0,34.062168,-118.203234,CA,,,,,80.0,25.0,,,,,,,87.0,5969.0,0.0,66.0,96.0,565.0,,,,,,,,,,,,,,,,,,,,,,,96.0,25.0
472,PATIENTS' HOSPITAL OF REDDING (050697),2017,Acute Care,Physician,10.0,40.58549,-122.416264,CA,,,,,,,,,,,,,96.0,134.0,,,99.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,
473,SOUTHWEST HEALTHCARE SYSTEM (050701),2017,Acute Care,Proprietary,241.0,33.557832,-117.184346,CA,97.0,270.0,21.0,407.0,,,,,,,71.0,28.0,74.0,3142.0,0.0,29.0,95.0,472.0,,,1.0,93526.0,11.0,284.0,,,65.0,39.0,175.0,708.0,164.0,379.0,400.0,711.0,59.0,307.0,1.0,98.0,88.0,17.0,98.0,61.0
474,MISSION COMMUNITY HOSPITAL (050704),2017,Acute Care,Voluntary non-profit - Private,141.0,34.221494,-118.456802,CA,100.0,13.0,12.0,339.0,,,,,,,,,50.0,1170.0,,,96.0,425.0,,,4.0,19897.0,0.0,13.0,,,,,204.0,541.0,127.0,307.0,303.0,555.0,56.0,42.0,,,,,,
475,FRESNO SURGICAL HOSPITAL (050708),2017,Acute Care,Proprietary,28.0,36.824644,-119.781416,CA,,,,,,,,,,,,,85.0,591.0,,,92.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,
476,DESERT VALLEY HOSPITAL (050709),2017,Acute Care,Proprietary,142.0,34.470911,-117.297099,CA,97.0,30.0,72.0,390.0,96.0,24.0,,,,,,,77.0,1658.0,,,95.0,523.0,,,10.0,44105.0,11.0,33.0,,,,,289.0,981.0,181.0,359.0,518.0,984.0,117.0,258.0,0.0,36.0,,,100.0,55.0
477,KAISER FOUNDATION HOSPITAL - FRESNO (050710),2017,Acute Care,Voluntary non-profit - Private,169.0,36.84278,-119.783436,CA,,,,,,,,,,,,,90.0,2471.0,,,99.0,509.0,,,,,,,,,,,55.0,637.0,,,300.0,637.0,,,1.0,129.0,100.0,22.0,100.0,50.0
478,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ (050714),2017,Acute Care,Voluntary non-profit - Private,30.0,36.987865,-121.97818,CA,,,,,97.0,282.0,95.0,391.0,,,,,81.0,517.0,,,99.0,188.0,,,,,,,,,,,,,,,,,,,1.0,93.0,,,,
479,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR (050717),2017,Acute Care,Government - Local,234.0,,,CA,,,,,,,,,,,,,62.0,2358.0,,,56.0,272.0,,,,,,,,,,,,,,,,,,,,,,,100.0,15.0
480,KAISER FOUNDATION HOSPITAL - BALDWIN PARK (050723),2017,Acute Care,Voluntary non-profit - Other,259.0,34.064642,-117.984646,CA,,,,,,,,,,,,,97.0,3530.0,,,99.0,1171.0,,,,,,,,,,,98.0,1164.0,,,370.0,1166.0,,,0.0,202.0,100.0,25.0,100.0,84.0
481,BAKERSFIELD HEART HOSPITAL (050724),2017,Acute Care,Proprietary,47.0,35.386106,-119.040847,CA,71.0,31.0,34.0,319.0,,,,,,,,,86.0,756.0,,,93.0,331.0,,,5.0,13176.0,5.0,27.0,,,,,304.0,571.0,154.0,283.0,558.0,573.0,102.0,34.0,,,,,100.0,12.0
482,STANISLAUS SURGICAL HOSPITAL (050726),2017,Acute Care,Proprietary,23.0,37.664558,-120.957516,CA,,,,,100.0,116.0,100.0,99.0,,,,,83.0,351.0,,,98.0,263.0,100.0,123.0,,,,,,,,,,,,,,,,,,,,,,
483,COMMUNITY HOSPITAL OF LONG BEACH (050727),2017,Acute Care,Voluntary non-profit - Private,154.0,,,CA,93.0,72.0,30.0,459.0,,,,,,,,,74.0,970.0,,,81.0,323.0,,,3.0,27121.0,19.0,78.0,,,,,140.0,658.0,171.0,398.0,368.0,658.0,64.0,100.0,,,,,,
484,WHITTIER HOSPITAL MEDICAL CENTER (050735),2017,Acute Care,Proprietary,178.0,33.950748,-118.005114,CA,99.0,90.0,14.0,373.0,100.0,134.0,100.0,96.0,,,,,94.0,1407.0,,,97.0,427.0,,,4.0,31537.0,6.0,95.0,,,,,84.0,474.0,155.0,341.0,274.0,476.0,28.0,125.0,0.0,70.0,,,100.0,22.0
485,MONTEREY PARK HOSPITAL (050736),2017,Acute Care,Proprietary,101.0,34.049769,-118.138751,CA,100.0,40.0,10.0,401.0,100.0,72.0,,,,,,,76.0,574.0,,,99.0,441.0,,,3.0,18567.0,10.0,44.0,,,,,75.0,406.0,66.0,374.0,195.0,406.0,24.0,134.0,3.0,111.0,,,100.0,27.0
486,GARFIELD MEDICAL CENTER (050737),2017,Acute Care,Proprietary,210.0,34.067864,-118.122906,CA,100.0,17.0,24.0,405.0,100.0,81.0,19.0,62.0,,,94.0,16.0,81.0,1755.0,,,98.0,435.0,,,1.0,29343.0,8.0,19.0,,,,,115.0,511.0,121.0,383.0,228.0,511.0,63.0,80.0,1.0,239.0,100.0,33.0,,
487,GREATER EL MONTE COMMUNITY HOSPITAL (050738),2017,Acute Care,Voluntary non-profit - Private,118.0,34.048705,-118.042452,CA,96.0,28.0,18.0,411.0,,,,,,,,,80.0,974.0,,,94.0,312.0,,,3.0,16708.0,14.0,29.0,,,,,165.0,451.0,130.0,358.0,325.0,452.0,51.0,99.0,0.0,73.0,,,,
488,CENTINELA HOSPITAL MEDICAL CENTER (050739),2017,Acute Care,Proprietary,349.0,33.949086,-118.348214,CA,100.0,73.0,66.0,421.0,,,,,,,,,85.0,1912.0,,,100.0,533.0,,,7.0,66144.0,0.0,80.0,,,,,213.0,1097.0,224.0,373.0,376.0,1099.0,97.0,193.0,3.0,31.0,,,100.0,43.0
489,MARINA DEL REY HOSPITAL (050740),2017,Acute Care,Proprietary,98.0,33.981732,-118.440154,CA,100.0,156.0,29.0,383.0,,,,,,,,,92.0,990.0,0.0,20.0,97.0,378.0,,,3.0,27197.0,3.0,164.0,,,46.0,21.0,154.0,493.0,140.0,318.0,293.0,493.0,53.0,122.0,,,,,,
490,OLYMPIA MEDICAL CENTER (050742),2017,Acute Care,Proprietary,204.0,34.057527,-118.359857,CA,100.0,80.0,22.0,851.0,100.0,89.0,100.0,68.0,,,,,80.0,1053.0,,,97.0,516.0,,,1.0,28330.0,15.0,83.0,,,,,140.0,927.0,118.0,745.0,305.0,927.0,38.0,142.0,,,,,,
491,ANAHEIM GLOBAL MEDICAL CENTER (050744),2017,Acute Care,Proprietary,185.0,33.820566,-117.909002,CA,95.0,22.0,19.0,378.0,,,,,,,,,81.0,906.0,,,64.0,252.0,,,5.0,16814.0,3.0,23.0,,,,,150.0,235.0,144.0,320.0,316.0,242.0,44.0,82.0,1.0,109.0,,,,
492,CHAPMAN GLOBAL MEDICAL CENTER (050745),2017,Acute Care,Proprietary,112.0,33.787878,-117.827058,CA,92.0,25.0,21.0,362.0,,,,,,,,,48.0,779.0,,,93.0,291.0,,,2.0,9706.0,10.0,26.0,,,,,142.0,234.0,125.0,297.0,350.0,236.0,46.0,56.0,,,,,,
493,ORANGE COUNTY GLOBAL MEDICAL CENTER (050746),2017,Acute Care,Proprietary,246.0,33.753636,-117.834209,CA,90.0,69.0,17.0,373.0,98.0,94.0,100.0,16.0,,,,,84.0,1905.0,,,85.0,435.0,,,2.0,27891.0,10.0,78.0,,,,,120.0,642.0,146.0,330.0,234.0,647.0,56.0,165.0,1.0,70.0,86.0,29.0,,
494,SOUTH COAST GLOBAL MEDICAL CENTER (050747),2017,Acute Care,Proprietary,177.0,33.710692,-117.88541,CA,93.0,29.0,27.0,359.0,47.0,17.0,,,,,,,83.0,690.0,,,89.0,257.0,,,3.0,21441.0,16.0,28.0,,,68.0,12.0,60.0,244.0,120.0,354.0,215.0,249.0,46.0,84.0,2.0,55.0,,,,
495,KAISER FOUNDATION HOSPITAL MANTECA (050748),2017,Acute Care,Voluntary non-profit - Private,238.0,37.797371,-121.246183,CA,,,,,,,,,,,,,87.0,3320.0,,,98.0,483.0,,,,,,,,,,,71.0,550.0,,,421.0,550.0,,,1.0,179.0,,,100.0,88.0
496,MIRACLE MILE MEDICAL CENTER (050751),2017,Acute Care,Proprietary,17.0,,,CA,,,,,,,,,,,,,90.0,89.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
497,MENLO PARK SURGICAL HOSPITAL (050754),2017,Acute Care,Voluntary non-profit - Private,16.0,37.462043,-122.159517,CA,,,,,,,,,,,,,97.0,129.0,,,99.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
498,SHERMAN OAKS HOSPITAL (050755),2017,Acute Care,Voluntary non-profit - Private,150.0,34.15981,-118.448705,CA,91.0,54.0,6.0,375.0,,,,,,,,,80.0,785.0,,,100.0,486.0,,,1.0,7093.0,7.0,53.0,,,,,116.0,835.0,120.0,316.0,224.0,928.0,49.0,126.0,,,,,,
499,ALVARADO HOSPITAL MEDICAL CENTER (050757),2017,Acute Care,Government - Federal,300.0,32.777136,-117.056602,CA,,,80.0,144.0,,,,,,,,,79.0,1672.0,,,90.0,523.0,,,4.0,26273.0,,,,,,,70.0,650.0,190.0,338.0,255.0,662.0,96.0,31.0,,,100.0,11.0,100.0,12.0
500,MONTCLAIR HOSPITAL MEDICAL CENTER (050758),2017,Acute Care,Voluntary non-profit - Private,103.0,34.077662,-117.696098,CA,,,10.0,371.0,97.0,78.0,,,,,,,85.0,683.0,,,85.0,272.0,,,7.0,23833.0,12.0,12.0,,,,,101.0,395.0,127.0,363.0,234.0,402.0,88.0,126.0,6.0,69.0,,,,
501,KAISER FOUNDATION HOSPITAL - ANTIOCH (050760),2017,Acute Care,Proprietary,138.0,37.949469,-121.774824,CA,,,,,,,,,,,,,87.0,2431.0,,,99.0,490.0,,,,,,,,,,,47.0,471.0,,,306.0,472.0,,,0.0,98.0,97.0,36.0,100.0,51.0
502,PROVIDENCE TARZANA MEDICAL CENTER (050761),2017,Acute Care,Voluntary non-profit - Private,244.0,34.169777,-118.53183,CA,,,13.0,381.0,89.0,63.0,91.0,64.0,,,85.0,26.0,59.0,2625.0,0.0,12.0,99.0,498.0,,,1.0,45591.0,,,,,,,116.0,600.0,114.0,363.0,244.0,600.0,39.0,183.0,3.0,69.0,,,76.0,25.0
503,SILVER LAKE MEDICAL CENTER (050763),2017,Acute Care,Proprietary,218.0,34.06879,-118.26356,CA,,,,,,,,,,,,,69.0,999.0,,,99.0,680.0,,,4.0,10784.0,,,,,,,,,,,,,,,,,,,,
504,SHASTA REGIONAL MEDICAL CENTER (050764),2017,Acute Care,Proprietary,219.0,40.585376,-122.386683,CA,,,31.0,429.0,99.0,78.0,93.0,70.0,,,,,95.0,1412.0,,,99.0,640.0,,,2.0,47896.0,,,,,,,199.0,1071.0,119.0,396.0,359.0,1076.0,58.0,160.0,,,100.0,14.0,97.0,30.0
505,KAISER FOUNDATION HOSPITAL-MORENO VALLEY (050765),2017,Acute Care,Voluntary non-profit - Other,87.0,33.895697,-117.187121,CA,,,,,,,,,,,,,91.0,688.0,,,100.0,1045.0,,,,,,,,,,,57.0,858.0,,,296.0,859.0,,,0.0,112.0,,,98.0,51.0
506,SUTTER SURGICAL HOSPITAL - NORTH VALLEY (050766),2017,Acute Care,Physician,14.0,39.132167,-121.613603,CA,,,,,,,,,,,,,79.0,173.0,,,100.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
507,KAISER FOUNDATION HOSPITAL - VACAVILLE (050767),2017,Acute Care,Proprietary,126.0,38.390073,-121.936776,CA,,,,,,,,,,,,,88.0,2163.0,0.0,14.0,97.0,481.0,,,,,,,,,,,39.0,590.0,,,291.0,593.0,,,2.0,100.0,,,100.0,48.0
508,HOAG ORTHOPEDIC INSTITUTE (050769),2017,Acute Care,Proprietary,70.0,33.66095,-117.774478,CA,,,,,,,,,,,,,93.0,583.0,,,100.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,
509,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA (050770),2017,Acute Care,Proprietary,108.0,33.613435,-117.168923,CA,83.0,48.0,47.0,473.0,52.0,64.0,36.0,238.0,,,50.0,12.0,54.0,1554.0,,,90.0,556.0,,,2.0,44798.0,12.0,65.0,,,,,303.0,683.0,236.0,432.0,527.0,683.0,76.0,161.0,0.0,40.0,,,,
510,COAST PLAZA HOSPITAL (050771),2017,Acute Care,Proprietary,116.0,33.912428,-118.099156,CA,98.0,42.0,36.0,493.0,,,,,,,,,91.0,341.0,,,98.0,289.0,,,2.0,17834.0,14.0,44.0,,,,,93.0,1028.0,100.0,552.0,271.0,1065.0,66.0,44.0,,,,,,
511,KAISER FOUNDATION HOSPITAL - ROSEVILLE (050772),2017,Acute Care,Voluntary non-profit - Private,342.0,38.746698,-121.247166,CA,,,,,,,,,,,,,86.0,5874.0,0.0,17.0,99.0,439.0,,,,,,,,,,,59.0,437.0,,,340.0,438.0,,,1.0,326.0,100.0,21.0,100.0,83.0
