,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
1328,DEACONESS HOSPITAL INC (150082),2019,Acute Care,Voluntary non-profit - Private,525.0,37.983147,-87.570729,IN,0.89,,20.0,22.476,17141.0,0.62,59.0,95.214,133404.0,0.404,21142.0,,8.0,19.783,1.482,11.0,7.423,133404.0,,19.0,0.0,0.224,413.0,15.0,11.698,1.282
1329,ST VINCENT HOSPITAL & HEALTH SERVICES (150084),2019,Acute Care,Voluntary non-profit - Church,807.0,39.911996,-86.196008,IN,0.361,,15.0,41.603,26659.0,0.547,68.0,124.368,173500.0,0.73,37833.0,,32.0,43.821,1.282,19.0,14.823,200007.0,0.332,719.0,2.0,6.029,389.0,2.0,10.298,0.194
1330,HIGHPOINT HEALTH (150086),2019,Acute Care,Government - Local,74.0,39.112922,-84.883951,IN,2.187,,6.0,2.743,3622.0,1.741,12.0,6.892,13107.0,1.094,2549.0,,2.0,1.828,,1.0,0.698,13817.0,,21.0,0.0,0.16,32.0,1.0,0.752,
1331,ST VINCENT ANDERSON REGIONAL HOSPITAL INC (150088),2019,Acute Care,Voluntary non-profit - Private,207.0,40.096257,-85.680467,IN,0.898,,2.0,2.228,3121.0,0.968,16.0,16.521,29090.0,0.421,3412.0,,1.0,2.377,1.351,2.0,1.48,30059.0,,10.0,0.0,0.096,45.0,3.0,1.178,2.547
1332,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL (150089),2019,Acute Care,Voluntary non-profit - Private,332.0,40.197622,-85.414363,IN,0.775,,9.0,11.618,9082.0,0.87,52.0,59.747,81269.0,0.933,10037.0,,10.0,10.714,0.329,3.0,9.111,87293.0,,86.0,0.0,0.764,151.0,6.0,4.15,1.446
1333,FRANCISCAN HEALTH DYER (150090),2019,Acute Care,Voluntary non-profit - Private,158.0,41.494365,-87.524166,IN,1.302,,5.0,3.839,3063.0,1.11,32.0,28.82,34248.0,0.0,2249.0,,0.0,2.446,0.758,2.0,2.637,34808.0,1.363,163.0,2.0,1.467,77.0,0.0,2.063,0.0
1334,PARKVIEW HUNTINGTON HOSPITAL (150091),2019,Acute Care,Voluntary non-profit - Private,36.0,40.905739,-85.490603,IN,,,0.0,0.28,516.0,1.991,4.0,2.009,5817.0,,171.0,,0.0,0.107,,0.0,0.128,6401.0,,5.0,0.0,0.037,,,,
1335,MAJOR HOSPITAL (150097),2019,Acute Care,Government - Local,52.0,39.560017,-85.78397,IN,,,0.0,0.667,1288.0,1.139,10.0,8.778,9635.0,,1053.0,,0.0,0.641,,0.0,0.367,9635.0,,11.0,0.0,0.086,24.0,0.0,0.633,
1336,ST VINCENT EVANSVILLE (150100),2019,Acute Care,Voluntary non-profit - Private,424.0,37.962408,-87.50554,IN,0.411,,3.0,7.295,7043.0,0.541,24.0,44.364,67287.0,1.018,10497.0,,8.0,7.855,0.62,3.0,4.839,75246.0,,58.0,0.0,0.505,203.0,5.0,5.867,0.852
1337,PARKVIEW WHITLEY HOSPITAL (150101),2019,Acute Care,Voluntary non-profit - Private,57.0,41.160261,-85.466571,IN,,,1.0,0.315,593.0,0.452,1.0,2.213,5900.0,,144.0,,0.0,0.089,,0.0,0.143,6748.0,,44.0,0.0,0.388,5.0,1.0,0.11,
1338,STARKE HOSPITAL (150102),2019,Acute Care,Proprietary,39.0,41.288064,-86.621937,IN,,,0.0,0.023,43.0,,1.0,0.523,1763.0,,23.0,,0.0,0.014,,0.0,0.035,1763.0,,,,,,,,
1339,WITHAM HEALTH SERVICES (150104),2019,Acute Care,Government - Local,89.0,40.076909,-86.475209,IN,,,1.0,0.259,494.0,0.357,1.0,2.805,7377.0,,279.0,,0.0,0.173,,0.0,0.24,8178.0,,2.0,0.0,0.021,18.0,0.0,0.492,
1340,FRANCISCAN HEALTH LAFAYETTE (150109),2019,Acute Care,Voluntary non-profit - Church,190.0,40.393845,-86.838378,IN,1.882,,8.0,4.25,5265.0,1.247,39.0,31.285,42822.0,0.795,7621.0,,5.0,6.29,0.888,2.0,2.253,48336.0,,71.0,0.0,0.559,113.0,1.0,2.954,0.339
1341,COLUMBUS REGIONAL HOSPITAL (150112),2019,Acute Care,Government - Local,196.0,39.215872,-85.896854,IN,1.531,,4.0,2.613,3792.0,0.543,14.0,25.777,31019.0,1.484,2879.0,,3.0,2.022,0.669,1.0,1.495,34112.0,,81.0,1.0,0.681,97.0,5.0,2.44,2.049
1342,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY (150113),2019,Acute Care,Voluntary non-profit - Private,135.0,40.130781,-85.691569,IN,1.245,,6.0,4.819,6885.0,1.284,27.0,21.032,25648.0,0.0,4869.0,,0.0,3.376,0.877,1.0,1.14,27421.0,,77.0,1.0,0.666,46.0,1.0,1.253,0.798
1343,MEMORIAL HOSPITAL AND HEALTH CARE CENTER (150115),2019,Acute Care,Voluntary non-profit - Church,149.0,38.393743,-86.941281,IN,,,0.0,0.684,1000.0,0.658,7.0,10.638,17289.0,,766.0,,0.0,0.5,,0.0,0.886,19122.0,,87.0,1.0,0.702,76.0,4.0,1.879,2.129
1344,COMMUNITY HOSPITAL (150125),2019,Acute Care,Voluntary non-profit - Private,447.0,41.549671,-87.505971,IN,1.099,,26.0,23.661,24183.0,0.831,67.0,80.583,93424.0,0.596,19015.0,,9.0,15.106,0.484,2.0,4.131,101632.0,0.532,254.0,1.0,1.88,206.0,3.0,4.927,0.609
1345,FRANCISCAN HEALTH CROWN POINT (150126),2019,Acute Care,Voluntary non-profit - Church,221.0,41.396497,-87.364436,IN,1.253,,9.0,7.183,5809.0,0.914,27.0,29.551,34551.0,0.368,5269.0,,2.0,5.438,1.021,2.0,1.959,40278.0,0.0,157.0,0.0,1.38,110.0,4.0,2.871,1.393
1346,COMMUNITY HOSPITAL SOUTH (150128),2019,Acute Care,Voluntary non-profit - Private,159.0,39.635538,-86.133908,IN,1.496,,5.0,3.343,4204.0,0.61,18.0,29.51,42795.0,1.261,2911.0,,3.0,2.379,1.078,2.0,1.855,48076.0,0.48,233.0,1.0,2.085,86.0,5.0,2.418,2.068
1347,KOSCIUSKO COMMUNITY HOSPITAL (150133),2019,Acute Care,Proprietary,72.0,41.24643,-85.82832,IN,,,0.0,0.556,1025.0,0.442,2.0,4.525,8047.0,,416.0,,0.0,0.262,,0.0,0.266,9136.0,,47.0,0.0,0.384,25.0,0.0,0.587,
1348,PARKVIEW NOBLE HOSPITAL (150146),2019,Acute Care,Voluntary non-profit - Private,31.0,41.448459,-85.29478,IN,,,0.0,0.417,782.0,1.365,3.0,2.197,6540.0,,350.0,,0.0,0.216,,0.0,0.164,7036.0,,4.0,0.0,0.049,3.0,0.0,0.103,
1349,WOMEN'S HOSPITAL THE (150149),2019,Acute Care,Proprietary,74.0,37.973548,-87.449109,IN,,,,,,0.0,0.0,4.544,12354.0,0.782,950.0,,1.0,1.278,,0.0,0.533,26125.0,0.0,568.0,0.0,4.653,7.0,0.0,0.206,
1350,DUPONT HOSPITAL LLC (150150),2019,Acute Care,Proprietary,131.0,41.178689,-85.110603,IN,0.0,,0.0,1.062,1552.0,0.198,2.0,10.082,11639.0,0.736,1407.0,,1.0,1.358,,0.0,0.727,20888.0,,18.0,0.0,0.166,20.0,0.0,0.526,
1351,ST VINCENT HEART CENTER OF INDIANA LLC (150153),2019,Acute Care,Proprietary,107.0,39.938311,-86.158722,IN,0.515,,1.0,1.94,3928.0,0.42,3.0,7.141,19028.0,0.539,7389.0,,3.0,5.567,,0.0,0.423,19028.0,,,,,,,,
1352,ST VINCENT CARMEL HOSPITAL INC (150157),2019,Acute Care,Voluntary non-profit - Church,144.0,39.983065,-86.14716,IN,,,0.0,0.668,957.0,0.28,3.0,10.725,16628.0,,1194.0,,1.0,0.917,,1.0,0.642,20862.0,0.0,193.0,0.0,1.497,100.0,0.0,2.53,0.0
1353,IU HEALTH WEST HOSPITAL (150158),2019,Acute Care,Proprietary,133.0,39.782568,-86.343731,IN,0.699,,1.0,1.431,1977.0,0.422,9.0,21.322,29823.0,0.0,1914.0,,0.0,1.34,0.0,0.0,1.205,32551.0,0.0,133.0,0.0,1.145,49.0,2.0,1.406,1.422
1354,ORTHOINDY HOSPITAL (150160),2019,Acute Care,Physician,38.0,39.906702,-86.266258,IN,,,,,,,0.0,0.775,5157.0,,,,,,,0.0,0.059,5157.0,,,,,,,,
1355,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL (150161),2019,Acute Care,Proprietary,156.0,39.959275,-86.162356,IN,0.594,,1.0,1.683,2072.0,0.346,6.0,17.342,24885.0,1.412,2457.0,,3.0,2.125,0.579,1.0,1.728,33304.0,0.755,157.0,1.0,1.325,118.0,1.0,3.09,0.324
1356,FRANCISCAN HEALTH INDIANAPOLIS (150162),2019,Acute Care,Voluntary non-profit - Church,436.0,39.648365,-86.082674,IN,0.642,,10.0,15.587,14084.0,1.192,80.0,67.125,97404.0,2.352,12251.0,,29.0,12.329,1.374,9.0,6.55,106767.0,1.762,318.0,5.0,2.838,426.0,11.0,11.424,0.963
1357,FRANCISCAN HEALTH MUNSTER (150165),2019,Acute Care,Voluntary non-profit - Private,54.0,41.537258,-87.512328,IN,4.415,,6.0,1.359,2668.0,1.17,19.0,16.244,15611.0,1.199,2769.0,,2.0,1.668,,0.0,0.886,15611.0,,1.0,0.0,0.014,30.0,0.0,0.788,
1358,PINNACLE HOSPITAL (150166),2019,Acute Care,Physician,18.0,41.449118,-87.330069,IN,,,0.0,0.309,567.0,2.662,3.0,1.127,3458.0,,460.0,,0.0,0.268,,0.0,0.061,3458.0,,,,,5.0,1.0,0.13,
1359,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC (150167),2019,Acute Care,Voluntary non-profit - Private,37.0,41.188662,-85.103292,IN,,,,,,,0.0,0.916,5910.0,,,,,,,0.0,0.073,5910.0,,,,,,,,
1360,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR (150168),2019,Acute Care,Proprietary,39.0,41.037352,-85.245918,IN,,,,,,,0.0,0.723,5857.0,,,,,,,0.0,0.07,5857.0,,,,,,,,
1361,COMMUNITY HOSPITAL NORTH (150169),2019,Acute Care,Voluntary non-profit - Private,330.0,39.900033,-86.043072,IN,1.13,,9.0,7.967,9198.0,0.762,46.0,60.386,92173.0,0.922,10065.0,,9.0,9.759,0.236,1.0,4.24,112879.0,1.747,441.0,7.0,4.008,265.0,8.0,7.517,1.064
1362,PHYSICIANS' MEDICAL CENTER LLC (150172),2019,Acute Care,Physician,11.0,38.340032,-85.827064,IN,,,0.0,0.013,38.0,,0.0,0.14,1261.0,,,,,,,0.0,0.014,1261.0,,3.0,0.0,0.023,19.0,0.0,0.538,
1363,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL (150173),2019,Acute Care,Voluntary non-profit - Private,180.0,40.403025,-86.807164,IN,1.183,,2.0,1.691,1591.0,0.649,25.0,38.535,43761.0,0.0,2035.0,,0.0,1.944,0.0,0.0,3.52,50198.0,,90.0,0.0,0.749,108.0,4.0,2.922,1.369
1364,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC (150175),2019,Acute Care,Proprietary,24.0,,,IN,,,2.0,0.572,1044.0,1.262,3.0,2.378,6633.0,,1193.0,,0.0,0.801,,0.0,0.208,6633.0,,,,,,,,
1365,KENTUCKIANA MEDICAL CENTER LLC (150176),2019,Acute Care,Proprietary,42.0,,,IN,,,1.0,0.831,1552.0,,1.0,0.0,2.0,,1342.0,,2.0,0.86,,0.0,0.0,3.0,,,,,11.0,0.0,0.337,
1366,UNITY MEDICAL AND SURGICAL HOSPITAL (150177),2019,Acute Care,Proprietary,29.0,41.700723,-86.176781,IN,,,0.0,0.155,469.0,,0.0,0.151,1340.0,,,,,,,0.0,0.015,1340.0,,,,,,,,
1367,FAIRBANKS (150179),2019,Acute Care,Voluntary non-profit - Private,80.0,39.902814,-86.039284,IN,,,,,,0.0,0.0,2.546,15353.0,,,,,,,0.0,0.315,15353.0,,,,,,,,
1368,ST VINCENT FISHERS HOSPITAL INC (150181),2019,Acute Care,Voluntary non-profit - Private,46.0,39.988852,-85.918844,IN,,,0.0,0.069,142.0,0.822,1.0,1.216,3272.0,,53.0,,0.0,0.031,,0.0,0.09,4105.0,,35.0,0.0,0.262,8.0,0.0,0.152,
1369,FRANCISCAN HEALTH CARMEL (150182),2019,Acute Care,Voluntary non-profit - Church,6.0,,,IN,,,0.0,0.018,37.0,,0.0,0.099,487.0,,10.0,,0.0,0.006,,0.0,0.008,487.0,,,,,,,,
1370,MONROE HOSPITAL (150183),2019,Acute Care,Proprietary,32.0,39.121202,-86.573323,IN,,,1.0,0.476,903.0,,1.0,0.955,4146.0,,409.0,,0.0,0.255,,0.0,0.073,4146.0,,2.0,0.0,0.014,15.0,0.0,0.392,
1371,COMMUNITY HOSPITAL OF BREMEN INC (151300),2019,Critical Access,Voluntary non-profit - Private,24.0,41.45694,-86.157922,IN,,,0.0,0.08,124.0,,0.0,0.493,1434.0,,83.0,,0.0,0.022,,0.0,0.034,1633.0,,,,,,,,
1372,ST VINCENT RANDOLPH HOSPITAL INC (151301),2019,Critical Access,Voluntary non-profit - Private,25.0,40.167877,-84.970394,IN,,,0.0,0.068,104.0,,0.0,0.581,1679.0,,98.0,,0.0,0.026,,0.0,0.044,2111.0,,5.0,0.0,0.047,4.0,0.0,0.126,
1373,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL (151302),2019,Critical Access,Voluntary non-profit - Private,15.0,40.468905,-85.372027,IN,,,,,,,2.0,0.54,2443.0,,,,,,,0.0,0.052,2443.0,,,,,,,,
1374,ST VINCENT JENNINGS HOSPITAL INC (151303),2019,Critical Access,Voluntary non-profit - Church,25.0,39.011259,-85.640374,IN,,,0.0,0.054,83.0,,0.0,0.121,548.0,,23.0,,0.0,0.007,,0.0,0.029,1410.0,,,,,,,,
1375,RUSH MEMORIAL HOSPITAL (151304),2019,Critical Access,Government - Local,24.0,39.621442,-85.444792,IN,,,0.0,0.281,431.0,,0.0,0.308,1397.0,,40.0,,0.0,0.011,,0.0,0.029,1397.0,,,,,,,,
1376,PULASKI MEMORIAL HOSPITAL (151305),2019,Critical Access,Government - Local,25.0,41.057384,-86.595641,IN,,,0.0,0.142,217.0,,1.0,0.996,2191.0,,162.0,,0.0,0.044,,0.0,0.036,1722.0,,,,,18.0,0.0,0.445,
1377,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL (151306),2019,Critical Access,Voluntary non-profit - Private,25.0,38.567698,-86.475188,IN,,,0.0,0.044,67.0,,0.0,0.387,1308.0,,41.0,,0.0,0.012,,0.0,0.028,1351.0,,,,,,,,
1378,ST VINCENT WILLIAMSPORT HOSPITAL INC (151307),2019,Critical Access,Voluntary non-profit - Church,16.0,40.29047,-87.295819,IN,,,0.0,0.229,352.0,,0.0,0.805,2942.0,,225.0,,0.0,0.062,,0.0,0.061,2942.0,,,,,,,,
1379,ST VINCENT MERCY HOSPITAL (151308),2019,Critical Access,Voluntary non-profit - Church,23.0,40.27602,-85.844005,IN,,,0.0,0.091,140.0,,0.0,0.648,1643.0,,59.0,,0.0,0.016,,0.0,0.034,1643.0,,,,,8.0,3.0,0.21,
1380,ST VINCENT CLAY HOSPITAL INC (151309),2019,Critical Access,Voluntary non-profit - Private,25.0,39.526935,-87.111318,IN,,,0.0,0.054,80.0,,0.0,0.354,1603.0,,81.0,,0.0,0.023,,0.0,0.033,1603.0,,1.0,0.0,0.004,2.0,0.0,0.05,
1381,"PARKVIEW WABASH HOSPITAL, INC (151310)",2019,Critical Access,Voluntary non-profit - Private,30.0,40.81877,-85.829126,IN,,,0.0,0.146,225.0,,1.0,0.848,3033.0,,124.0,,0.0,0.035,,0.0,0.064,3056.0,,,,,,,,
1382,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC (151311),2019,Critical Access,Voluntary non-profit - Other,25.0,40.272216,-86.041102,IN,,,0.0,0.227,93.0,0.708,1.0,1.413,3566.0,,42.0,,0.0,0.012,,0.0,0.074,3566.0,,6.0,0.0,0.046,7.0,0.0,0.202,
1383,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL (151312),2019,Critical Access,Voluntary non-profit - Private,25.0,40.734862,-86.775623,IN,,,0.0,0.167,194.0,0.919,1.0,1.088,2783.0,,95.0,,0.0,0.027,,0.0,0.058,2783.0,,,,,,,,
1384,WOODLAWN HOSPITAL (151313),2019,Critical Access,Government - Local,25.0,41.061728,-86.196973,IN,,,1.0,0.5,766.0,2.411,4.0,1.659,4233.0,,450.0,,0.0,0.122,,0.0,0.096,4601.0,,7.0,0.0,0.05,17.0,4.0,0.423,
1385,ST VINCENT SALEM HOSPITAL INC (151314),2019,Critical Access,Voluntary non-profit - Private,25.0,38.613165,-86.107802,IN,,,0.0,0.027,42.0,,0.0,0.19,856.0,,18.0,,0.0,0.005,,0.0,0.017,856.0,,1.0,0.0,0.004,6.0,0.0,0.144,
1386,CAMERON MEMORIAL COMMUNITY HOSPITAL INC (151315),2019,Critical Access,Voluntary non-profit - Private,25.0,41.634883,-84.99552,IN,,,0.0,0.305,468.0,0.462,1.0,2.163,5501.0,,404.0,,0.0,0.11,,0.0,0.125,5969.0,,3.0,1.0,0.018,13.0,1.0,0.325,
1387,INDIANA UNIVERSITY HEALTH FRANKFORT INC (151316),2019,Critical Access,Voluntary non-profit - Church,23.0,40.269905,-86.510536,IN,,,0.0,0.056,86.0,,0.0,0.412,1864.0,,92.0,,0.0,0.026,,0.0,0.04,1864.0,,,,,,,,
1388,GREENE COUNTY GENERAL HOSPITAL (151317),2019,Critical Access,Government - Local,25.0,39.040496,-87.129176,IN,0.0,,0.0,1.275,522.0,,0.0,0.789,2350.0,,188.0,,0.0,0.051,,0.0,0.051,2461.0,,,,,1.0,0.0,0.033,
1389,DUKES MEMORIAL HOSPITAL (151318),2019,Critical Access,Voluntary non-profit - Private,25.0,40.757358,-86.083146,IN,,,0.0,0.157,240.0,2.351,3.0,1.276,3225.0,,80.0,,0.0,0.021,,0.0,0.073,3517.0,,14.0,0.0,0.116,5.0,1.0,0.158,
1390,GIBSON GENERAL HOSPITAL (151319),2019,Critical Access,Voluntary non-profit - Private,40.0,38.360231,-87.589559,IN,,,0.0,0.01,16.0,,0.0,0.049,220.0,,,,,,,0.0,0.005,220.0,,,,,,,,
1391,IU HEALTH JAY (151320),2019,Critical Access,Government - Local,32.0,40.439366,-84.984105,IN,,,,,,,0.0,0.415,1880.0,,,,,,,0.0,0.042,2021.0,,7.0,0.0,0.071,14.0,0.0,0.379,
1392,PERRY COUNTY MEMORIAL HOSPITAL (151322),2019,Critical Access,Voluntary non-profit - Other,25.0,37.96865,-86.729561,IN,,,1.0,0.176,270.0,,1.0,0.882,2552.0,,100.0,,0.0,0.026,,0.0,0.052,2552.0,,4.0,0.0,0.029,2.0,1.0,0.037,
1393,PARKVIEW LAGRANGE HOSPITAL (151323),2019,Critical Access,Voluntary non-profit - Private,25.0,41.645803,-85.424936,IN,,,0.0,0.218,334.0,0.0,0.0,1.829,4027.0,,138.0,,0.0,0.038,,0.0,0.092,4421.0,,18.0,0.0,0.157,1.0,0.0,0.022,
1394,"FRANCISCAN HEALTH RENSSELAER, INC (151324)",2019,Critical Access,Voluntary non-profit - Private,25.0,40.9336,-87.138357,IN,,,0.0,0.156,240.0,,,,,,99.0,,0.0,0.026,,,,,,,,,3.0,0.0,0.07,
1395,ST VINCENT WARRICK (151325),2019,Critical Access,Voluntary non-profit - Private,35.0,38.041356,-87.263374,IN,,,1.0,0.108,166.0,1.554,2.0,1.287,3309.0,,710.0,,1.0,0.193,,0.0,0.069,3309.0,,,,,,,,
1396,UNION HOSPITAL CLINTON (151326),2019,Critical Access,Voluntary non-profit - Private,25.0,39.652926,-87.398213,IN,,,0.0,0.095,147.0,,0.0,0.438,1613.0,,111.0,,0.0,0.03,,0.0,0.034,1613.0,,3.0,0.0,0.017,4.0,0.0,0.103,
1397,SULLIVAN COUNTY COMMUNITY HOSPITAL (151327),2019,Critical Access,Government - Local,25.0,39.126254,-87.409083,IN,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL (151328),2019,Critical Access,Voluntary non-profit - Private,27.0,38.860988,-86.512167,IN,,,0.0,0.688,679.0,0.43,1.0,2.324,5861.0,,323.0,,1.0,0.087,,0.0,0.122,5861.0,,8.0,0.0,0.093,25.0,0.0,0.699,
1399,MARGARET MARY HEALTH (151329),2019,Critical Access,Voluntary non-profit - Private,25.0,39.306141,-85.222703,IN,0.0,,0.0,1.56,639.0,0.389,1.0,2.573,5668.0,,134.0,,0.0,0.037,,0.0,0.14,6718.0,,31.0,0.0,0.251,9.0,0.0,0.207,
1400,ADAMS MEMORIAL HOSPITAL (151330),2019,Critical Access,Government - Local,33.0,40.817966,-84.912535,IN,,,1.0,0.735,1126.0,1.928,4.0,2.075,5273.0,,164.0,,0.0,0.045,,0.0,0.117,5670.0,,2.0,1.0,0.022,16.0,0.0,0.383,
1401,HARRISON COUNTY HOSPITAL (151331),2019,Critical Access,Government - Local,25.0,38.23898,-86.14774,IN,0.0,,0.0,1.954,800.0,,1.0,0.984,4458.0,,221.0,,0.0,0.06,,0.0,0.101,4847.0,,,,,1.0,0.0,0.0,
1402,DECATUR COUNTY MEMORIAL HOSPITAL (151332),2019,Critical Access,Government - Local,25.0,39.344116,-85.479404,IN,,,0.0,0.614,940.0,,0.0,0.02,89.0,,505.0,,0.0,0.138,,0.0,0.001,117.0,,12.0,0.0,0.116,5.0,0.0,0.104,
1403,PUTNAM COUNTY HOSPITAL (151333),2019,Critical Access,Government - Local,25.0,39.622205,-86.845996,IN,,,0.0,0.339,518.0,,1.0,0.757,2752.0,,225.0,,0.0,0.062,,0.0,0.057,2752.0,,2.0,0.0,0.018,12.0,0.0,0.311,
1404,SCOTT MEMORIAL HEALTH (151334),2019,Critical Access,Proprietary,25.0,38.705525,-85.7852,IN,,,0.0,0.502,477.0,,0.0,0.998,3446.0,,326.0,,0.0,0.088,,0.0,0.072,3446.0,,4.0,0.0,0.035,2.0,0.0,0.064,
1405,ST VINCENT DUNN HOSPITAL INC (151335),2019,Critical Access,Voluntary non-profit - Private,25.0,38.853488,-86.493194,IN,,,0.0,0.113,173.0,,0.0,0.407,1636.0,,82.0,,0.0,0.023,,0.0,0.034,1636.0,,,,,2.0,0.0,0.046,
1406,UNITYPOINT HEALTH-MARSHALLTOWN (160001),2019,Acute Care,Voluntary non-profit - Private,60.0,42.04805,-92.905914,IA,,,0.0,0.618,1218.0,0.697,2.0,2.868,5969.0,,371.0,,0.0,0.229,,0.0,0.203,6848.0,,6.0,0.0,0.045,32.0,0.0,0.779,
1407,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME (160005),2019,Acute Care,Voluntary non-profit - Church,147.0,42.056982,-94.867981,IA,,,0.0,0.037,66.0,1.017,3.0,2.95,6938.0,,19.0,,0.0,0.013,,1.0,0.206,7609.0,,17.0,0.0,0.147,35.0,3.0,0.894,
1408,UNITYPOINT HEALTH - KEOKUK (160008),2019,Acute Care,Voluntary non-profit - Private,50.0,40.406952,-91.388116,IA,,,0.0,0.202,399.0,,0.0,0.663,1965.0,,70.0,,0.0,0.042,,0.0,0.088,1965.0,,,,,2.0,0.0,0.037,
1409,TRINITY MUSCATINE (160013),2019,Acute Care,Voluntary non-profit - Private,39.0,41.434173,-91.052727,IA,,,2.0,0.299,571.0,1.142,3.0,2.626,4440.0,,280.0,,0.0,0.175,,0.0,0.104,4934.0,,18.0,1.0,0.193,23.0,1.0,0.678,
1410,TRINITY REGIONAL MEDICAL CENTER (160016),2019,Acute Care,Voluntary non-profit - Private,70.0,42.490278,-94.191337,IA,0.828,,1.0,1.208,2334.0,0.329,2.0,6.088,12596.0,0.0,1776.0,,0.0,1.096,,0.0,0.456,13688.0,,13.0,0.0,0.101,62.0,1.0,1.559,0.641
1411,IOWA LUTHERAN HOSPITAL (160024),2019,Acute Care,Voluntary non-profit - Private,191.0,41.600393,-93.610756,IA,2.201,,5.0,2.272,2931.0,0.737,14.0,19.005,37996.0,1.106,2274.0,,2.0,1.809,2.279,4.0,1.755,38631.0,,42.0,0.0,0.343,41.0,0.0,1.058,0.0
1412,CHI HEALTH MERCY COUNCIL BLUFFS (160028),2019,Acute Care,Voluntary non-profit - Private,168.0,41.269636,-95.838201,IA,0.572,,1.0,1.749,2216.0,1.139,13.0,11.411,21958.0,0.685,1811.0,,1.0,1.459,,0.0,0.963,21958.0,,39.0,0.0,0.347,40.0,1.0,1.171,0.854
1413,MERCY HOSPITAL (160029),2019,Acute Care,Voluntary non-profit - Church,220.0,41.663541,-91.528653,IA,0.0,,0.0,1.755,1943.0,1.083,18.0,16.623,23964.0,0.693,1796.0,,1.0,1.443,,0.0,0.833,26549.0,,66.0,0.0,0.476,42.0,0.0,1.005,0.0
1414,MARY GREELEY MEDICAL CENTER (160030),2019,Acute Care,Government - Local,207.0,42.032391,-93.610624,IA,1.512,,4.0,2.645,3788.0,0.995,21.0,21.101,32187.0,0.0,1524.0,,0.0,1.031,0.0,0.0,1.565,35105.0,,124.0,1.0,0.908,142.0,1.0,3.216,0.311
1415,SKIFF MEDICAL CENTER (160032),2019,Acute Care,Government - Local,48.0,41.702413,-93.051177,IA,,,0.0,0.226,461.0,0.0,0.0,2.282,4079.0,,231.0,,0.0,0.134,,0.0,0.115,4373.0,,10.0,0.0,0.087,,,,
1416,GENESIS MEDICAL CENTER-DAVENPORT (160033),2019,Acute Care,Voluntary non-profit - Other,324.0,41.542837,-90.556958,IA,0.941,,6.0,6.379,6843.0,0.582,24.0,41.207,60576.0,0.777,4349.0,,3.0,3.861,0.869,3.0,3.451,66591.0,,86.0,0.0,0.735,197.0,3.0,5.24,0.573
1417,VA CENTRAL IOWA HEALTHCARE SYSTEM (16003F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,SARTORI MEMORIAL HOSPITAL (160040),2019,Acute Care,Voluntary non-profit - Church,50.0,42.533922,-92.455969,IA,,,0.0,0.482,959.0,2.138,3.0,1.403,3396.0,,195.0,,0.0,0.122,,0.0,0.088,3396.0,,,,,13.0,0.0,0.35,
1419,ST LUKES HOSPITAL (160045),2019,Acute Care,Voluntary non-profit - Private,342.0,41.985632,-91.659013,IA,0.0,,0.0,5.251,5188.0,0.524,27.0,51.484,66206.0,0.353,5865.0,,2.0,5.664,0.233,1.0,4.289,75135.0,0.0,351.0,0.0,2.684,150.0,0.0,3.753,0.0
1420,METHODIST JENNIE EDMUNDSON (160047),2019,Acute Care,Voluntary non-profit - Private,112.0,41.268309,-95.836128,IA,0.853,,1.0,1.172,1653.0,0.657,10.0,15.227,24717.0,,1195.0,,1.0,0.857,0.0,0.0,1.109,26121.0,,114.0,1.0,0.985,33.0,1.0,0.836,
1421,IOWA CITY VA MEDICAL CENTER (16004F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
