,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
857,WESTCHESTER GENERAL HOSPITAL (100284),2014,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,0.0,,0.0,2.606,1303.0,0.224,3.0,13.421,21880.0,0.0,772.0,,0.0,1.467,0.0,0.0,1.367,21880.0,,112.0,0.0,0.826,18.0,0.0,0.445,
858,MEMORIAL HOSPITAL MIRAMAR (100285),2014,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,0.72,,2.0,2.776,1388.0,0.685,8.0,11.674,19480.0,0.728,1478.0,,2.0,2.747,,1.0,0.958,26747.0,0.0,157.0,0.0,1.34,71.0,1.0,2.028,0.493
859,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2014,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,0.726,,11.0,15.151,6795.0,1.335,31.0,23.213,29140.0,0.535,3804.0,,3.0,5.608,1.325,2.0,1.51,29140.0,,24.0,0.0,0.238,165.0,6.0,4.891,1.227
860,GOOD SAMARITAN MEDICAL CENTER (100287),2014,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,0.79,,3.0,3.799,3166.0,0.81,13.0,16.056,27616.0,0.474,2814.0,,2.0,4.222,1.132,2.0,1.767,29374.0,0.0,130.0,0.0,1.259,159.0,7.0,4.878,1.435
861,ST MARY'S MEDICAL CENTER (100288),2014,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,1.036,,24.0,23.167,6724.0,0.464,20.0,43.073,69684.0,0.251,10001.0,,7.0,27.835,1.247,6.0,4.813,79748.0,,46.0,0.0,0.331,22.0,0.0,0.827,
862,CLEVELAND CLINIC HOSPITAL (100289),2014,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,0.0,,0.0,12.452,5246.0,1.607,35.0,21.784,33696.0,0.0,4366.0,,0.0,9.428,1.21,2.0,1.653,33696.0,,31.0,0.0,0.24,328.0,7.0,9.751,0.718
863,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2014,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,3.015,,12.0,3.98,3061.0,0.557,14.0,25.133,40442.0,0.59,2257.0,,2.0,3.387,0.611,1.0,1.638,40442.0,,19.0,0.0,0.142,209.0,1.0,6.129,0.163
864,WUESTHOFF MEDICAL CENTER - MELBOURNE (100291),2014,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,0.503,,1.0,1.987,1528.0,1.33,17.0,12.78,17375.0,1.201,1109.0,,2.0,1.665,,1.0,0.886,17424.0,,47.0,0.0,0.44,39.0,2.0,1.277,1.566
865,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2014,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,0.929,,1.0,1.076,828.0,0.211,2.0,9.473,16089.0,,604.0,,0.0,0.907,,2.0,0.768,17411.0,,34.0,0.0,0.323,39.0,2.0,1.31,1.527
866,DOCTORS HOSPITAL INC (100296),2014,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,0.0,,0.0,1.243,956.0,0.95,17.0,17.892,22284.0,0.814,818.0,,1.0,1.228,0.94,1.0,1.064,22284.0,,72.0,1.0,0.713,74.0,3.0,2.368,1.267
867,LAKEWOOD RANCH MEDICAL CENTER (100299),2014,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,0.0,,0.0,1.587,1220.0,0.643,5.0,7.775,11495.0,,565.0,,1.0,0.848,,2.0,0.542,13200.0,,54.0,0.0,0.588,45.0,1.0,1.479,0.676
868,ST CLOUD REGIONAL MEDICAL CENTER (100302),2014,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,0.0,,0.0,1.779,1368.0,1.538,7.0,4.551,12254.0,1.253,1063.0,,2.0,1.596,,0.0,0.439,12254.0,,1.0,0.0,0.02,25.0,0.0,0.801,
869,ST VINCENT'S MEDICAL CENTER SOUTHSIDE (100307),2014,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,0.393,,1.0,2.542,2118.0,1.129,33.0,29.229,37281.0,0.0,1570.0,,0.0,2.347,1.446,3.0,2.074,39864.0,,55.0,0.0,0.452,72.0,0.0,2.323,0.0
870,SACRED HEART HOSPITAL ON THE GULF (100313),2014,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,,,,,,0.873,1.0,1.145,1832.0,,,,,,,0.0,0.066,1832.0,,2.0,0.0,0.019,3.0,0.0,0.08,
871,WEST KENDALL BAPTIST HOSPITAL (100314),2014,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,0.0,,0.0,2.61,1135.0,0.755,13.0,17.215,21938.0,0.552,863.0,,1.0,1.813,0.0,0.0,1.453,23574.0,,6.0,0.0,0.04,94.0,5.0,2.691,1.858
872,VIERA HOSPITAL (100315),2014,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,0.0,,0.0,1.422,1185.0,1.276,6.0,4.702,10256.0,0.584,1140.0,,1.0,1.711,,0.0,0.431,10256.0,,5.0,0.0,0.061,47.0,1.0,1.515,0.66
873,PALM BAY HOSPITAL (100316),2014,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,0.841,,2.0,2.377,1828.0,1.094,11.0,10.052,19079.0,0.0,1836.0,,0.0,2.754,,1.0,0.866,19079.0,,2.0,0.0,0.011,30.0,0.0,0.921,
874,FLORIDA HOSPITAL WESLEY CHAPEL (100319),2014,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,0.0,,0.0,1.302,1001.0,0.638,6.0,9.399,11290.0,0.65,1025.0,,1.0,1.538,,1.0,0.608,11348.0,,10.0,0.0,0.093,19.0,0.0,0.589,
875,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM (10057F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,TAMPA VA MEDICAL CENTER (10063F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,MIAMI VA MEDICAL CENTER (10064F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,W PALM BEACH VA MEDICAL CENTER (10065F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,FLORIDA HOSPITAL WAUCHULA (101300),2014,Critical Access,Voluntary non-profit - Private,25.0,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,
880,SHANDS LIVE OAK REGIONAL MEDICAL CENTER (101301),2014,Critical Access,Proprietary,22.0,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,
881,NORTHWEST FLORIDA COMMUNITY HOSPITAL (101308),2014,Critical Access,Voluntary non-profit - Private,59.0,30.76457,-85.542643,FL,,,,,,0.702,1.0,1.424,2573.0,,,,,,,0.0,0.157,2573.0,,1.0,1.0,0.018,10.0,0.0,0.29,
882,HENDRY REGIONAL MEDICAL CENTER (101309),2014,Critical Access,Voluntary non-profit - Other,25.0,26.753239,-80.942276,FL,,,,,,,,,,,,,,,,,,,,,,,,,,
883,SHANDS STARKE REGIONAL MEDICAL CENTER (101310),2014,Critical Access,Proprietary,25.0,29.941907,-82.10165,FL,,,,,,,,,,,,,,,,,,,,,,,,,,
884,MADISON COUNTY MEMORIAL HOSPITAL (101311),2014,Critical Access,Government - Hospital District or Authority,23.0,30.471413,-83.419898,FL,,,,,,,,,,,,,,,,,,,,,,,,,,
885,FISHERMEN'S HOSPITAL (101312),2014,Critical Access,Voluntary non-profit - Private,16.0,24.71113,-81.09472,FL,,,,,,,,,,,,,,,,,,,,,,,,,,
886,MARINERS HOSPITAL (101313),2014,Critical Access,Voluntary non-profit - Private,24.0,25.005408,-80.521301,FL,,,0.0,0.027,21.0,,0.0,0.67,1536.0,,1.0,,0.0,0.002,,0.0,0.055,1536.0,,,,,1.0,0.0,0.036,
887,HAMILTON MEDICAL CENTER (110001),2014,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,0.982,,8.0,8.147,3585.0,0.716,15.0,20.939,30154.0,0.671,2148.0,,3.0,4.468,0.951,2.0,2.104,34949.0,0.792,139.0,1.0,1.263,79.0,2.0,2.658,0.752
888,UPSON REGIONAL MEDICAL CENTER (110002),2014,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,,,0.0,0.958,737.0,0.396,2.0,5.053,8801.0,,276.0,,0.0,0.415,,1.0,0.858,9458.0,,39.0,2.0,0.37,37.0,1.0,1.205,0.83
889,"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC (110003)",2014,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,1.471,,5.0,3.399,2085.0,0.553,9.0,16.263,26002.0,0.282,2052.0,,1.0,3.543,0.884,2.0,2.263,26432.0,,87.0,1.0,0.92,57.0,1.0,1.908,0.524
890,HUTCHESON MEDICAL CENTER (110004),2014,Acute Care,Government - Hospital District or Authority,241.0,,,GA,2.644,,4.0,1.513,1164.0,0.661,3.0,4.537,10132.0,0.0,708.0,,0.0,1.063,,0.0,0.76,11281.0,,22.0,0.0,0.204,21.0,1.0,0.743,
891,NORTHSIDE HOSPITAL FORSYTH (110005),2014,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,0.91,,4.0,4.398,3665.0,1.216,35.0,28.779,39174.0,0.0,3796.0,,0.0,5.685,0.48,1.0,2.084,44258.0,1.267,173.0,2.0,1.578,235.0,4.0,7.382,0.542
892,ST MARY'S HOSPITAL (110006),2014,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,0.188,,1.0,5.331,1962.0,1.29,15.0,11.624,18023.0,0.0,1239.0,,0.0,2.434,,0.0,0.984,19840.0,,82.0,0.0,0.756,74.0,0.0,2.237,0.0
893,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2014,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,1.839,,41.0,22.298,9710.0,0.493,36.0,73.051,79927.0,1.489,9456.0,,35.0,23.501,1.252,13.0,10.382,92200.0,1.489,268.0,4.0,2.686,274.0,4.0,9.0,0.444
894,NORTHSIDE HOSPITAL CHEROKEE (110008),2014,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,0.0,,0.0,2.531,1947.0,0.91,9.0,9.895,15184.0,0.0,1440.0,,0.0,2.161,,0.0,0.856,17138.0,0.0,129.0,0.0,1.378,43.0,2.0,1.394,1.435
895,EMORY UNIVERSITY HOSPITAL (110010),2014,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,1.802,,106.0,58.814,20691.0,0.955,126.0,131.916,124431.0,0.515,21828.0,,24.0,46.612,0.805,10.0,12.417,124431.0,1.896,153.0,3.0,1.582,236.0,4.0,8.204,0.488
896,TANNER MEDICAL CENTER - CARROLLTON (110011),2014,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,1.25,,3.0,2.4,1846.0,0.662,10.0,15.108,22585.0,0.0,940.0,,0.0,1.41,1.24,2.0,1.613,24477.0,,81.0,0.0,0.759,89.0,4.0,2.995,1.336
897,TANNER MEDICAL CENTER VILLA RICA (110015),2014,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,,,0.0,0.973,748.0,0.568,2.0,3.524,5645.0,,430.0,,0.0,0.647,,0.0,0.332,6525.0,,13.0,0.0,0.132,13.0,1.0,0.435,
898,WEST GEORGIA MEDICAL CENTER (110016),2014,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,0.241,,1.0,4.158,2079.0,0.588,5.0,8.5,17452.0,0.0,869.0,,0.0,1.651,,0.0,0.998,18894.0,1.652,111.0,2.0,1.211,55.0,4.0,1.896,2.11
899,NEWTON MEDICAL CENTER (110018),2014,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,1.349,,2.0,1.483,1141.0,0.385,3.0,7.801,13124.0,,646.0,,1.0,0.993,,0.0,0.655,15630.0,,85.0,0.0,0.792,43.0,0.0,1.35,0.0
900,GORDON HOSPITAL (110023),2014,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,0.0,,0.0,1.957,1505.0,1.239,12.0,9.688,13177.0,,639.0,,0.0,0.959,,1.0,0.69,14073.0,,7.0,0.0,0.094,49.0,3.0,1.627,1.844
901,CANDLER HOSPITAL (110024),2014,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,2.335,,15.0,6.425,5354.0,1.324,59.0,44.569,58070.0,0.612,5448.0,,5.0,8.173,1.504,4.0,2.66,60650.0,0.398,268.0,1.0,2.512,262.0,8.0,8.607,0.929
902,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2014,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,0.697,,10.0,14.343,6170.0,0.521,12.0,23.028,41215.0,1.734,4009.0,,15.0,8.653,1.686,6.0,3.559,43557.0,0.347,255.0,1.0,2.881,106.0,1.0,3.563,0.281
903,ELBERT MEMORIAL HOSPITAL (110026),2014,Acute Care,Government - Hospital District or Authority,52.0,34.113068,-82.875601,GA,,,0.0,0.233,180.0,0.0,0.0,1.965,3601.0,,55.0,,0.0,0.084,,0.0,0.129,3601.0,,1.0,0.0,0.02,6.0,0.0,0.173,
904,"TY COBB REGIONAL MEDICAL CENTER, LLC (110027)",2014,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,,,0.0,0.522,402.0,0.824,2.0,2.427,4070.0,,82.0,,0.0,0.123,,0.0,0.168,4650.0,,21.0,0.0,0.197,11.0,0.0,0.32,
905,UNIVERSITY HOSPITAL (110028),2014,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,1.275,,13.0,10.198,5657.0,1.115,80.0,71.752,88220.0,0.591,5543.0,,6.0,10.144,0.406,3.0,7.384,93775.0,0.328,349.0,1.0,3.047,304.0,2.0,9.703,0.206
906,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2014,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,0.733,,12.0,16.375,10964.0,0.654,53.0,81.015,128561.0,0.065,9212.0,,1.0,15.384,1.309,11.0,8.404,135764.0,0.584,485.0,3.0,5.134,315.0,18.0,10.042,1.792
907,CARTERSVILLE MEDICAL CENTER (110030),2014,Acute Care,Voluntary non-profit - Private,116.0,,,GA,1.657,,6.0,3.621,2786.0,0.778,11.0,14.147,20376.0,1.142,1751.0,,3.0,2.627,3.484,4.0,1.148,21418.0,,50.0,0.0,0.389,53.0,0.0,1.528,0.0
908,SPALDING REGIONAL HOSPITAL (110031),2014,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,0.67,,2.0,2.987,2489.0,0.308,4.0,12.986,26115.0,0.848,1571.0,,2.0,2.358,0.89,2.0,2.248,26265.0,2.801,80.0,3.0,1.071,29.0,1.0,0.983,
909,STEPHENS COUNTY HOSPITAL (110032),2014,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,0.898,,1.0,1.114,557.0,1.018,7.0,6.878,10303.0,,259.0,,0.0,0.492,,0.0,0.52,10895.0,,48.0,0.0,0.418,28.0,1.0,0.827,
910,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS (110034),2014,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,1.488,,69.0,46.36,15738.0,0.791,56.0,70.794,73117.0,0.546,18345.0,,24.0,43.932,0.865,9.0,10.402,84741.0,4.344,179.0,9.0,2.072,166.0,15.0,6.179,2.428
911,WELLSTAR KENNESTONE HOSPITAL (110035),2014,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,1.785,,39.0,21.853,9622.0,1.063,111.0,104.429,126149.0,0.882,8968.0,,15.0,17.007,0.632,6.0,9.496,136469.0,0.222,502.0,1.0,4.507,498.0,10.0,15.683,0.638
912,"MEMORIAL HEALTH UNIV MED CEN, INC (110036)",2014,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,1.734,,62.0,35.764,12582.0,0.887,70.0,78.923,97846.0,0.595,14034.0,,20.0,33.587,2.132,15.0,7.035,112680.0,3.037,247.0,9.0,2.963,187.0,9.0,6.438,1.398
913,JOHN D ARCHBOLD MEMORIAL HOSPITAL (110038),2014,Acute Care,Voluntary non-profit - Private,328.0,,,GA,1.032,,7.0,6.783,4924.0,0.482,11.0,22.808,40709.0,0.749,3424.0,,4.0,5.343,0.0,0.0,1.827,43027.0,0.0,151.0,0.0,1.767,110.0,3.0,3.743,0.801
914,TRINITY HOSPITAL OF AUGUSTA (110039),2014,Acute Care,Proprietary,150.0,,,GA,0.688,,1.0,1.453,1118.0,0.435,4.0,9.188,14190.0,2.144,932.0,,3.0,1.399,,0.0,0.719,15210.0,0.784,123.0,1.0,1.275,43.0,1.0,1.52,0.658
915,NORTHRIDGE MEDICAL CENTER (110040),2014,Acute Care,Government - Hospital District or Authority,217.0,34.218475,-83.469116,GA,,,0.0,0.418,209.0,0.0,0.0,2.796,5716.0,,18.0,,0.0,0.036,,0.0,0.627,5716.0,,3.0,0.0,0.03,2.0,0.0,0.056,
916,HABERSHAM COUNTY MEDICAL CTR (110041),2014,Acute Care,Government - Hospital District or Authority,137.0,34.405879,-83.485989,GA,,,0.0,0.736,566.0,0.486,2.0,4.118,7075.0,,43.0,,0.0,0.065,,1.0,0.274,7669.0,,4.0,0.0,0.019,24.0,1.0,0.684,
917,WELLSTAR PAULDING HOSPITAL (110042),2014,Acute Care,Voluntary non-profit - Other,259.0,33.902429,-84.782727,GA,,,0.0,0.263,203.0,1.145,3.0,2.619,3930.0,,146.0,,0.0,0.219,,0.0,0.216,3930.0,,1.0,0.0,0.017,20.0,0.0,0.696,
918,ST JOSEPH'S HOSPITAL - SAVANNAH (110043),2014,Acute Care,Voluntary non-profit - Private,246.0,31.985079,-81.152792,GA,0.294,,5.0,17.018,7784.0,1.197,38.0,31.748,48255.0,0.825,7605.0,,9.0,10.912,2.486,6.0,2.414,48255.0,,,,,107.0,0.0,3.525,0.0
919,PHOEBE SUMTER MEDICAL CENTER (110044),2014,Acute Care,Government - Hospital District or Authority,54.0,32.06425,-84.255376,GA,0.55,,1.0,1.818,909.0,0.361,1.0,2.771,6033.0,,88.0,,0.0,0.168,,0.0,0.735,6809.0,,24.0,0.0,0.249,22.0,0.0,0.739,
920,BARROW REGIONAL MEDICAL CENTER (110045),2014,Acute Care,Proprietary,55.0,34.007701,-83.706706,GA,,,0.0,0.239,184.0,0.0,0.0,2.048,3683.0,,27.0,,0.0,0.041,,0.0,0.133,3695.0,,13.0,0.0,0.226,21.0,0.0,0.727,
921,CLEARVIEW  REGIONAL MEDICAL CENTER (110046),2014,Acute Care,Proprietary,81.0,33.798635,-83.746316,GA,0.506,,1.0,1.976,988.0,0.561,2.0,3.566,8647.0,,453.0,,0.0,0.86,,0.0,0.554,8953.0,,13.0,0.0,0.114,21.0,0.0,0.63,
922,MURRAY MEDICAL CENTER (110050),2014,Acute Care,Voluntary non-profit - Private,28.0,34.779951,-84.782125,GA,,,,,,,0.0,0.374,685.0,,,,,,,0.0,0.034,932.0,,,,,,,,
923,UNION GENERAL HOSPITAL (110051),2014,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,,,1.0,0.2,154.0,0.58,1.0,1.723,3829.0,,47.0,,0.0,0.072,,0.0,0.184,4186.0,,24.0,0.0,0.217,22.0,0.0,0.646,
924,FLOYD MEDICAL CENTER (110054),2014,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,0.281,,2.0,7.106,4946.0,0.5,17.0,33.998,44255.0,0.709,3388.0,,4.0,5.639,1.021,2.0,1.959,49858.0,0.532,304.0,2.0,3.757,94.0,1.0,3.095,0.323
925,MIDTOWN MEDICAL CENTER (110064),2014,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,1.154,,17.0,14.725,6402.0,0.62,27.0,43.572,48856.0,0.688,6779.0,,11.0,16.0,0.541,3.0,5.547,60052.0,,38.0,0.0,0.41,64.0,5.0,2.157,2.318
926,HOUSTON MEDICAL CENTER (110069),2014,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,0.218,,1.0,4.592,3827.0,0.837,28.0,33.433,52949.0,0.44,3032.0,,2.0,4.547,0.749,2.0,2.672,56556.0,0.0,171.0,0.0,1.502,130.0,2.0,4.14,0.483
927,APPLING HOSPITAL (110071),2014,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,,,0.0,0.654,503.0,0.0,0.0,1.229,2818.0,,34.0,,0.0,0.051,,0.0,0.167,2818.0,,7.0,0.0,0.045,,,,
928,DORMINY MEDICAL CENTER (110073),2014,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,,,0.0,0.752,376.0,0.0,0.0,1.666,3821.0,,9.0,,0.0,0.018,,0.0,0.182,3963.0,,6.0,0.0,0.055,6.0,0.0,0.173,
929,ATHENS REGIONAL MEDICAL CENTER (110074),2014,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,2.6,,19.0,7.309,5811.0,0.568,27.0,47.495,62779.0,0.549,3662.0,,3.0,5.466,0.648,2.0,3.085,68912.0,0.0,191.0,0.0,1.747,243.0,10.0,7.919,1.263
930,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2014,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,0.295,,1.0,3.392,2372.0,0.444,5.0,11.268,21627.0,0.0,1390.0,,0.0,2.162,0.738,1.0,1.355,22011.0,,95.0,0.0,0.981,42.0,0.0,1.326,0.0
931,DEKALB MEDICAL CENTER (110076),2014,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,0.502,,4.0,7.964,6636.0,0.823,32.0,38.903,68848.0,0.549,6066.0,,5.0,9.1,1.244,4.0,3.215,78955.0,1.581,199.0,3.0,1.897,129.0,14.0,4.535,3.087
932,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2014,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,1.361,,37.0,27.195,10993.0,1.012,78.0,77.069,82997.0,0.892,12051.0,,23.0,25.781,0.633,9.0,14.21,96194.0,2.122,304.0,6.0,2.827,155.0,5.0,5.142,0.972
933,GRADY MEMORIAL HOSPITAL (110079),2014,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,1.421,,89.0,62.611,19107.0,0.757,75.0,99.054,115465.0,0.943,16100.0,,47.0,49.861,1.764,17.0,9.635,126540.0,4.008,198.0,8.0,1.996,134.0,5.0,4.891,1.022
934,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2014,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,1.927,,22.0,11.414,6966.0,1.261,54.0,42.825,51748.0,0.315,6025.0,,3.0,9.535,2.31,6.0,2.597,51748.0,0.0,96.0,0.0,1.002,270.0,4.0,8.744,0.457
935,PIEDMONT HOSPITAL (110083),2014,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,2.365,,57.0,24.101,14612.0,1.318,118.0,89.518,104445.0,1.242,16961.0,,35.0,28.191,1.04,9.0,8.653,114750.0,1.196,521.0,5.0,4.179,453.0,14.0,14.177,0.988
936,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2014,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,0.0,0.582,291.0,1.387,2.0,1.442,3178.0,,102.0,,0.0,0.194,,0.0,0.203,3455.0,,47.0,0.0,0.576,3.0,0.0,0.125,
937,GWINNETT MEDICAL CENTER (110087),2014,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,2.242,,19.0,8.476,6971.0,0.814,47.0,57.709,89940.0,0.892,8364.0,,13.0,14.57,0.438,3.0,6.844,102106.0,2.3,185.0,4.0,1.739,412.0,12.0,13.536,0.887
938,COFFEE REGIONAL MEDICAL CENTER (110089),2014,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,0.0,,0.0,4.066,2033.0,0.151,1.0,6.622,14539.0,0.945,529.0,,1.0,1.058,0.0,0.0,1.156,14539.0,,59.0,0.0,0.622,26.0,0.0,0.888,
939,ROCKDALE MEDICAL CENTER (110091),2014,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,0.0,,0.0,2.639,2199.0,1.194,21.0,17.593,24638.0,1.142,2740.0,,7.0,6.131,1.742,3.0,1.722,28666.0,,60.0,3.0,0.629,31.0,2.0,1.026,1.949
940,DODGE COUNTY HOSPITAL (110092),2014,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,,,0.0,0.599,460.0,0.0,0.0,2.18,4352.0,,102.0,,0.0,0.154,,0.0,0.21,4640.0,,24.0,1.0,0.264,4.0,0.0,0.138,
941,TIFT REGIONAL MEDICAL CENTER (110095),2014,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,0.539,,4.0,7.418,4133.0,0.364,6.0,16.48,31322.0,0.61,2757.0,,3.0,4.916,1.572,3.0,1.908,33270.0,,70.0,1.0,0.576,102.0,9.0,3.219,2.796
942,JEFFERSON HOSPITAL (110100),2014,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,,,,,0.0,0.92,1963.0,,,,,,,0.0,0.149,1963.0,,,,,,,,
943,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR (110101),2014,Acute Care,Proprietary,134.0,31.109181,-83.426372,GA,,,0.0,0.017,13.0,,0.0,0.621,1422.0,,,,,,,0.0,0.057,1577.0,,,,,,,,
944,CRISP REGIONAL HOSPITAL (110104),2014,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,1.142,,2.0,1.751,1460.0,1.726,8.0,4.634,9533.0,,524.0,,1.0,0.787,,2.0,0.637,10021.0,,18.0,2.0,0.224,23.0,1.0,0.797,
945,COLQUITT REGIONAL MEDICAL CENTER (110105),2014,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,0.0,,0.0,2.57,1977.0,0.172,1.0,5.824,13096.0,0.609,1095.0,,1.0,1.643,,0.0,0.807,13988.0,,15.0,0.0,0.169,36.0,0.0,1.181,0.0
946,MEDICAL CENTER OF CENTRAL GEORGIA (110107),2014,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,1.283,,61.0,47.545,18434.0,0.773,64.0,82.774,113582.0,0.548,19336.0,,24.0,43.818,1.184,17.0,14.364,128510.0,0.383,257.0,1.0,2.61,187.0,5.0,5.9,0.847
947,EMANUEL COUNTY HOSPITAL AUTHORITY (110109),2014,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,0.0,0.283,217.0,0.0,0.0,2.068,4505.0,,55.0,,0.0,0.083,,0.0,0.234,4692.0,,3.0,0.0,0.024,1.0,0.0,0.03,
