,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
1136,SWEDISH MEDICAL CENTER (060034),2018,Acute Care,Proprietary,362.0,39.653136,-104.98171,CO,0.557,15.0,26.937,14869.0,0.948,74.0,78.095,92433.0,0.574,8344.0,6.0,10.449,1.224,8.0,6.536,97627.0,0.0,262.0,0.0,2.124,344.0,10.0,9.072,1.102
1137,COLORADO PLAINS MEDICAL CENTER (060044),2018,Acute Care,Voluntary non-profit - Other,50.0,40.259344,-103.79621,CO,,0.0,0.263,531.0,0.0,0.0,1.438,2943.0,,63.0,0.0,0.038,,0.0,0.078,3460.0,,15.0,0.0,0.117,11.0,0.0,0.292,
1138,COLORADO PLAINS MEDICAL CENTER (060044),2018,Acute Care,Voluntary non-profit - Other,50.0,40.259344,-103.79621,CO,,0.0,0.248,500.0,0.0,0.0,1.532,2833.0,,69.0,0.0,0.042,,0.0,0.071,3347.0,,22.0,0.0,0.185,9.0,0.0,0.23,
1139,UCHEALTH YAMPA VALLEY MEDICAL CENTER (060049),2018,Acute Care,Voluntary non-profit - Private,59.0,40.462413,-106.81442,CO,,0.0,0.24,484.0,1.609,3.0,1.864,4293.0,,264.0,0.0,0.157,,0.0,0.145,5111.0,,4.0,0.0,0.035,16.0,0.0,0.394,
1140,UCHEALTH YAMPA VALLEY MEDICAL CENTER (060049),2018,Acute Care,Voluntary non-profit - Private,59.0,40.462413,-106.81442,CO,,0.0,0.226,454.0,1.006,2.0,1.988,4177.0,,265.0,0.0,0.158,,0.0,0.142,5014.0,,6.0,0.0,0.042,16.0,0.0,0.401,
1141,COMMUNITY HOSPITAL (060054),2018,Acute Care,Voluntary non-profit - Private,45.0,39.106297,-108.615312,CO,1.63,2.0,1.227,2230.0,1.393,8.0,5.742,8653.0,,1090.0,1.0,0.683,,0.0,0.312,9419.0,,82.0,0.0,0.681,60.0,1.0,1.52,0.658
1142,COMMUNITY HOSPITAL (060054),2018,Acute Care,Voluntary non-profit - Private,45.0,39.106297,-108.615312,CO,0.847,1.0,1.18,2145.0,1.198,7.0,5.844,8401.0,,933.0,0.0,0.584,,0.0,0.274,9120.0,,80.0,0.0,0.684,53.0,2.0,1.376,1.453
1143,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL (060064),2018,Acute Care,Voluntary non-profit - Church,237.0,39.67064,-104.973482,CO,0.841,5.0,5.946,6806.0,1.132,23.0,20.324,32166.0,0.474,7755.0,3.0,6.33,0.874,2.0,2.289,32166.0,,16.0,0.0,0.144,34.0,0.0,0.904,
1144,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL (060064),2018,Acute Care,Voluntary non-profit - Church,237.0,39.67064,-104.973482,CO,0.963,6.0,6.229,7124.0,1.082,23.0,21.264,35522.0,0.451,8138.0,3.0,6.648,0.924,2.0,2.164,35522.0,,19.0,0.0,0.148,41.0,0.0,1.131,0.0
1145,NORTH SUBURBAN MEDICAL CENTER (060065),2018,Acute Care,Voluntary non-profit - Private,127.0,39.86438,-104.984783,CO,1.828,8.0,4.377,6207.0,0.647,11.0,17.014,27080.0,0.892,3196.0,2.0,2.242,0.0,0.0,1.175,29643.0,0.804,162.0,1.0,1.244,74.0,1.0,2.053,0.487
1146,NORTH SUBURBAN MEDICAL CENTER (060065),2018,Acute Care,Voluntary non-profit - Private,127.0,39.86438,-104.984783,CO,1.545,6.0,3.883,5532.0,0.468,7.0,14.973,26398.0,1.484,2912.0,3.0,2.021,0.0,0.0,1.092,29151.0,0.848,158.0,1.0,1.179,78.0,2.0,2.19,0.913
1147,DELTA COUNTY MEMORIAL HOSPITAL (060071),2018,Acute Care,Government - Local,49.0,38.743166,-108.047515,CO,,0.0,0.409,771.0,1.457,4.0,2.745,4719.0,,417.0,0.0,0.272,,0.0,0.11,4981.0,,6.0,0.0,0.042,57.0,1.0,1.372,0.729
1148,DELTA COUNTY MEMORIAL HOSPITAL (060071),2018,Acute Care,Government - Local,49.0,38.743166,-108.047515,CO,,0.0,0.49,939.0,0.698,2.0,2.865,4850.0,,383.0,0.0,0.246,,0.0,0.127,5137.0,,6.0,0.0,0.042,61.0,0.0,1.468,0.0
1149,VALLEY VIEW HOSPITAL ASSOCIATION (060075),2018,Acute Care,Voluntary non-profit - Private,44.0,39.532859,-107.322794,CO,,1.0,0.987,1446.0,0.551,6.0,10.888,11506.0,,886.0,0.0,0.666,,0.0,0.551,13262.0,,50.0,0.0,0.393,30.0,0.0,0.852,
1150,VALLEY VIEW HOSPITAL ASSOCIATION (060075),2018,Acute Care,Voluntary non-profit - Private,44.0,39.532859,-107.322794,CO,0.959,1.0,1.043,1394.0,0.47,5.0,10.648,11475.0,,853.0,0.0,0.678,,0.0,0.565,13189.0,,45.0,0.0,0.358,28.0,0.0,0.777,
1151,STERLING REGIONAL MEDCENTER (060076),2018,Acute Care,Voluntary non-profit - Private,27.0,40.613684,-103.220524,CO,,0.0,0.269,531.0,0.937,1.0,1.067,3975.0,,227.0,0.0,0.139,,0.0,0.098,4334.0,,3.0,0.0,0.022,11.0,0.0,0.259,
1152,STERLING REGIONAL MEDCENTER (060076),2018,Acute Care,Voluntary non-profit - Private,27.0,40.613684,-103.220524,CO,,0.0,0.281,554.0,1.996,2.0,1.002,4046.0,,230.0,0.0,0.141,,0.0,0.089,4397.0,,2.0,0.0,0.015,14.0,0.0,0.357,
1153,VAIL HEALTH HOSPITAL (060096),2018,Acute Care,Voluntary non-profit - Other,56.0,39.642949,-106.382866,CO,,1.0,0.807,1375.0,1.216,3.0,2.468,7452.0,,477.0,0.0,0.332,,0.0,0.174,8670.0,,7.0,0.0,0.042,16.0,0.0,0.326,
1154,VAIL HEALTH HOSPITAL (060096),2018,Acute Care,Voluntary non-profit - Other,56.0,39.642949,-106.382866,CO,,0.0,0.751,1276.0,1.339,3.0,2.24,7643.0,,470.0,0.0,0.328,,0.0,0.178,8912.0,,7.0,0.0,0.042,17.0,0.0,0.355,
1155,"MEDICAL CENTER OF AURORA, THE (060100)",2018,Acute Care,Proprietary,327.0,39.689346,-104.83115,CO,0.417,4.0,9.602,9997.0,0.647,39.0,60.305,77380.0,0.217,9910.0,2.0,9.214,0.948,3.0,3.166,80971.0,,102.0,1.0,0.804,147.0,1.0,3.682,0.272
1156,"MEDICAL CENTER OF AURORA, THE (060100)",2018,Acute Care,Proprietary,327.0,39.689346,-104.83115,CO,0.497,5.0,10.067,10476.0,0.843,50.0,59.33,78504.0,0.211,10209.0,2.0,9.492,1.563,5.0,3.2,81905.0,,98.0,1.0,0.774,140.0,2.0,3.605,0.555
1157,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL (060103),2018,Acute Care,Voluntary non-profit - Church,111.0,39.950847,-105.149154,CO,,2.0,0.638,927.0,0.141,1.0,7.071,11274.0,,787.0,0.0,0.557,,0.0,0.544,17389.0,0.0,151.0,0.0,1.079,53.0,1.0,1.366,0.732
1158,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL (060103),2018,Acute Care,Voluntary non-profit - Church,111.0,39.950847,-105.149154,CO,,1.0,0.685,996.0,0.142,1.0,7.035,11654.0,,805.0,0.0,0.568,,0.0,0.55,17612.0,0.0,148.0,0.0,1.053,55.0,2.0,1.365,1.465
1159,ST ANTHONY NORTH HEALTH CAMPUS (060104),2018,Acute Care,Voluntary non-profit - Church,102.0,39.95581,-104.993671,CO,1.757,6.0,3.415,3393.0,0.828,13.0,15.699,19504.0,0.76,2893.0,2.0,2.632,,1.0,0.744,19504.0,,86.0,0.0,0.803,54.0,2.0,1.373,1.457
1160,ST ANTHONY NORTH HEALTH CAMPUS (060104),2018,Acute Care,Voluntary non-profit - Church,102.0,39.95581,-104.993671,CO,1.503,5.0,3.326,3309.0,0.984,15.0,15.237,18676.0,0.773,2850.0,2.0,2.587,,2.0,0.676,18676.0,,87.0,0.0,0.824,62.0,4.0,1.618,2.472
1161,NATIONAL JEWISH HEALTH (060107),2018,Acute Care,Voluntary non-profit - Private,21.0,39.740019,-104.942892,CO,,,,,,0.0,0.022,99.0,,,,,,0.0,0.002,99.0,,,,,,,,
1162,NATIONAL JEWISH HEALTH (060107),2018,Acute Care,Voluntary non-profit - Private,21.0,39.740019,-104.942892,CO,,,,,,0.0,0.015,71.0,,,,,,0.0,0.001,71.0,,,,,,,,
1163,SKY RIDGE MEDICAL CENTER (060112),2018,Acute Care,Proprietary,242.0,39.529323,-104.870269,CO,0.679,5.0,7.359,5942.0,0.628,30.0,47.788,53085.0,0.379,5013.0,2.0,5.28,0.95,3.0,3.157,61628.0,0.0,292.0,0.0,2.253,262.0,5.0,6.684,0.748
1164,SKY RIDGE MEDICAL CENTER (060112),2018,Acute Care,Proprietary,242.0,39.529323,-104.870269,CO,1.023,7.0,6.84,5531.0,0.678,32.0,47.173,53323.0,0.377,4997.0,2.0,5.307,1.345,4.0,2.973,61850.0,0.398,324.0,1.0,2.51,281.0,8.0,7.178,1.115
1165,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL (060113),2018,Acute Care,Voluntary non-profit - Church,188.0,39.576554,-104.988489,CO,0.291,1.0,3.442,4032.0,0.77,19.0,24.687,34827.0,1.746,3319.0,5.0,2.864,0.0,0.0,2.004,38781.0,0.33,387.0,1.0,3.026,96.0,1.0,2.423,0.413
1166,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL (060113),2018,Acute Care,Voluntary non-profit - Church,188.0,39.576554,-104.988489,CO,0.578,2.0,3.463,4054.0,0.973,23.0,23.639,35003.0,1.742,3295.0,5.0,2.871,0.0,0.0,1.788,38328.0,0.329,393.0,1.0,3.036,96.0,1.0,2.428,0.412
1167,PARKER ADVENTIST HOSPITAL (060114),2018,Acute Care,Voluntary non-profit - Private,155.0,39.550058,-104.773433,CO,1.937,6.0,3.098,4357.0,1.753,31.0,17.683,25993.0,1.34,3159.0,3.0,2.239,,0.0,0.997,27968.0,0.515,238.0,1.0,1.94,165.0,1.0,4.471,0.224
1168,PARKER ADVENTIST HOSPITAL (060114),2018,Acute Care,Voluntary non-profit - Private,155.0,39.550058,-104.773433,CO,2.553,8.0,3.133,4413.0,1.654,32.0,19.344,26517.0,0.859,3297.0,2.0,2.328,,0.0,0.971,28062.0,2.071,238.0,4.0,1.931,159.0,1.0,4.21,0.238
1169,GOOD SAMARITAN MEDICAL CENTER (060116),2018,Acute Care,Voluntary non-profit - Private,196.0,39.969753,-105.083065,CO,1.161,5.0,4.307,5104.0,0.653,22.0,33.693,49594.0,1.769,4970.0,6.0,3.391,1.098,2.0,1.821,54072.0,,84.0,0.0,0.71,195.0,6.0,5.139,1.168
1170,GOOD SAMARITAN MEDICAL CENTER (060116),2018,Acute Care,Voluntary non-profit - Private,196.0,39.969753,-105.083065,CO,0.895,4.0,4.467,5289.0,0.668,21.0,31.424,49139.0,1.524,4811.0,5.0,3.28,1.811,3.0,1.657,54524.0,,90.0,0.0,0.771,202.0,5.0,5.324,0.939
1171,"ANIMAS SURGICAL HOSPITAL, LLC (060117)",2018,Acute Care,Physician,12.0,37.248889,-107.870774,CO,,0.0,0.054,110.0,,,,,,,,,,,,,,5.0,0.0,0.039,,,,
1172,"ANIMAS SURGICAL HOSPITAL, LLC (060117)",2018,Acute Care,Physician,12.0,37.248889,-107.870774,CO,,0.0,0.044,90.0,,,,,,,,,,,,,,2.0,0.0,0.013,,,,
1173,ST ANTHONY SUMMIT MEDICAL CENTER (060118),2018,Acute Care,Voluntary non-profit - Church,34.0,39.569988,-106.078259,CO,,0.0,0.18,368.0,0.0,0.0,1.36,3039.0,,118.0,0.0,0.068,,0.0,0.112,3953.0,,18.0,0.0,0.142,11.0,0.0,0.23,
1174,ST ANTHONY SUMMIT MEDICAL CENTER (060118),2018,Acute Care,Voluntary non-profit - Church,34.0,39.569988,-106.078259,CO,,0.0,0.19,389.0,0.0,0.0,1.127,2981.0,,112.0,0.0,0.064,,0.0,0.11,3885.0,,21.0,0.0,0.137,9.0,0.0,0.206,
1175,MEDICAL CENTER OF THE ROCKIES (060119),2018,Acute Care,Voluntary non-profit - Private,168.0,40.415194,-105.001451,CO,2.049,15.0,7.319,9239.0,1.211,43.0,35.504,43079.0,0.249,10005.0,2.0,8.034,0.474,1.0,2.109,46186.0,1.756,128.0,2.0,1.139,169.0,11.0,4.554,2.415
1176,MEDICAL CENTER OF THE ROCKIES (060119),2018,Acute Care,Voluntary non-profit - Private,168.0,40.415194,-105.001451,CO,1.991,15.0,7.535,9512.0,1.191,40.0,33.59,43620.0,0.241,10358.0,2.0,8.307,0.481,1.0,2.079,46753.0,0.819,137.0,1.0,1.221,165.0,10.0,4.322,2.314
1177,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS (060124),2018,Acute Care,Proprietary,48.0,39.717952,-105.128441,CO,,1.0,0.7,2118.0,,1.0,0.795,5758.0,,22.0,0.0,0.013,,0.0,0.066,5758.0,,,,,,,,
1178,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS (060124),2018,Acute Care,Proprietary,48.0,39.717952,-105.128441,CO,,1.0,0.806,2437.0,,1.0,0.814,5928.0,,28.0,0.0,0.016,,0.0,0.067,5928.0,,,,,,,,
1179,CASTLE ROCK ADVENTIST HOSPITAL (060125),2018,Acute Care,Voluntary non-profit - Private,56.0,39.404112,-104.886146,CO,,0.0,0.621,1215.0,0.819,4.0,4.885,8762.0,,967.0,0.0,0.595,,0.0,0.232,9029.0,,17.0,0.0,0.114,28.0,0.0,0.711,
1180,CASTLE ROCK ADVENTIST HOSPITAL (060125),2018,Acute Care,Voluntary non-profit - Private,56.0,39.404112,-104.886146,CO,,0.0,0.625,1223.0,0.447,2.0,4.478,8317.0,,960.0,2.0,0.591,,0.0,0.235,9127.0,,16.0,0.0,0.115,21.0,0.0,0.535,
1181,BANNER FORT COLLINS MEDICAL CENTER (060126),2018,Acute Care,Voluntary non-profit - Other,25.0,40.521117,-105.010885,CO,,0.0,0.19,387.0,,0.0,0.754,3326.0,,258.0,0.0,0.149,,0.0,0.071,3946.0,,37.0,0.0,0.274,4.0,0.0,0.116,
1182,BANNER FORT COLLINS MEDICAL CENTER (060126),2018,Acute Care,Voluntary non-profit - Other,25.0,40.521117,-105.010885,CO,,0.0,0.199,404.0,,0.0,0.751,3324.0,,239.0,0.0,0.138,,0.0,0.08,4021.0,,30.0,0.0,0.226,6.0,0.0,0.173,
1183,SCL HEALTH COMMUNITY HOSPITAL- NORTHGLENN (060127),2018,Acute Care,Proprietary,20.0,,,CO,,0.0,0.015,31.0,,0.0,0.044,198.0,,30.0,0.0,0.017,,0.0,0.003,198.0,,,,,,,,
1184,SCL HEALTH COMMUNITY HOSPITAL- NORTHGLENN (060127),2018,Acute Care,Proprietary,20.0,,,CO,,0.0,0.016,33.0,,0.0,0.056,248.0,,31.0,0.0,0.018,,0.0,0.004,248.0,,,,,,,,
1185,RIO GRANDE HOSPITAL (061301),2018,Critical Access,Voluntary non-profit - Private,16.0,37.674371,-106.36481,CO,,0.0,0.024,37.0,,,,,,,,,,,,,,,,,,,,
1186,RIO GRANDE HOSPITAL (061301),2018,Critical Access,Voluntary non-profit - Private,16.0,37.674371,-106.36481,CO,,0.0,0.08,122.0,,,,,,,,,,,,,,,,,,,,
1187,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER (061302),2018,Critical Access,Voluntary non-profit - Private,56.0,39.164337,-108.735901,CO,,,,,,5.0,0.929,4205.0,,,,,,0.0,0.088,4205.0,,,,,,,,
1188,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER (061302),2018,Critical Access,Voluntary non-profit - Private,56.0,39.164337,-108.735901,CO,,,,,,5.0,0.939,4251.0,,,,,,0.0,0.088,4251.0,,,,,,,,
1189,EAST MORGAN COUNTY HOSPITAL (061303),2018,Critical Access,Government - Hospital District or Authority,25.0,40.254738,-103.649178,CO,,,,,,0.0,0.408,1846.0,,,,,,0.0,0.04,1953.0,,,,,,,,
1190,EAST MORGAN COUNTY HOSPITAL (061303),2018,Critical Access,Government - Hospital District or Authority,25.0,40.254738,-103.649178,CO,,,,,,0.0,0.398,1800.0,,,,,,0.0,0.039,1911.0,,,,,,,,
1191,MELISSA MEMORIAL HOSPITAL (061305),2018,Critical Access,Government - Hospital District or Authority,15.0,40.578428,-102.290249,CO,,0.0,0.006,9.0,,0.0,0.03,137.0,,,,,,0.0,0.003,137.0,,,,,,,,
1192,MELISSA MEMORIAL HOSPITAL (061305),2018,Critical Access,Government - Hospital District or Authority,15.0,40.578428,-102.290249,CO,,0.0,0.016,25.0,,0.0,0.084,382.0,,36.0,0.0,0.01,,0.0,0.008,382.0,,,,,,,,
1193,RANGELY DISTRICT HOSPITAL (061307),2018,Critical Access,Government - Hospital District or Authority,25.0,40.080284,-108.80591,CO,,,,,,0.0,0.005,19.0,,,,,,0.0,0.0,19.0,,,,,,,,
1194,RANGELY DISTRICT HOSPITAL (061307),2018,Critical Access,Government - Hospital District or Authority,25.0,40.080284,-108.80591,CO,,,,,,0.0,0.017,68.0,,,,,,0.0,0.001,68.0,,,,,,,,
1195,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL (061308),2018,Critical Access,Voluntary non-profit - Private,17.0,37.26375,-105.964095,CO,,0.0,0.067,103.0,,0.0,0.25,637.0,,28.0,0.0,0.008,,0.0,0.013,637.0,,,,,,,,
1196,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL (061308),2018,Critical Access,Voluntary non-profit - Private,17.0,37.26375,-105.964095,CO,,0.0,0.081,124.0,,0.0,0.269,843.0,,67.0,0.0,0.018,,0.0,0.018,843.0,,,,,,,,
1197,WRAY COMMUNITY DISTRICT HOSPITAL (061309),2018,Critical Access,Government - Hospital District or Authority,16.0,40.075405,-102.23466,CO,,,,,,0.0,0.367,1278.0,,,,,,0.0,0.028,1323.0,,,,,,,,
1198,WRAY COMMUNITY DISTRICT HOSPITAL (061309),2018,Critical Access,Government - Hospital District or Authority,16.0,40.075405,-102.23466,CO,,,,,,0.0,0.363,1257.0,,,,,,0.0,0.029,1348.0,,,,,,,,
1199,SOUTHEAST COLORADO HOSPITAL (061311),2018,Critical Access,Government - Hospital District or Authority,71.0,37.404165,-102.612423,CO,,,,,,0.0,0.134,607.0,,,,,,0.0,0.015,712.0,,,,,,,,
1200,SOUTHEAST COLORADO HOSPITAL (061311),2018,Critical Access,Government - Hospital District or Authority,71.0,37.404165,-102.612423,CO,,,,,,0.0,0.214,970.0,,,,,,0.0,0.022,1035.0,,,,,,,,
1201,ESTES PARK MEDICAL CENTER (061312),2018,Critical Access,Government - Hospital District or Authority,84.0,40.372259,-105.514088,CO,,0.0,0.009,14.0,,,,,,,,,,,,,,2.0,0.0,0.012,2.0,0.0,0.043,
1202,ESTES PARK MEDICAL CENTER (061312),2018,Critical Access,Government - Hospital District or Authority,84.0,40.372259,-105.514088,CO,,0.0,0.009,14.0,,,,,,,,,,,,,,1.0,0.0,0.004,,,,
1203,KIT CARSON COUNTY MEMORIAL HOSPITAL (061313),2018,Critical Access,Government - Hospital District or Authority,19.0,39.302378,-102.270711,CO,,0.0,0.049,75.0,,1.0,0.634,1649.0,,72.0,0.0,0.019,,0.0,0.036,1734.0,,,,,,,,
1204,KIT CARSON COUNTY MEMORIAL HOSPITAL (061313),2018,Critical Access,Government - Hospital District or Authority,19.0,39.302378,-102.270711,CO,,0.0,0.121,185.0,,1.0,0.57,1759.0,,145.0,0.0,0.039,,0.0,0.037,1823.0,,,,,,,,
1205,SPANISH PEAKS REGIONAL HEALTH CENTER (061316),2018,Critical Access,Government - Hospital District or Authority,141.0,37.607688,-104.819786,CO,,0.0,0.027,11.0,,0.0,0.048,216.0,,,,,,0.0,0.004,216.0,,,,,,,,
1206,SPANISH PEAKS REGIONAL HEALTH CENTER (061316),2018,Critical Access,Government - Hospital District or Authority,141.0,37.607688,-104.819786,CO,,0.0,0.027,11.0,,0.0,0.12,543.0,,,,,,0.0,0.011,543.0,,,,,,,,
1207,GRAND RIVER MEDICAL CENTER (061317),2018,Critical Access,Government - Hospital District or Authority,66.0,39.522587,-107.77201,CO,,1.0,0.207,317.0,,1.0,0.821,1806.0,,,,,,1.0,0.037,1806.0,,4.0,0.0,0.036,5.0,0.0,0.109,
1208,GRAND RIVER MEDICAL CENTER (061317),2018,Critical Access,Government - Hospital District or Authority,66.0,39.522587,-107.77201,CO,,1.0,0.205,313.0,,1.0,0.79,1738.0,,,,,,0.0,0.036,1738.0,,5.0,0.0,0.039,5.0,0.0,0.109,
1209,MIDDLE PARK MEDICAL CENTER (061318),2018,Critical Access,Government - Hospital District or Authority,21.0,40.0575,-106.391183,CO,,0.0,0.031,48.0,,0.0,0.031,141.0,,,,,,0.0,0.003,161.0,,,,,,,,
1210,MIDDLE PARK MEDICAL CENTER (061318),2018,Critical Access,Government - Hospital District or Authority,21.0,40.0575,-106.391183,CO,,0.0,0.04,62.0,,0.0,0.044,198.0,,,,,,0.0,0.004,218.0,,,,,,,,
1211,GUNNISON VALLEY HOSPITAL (061320),2018,Critical Access,Government - Local,20.0,38.551089,-106.924321,CO,,0.0,0.025,38.0,,0.0,0.074,337.0,,32.0,0.0,0.009,,0.0,0.007,337.0,,,,,2.0,0.0,0.047,
1212,GUNNISON VALLEY HOSPITAL (061320),2018,Critical Access,Government - Local,20.0,38.551089,-106.924321,CO,,0.0,0.044,67.0,,0.0,0.257,741.0,,55.0,0.0,0.015,,0.0,0.015,741.0,,2.0,0.0,0.015,4.0,0.0,0.091,
1213,MT SAN RAFAEL HOSPITAL (061321),2018,Critical Access,Voluntary non-profit - Private,25.0,37.17338,-104.488796,CO,,0.0,0.136,208.0,,0.0,0.732,2433.0,,74.0,0.0,0.02,,0.0,0.03,1503.0,,4.0,0.0,0.034,1.0,0.0,0.029,
1214,MT SAN RAFAEL HOSPITAL (061321),2018,Critical Access,Voluntary non-profit - Private,25.0,37.17338,-104.488796,CO,,0.0,0.14,215.0,,0.0,0.838,2911.0,,92.0,0.0,0.025,,0.0,0.04,1959.0,,5.0,0.0,0.04,2.0,0.0,0.059,
1215,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER (061322),2018,Critical Access,Government - Hospital District or Authority,25.0,38.543102,-106.007291,CO,,,,,,,,,,40.0,0.0,0.011,,,,,,2.0,0.0,0.021,5.0,0.0,0.092,
1216,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER (061322),2018,Critical Access,Government - Hospital District or Authority,25.0,38.543102,-106.007291,CO,,,,,,,,,,47.0,0.0,0.013,,,,,,3.0,0.0,0.031,8.0,0.0,0.148,
1217,PROWERS MEDICAL CENTER (061323),2018,Critical Access,Government - Hospital District or Authority,25.0,38.070915,-102.609068,CO,,4.0,0.238,366.0,,0.0,0.564,2551.0,,37.0,0.0,0.01,,0.0,0.054,2551.0,,5.0,0.0,0.031,2.0,0.0,0.065,
1218,PROWERS MEDICAL CENTER (061323),2018,Critical Access,Government - Hospital District or Authority,25.0,38.070915,-102.609068,CO,,3.0,0.196,303.0,,1.0,0.746,3375.0,,,,,,0.0,0.071,3375.0,,6.0,0.0,0.047,2.0,0.0,0.065,
1219,ASPEN VALLEY HOSPITAL (061324),2018,Critical Access,Government - Hospital District or Authority,25.0,39.190057,-106.837784,CO,,0.0,0.153,233.0,,0.0,0.76,2225.0,,123.0,0.0,0.034,,0.0,0.058,2763.0,,7.0,0.0,0.046,7.0,0.0,0.13,
1220,ASPEN VALLEY HOSPITAL (061324),2018,Critical Access,Government - Hospital District or Authority,25.0,39.190057,-106.837784,CO,,0.0,0.229,220.0,,0.0,0.727,2076.0,,198.0,0.0,0.055,,0.0,0.054,2566.0,,6.0,0.0,0.037,7.0,0.0,0.146,
1221,PIONEERS MEDICAL CENTER (061325),2018,Critical Access,Government - Hospital District or Authority,44.0,,,CO,,1.0,0.021,31.0,,,,,,2.0,0.0,0.001,,,,,,,,,2.0,0.0,0.044,
1222,PIONEERS MEDICAL CENTER (061325),2018,Critical Access,Government - Hospital District or Authority,44.0,,,CO,,1.0,0.024,36.0,,,,,,3.0,0.0,0.001,,,,,,,,,2.0,0.0,0.044,
1223,UCHEALTH PIKES PEAK REGIONAL HOSPITAL (061326),2018,Critical Access,Voluntary non-profit - Private,15.0,38.973932,-105.074267,CO,,,,,,0.0,0.099,451.0,,,,,,0.0,0.009,463.0,,,,,,,,
1224,UCHEALTH PIKES PEAK REGIONAL HOSPITAL (061326),2018,Critical Access,Voluntary non-profit - Private,15.0,38.973932,-105.074267,CO,,,,,,0.0,0.187,851.0,,,,,,0.0,0.017,863.0,,,,,,,,
1225,SOUTHWEST MEMORIAL HOSPITAL (061327),2018,Critical Access,Voluntary non-profit - Private,25.0,37.36214,-108.572739,CO,,0.0,0.378,579.0,0.0,0.0,1.516,3789.0,,278.0,0.0,0.075,,0.0,0.085,4072.0,,13.0,0.0,0.106,5.0,0.0,0.138,
1226,SOUTHWEST MEMORIAL HOSPITAL (061327),2018,Critical Access,Voluntary non-profit - Private,25.0,37.36214,-108.572739,CO,,0.0,0.341,523.0,0.0,0.0,1.164,3265.0,,243.0,0.0,0.066,,0.0,0.079,3784.0,,14.0,0.0,0.106,5.0,0.0,0.149,
1227,ARKANSAS VALLEY REGIONAL MEDICAL CENTER (061336),2018,Critical Access,Voluntary non-profit - Private,124.0,37.976929,-103.548742,CO,,0.0,0.124,191.0,2.589,4.0,1.545,3970.0,,59.0,0.0,0.016,,0.0,0.089,4253.0,,,,,8.0,0.0,0.204,
1228,ARKANSAS VALLEY REGIONAL MEDICAL CENTER (061336),2018,Critical Access,Voluntary non-profit - Private,124.0,37.976929,-103.548742,CO,,0.0,0.173,266.0,3.706,6.0,1.619,4134.0,,68.0,0.0,0.018,,0.0,0.093,4426.0,,,,,11.0,1.0,0.292,
1229,ST FRANCIS HOSPITAL & MEDICAL CENTER (070002),2018,Acute Care,Voluntary non-profit - Church,561.0,41.77508,-72.699468,CT,0.634,11.0,17.356,13637.0,0.891,92.0,103.243,126008.0,0.559,13353.0,8.0,14.315,0.791,7.0,8.847,136270.0,0.403,318.0,1.0,2.483,295.0,5.0,7.712,0.648
1230,ST FRANCIS HOSPITAL & MEDICAL CENTER (070002),2018,Acute Care,Voluntary non-profit - Church,561.0,41.77508,-72.699468,CT,0.694,12.0,17.291,13597.0,0.817,89.0,108.924,127234.0,0.554,13437.0,8.0,14.429,0.656,6.0,9.147,137214.0,0.421,308.0,1.0,2.378,293.0,4.0,7.687,0.52
1231,DAY KIMBALL HOSPITAL (070003),2018,Acute Care,Voluntary non-profit - Private,104.0,41.907746,-71.914692,CT,,0.0,0.757,1469.0,0.0,0.0,6.554,15792.0,,735.0,0.0,0.451,,0.0,0.453,16892.0,,41.0,0.0,0.33,42.0,4.0,1.198,3.339
1232,DAY KIMBALL HOSPITAL (070003),2018,Acute Care,Voluntary non-profit - Private,104.0,41.907746,-71.914692,CT,,0.0,0.754,1463.0,0.172,1.0,5.814,15769.0,,813.0,0.0,0.498,,0.0,0.441,16820.0,,45.0,0.0,0.358,52.0,4.0,1.499,2.668
