,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13)
630,PLANTATION GENERAL HOSPITAL (100167),2021,Acute Care,Proprietary,626.0,26.126461,-80.20417,FL,1.6,,
631,BOCA RATON REGIONAL HOSPITAL (100168),2021,Acute Care,Voluntary non-profit - Private,367.0,26.359599,-80.102211,FL,1.8,34.1,5.5
632,ADVENTHEALTH TAMPA (100173),2021,Acute Care,Voluntary non-profit - Private,518.0,28.069226,-82.424525,FL,6.0,,
633,DESOTO MEMORIAL HOSPITAL (100175),2021,Acute Care,Voluntary non-profit - Private,49.0,27.227388,-81.851675,FL,1.8,,
634,PALM BEACH GARDENS MEDICAL CENTER (100176),2021,Acute Care,Proprietary,199.0,26.830685,-80.085388,FL,0.9,,4.3
635,CAPE CANAVERAL HOSPITAL (100177),2021,Acute Care,Voluntary non-profit - Private,150.0,28.357879,-80.622733,FL,0.7,,3.4
636,MEMORIAL HOSPITAL JACKSONVILLE (100179),2021,Acute Care,Proprietary,421.0,30.287633,-81.602405,FL,1.5,,
637,ST PETERSBURG GENERAL HOSPITAL (100180),2021,Acute Care,Proprietary,174.0,27.806299,-82.727297,FL,1.0,,
638,CORAL GABLES HOSPITAL (100183),2021,Acute Care,Proprietary,245.0,,,FL,0.0,,
639,PALMETTO GENERAL HOSPITAL (100187),2021,Acute Care,Proprietary,338.0,25.884168,-80.324568,FL,1.0,,
640,NORTHWEST MEDICAL CENTER (100189),2021,Acute Care,Proprietary,245.0,26.262903,-80.201905,FL,0.0,,
641,MEDICAL CENTER OF TRINITY (100191),2021,Acute Care,Proprietary,301.0,28.206014,-82.660964,FL,0.4,,
642,BROWARD HEALTH IMPERIAL POINT (100200),2021,Acute Care,Government - Hospital District or Authority,187.0,26.206881,-80.108057,FL,1.9,,
643,NORTH FLORIDA REGIONAL MEDICAL CENTER (100204),2021,Acute Care,Proprietary,411.0,29.659699,-82.411597,FL,0.9,,
644,MEMORIAL HOSPITAL OF TAMPA (100206),2021,Acute Care,Proprietary,236.0,27.937443,-82.489816,FL,3.4,,4.9
645,KENDALL REGIONAL MEDICAL CENTER (100209),2021,Acute Care,Proprietary,423.0,,,FL,0.0,,
646,ADVENTHEALTH DADE CITY (100211),2021,Acute Care,Proprietary,120.0,28.348587,-82.201685,FL,2.0,,
647,MARION COMMUNTIY HOSPITAL (100212),2021,Acute Care,Proprietary,351.0,29.174744,-82.137839,FL,0.0,,
648,BLAKE MEDICAL CENTER (100213),2021,Acute Care,Proprietary,382.0,27.482176,-82.620468,FL,0.6,,
649,STEWARD SEBASTIAN RIVER MEDICAL CENTER (100217),2021,Acute Care,Proprietary,156.0,27.844359,-80.488128,FL,3.3,,
650,GULF COAST MEDICAL CENTER LEE HEALTH (100220),2021,Acute Care,Government - Hospital District or Authority,440.0,26.543016,-81.848589,FL,0.5,,
651,FORT WALTON BEACH MEDICAL CENTER (100223),2021,Acute Care,Proprietary,260.0,30.454676,-86.632069,FL,4.8,,4.1
652,UNIVERSITY HOSPITAL AND MEDICAL CENTER (100224),2021,Acute Care,Proprietary,311.0,26.211385,-80.252543,FL,0.7,,
653,ORANGE PARK MEDICAL CENTER (100226),2021,Acute Care,Voluntary non-profit - Other,306.0,30.164807,-81.738598,FL,1.7,,
654,WESTSIDE REGIONAL MEDICAL CENTER (100228),2021,Acute Care,Proprietary,231.0,26.120882,-80.258429,FL,0.9,,
655,MEMORIAL HOSPITAL PEMBROKE (100230),2021,Acute Care,Government - Hospital District or Authority,268.0,26.030929,-80.24612,FL,1.2,,
656,WEST FLORIDA HOSPITAL (100231),2021,Acute Care,Proprietary,476.0,30.515161,-87.21692,FL,0.8,,3.5
657,PUTNAM COMMUNITY MEDICAL CENTER (100232),2021,Acute Care,Proprietary,96.0,29.642378,-81.693518,FL,0.3,,
658,FAWCETT MEMORIAL HOSPITAL (100236),2021,Acute Care,Proprietary,242.0,26.987872,-82.097729,FL,0.8,,
659,NORTHSIDE HOSPITAL (100238),2021,Acute Care,Proprietary,220.0,27.826053,-82.700001,FL,3.9,,
660,GULF COAST REGIONAL MEDICAL CENTER (100242),2021,Acute Care,Proprietary,210.0,30.189682,-85.666124,FL,2.9,,
661,BRANDON REGIONAL HOSPITAL (100243),2021,Acute Care,Proprietary,417.0,27.934002,-82.288303,FL,0.3,,
662,CAPE CORAL HOSPITAL (100244),2021,Acute Care,Government - Hospital District or Authority,289.0,26.639321,-81.940946,FL,1.1,,9.9
663,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE (100246),2021,Acute Care,Proprietary,381.0,27.431942,-80.347352,FL,0.4,,
664,LARGO MEDICAL CENTER (100248),2021,Acute Care,Proprietary,364.0,27.914914,-82.802671,FL,2.3,,
665,BAYFRONT HEALTH SEVEN RIVERS (100249),2021,Acute Care,Proprietary,126.0,28.950896,-82.625866,FL,0.9,,
666,RAULERSON HOSPITAL (100252),2021,Acute Care,Proprietary,100.0,27.260537,-80.829875,FL,4.7,,
667,JUPITER MEDICAL CENTER (100253),2021,Acute Care,Voluntary non-profit - Private,200.0,26.922824,-80.094539,FL,2.8,,4.7
668,CAPITAL REGIONAL MEDICAL CENTER (100254),2021,Acute Care,Proprietary,249.0,30.475376,-84.230728,FL,0.0,,2.0
669,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2021,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,7.0,,
670,DELRAY MEDICAL CENTER (100258),2021,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,0.4,,
671,SOUTH BAY HOSPITAL (100259),2021,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,0.5,,
672,ST LUCIE MEDICAL CENTER (100260),2021,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,0.0,,
673,OAK HILL HOSPITAL (100264),2021,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,1.2,,
674,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE (100265),2021,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,2.5,,
675,GULF BREEZE HOSPITAL (100266),2021,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,4.7,42.9,5.5
676,ENGLEWOOD COMMUNITY HOSPITAL (100267),2021,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,0.0,,
677,WEST BOCA MEDICAL CENTER (100268),2021,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,0.5,,
678,PALMS WEST HOSPITAL (100269),2021,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,0.0,,
679,WELLINGTON REGIONAL MEDICAL CENTER LLC (100275),2021,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,0.0,,
680,BROWARD HEALTH CORAL SPRINGS (100276),2021,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,1.6,,
681,MEMORIAL HOSPITAL WEST (100281),2021,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,0.8,,
682,KERALTY HOSPITAL (100284),2021,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,0.0,,
683,MEMORIAL HOSPITAL MIRAMAR (100285),2021,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,2.0,,
684,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2021,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,2.7,,8.9
685,GOOD SAMARITAN MEDICAL CENTER (100287),2021,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,0.9,,2.5
686,ST MARY'S MEDICAL CENTER (100288),2021,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,0.0,,
687,CLEVELAND CLINIC HOSPITAL (100289),2021,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,1.4,49.0,
688,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2021,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,0.0,,
689,MELBOURNE REGIONAL MEDICAL CENTER (100291),2021,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,1.6,,
690,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2021,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,2.4,,5.2
691,DOCTORS HOSPITAL (100296),2021,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,0.6,,
692,LAKEWOOD RANCH MEDICAL CENTER (100299),2021,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,0.7,,
693,ST CLOUD REGIONAL MEDICAL CENTER (100302),2021,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,1.5,,
694,ASCENSION ST VINCENT'S SOUTHSIDE (100307),2021,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,1.0,,5.1
695,ASCENSION SACRED HEART GULF (100313),2021,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,0.0,,
696,WEST KENDALL BAPTIST HOSPITAL (100314),2021,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,0.6,,
697,VIERA HOSPITAL (100315),2021,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,1.7,,6.3
698,PALM BAY HOSPITAL (100316),2021,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,0.6,,
699,ADVENTHEALTH WESLEY CHAPEL (100319),2021,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,1.6,,
700,POINCIANA MEDICAL CENTER (100320),2021,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,0.5,,
701,ASCENSION ST VINCENT'S CLAY COUNTY (100321),2021,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,2.6,,5.3
702,OVIEDO MEDICAL CENTER (100329),2021,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,0.0,,
703,ADVENTHEALTH WAUCHULA (101300),2021,Critical Access,Voluntary non-profit - Private,25.0,,,FL,0.0,,
704,HENDRY REGIONAL MEDICAL CENTER (101309),2021,Critical Access,Voluntary non-profit - Other,25.0,26.753239,-80.942276,FL,0.8,,
705,FISHERMEN'S COMMUNITY HOSPITAL (101312),2021,Critical Access,Voluntary non-profit - Private,16.0,24.71113,-81.09472,FL,1.2,,
706,MARINERS HOSPITAL (101313),2021,Critical Access,Voluntary non-profit - Private,24.0,25.005408,-80.521301,FL,2.2,,
707,HAMILTON MEDICAL CENTER (110001),2021,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,5.0,,2.3
708,UPSON REGIONAL MEDICAL CENTER (110002),2021,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,0.5,,
709,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS (110003),2021,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,0.8,,1.5
710,NORTHSIDE HOSPITAL FORSYTH (110005),2021,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,1.3,32.3,
711,ST MARY'S HOSPITAL (110006),2021,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,3.2,,4.7
712,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2021,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,2.0,,2.8
713,NORTHSIDE HOSPITAL CHEROKEE (110008),2021,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,3.0,40.9,
714,EMORY UNIVERSITY HOSPITAL (110010),2021,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,3.1,31.8,3.3
715,TANNER MEDICAL CENTER - CARROLLTON (110011),2021,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,2.1,,4.2
716,TANNER MEDICAL CENTER VILLA RICA (110015),2021,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,1.0,,2.0
717,WELLSTAR WEST GEORGIA MEDICAL CENTER (110016),2021,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,0.3,,3.0
718,PIEDMONT NEWTON HOSPITAL (110018),2021,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,1.9,,
719,ADVENTHEALTH GORDON (110023),2021,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,0.3,,1.5
720,CANDLER HOSPITAL (110024),2021,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,3.1,,
721,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2021,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,3.9,,
722,"TY COBB REGIONAL MEDICAL CENTER, LLC (110027)",2021,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,1.2,,1.9
723,UNIVERSITY HOSPITAL (110028),2021,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,1.4,29.0,4.2
724,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2021,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,1.6,40.5,4.1
725,CARTERSVILLE MEDICAL CENTER (110030),2021,Acute Care,Voluntary non-profit - Private,116.0,,,GA,0.8,,
726,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2021,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,0.3,,
727,STEPHENS COUNTY HOSPITAL (110032),2021,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,1.7,,
728,AU MEDICAL CENTER (110034),2021,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,3.7,,6.7
729,WELLSTAR KENNESTONE HOSPITAL (110035),2021,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,1.5,42.4,4.5
730,MEMORIAL UNIVERSITY MEDICAL CENTER (110036),2021,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,1.0,,4.5
731,JOHN D ARCHBOLD MEMORIAL HOSPITAL (110038),2021,Acute Care,Voluntary non-profit - Private,328.0,,,GA,3.8,,2.5
732,NORTHRIDGE MEDICAL CENTER (110040),2021,Acute Care,Government - Hospital District or Authority,217.0,34.218475,-83.469116,GA,0.0,,
733,HABERSHAM COUNTY MEDICAL CTR (110041),2021,Acute Care,Government - Hospital District or Authority,137.0,34.405879,-83.485989,GA,0.4,,
734,WELLSTAR PAULDING HOSPITAL (110042),2021,Acute Care,Voluntary non-profit - Other,259.0,33.902429,-84.782727,GA,1.9,,5.2
735,ST JOSEPH'S HOSPITAL - SAVANNAH (110043),2021,Acute Care,Voluntary non-profit - Private,246.0,31.985079,-81.152792,GA,1.5,,3.2
736,PHOEBE SUMTER MEDICAL CENTER (110044),2021,Acute Care,Government - Hospital District or Authority,54.0,32.06425,-84.255376,GA,2.0,,
737,BARROW REGIONAL MEDICAL CENTER (110045),2021,Acute Care,Proprietary,55.0,34.007701,-83.706706,GA,0.5,,
738,PIEDMONT WALTON HOSPITAL (110046),2021,Acute Care,Proprietary,81.0,33.798635,-83.746316,GA,1.9,,
739,ADVENTHEALTH MURRAY (110050),2021,Acute Care,Voluntary non-profit - Private,28.0,34.779951,-84.782125,GA,2.7,,
740,UNION GENERAL HOSPITAL (110051),2021,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,1.7,,1.0
741,FLOYD MEDICAL CENTER (110054),2021,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,0.4,,5.7
742,PIEDMONT COLUMBUS REGIONAL MIDTOWN (110064),2021,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,5.1,,
743,HOUSTON MEDICAL CENTER (110069),2021,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,2.7,,
744,APPLING HOSPITAL (110071),2021,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,1.8,,
745,DORMINY MEDICAL CENTER (110073),2021,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,1.0,,
746,PIEDMONT ATHENS REGIONAL MEDICAL CENTER (110074),2021,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,1.8,48.1,3.4
747,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2021,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,2.4,,
748,EMORY DECATUR HOSPITAL (110076),2021,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,0.0,,
749,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2021,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,1.5,,2.5
750,GRADY MEMORIAL HOSPITAL (110079),2021,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,0.9,,
751,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2021,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,1.9,,5.1
752,PIEDMONT HOSPITAL (110083),2021,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,3.8,,5.0
753,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2021,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,3.8,,
754,NORTHSIDE HOSPITAL GWINNETT (110087),2021,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,0.7,,2.1
755,"COFFEE REGIONAL MEDICAL CENTER, INC (110089)",2021,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,2.1,,3.1
756,PIEDMONT ROCKDALE HOSPITAL (110091),2021,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,2.0,,
757,DODGE COUNTY HOSPITAL (110092),2021,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,0.8,,
758,TIFT REGIONAL MEDICAL CENTER (110095),2021,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,2.1,,5.0
759,JEFFERSON HOSPITAL (110100),2021,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,0.0,,
760,CRISP REGIONAL HOSPITAL (110104),2021,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,4.5,,
761,COLQUITT REGIONAL MEDICAL CENTER (110105),2021,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,1.4,,1.9
762,"MEDICAL CENTER, NAVICENT HEALTH (THE) (110107)",2021,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,0.3,,
763,EMANUEL MEDICAL CENTER (110109),2021,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,0.0,,
764,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER (110111),2021,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,0.8,,
765,BURKE MEDICAL CENTER (110113),2021,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,0.0,,
766,WELLSTAR ATLANTA MEDICAL CENTER (110115),2021,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,1.7,,
767,GRADY GENERAL HOSPITAL (110121),2021,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,1.8,,
768,SOUTH GEORGIA MEDICAL CENTER (110122),2021,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,2.1,,3.3
769,WAYNE MEMORIAL HOSPITAL (110124),2021,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,0.9,,
770,FAIRVIEW PARK HOSPITAL (110125),2021,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,2.3,,
771,MEMORIAL HEALTH MEADOWS HOSPITAL (110128),2021,Acute Care,Proprietary,64.0,,,GA,0.3,,7.1
772,ST FRANCIS HOSPITAL- EMORY HEALTHCARE (110129),2021,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,3.3,,3.8
773,MEMORIAL HOSPITAL AND MANOR (110132),2021,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,0.0,,
774,TAYLOR REGIONAL HOSPITAL (110135),2021,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,0.9,,
775,EVANS MEMORIAL HOSPITAL (110142),2021,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,1.5,,
776,WELLSTAR COBB HOSPITAL (110143),2021,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,2.3,,2.4
777,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS (110146),2021,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,5.6,,
778,NAVICENT HEALTH BALDWIN (110150),2021,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,2.2,,
779,PERRY HOSPITAL (110153),2021,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,3.7,,
780,NORTHSIDE HOSPITAL (110161),2021,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,1.7,35.9,3.4
781,"COLISEUM MEDICAL CENTERS, LLC, DBA (110164)",2021,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,0.0,,
782,SOUTHERN REGIONAL MEDICAL CENTER (110165),2021,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,1.1,,
783,REDMOND REGIONAL MEDICAL CENTER (110168),2021,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,0.2,,
784,DOCTORS HOSPITAL (110177),2021,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,0.8,,
785,WELLSTAR DOUGLAS HOSPITAL (110184),2021,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,1.9,,2.7
786,FANNIN REGIONAL HOSPITAL (110189),2021,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,4.1,,
787,PIEDMONT HENRY HOSPITAL (110191),2021,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,1.4,,
788,EASTSIDE MEDICAL CENTER (110192),2021,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,1.1,,4.5
789,DONALSONVILLE HOSPITAL INC (110194),2021,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,2.6,,
790,WELLSTAR NORTH FULTON HOSPITAL (110198),2021,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,0.8,,
791,PIEDMONT COLUMBUS REGIONAL NORTHSIDE (110200),2021,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,0.6,,
792,COLISEUM NORTHSIDE HOSPITAL (110201),2021,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,0.0,,
793,PIEDMONT FAYETTE HOSPITAL (110215),2021,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,4.2,,4.3
794,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2021,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,4.6,36.2,8.1
795,EMORY HILLANDALE HOSPITAL (110226),2021,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,0.0,,
796,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2021,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,3.4,,4.7
797,EMORY JOHNS CREEK HOSPITAL (110230),2021,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,1.2,,6.6
798,SOUTHEASTERN REGIONAL MEDICAL CENTER (110233),2021,Acute Care,Proprietary,46.0,33.386391,-84.757419,GA,1.0,,
799,CHI MEMORIAL HOSPITAL- GEORGIA (110236),2021,Acute Care,Voluntary non-profit - Private,28.0,34.94777,-85.262756,GA,1.4,,5.3
800,BLECKLEY MEMORIAL HOSPITAL (111302),2021,Critical Access,Government - Hospital District or Authority,15.0,32.384545,-83.345927,GA,0.0,,
801,MORGAN MEDICAL CENTER (111304),2021,Critical Access,Government - Hospital District or Authority,29.0,33.567545,-83.472004,GA,0.0,,
802,EFFINGHAM HEALTH SYSTEM (111306),2021,Critical Access,Government - Hospital District or Authority,130.0,32.364734,-81.321664,GA,0.0,,
803,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH (111310)",2021,Critical Access,Government - Hospital District or Authority,25.0,32.606568,-83.758449,GA,0.0,,
804,PUTNAM GENERAL HOSPITAL (111313),2021,Critical Access,Government - Hospital District or Authority,25.0,33.335519,-83.370844,GA,0.0,,
805,MONROE COUNTY HOSPITAL (111318),2021,Critical Access,Government - Hospital District or Authority,25.0,33.031981,-83.946494,GA,1.6,,
