,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),Breast Cancer Screening Recall Rates (OP-39),MRI Lumbar Spine for Low Back Pain (OP-8),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13)
572,HOWARD UNIVERSITY HOSPITAL (090003),2022,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,11.5,8.5,,
573,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2022,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,3.4,11.9,,7.1
574,SIBLEY MEMORIAL HOSPITAL (090005),2022,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,3.4,9.9,59.4,4.2
575,UNITED MEDICAL CENTER (090008),2022,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,0.6,4.5,,
576,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2022,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,1.4,6.5,40.0,3.8
577,SHANDS JACKSONVILLE (100001),2022,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,13.6,5.9,45.9,2.7
578,BETHESDA  HOSPITAL INC (100002),2022,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,5.1,,,
579,ORLANDO HEALTH (100006),2022,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,3.9,7.6,,4.8
580,ADVENTHEALTH ORLANDO (100007),2022,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,3.4,6.1,38.9,6.3
581,BAPTIST HOSPITAL OF MIAMI (100008),2022,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,3.3,,,5.0
582,LEE MEMORIAL HOSPITAL (100012),2022,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,6.4,8.2,45.1,4.9
583,ADVENTHEALTH NEW SMYRNA BEACH (100014),2022,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,5.1,8.9,,
584,HALIFAX HEALTH MEDICAL CENTER (100017),2022,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,0.5,,,
585,NAPLES COMMUNITY HOSPITAL (100018),2022,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,0.6,,,5.0
586,HOLMES REGIONAL MEDICAL CENTER (100019),2022,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,2.8,,,3.3
587,JACKSON HEALTH SYSTEM (100022),2022,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,1.5,9.1,,0.8
588,CITRUS MEMORIAL HOSPITAL (100023),2022,Acute Care,Government - Hospital District or Authority,202.0,28.832242,-82.335335,FL,3.2,8.1,,
589,SACRED HEART HOSPITAL (100025),2022,Acute Care,Voluntary non-profit - Private,524.0,30.475588,-87.210986,FL,5.5,5.1,35.8,4.0
590,ASCENSION SACRED HEART BAY (100026),2022,Acute Care,Government - Hospital District or Authority,257.0,30.159681,-85.647067,FL,4.4,,,
591,PARRISH MEDICAL CENTER (100028),2022,Acute Care,Government - Hospital District or Authority,210.0,28.629068,-80.824943,FL,7.1,6.7,,5.8
592,STEWARD NORTH SHORE MEDICAL CENTER (100029),2022,Acute Care,Proprietary,759.0,25.861658,-80.214656,FL,2.2,17.0,,0.0
593,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL (100030),2022,Acute Care,Government - State,197.0,28.551666,-81.525787,FL,7.9,11.3,,
594,BAYFRONT HEALTH ST PETERSBURG (100032),2022,Acute Care,Voluntary non-profit - Private,350.0,27.763222,-82.641663,FL,1.8,4.8,,
595,MOUNT SINAI MEDICAL CENTER (100034),2022,Acute Care,Proprietary,598.0,25.815045,-80.137939,FL,11.5,45.8,36.8,4.7
596,MANATEE MEMORIAL HOSPITAL (100035),2022,Acute Care,Proprietary,303.0,27.497209,-82.561241,FL,2.3,,,4.6
597,MEMORIAL REGIONAL HOSPITAL (100038),2022,Acute Care,Government - Hospital District or Authority,1002.0,26.018262,-80.178865,FL,5.0,36.9,45.0,3.6
598,BROWARD HEALTH MEDICAL CENTER (100039),2022,Acute Care,Government - Hospital District or Authority,638.0,26.101975,-80.14231,FL,8.5,31.6,,15.0
599,ASCENSION ST VINCENT'S RIVERSIDE (100040),2022,Acute Care,Voluntary non-profit - Private,490.0,30.307891,-81.689154,FL,12.5,10.3,47.2,4.3
600,MEASE DUNEDIN HOSPITAL (100043),2022,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,9.0,4.3,,
601,CLEVELAND CLINIC MARTIN NORTH HOSPITAL (100044),2022,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,2.4,,,3.2
602,ADVENTHEALTH DELAND (100045),2022,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,3.2,9.8,42.9,
603,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2022,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,3.3,8.7,,
604,SHOREPOINT HEALTH PUNTA GORDA (100047),2022,Acute Care,Proprietary,172.0,26.940682,-82.041788,FL,0.7,,,
605,JAY HOSPITAL (100048),2022,Acute Care,Voluntary non-profit - Private,28.0,30.95004,-87.151666,FL,7.9,5.7,,
606,HIGHLANDS REGIONAL MEDICAL CENTER (100049),2022,Acute Care,Proprietary,119.0,27.465045,-81.433761,FL,5.5,5.4,,
607,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS (100050),2022,Acute Care,Voluntary non-profit - Private,182.0,25.866662,-80.312165,FL,0.0,,,
608,ORLANDO HEALTH SOUTH LAKE HOSPITAL (100051),2022,Acute Care,Government - Hospital District or Authority,158.0,28.551178,-81.723415,FL,4.7,5.4,,
609,WINTER HAVEN HOSPITAL (100052),2022,Acute Care,Voluntary non-profit - Private,514.0,28.027669,-81.726746,FL,8.2,7.4,,
610,STEWARD HIALEAH HOSPITAL (100053),2022,Acute Care,Proprietary,346.0,25.844931,-80.268881,FL,0.0,,,
611,TWIN CITIES HOSPITAL (100054),2022,Acute Care,Proprietary,63.0,,,FL,12.6,13.0,,
612,ADVENTHEALTH NORTH PINELLAS (100055),2022,Acute Care,Voluntary non-profit - Other,168.0,28.13314,-82.758576,FL,7.5,9.0,,
613,ADVENTHEALTH WATERMAN (100057),2022,Acute Care,Voluntary non-profit - Church,263.0,28.822351,-81.71021,FL,7.3,9.6,45.2,6.2
614,ADVENTHEALTH OCALA (100062),2022,Acute Care,Government - Hospital District or Authority,404.0,29.174236,-82.137834,FL,1.8,,,
615,MORTON PLANT NORTH BAY HOSPITAL (100063),2022,Acute Care,Voluntary non-profit - Private,220.0,28.253933,-82.715478,FL,4.7,,,
616,ST ANTHONYS HOSPITAL (100067),2022,Acute Care,Voluntary non-profit - Church,349.0,27.779343,-82.651224,FL,6.5,6.4,,
617,ADVENTHEALTH DAYTONA BEACH (100068),2022,Acute Care,Voluntary non-profit - Church,374.0,29.24275,-81.1093,FL,2.4,9.7,54.1,3.9
618,FLORIDA HOSPITAL CARROLLWOOD (100069),2022,Acute Care,Voluntary non-profit - Church,105.0,28.013102,-82.504954,FL,3.6,,,
619,VENICE REGIONAL BAYFRONT HEALTH (100070),2022,Acute Care,Proprietary,264.0,27.089683,-82.444445,FL,5.0,6.6,,
620,BRAVERA HEALTH BROOKSVILLE (100071),2022,Acute Care,Voluntary non-profit - Church,244.0,28.541115,-82.443386,FL,4.9,9.7,,
621,ADVENTHEALTH FISH MEMORIAL (100072),2022,Acute Care,Voluntary non-profit - Church,176.0,28.91129,-81.284122,FL,2.4,7.3,,
622,HOLY CROSS HOSPITAL (100073),2022,Acute Care,Voluntary non-profit - Church,428.0,26.185378,-80.117659,FL,4.3,32.0,37.9,3.6
623,ST JOSEPHS HOSPITAL (100075),2022,Acute Care,Voluntary non-profit - Church,1073.0,,,FL,2.1,6.1,,8.0
624,BAYFRONT HEALTH PORT CHARLOTTE (100077),2022,Acute Care,Proprietary,245.0,26.98984,-82.096682,FL,0.9,11.7,,
625,HCA FLORIDA JFK HOSPITAL (100080),2022,Acute Care,Proprietary,597.0,26.598548,-80.09031,FL,1.4,20.5,,
626,HEALTHMARK REGIONAL MEDICAL CENTER (100081),2022,Acute Care,Proprietary,49.0,30.658742,-86.119188,FL,6.7,,,
627,UF HEALTH LEESBURG HOSPITAL (100084),2022,Acute Care,Voluntary non-profit - Private,327.0,28.806579,-81.869113,FL,0.9,8.4,,5.5
628,BROWARD HEALTH NORTH (100086),2022,Acute Care,Government - Hospital District or Authority,335.0,26.275137,-80.120739,FL,4.4,21.0,,8.5
629,SARASOTA MEMORIAL HOSPITAL (100087),2022,Acute Care,Government - Hospital District or Authority,722.0,27.318268,-82.529687,FL,9.6,11.5,37.2,5.6
630,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE (100088),2022,Acute Care,Voluntary non-profit - Private,900.0,30.316284,-81.663609,FL,6.1,9.7,44.8,5.1
631,FLAGLER HOSPITAL (100090),2022,Acute Care,Voluntary non-profit - Private,335.0,29.862616,-81.31748,FL,9.0,7.6,39.7,4.4
632,STEWARD ROCKLEDGE HOSPITAL (100092),2022,Acute Care,Voluntary non-profit - Private,296.0,28.33454,-80.723133,FL,8.9,24.0,,4.0
633,BAPTIST HOSPITAL (100093),2022,Acute Care,Voluntary non-profit - Private,377.0,30.428676,-87.232015,FL,13.2,9.1,38.3,3.9
634,ADVENTHEALTH LAKE WALES (100099),2022,Acute Care,Proprietary,122.0,27.896533,-81.564666,FL,4.1,13.2,,
635,CLEVELAND CLINIC INDIAN RIVER HOSPITAL (100105),2022,Acute Care,Government - Hospital District or Authority,333.0,27.658443,-80.396876,FL,2.9,,,5.7
636,DOCTORS MEMORIAL HOSPITAL INC (100106),2022,Acute Care,Voluntary non-profit - Private,48.0,30.121128,-83.592009,FL,7.3,11.4,,
637,LEHIGH REGIONAL MEDICAL CENTER (100107),2022,Acute Care,Voluntary non-profit - Private,83.0,26.614318,-81.658427,FL,0.7,,,
638,ADVENTHEALTH SEBRING (100109),2022,Acute Care,Voluntary non-profit - Church,189.0,27.538455,-81.506881,FL,6.9,11.1,42.6,3.9
639,HCA FLORIDA OSCEOLA HOSPITAL (100110),2022,Acute Care,Proprietary,345.0,28.300923,-81.410854,FL,1.6,10.2,,
640,UF HEALTH SHANDS HOSPITAL (100113),2022,Acute Care,Voluntary non-profit - Private,942.0,29.639223,-82.343325,FL,10.8,8.3,45.8,4.6
641,BAPTIST MEDICAL CENTER  BEACHES (100117),2022,Acute Care,Voluntary non-profit - Private,137.0,30.274527,-81.399469,FL,11.4,7.1,32.9,4.0
642,FLORIDA HOSPITAL FLAGLER (100118),2022,Acute Care,Voluntary non-profit - Church,126.0,29.478987,-81.190089,FL,1.2,6.9,50.0,3.9
643,BARTOW REGIONAL MEDICAL CENTER (100121),2022,Acute Care,Proprietary,72.0,27.919146,-81.846254,FL,8.2,,,
644,NORTH OKALOOSA MEDICAL CENTER (100122),2022,Acute Care,Voluntary non-profit - Private,110.0,30.736947,-86.561842,FL,6.2,10.5,,
645,SANTA ROSA MEDICAL CENTER (100124),2022,Acute Care,Proprietary,117.0,30.632616,-87.06825,FL,2.8,9.8,,4.7
646,HOMESTEAD HOSPITAL (100125),2022,Acute Care,Voluntary non-profit - Private,156.0,25.477839,-80.430371,FL,5.9,19.2,,
647,PALMS OF PASADENA HOSPITAL (100126),2022,Acute Care,Proprietary,217.0,27.753517,-82.738176,FL,4.8,5.8,,
648,MORTON PLANT HOSPITAL (100127),2022,Acute Care,Voluntary non-profit - Private,638.0,27.951912,-82.803874,FL,1.4,,,
649,TAMPA GENERAL HOSPITAL (100128),2022,Acute Care,Voluntary non-profit - Private,958.0,27.937272,-82.459128,FL,11.8,10.8,,5.5
650,LAKESIDE MEDICAL CENTER (100130),2022,Acute Care,Government - Hospital District or Authority,58.0,26.725684,-80.670079,FL,2.5,15.5,,
651,AVENTURA HOSPITAL AND MEDICAL CENTER (100131),2022,Acute Care,Voluntary non-profit - Private,417.0,25.969859,-80.144257,FL,1.4,22.3,,
652,SOUTH FLORIDA BAPTIST HOSPITAL (100132),2022,Acute Care,Voluntary non-profit - Private,142.0,28.016163,-82.138002,FL,6.5,19.7,,
653,ED FRASER MEMORIAL HOSPITAL (100134),2022,Acute Care,Government - Hospital District or Authority,90.0,30.28555,-82.11955,FL,7.0,3.7,,
654,TALLAHASSEE MEMORIAL HEALTHCARE (100135),2022,Acute Care,Voluntary non-profit - Private,544.0,30.455849,-84.261757,FL,0.6,11.3,,4.8
655,ADVENTHEALTH HEART OF FLORIDA (100137),2022,Acute Care,Proprietary,193.0,28.180334,-81.639954,FL,7.2,12.7,,
656,BAPTIST MEDICAL CENTER - NASSAU (100140),2022,Acute Care,Government - Local,54.0,30.653028,-81.449462,FL,6.8,7.5,,4.6
657,JACKSON HOSPITAL (100142),2022,Acute Care,Government - Hospital District or Authority,70.0,30.78748,-85.240932,FL,18.0,9.2,,3.7
658,LOWER KEYS MEDICAL CENTER (100150),2022,Acute Care,Proprietary,128.0,24.581573,-81.743688,FL,3.6,9.2,33.9,6.0
659,MAYO CLINIC FLORIDA (100151),2022,Acute Care,Voluntary non-profit - Private,266.0,30.263702,-81.437533,FL,2.4,,,11.8
660,SOUTH MIAMI HOSPITAL (100154),2022,Acute Care,Voluntary non-profit - Private,428.0,25.703051,-80.293367,FL,4.5,23.0,,1.3
661,LAKE CITY MEDICAL CENTER (100156),2022,Acute Care,Voluntary non-profit - Private,83.0,30.18398,-82.68627,FL,0.2,,,
662,LAKELAND REGIONAL MEDICAL CENTER (100157),2022,Acute Care,Voluntary non-profit - Private,850.0,28.059671,-81.953248,FL,0.8,,,
663,CENTRAL FLORIDA REGIONAL HOSPITAL (100161),2022,Acute Care,Proprietary,222.0,28.816202,-81.283577,FL,3.1,11.8,,
664,HCA FLORIDA SARASOTA DOCTORS HOSPITAL (100166),2022,Acute Care,Proprietary,155.0,27.298975,-82.454848,FL,1.5,7.4,,
665,MERCY HOSPITAL (100167),2022,Acute Care,Proprietary,626.0,26.126461,-80.20417,FL,3.0,28.1,,
666,BOCA RATON REGIONAL HOSPITAL (100168),2022,Acute Care,Voluntary non-profit - Private,367.0,26.359599,-80.102211,FL,5.1,31.7,35.0,7.0
667,ADVENTHEALTH TAMPA (100173),2022,Acute Care,Voluntary non-profit - Private,518.0,28.069226,-82.424525,FL,9.6,11.3,,4.4
668,DESOTO MEMORIAL HOSPITAL (100175),2022,Acute Care,Voluntary non-profit - Private,49.0,27.227388,-81.851675,FL,4.6,1.7,,1.0
669,PALM BEACH GARDENS MEDICAL CENTER (100176),2022,Acute Care,Proprietary,199.0,26.830685,-80.085388,FL,2.9,17.9,,6.5
670,CAPE CANAVERAL HOSPITAL (100177),2022,Acute Care,Voluntary non-profit - Private,150.0,28.357879,-80.622733,FL,4.2,11.9,32.8,5.6
671,MEMORIAL HOSPITAL JACKSONVILLE (100179),2022,Acute Care,Proprietary,421.0,30.287633,-81.602405,FL,9.0,7.0,,
672,ST PETERSBURG GENERAL HOSPITAL (100180),2022,Acute Care,Proprietary,174.0,27.806299,-82.727297,FL,4.6,3.3,,
673,STEWARD CORAL GABLES HOSPITAL (100183),2022,Acute Care,Proprietary,245.0,,,FL,1.6,,,
674,STEWARD PALMETTO GENERAL HOSPITAL (100187),2022,Acute Care,Proprietary,338.0,25.884168,-80.324568,FL,1.7,19.2,,
675,HCA FLORIDA NORTHWEST HOSPITAL (100189),2022,Acute Care,Proprietary,245.0,26.262903,-80.201905,FL,4.6,14.7,,
676,MEDICAL CENTER OF TRINITY (100191),2022,Acute Care,Proprietary,301.0,28.206014,-82.660964,FL,1.8,8.2,,
677,BROWARD HEALTH IMPERIAL POINT (100200),2022,Acute Care,Government - Hospital District or Authority,187.0,26.206881,-80.108057,FL,6.8,25.8,,2.4
678,NORTH FLORIDA REGIONAL MEDICAL CENTER (100204),2022,Acute Care,Proprietary,411.0,29.659699,-82.411597,FL,3.0,13.5,,
679,HCA FLORIDA SOUTH TAMPA HOSPITAL (100206),2022,Acute Care,Proprietary,236.0,27.937443,-82.489816,FL,9.1,6.2,,2.6
680,HCA FLORIDA KENDALL HOSPITAL (100209),2022,Acute Care,Proprietary,423.0,,,FL,2.9,,,
681,ADVENTHEALTH DADE CITY (100211),2022,Acute Care,Proprietary,120.0,28.348587,-82.201685,FL,4.4,,,
682,MARION COMMUNTIY HOSPITAL (100212),2022,Acute Care,Proprietary,351.0,29.174744,-82.137839,FL,0.3,,,
683,BLAKE MEDICAL CENTER (100213),2022,Acute Care,Proprietary,382.0,27.482176,-82.620468,FL,4.2,9.4,,
684,SEBASTIAN RIVER MEDICAL CENTER (100217),2022,Acute Care,Proprietary,156.0,27.844359,-80.488128,FL,11.7,12.6,40.9,
685,GULF COAST MEDICAL CENTER LEE HEALTH (100220),2022,Acute Care,Government - Hospital District or Authority,440.0,26.543016,-81.848589,FL,1.4,,,8.6
686,FORT WALTON BEACH MEDICAL CENTER (100223),2022,Acute Care,Proprietary,260.0,30.454676,-86.632069,FL,7.0,7.4,,4.0
687,UNIVERSITY HOSPITAL AND MEDICAL CENTER (100224),2022,Acute Care,Proprietary,311.0,26.211385,-80.252543,FL,3.3,18.5,,
688,HCA FLORIDA ORANGE PARK HOSPITAL (100226),2022,Acute Care,Voluntary non-profit - Other,306.0,30.164807,-81.738598,FL,8.8,7.7,,
689,WESTSIDE REGIONAL MEDICAL CENTER (100228),2022,Acute Care,Proprietary,231.0,26.120882,-80.258429,FL,2.9,18.9,,
690,MEMORIAL HOSPITAL PEMBROKE (100230),2022,Acute Care,Government - Hospital District or Authority,268.0,26.030929,-80.24612,FL,5.1,,,
691,WEST FLORIDA HOSPITAL (100231),2022,Acute Care,Proprietary,476.0,30.515161,-87.21692,FL,1.9,8.1,54.2,2.8
692,PUTNAM COMMUNITY MEDICAL CENTER (100232),2022,Acute Care,Proprietary,96.0,29.642378,-81.693518,FL,1.5,10.5,,
693,HCA FLORIDA FAWCETT HOSPITAL (100236),2022,Acute Care,Proprietary,242.0,26.987872,-82.097729,FL,3.4,5.1,,
694,NORTHSIDE HOSPITAL (100238),2022,Acute Care,Proprietary,220.0,27.826053,-82.700001,FL,5.9,,,
695,GULF COAST REGIONAL MEDICAL CENTER (100242),2022,Acute Care,Proprietary,210.0,30.189682,-85.666124,FL,12.6,4.4,,5.6
696,HCA FLORIDA BRANDON HOSPITAL (100243),2022,Acute Care,Proprietary,417.0,27.934002,-82.288303,FL,1.6,,,
697,CAPE CORAL HOSPITAL (100244),2022,Acute Care,Government - Hospital District or Authority,289.0,26.639321,-81.940946,FL,1.4,,,4.1
698,HCA FLORIDA LAWNWOOD HOSPITAL (100246),2022,Acute Care,Proprietary,381.0,27.431942,-80.347352,FL,1.0,,,
699,LARGO MEDICAL CENTER (100248),2022,Acute Care,Proprietary,364.0,27.914914,-82.802671,FL,11.2,5.7,,
700,BAYFRONT HEALTH SEVEN RIVERS (100249),2022,Acute Care,Proprietary,126.0,28.950896,-82.625866,FL,2.4,9.7,,
701,HCA FLORIDA RAULERSON HOSPITAL (100252),2022,Acute Care,Proprietary,100.0,27.260537,-80.829875,FL,15.7,9.0,,
702,JUPITER MEDICAL CENTER (100253),2022,Acute Care,Voluntary non-profit - Private,200.0,26.922824,-80.094539,FL,4.9,32.2,45.5,5.7
703,CAPITAL REGIONAL MEDICAL CENTER (100254),2022,Acute Care,Proprietary,249.0,30.475376,-84.230728,FL,0.9,3.8,,1.3
704,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2022,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,3.3,,,2.1
705,DELRAY MEDICAL CENTER (100258),2022,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,1.7,15.1,,5.0
706,SOUTH BAY HOSPITAL (100259),2022,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,3.5,5.4,,
707,ST LUCIE MEDICAL CENTER (100260),2022,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,2.6,5.3,,
708,OAK HILL HOSPITAL (100264),2022,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,4.1,7.9,,2.2
709,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE (100265),2022,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,4.4,9.8,,
710,GULF BREEZE HOSPITAL (100266),2022,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,8.7,10.2,44.8,4.0
711,HCA FLORIDA ENGLEWOOD HOSPITAL (100267),2022,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,1.7,7.0,,
712,WEST BOCA MEDICAL CENTER (100268),2022,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,2.5,36.0,,
713,HCA FLORIDA PALMS WEST HOSPITAL (100269),2022,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,0.5,19.1,,
714,WELLINGTON REGIONAL MEDICAL CENTER (100275),2022,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,0.7,23.7,,
715,BROWARD HEALTH CORAL SPRINGS (100276),2022,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,8.0,25.3,,
716,MEMORIAL HOSPITAL WEST (100281),2022,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,2.8,32.9,,
717,KERALTY HOSPITAL (100284),2022,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,0.0,,,
718,MEMORIAL HOSPITAL MIRAMAR (100285),2022,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,5.5,43.4,,
719,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2022,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,7.8,6.1,51.5,4.3
720,GOOD SAMARITAN MEDICAL CENTER (100287),2022,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,4.8,20.7,42.1,6.5
721,ST MARY'S MEDICAL CENTER (100288),2022,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,0.0,,,
722,CLEVELAND CLINIC HOSPITAL (100289),2022,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,2.5,15.2,45.5,
723,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2022,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,0.3,,,
724,MELBOURNE REGIONAL MEDICAL CENTER (100291),2022,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,11.2,9.2,,5.2
725,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2022,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,9.7,8.4,60.0,1.2
726,DOCTORS HOSPITAL (100296),2022,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,5.0,,,2.2
727,LAKEWOOD RANCH MEDICAL CENTER (100299),2022,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,4.8,9.5,,3.8
728,ST CLOUD REGIONAL MEDICAL CENTER (100302),2022,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,5.5,12.9,,
729,ASCENSION ST VINCENT'S SOUTHSIDE (100307),2022,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,5.5,12.3,,4.0
730,ASCENSION SACRED HEART GULF (100313),2022,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,5.2,8.5,,
731,WEST KENDALL BAPTIST HOSPITAL (100314),2022,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,1.3,,,
732,VIERA HOSPITAL (100315),2022,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,4.5,9.9,39.0,6.1
733,PALM BAY HOSPITAL (100316),2022,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,1.4,9.1,,
734,ADVENTHEALTH WESLEY CHAPEL (100319),2022,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,3.5,7.8,,
735,HCA FLORIDA POINCIANA HOSPITAL (100320),2022,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,4.3,11.8,,
736,ASCENSION ST VINCENT'S CLAY COUNTY (100321),2022,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,7.5,10.2,52.5,5.8
737,OVIEDO MEDICAL CENTER (100329),2022,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,0.0,,,
738,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON (100330),2022,Acute Care,Government - Local,43.0,,,FL,0.0,,,
739,ADVENTHEALTH WAUCHULA (101300),2022,Critical Access,Voluntary non-profit - Private,25.0,,,FL,4.0,,,
740,HENDRY REGIONAL MEDICAL CENTER (101309),2022,Critical Access,Voluntary non-profit - Other,25.0,26.753239,-80.942276,FL,5.4,6.4,,
741,MADISON COUNTY MEMORIAL HOSPITAL (101311),2022,Critical Access,Government - Hospital District or Authority,23.0,30.471413,-83.419898,FL,6.3,11.9,,
742,FISHERMEN'S COMMUNITY HOSPITAL (101312),2022,Critical Access,Voluntary non-profit - Private,16.0,24.71113,-81.09472,FL,3.5,,,
743,MARINERS HOSPITAL (101313),2022,Critical Access,Voluntary non-profit - Private,24.0,25.005408,-80.521301,FL,4.5,16.9,44.9,0.0
744,HAMILTON MEDICAL CENTER (110001),2022,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,9.8,9.8,33.9,5.6
745,UPSON REGIONAL MEDICAL CENTER (110002),2022,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,3.4,4.1,,0.0
746,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS (110003),2022,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,5.0,7.6,55.7,4.8
