,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
1160,MERCY MEDICAL CENTER-DUBUQUE (160069),2017,Acute Care,Voluntary non-profit - Church,197.0,42.493145,-90.67435,IA,1.1,,,,,0.0
1161,MERCY MEDICAL CENTER - CEDAR RAPIDS (160079),2017,Acute Care,Voluntary non-profit - Church,302.0,41.978904,-91.654798,IA,5.0,30.6,6.8,4.2,0.5,1.8
1162,MERCY MEDICAL CENTER-CLINTON (160080),2017,Acute Care,Voluntary non-profit - Private,192.0,41.860543,-90.188155,IA,1.1,,9.6,8.2,1.1,0.0
1163,IOWA METHODIST MEDICAL CENTER (160082),2017,Acute Care,Voluntary non-profit - Private,505.0,41.590777,-93.633131,IA,5.1,,,0.0,0.6,1.6
1164,MERCY MEDICAL CENTER-DES MOINES (160083),2017,Acute Care,Voluntary non-profit - Private,592.0,41.599577,-93.625702,IA,1.2,32.8,4.8,4.2,0.8,1.9
1165,OTTUMWA REGIONAL HEALTH CENTER (160089),2017,Acute Care,Proprietary,115.0,,,IA,30.0,40.5,1.4,,1.1,1.8
1166,BROADLAWNS MEDICAL CENTER (160101),2017,Acute Care,Government - Local,111.0,41.615097,-93.641155,IA,3.8,,11.9,4.1,,0.0
1167,UNITY POINT HEALTH TRINITY (160104),2017,Acute Care,Voluntary non-profit - Private,79.0,41.566105,-90.51736,IA,3.6,,10.2,,,0.0
1168,ALLEN HOSPITAL (160110),2017,Acute Care,Voluntary non-profit - Private,200.0,42.525753,-92.337758,IA,6.2,26.6,16.4,4.9,1.2,0.0
1169,SPENCER MUNICIPAL HOSPITAL (160112),2017,Acute Care,Government - Local,70.0,43.150009,-95.143842,IA,9.6,,6.4,4.3,1.0,4.0
1170,FINLEY HOSPITAL (160117),2017,Acute Care,Voluntary non-profit - Private,108.0,42.495413,-90.687573,IA,4.7,28.8,14.6,0.0,1.2,5.1
1171,FORT MADISON COMMUNITY HOSPITAL (160122),2017,Acute Care,Voluntary non-profit - Private,50.0,40.624167,-91.382067,IA,16.1,40.5,11.3,2.6,1.0,4.2
1172,LAKES REGIONAL HEALTHCARE (160124),2017,Acute Care,Voluntary non-profit - Other,44.0,43.418396,-95.126312,IA,18.0,,8.6,,0.0,12.9
1173,ST LUKES REGIONAL MEDICAL CENTER (160146),2017,Acute Care,Voluntary non-profit - Private,183.0,42.5186,-96.406029,IA,1.4,41.7,5.9,2.7,,1.0
1174,GRINNELL REGIONAL MEDICAL CENTER (160147),2017,Acute Care,Voluntary non-profit - Private,45.0,41.743278,-92.734728,IA,11.0,,9.9,4.2,0.5,8.7
1175,MERCY MEDICAL CENTER-SIOUX CITY (160153),2017,Acute Care,Voluntary non-profit - Private,205.0,42.495329,-96.400061,IA,13.2,41.9,3.0,7.1,0.9,1.3
1176,BAUM HARMON MERCY HOSPITAL (161300),2017,Critical Access,Voluntary non-profit - Church,14.0,43.088597,-95.622796,IA,0.0,,5.1,,0.0,
1177,IOWA SPECIALTY HOSPITAL - BELMOND (161301),2017,Critical Access,Government - Local,22.0,42.844988,-93.612855,IA,,,15.3,,0.0,
1178,IOWA SPECIALTY HOSPITAL-CLARION (161302),2017,Critical Access,Government - Local,25.0,42.721625,-93.732628,IA,28.2,43.2,13.7,3.6,0.7,
1179,GRUNDY COUNTY MEMORIAL HOSPITAL (161303),2017,Critical Access,Voluntary non-profit - Other,62.0,42.358753,-92.762205,IA,8.3,,10.0,,0.0,0.0
1180,CHI HEALTH  - MERCY CORNING (161304),2017,Critical Access,Voluntary non-profit - Private,22.0,40.988375,-94.747914,IA,11.2,,5.1,,,11.0
1181,JONES REGIONAL MEDICAL CENTER (161306),2017,Critical Access,Voluntary non-profit - Private,20.0,42.102231,-91.261919,IA,3.5,,9.8,,0.5,5.2
1182,HANCOCK COUNTY HEALTH SYSTEM (161307),2017,Critical Access,Voluntary non-profit - Other,25.0,43.097818,-93.806993,IA,8.1,,7.6,,,0.0
1183,ADAIR COUNTY MEMORIAL HOSPITAL (161310),2017,Critical Access,Government - Local,25.0,41.303103,-94.451927,IA,18.5,,2.5,,,
1184,HAWARDEN REGIONAL HEALTHCARE (161311),2017,Critical Access,Government - Local,25.0,42.998008,-96.479427,IA,2.0,,7.4,,0.0,
1185,GENESIS MEDICAL CENTER-DEWITT (161313),2017,Critical Access,Voluntary non-profit - Private,77.0,41.82594,-90.546257,IA,0.9,,13.6,,0.7,1.4
1186,GUTHRIE COUNTY HOSPITAL (161314),2017,Critical Access,Government - Local,25.0,41.683666,-94.494399,IA,8.3,,6.0,,,
1187,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS (161316),2017,Critical Access,Voluntary non-profit - Private,25.0,42.96768,-91.809477,IA,5.5,,,,,0.0
1188,MARENGO MEMORIAL HOSPITAL (161317),2017,Critical Access,Voluntary non-profit - Other,25.0,41.801752,-92.072799,IA,5.0,,16.9,,,
1189,CENTRAL COMMUNITY HOSPITAL (161319),2017,Critical Access,Voluntary non-profit - Private,16.0,42.859771,-91.414536,IA,,,8.3,,,
1190,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER (161320),2017,Critical Access,Voluntary non-profit - Private,18.0,42.847422,-92.109691,IA,1.3,,4.8,,,0.0
1191,SANFORD ROCK RAPIDS MEDICAL CENTER (161321),2017,Critical Access,Voluntary non-profit - Private,13.0,,,IA,,,6.4,,0.0,
1192,DALLAS COUNTY HOSPITAL (161322),2017,Critical Access,Voluntary non-profit - Other,25.0,41.833959,-94.094469,IA,4.9,,6.0,,,0.0
1193,GEORGE C GRAPE COMMUNITY HOSPITAL (161324),2017,Critical Access,Voluntary non-profit - Private,25.0,40.620554,-95.649475,IA,9.9,,13.2,,,
1194,GREENE COUNTY MEDICAL CENTER (161325),2017,Critical Access,Government - Local,25.0,42.015217,-94.38906,IA,3.6,,6.1,,,
1195,DAVIS COUNTY HOSPITAL (161327),2017,Critical Access,Government - Local,36.0,40.759223,-92.414987,IA,2.7,,4.9,,,
1196,JACKSON COUNTY REGIONAL HEALTH CENTER (161329),2017,Critical Access,Government - Local,25.0,42.073715,-90.673132,IA,5.0,,9.1,,,1.7
1197,AUDUBON COUNTY MEMORIAL HOSPITAL (161330),2017,Critical Access,Government - Local,23.0,41.715423,-94.937044,IA,0.0,,8.0,,,
1198,MERCY MEDICAL CENTER-NEW HAMPTON (161331),2017,Critical Access,Voluntary non-profit - Church,14.0,43.062677,-92.320425,IA,7.9,,2.9,,0.0,1.1
1199,MANNING REGIONAL HEALTHCARE CENTER (161332),2017,Critical Access,Voluntary non-profit - Private,57.0,41.90665,-95.075013,IA,,,10.5,,,
1200,HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),2017,Critical Access,Voluntary non-profit - Other,45.0,42.731835,-94.230216,IA,3.5,,9.5,,0.0,0.0
1201,BUCHANAN COUNTY HEALTH CENTER (161335),2017,Critical Access,Voluntary non-profit - Other,69.0,42.468787,-91.875015,IA,2.0,,8.4,,0.0,0.0
1202,HEGG MEMORIAL HEALTH CENTER (161336),2017,Critical Access,Voluntary non-profit - Private,85.0,43.201693,-96.285086,IA,15.5,,11.6,,0.0,
1203,VAN BUREN COUNTY HOSPITAL (161337),2017,Critical Access,Government - Local,25.0,40.735862,-91.959043,IA,,,0.9,,0.0,
1204,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN (161338),2017,Critical Access,Voluntary non-profit - Church,63.0,42.675419,-91.902613,IA,1.6,,7.6,,,0.0
1205,WAVERLY HEALTH CENTER (161339),2017,Critical Access,Government - Local,21.0,42.723668,-92.481802,IA,2.7,,7.2,4.4,1.3,0.6
1206,LUCAS COUNTY HEALTH CENTER (161341),2017,Critical Access,Voluntary non-profit - Other,25.0,41.027693,-93.303421,IA,6.9,,3.7,,,
1207,MONROE COUNTY HOSPITAL (161342),2017,Critical Access,Voluntary non-profit - Other,25.0,41.044838,-92.796475,IA,78.0,,2.2,,0.0,0.0
1208,REGIONAL MEDICAL CENTER (161343),2017,Critical Access,Proprietary,26.0,42.483903,-91.466644,IA,4.3,,7.3,,0.0,2.3
1209,WASHINGTON COUNTY HOSPITAL AND CLINICS (161344),2017,Critical Access,Voluntary non-profit - Other,64.0,41.288507,-91.687341,IA,6.7,,4.8,7.9,0.0,0.9
1210,OSCEOLA COMMUNITY HOSPITAL (161345),2017,Critical Access,Voluntary non-profit - Private,25.0,43.41008,-95.741727,IA,17.9,,4.6,,0.0,
1211,SIOUX CENTER HEALTH (161346),2017,Critical Access,Voluntary non-profit - Private,90.0,43.069685,-96.159287,IA,7.6,,14.9,,0.0,4.1
1212,FLOYD COUNTY MEDICAL CENTER (161347),2017,Critical Access,Voluntary non-profit - Other,25.0,43.052667,-92.682505,IA,7.3,,5.2,,1.1,0.0
1213,CLARKE COUNTY HOSPITAL (161348),2017,Critical Access,Voluntary non-profit - Other,25.0,41.02571,-93.767533,IA,9.6,,2.8,,0.0,
1214,STEWART MEMORIAL COMMUNITY HOSPITAL (161350),2017,Critical Access,Voluntary non-profit - Private,25.0,42.266888,-94.748857,IA,7.2,,8.8,,,0.0
1215,CLARINDA REGIONAL HEALTH CENTER (161352),2017,Critical Access,Government - Local,25.0,40.723116,-95.041406,IA,8.7,,11.8,,,18.3
1216,KOSSUTH REGIONAL HEALTH CENTER (161353),2017,Critical Access,Government - Local,25.0,43.056822,-94.227124,IA,10.1,,8.2,2.5,0.0,1.4
1217,HORN MEMORIAL HOSPITAL (161354),2017,Critical Access,Voluntary non-profit - Private,25.0,42.339303,-95.45891,IA,0.9,,6.2,,0.0,
1218,KNOXVILLE HOSPITAL & CLINICS (161355),2017,Critical Access,Voluntary non-profit - Private,25.0,41.310986,-93.109511,IA,2.7,,2.7,9.9,0.0,1.2
1219,HENRY COUNTY HEALTH CENTER (161356),2017,Critical Access,Government - Local,74.0,40.963116,-91.558018,IA,12.9,,7.3,,0.4,2.3
1220,WAYNE COUNTY HOSPITAL (161358),2017,Critical Access,Government - Local,25.0,40.754492,-93.31232,IA,0.0,,5.0,,0.0,0.0
1221,BURGESS HEALTH CENTER (161359),2017,Critical Access,Voluntary non-profit - Private,25.0,42.025739,-96.105586,IA,14.0,,6.7,,,0.0
1222,ORANGE CITY AREA HEALTH SYSTEM (161360),2017,Critical Access,Voluntary non-profit - Other,36.0,42.994878,-96.045734,IA,17.3,,6.8,2.9,0.0,5.7
1223,VAN DIEST MEDICAL CENTER (161361),2017,Critical Access,Government - Local,25.0,42.452963,-93.813485,IA,1.4,,,,0.6,2.7
1224,JEFFERSON COUNTY HEALTH CENTER (161364),2017,Critical Access,Government - Local,25.0,40.985635,-91.963118,IA,4.2,,5.3,,0.9,0.8
1225,GREATER REGIONAL MEDICAL CENTER (161365),2017,Critical Access,Government - Local,25.0,41.071214,-94.383744,IA,3.6,52.6,1.6,,,4.8
1226,SHENANDOAH MEDICAL CENTER (161366),2017,Critical Access,Voluntary non-profit - Private,25.0,40.753639,-95.369106,IA,3.7,,10.5,,0.0,3.6
1227,PELLA REGIONAL HEALTH CENTER (161367),2017,Critical Access,Voluntary non-profit - Other,50.0,41.412337,-92.911667,IA,26.4,,4.9,0.9,1.0,0.0
1228,CRAWFORD COUNTY MEMORIAL HOSPITAL (161369),2017,Critical Access,Voluntary non-profit - Other,25.0,42.023257,-95.377086,IA,6.0,,6.8,,,6.0
1229,LORING HOSPITAL (161370),2017,Critical Access,Voluntary non-profit - Private,25.0,42.418706,-94.977991,IA,2.0,,6.6,,0.0,3.8
1230,WINNESHIEK MEDICAL CENTER (161371),2017,Critical Access,Government - Local,25.0,43.294634,-91.771187,IA,21.6,,2.4,,0.6,1.3
1231,BOONE COUNTY HOSPITAL (161372),2017,Critical Access,Government - Local,29.0,42.055583,-93.877037,IA,35.5,,8.0,4.5,0.0,8.5
1232,RINGGOLD COUNTY HOSPITAL (161373),2017,Critical Access,Government - Local,16.0,40.71833,-94.223613,IA,2.1,,7.2,,,0.0
1233,MYRTUE MEDICAL CENTER (161374),2017,Critical Access,Voluntary non-profit - Other,25.0,41.647473,-95.326202,IA,16.9,,7.6,,,0.0
1234,BUENA VISTA REGIONAL MEDICAL CENTER (161375),2017,Critical Access,Government - Local,35.0,42.644356,-95.222008,IA,18.6,,2.9,,0.5,13.2
1235,CASS COUNTY MEMORIAL HOSPITAL (161376),2017,Critical Access,Government - Local,29.0,41.401712,-94.992608,IA,23.4,,10.7,,,10.1
1236,MAHASKA  HEALTH PARTNERSHIP (161379),2017,Critical Access,Voluntary non-profit - Other,30.0,41.298562,-92.630131,IA,47.4,,1.5,,0.4,2.7
1237,SANFORD SHELDON MEDICAL CENTER (161381),2017,Critical Access,Voluntary non-profit - Private,89.0,43.186387,-95.847268,IA,3.8,,7.2,,0.7,2.4
1238,VIA CHRISTI HOSPITAL PITTSBURG INC (170006),2017,Acute Care,Voluntary non-profit - Private,92.0,37.38153,-94.68385,KS,38.8,36.5,7.4,1.5,7.8,3.8
1239,SAINT JOHN HOSPITAL (170009),2017,Acute Care,Voluntary non-profit - Other,63.0,39.283683,-94.903472,KS,3.3,,7.3,,1.1,1.4
1240,SALINA REGIONAL HEALTH CENTER (170012),2017,Acute Care,Voluntary non-profit - Private,205.0,38.833271,-97.610525,KS,10.9,40.7,6.6,5.0,2.3,0.7
1241,HAYS MEDICAL CENTER (170013),2017,Acute Care,Voluntary non-profit - Other,143.0,38.879604,-99.299273,KS,16.0,40.0,9.7,4.7,,0.0
1242,RANSOM MEMORIAL HOSPITAL (170014),2017,Acute Care,Government - Local,46.0,38.597285,-95.268759,KS,3.8,,5.8,3.7,,0.0
1243,ST FRANCIS HEALTH CENTER INC (170016),2017,Acute Care,Voluntary non-profit - Church,269.0,39.056107,-95.696692,KS,6.3,43.2,3.8,6.5,,0.6
1244,SUSAN B ALLEN MEMORIAL HOSPITAL (170017),2017,Acute Care,Voluntary non-profit - Private,46.0,37.817438,-96.858795,KS,6.7,42.4,7.9,4.3,0.7,0.6
1245,HUTCHINSON REGIONAL MEDICAL CENTER INC (170020),2017,Acute Care,Proprietary,173.0,38.079485,-97.892275,KS,0.9,,,6.9,3.2,1.0
1246,ST CATHERINE HOSPITAL (170023),2017,Acute Care,Voluntary non-profit - Private,98.0,37.968871,-100.868615,KS,12.7,42.6,1.5,4.2,,0.6
1247,PRATT REGIONAL MEDICAL CENTER (170027),2017,Acute Care,Voluntary non-profit - Private,83.0,37.645365,-98.729367,KS,58.4,39.7,11.4,0.0,,0.5
1248,SUMNER REGIONAL MEDICAL CENTER (170039),2017,Acute Care,Government - Local,61.0,37.277815,-97.394251,KS,60.6,,2.9,,,16.9
1249,UNIVERSITY OF KANSAS HOSPITAL (170040),2017,Acute Care,Government - Hospital District or Authority,770.0,39.055395,-94.608229,KS,7.4,35.1,12.4,5.5,2.0,0.0
1250,OLATHE MEDICAL CENTER (170049),2017,Acute Care,Voluntary non-profit - Private,246.0,38.854524,-94.823673,KS,2.9,43.2,9.9,2.2,1.5,0.0
1251,MERCY HOSPITAL-FORT SCOTT (170058),2017,Acute Care,Voluntary non-profit - Church,51.0,,,KS,12.5,55.3,11.6,2.9,0.4,16.2
1252,SOUTHWEST MEDICAL CENTER (170068),2017,Acute Care,Government - Local,84.0,37.054216,-100.926569,KS,14.7,,4.0,3.8,,18.7
1253,GEARY COMMUNITY HOSPITAL (170074),2017,Acute Care,Government - Local,55.0,39.013979,-96.849798,KS,3.4,52.0,3.1,0.0,,0.0
1254,STORMONT VAIL HOSPITAL (170086),2017,Acute Care,Voluntary non-profit - Private,422.0,39.051129,-95.695627,KS,4.6,38.0,,4.1,0.9,0.6
1255,COFFEY COUNTY HOSPITAL (170094),2017,Acute Care,Government - Local,102.0,,,KS,18.4,58.1,2.0,,,1.2
1256,NEWTON MEDICAL CENTER (170103),2017,Acute Care,Voluntary non-profit - Private,100.0,38.023034,-97.33654,KS,3.7,33.8,4.2,3.6,,0.3
1257,SHAWNEE MISSION MEDICAL CENTER (170104),2017,Acute Care,Voluntary non-profit - Church,370.0,38.995137,-94.69204,KS,8.5,41.4,7.7,4.1,1.0,1.9
1258,MCPHERSON HOSPITAL INC (170105),2017,Acute Care,Voluntary non-profit - Private,37.0,38.379006,-97.672485,KS,56.0,,11.8,,,6.1
1259,MIAMI COUNTY MEDICAL CENTER (170109),2017,Acute Care,Government - Hospital District or Authority,18.0,38.568591,-94.850849,KS,4.8,,9.8,5.1,,0.0
1260,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL (170110),2017,Acute Care,Government - Local,24.0,37.583992,-101.358013,KS,13.0,,8.4,,0.0,10.4
1261,LABETTE HEALTH (170120),2017,Acute Care,Government - Local,56.0,37.322012,-95.266593,KS,8.1,39.8,2.8,5.2,,0.0
1262,"VIA CHRISTI HOSPITALS WICHITA, INC (170122)",2017,Acute Care,Voluntary non-profit - Church,690.0,37.700627,-97.331694,KS,28.8,,22.7,5.1,1.4,5.6
1263,WESLEY MEDICAL CENTER (170123),2017,Acute Care,Proprietary,572.0,37.695489,-97.299058,KS,5.3,49.4,7.8,1.7,1.2,0.8
1264,SAINT LUKE'S CUSHING HOSPITAL (170133),2017,Acute Care,Voluntary non-profit - Private,29.0,39.307773,-94.918355,KS,4.9,,5.4,4.3,0.9,1.5
1265,LAWRENCE MEMORIAL HOSPITAL (170137),2017,Acute Care,Government - Local,143.0,38.97815,-95.247649,KS,1.3,38.1,5.6,4.7,2.4,0.1
1266,"VIA CHRISTI HOSPITAL MANHATTAN, INC (170142)",2017,Acute Care,Voluntary non-profit - Church,100.0,39.203114,-96.598186,KS,2.8,,8.8,7.9,1.7,0.3
1267,COFFEYVILLE REGIONAL MEDICAL CENTER (170145),2017,Acute Care,Government - Local,69.0,37.040399,-95.638346,KS,6.9,41.2,9.5,2.8,0.7,0.0
1268,PROVIDENCE MEDICAL CENTER (170146),2017,Acute Care,Voluntary non-profit - Church,184.0,39.128582,-94.786329,KS,5.2,36.9,10.8,3.8,,0.8
1269,SOUTH CENTRAL KS  MED CENTER (170150),2017,Acute Care,Government - Local,40.0,37.134534,-97.036568,KS,27.7,,4.7,,,10.0
1270,WESTERN PLAINS MEDICAL COMPLEX (170175),2017,Acute Care,Proprietary,67.0,37.785487,-100.014975,KS,0.5,,9.8,,,0.0
1271,OVERLAND PARK REG MED CTR (170176),2017,Acute Care,Proprietary,270.0,38.937613,-94.723726,KS,4.7,46.7,9.3,1.5,4.4,0.0
1272,MENORAH MEDICAL CENTER (170182),2017,Acute Care,Voluntary non-profit - Other,255.0,38.912835,-94.651473,KS,3.8,34.2,16.9,3.7,,0.2
1273,SAINT LUKE'S SOUTH HOSPITAL (170185),2017,Acute Care,Voluntary non-profit - Other,121.0,38.905583,-94.667847,KS,3.8,,7.9,3.3,2.2,0.5
1274,KANSAS HEART HOSPITAL (170186),2017,Acute Care,Proprietary,46.0,37.749305,-97.226366,KS,,,,4.5,,
1275,KANSAS CITY ORTHOPAEDIC INSTITUTE (170188),2017,Acute Care,Physician,11.0,38.927549,-94.628235,KS,,34.9,,,,
1276,GREAT BEND REGIONAL HOSPITAL (170191),2017,Acute Care,Proprietary,32.0,38.3562,-98.791619,KS,12.2,,2.4,3.9,0.4,9.1
1277,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC (170196)",2017,Acute Care,Physician,36.0,37.743966,-97.226326,KS,,47.1,,,0.0,
1278,KANSAS MEDICAL CENTER LLC (170197),2017,Acute Care,Proprietary,56.0,37.72324,-97.14648,KS,18.6,,,8.2,1.2,12.6
1279,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC (170200)",2017,Acute Care,Voluntary non-profit - Church,60.0,37.725045,-97.513786,KS,22.4,,,,0.4,10.3
1280,PREMIER SURGICAL INSTITUTE (170203),2017,Acute Care,Government - Local,36.0,37.076624,-94.621802,KS,37.0,,,,,
1281,MERCY HOSPITAL COLUMBUS (171308),2017,Critical Access,Voluntary non-profit - Church,17.0,37.172064,-94.843805,KS,,,5.5,,,
1282,ROOKS COUNTY HEALTH CENTER (171311),2017,Critical Access,Government - Hospital District or Authority,18.0,39.247967,-99.298203,KS,5.7,,5.5,,,
1283,ANDERSON COUNTY HOSPITAL (171316),2017,Critical Access,Voluntary non-profit - Private,43.0,38.28012,-95.2493,KS,29.1,,7.9,4.6,,0.0
1284,HOLTON COMMUNITY HOSPITAL (171319),2017,Critical Access,Voluntary non-profit - Private,12.0,39.479464,-95.750908,KS,11.1,,5.9,1.3,,
1285,MEADE DISTRICT HOSPITAL (171321),2017,Critical Access,Government - Hospital District or Authority,56.0,37.28549,-100.334267,KS,11.1,,8.8,,0.0,
1286,GRAHAM COUNTY HOSPITAL (171325),2017,Critical Access,Government - Local,19.0,39.371776,-99.845075,KS,30.5,,8.3,,,
1287,ELLSWORTH COUNTY MEDICAL CENTER (171327),2017,Critical Access,Government - Local,19.0,38.741969,-98.218892,KS,4.1,,8.0,,,0.0
1288,KIOWA DISTRICT HOSPITAL (171331),2017,Critical Access,Government - Hospital District or Authority,14.0,37.008547,-98.489795,KS,41.1,,,,,
1289,CLARA BARTON HOSPITAL (171333),2017,Critical Access,Voluntary non-profit - Private,18.0,38.521549,-98.77941,KS,12.3,,5.6,,0.0,10.4
1290,WAMEGO HEALTH CENTER (171337),2017,Critical Access,Voluntary non-profit - Other,21.0,39.205511,-96.318193,KS,1.4,,10.3,,,3.0
1291,SABETHA COMMUNITY HOSPITAL (171338),2017,Critical Access,Voluntary non-profit - Private,17.0,,,KS,1.0,,10.1,,0.0,0.0
1292,WILSON MEDICAL CENTER (171344),2017,Critical Access,Voluntary non-profit - Other,15.0,,,KS,24.8,,7.1,,0.0,30.4
1293,NORTON COUNTY HOSPITAL (171348),2017,Critical Access,Government - Local,25.0,39.838529,-99.888742,KS,19.6,,4.4,,,20.0
1294,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS (171354)",2017,Critical Access,Voluntary non-profit - Private,25.0,39.495155,-96.170861,KS,4.3,,13.9,,,1.0
1295,CLAY COUNTY MEDICAL CENTER (171371),2017,Critical Access,Government - Local,19.0,39.391681,-97.124196,KS,16.3,44.4,7.2,2.9,0.6,0.0
1296,ALLEN COUNTY REGIONAL HOSPITAL (171373),2017,Critical Access,Proprietary,25.0,37.950342,-95.390674,KS,12.2,,2.2,,,3.0
1297,FREDONIA REGIONAL HOSPITAL (171374),2017,Critical Access,Government - Local,31.0,37.533641,-95.814816,KS,82.9,,7.3,4.1,,6.5
1298,GIRARD MEDICAL CENTER (171376),2017,Critical Access,Government - Hospital District or Authority,32.0,37.513852,-94.858541,KS,3.7,,2.6,,,
1299,SMITH COUNTY MEMORIAL HOSPITAL (171377),2017,Critical Access,Government - Local,34.0,39.785249,-98.772768,KS,18.2,,13.6,1.9,,10.7
1300,KINGMAN COMMUNITY HOSPITAL (171378),2017,Critical Access,Voluntary non-profit - Private,25.0,37.646734,-98.123552,KS,5.9,,8.5,4.3,,0.0
1301,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER (171380),2017,Critical Access,Government - Local,22.0,37.67518,-95.470896,KS,6.9,44.2,4.0,5.2,,6.2
1302,WILLIAM NEWTON HOSPITAL (171383),2017,Critical Access,Government - Local,22.0,37.244649,-96.98247,KS,71.3,42.5,11.7,3.8,0.3,8.4
1303,NEWMAN REGIONAL HEALTH (171384),2017,Critical Access,Government - Local,30.0,38.412305,-96.195024,KS,3.6,42.0,6.2,5.9,2.1,0.0
1304,ST ELIZABETH FT THOMAS (180001),2017,Acute Care,Voluntary non-profit - Private,160.0,39.078281,-84.464654,KY,2.8,56.8,5.8,2.0,0.8,0.0
1305,WHITESBURG ARH HOSPITAL (180002),2017,Acute Care,Voluntary non-profit - Other,87.0,37.11182,-82.813612,KY,7.4,40.6,8.2,4.3,1.7,7.8
1306,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL (180004),2017,Acute Care,Voluntary non-profit - Private,97.0,37.196925,-87.189639,KY,11.2,53.3,2.6,4.0,1.0,8.0
1307,HIGHLANDS REGIONAL MEDICAL CENTER (180005),2017,Acute Care,Proprietary,148.0,37.71054,-82.77025,KY,3.7,35.6,4.9,5.6,1.7,0.2
1308,KING'S DAUGHTERS' MEDICAL CENTER (180009),2017,Acute Care,Voluntary non-profit - Private,444.0,38.470401,-82.635916,KY,11.3,36.6,4.9,4.0,0.2,5.8
1309,SAINT JOSEPH HOSPITAL (180010),2017,Acute Care,Voluntary non-profit - Church,265.0,,,KY,2.3,,5.1,4.8,1.9,2.5
1310,SAINT JOSEPH LONDON (180011),2017,Acute Care,Voluntary non-profit - Private,144.0,37.118553,-84.106349,KY,5.8,35.5,11.0,2.1,2.0,2.4
1311,HARDIN MEMORIAL HOSPITAL (180012),2017,Acute Care,Government - Local,297.0,37.709917,-85.875048,KY,9.1,35.6,8.6,7.5,1.9,0.0
1312,THE MEDICAL CENTER AT BOWLING GREEN (180013),2017,Acute Care,Voluntary non-profit - Private,314.0,36.996366,-86.430232,KY,2.8,40.8,10.3,6.6,1.4,0.4
1313,JEWISH HOSPITAL - SHELBYVILLE (180016),2017,Acute Care,Voluntary non-profit - Private,33.0,38.208808,-85.236145,KY,5.6,41.5,6.9,3.8,0.7,0.0
1314,T J SAMSON COMMUNITY HOSPITAL (180017),2017,Acute Care,Voluntary non-profit - Other,136.0,37.011566,-85.903862,KY,15.8,38.3,3.9,6.2,1.6,10.4
1315,ST CLAIRE REGIONAL MEDICAL CENTER (180018),2017,Acute Care,Government - Federal,128.0,38.180016,-83.442454,KY,1.0,38.5,4.8,5.9,1.6,0.2
1316,MEADOWVIEW REGIONAL MEDICAL CENTER (180019),2017,Acute Care,Proprietary,100.0,38.639572,-83.808804,KY,31.7,,9.1,3.0,0.0,0.9
1317,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT (180020),2017,Acute Care,Voluntary non-profit - Private,66.0,36.605199,-83.740056,KY,8.4,,29.5,1.4,1.8,8.9
1318,PINEVILLE COMMUNITY HOSPITAL (180021),2017,Acute Care,Voluntary non-profit - Other,107.0,36.763077,-83.708574,KY,12.7,31.4,5.8,,,3.3
1319,SPRING VIEW HOSPITAL (180024),2017,Acute Care,Proprietary,75.0,37.570325,-85.259397,KY,11.6,,4.7,2.0,0.6,3.2
1320,FLAGET MEMORIAL HOSPITAL (180025),2017,Acute Care,Voluntary non-profit - Private,52.0,37.863995,-85.52376,KY,1.8,50.0,10.5,,2.1,0.3
1321,MURRAY-CALLOWAY COUNTY HOSPITAL (180027),2017,Acute Care,Voluntary non-profit - Other,296.0,36.60866,-88.309498,KY,9.1,38.3,2.7,4.6,3.9,1.9
1322,HAZARD ARH REGIONAL MEDICAL CENTER (180029),2017,Acute Care,Voluntary non-profit - Private,320.0,37.279027,-83.227413,KY,8.2,48.1,12.1,,2.6,6.0
1323,ST ELIZABETH MEDICAL CENTER NORTH (180035),2017,Acute Care,Voluntary non-profit - Church,500.0,39.014683,-84.561842,KY,4.0,39.5,7.4,4.1,0.7,0.1
1324,OUR LADY OF BELLEFONTE HOSPITAL (180036),2017,Acute Care,Voluntary non-profit - Private,157.0,38.509303,-82.69305,KY,8.0,34.7,9.0,4.3,1.7,7.8
1325,OWENSBORO HEALTH REGIONAL HOSPITAL (180038),2017,Acute Care,Voluntary non-profit - Private,447.0,37.777296,-87.069958,KY,26.6,30.7,7.4,5.6,2.0,0.2
