,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
902,ADVENTIST LA GRANGE MEMORIAL HOSPITAL (140065),2014,Acute Care,Voluntary non-profit - Church,179.0,41.797382,-87.888407,IL,4.9,40.5,12.3,7.4,2.8,8.8
903,SAINT FRANCIS MEDICAL CENTER (140067),2014,Acute Care,Voluntary non-profit - Church,651.0,40.702366,-89.589985,IL,12.0,35.4,12.2,5.3,3.4,0.2
904,ROSELAND COMMUNITY HOSPITAL (140068),2014,Acute Care,Voluntary non-profit - Other,136.0,41.692562,-87.624734,IL,53.9,,6.0,,6.1,11.4
905,TOUCHETTE REGIONAL HOSPITAL INC (140077),2014,Acute Care,Voluntary non-profit - Private,124.0,38.571324,-90.10767,IL,16.3,,12.4,,5.3,4.3
906,PRESENCE SAINT FRANCIS HOSPITAL (140080),2014,Acute Care,Voluntary non-profit - Church,191.0,42.023951,-87.685159,IL,8.1,37.1,9.9,7.2,3.1,4.0
907,LOUIS A WEISS MEMORIAL HOSPITAL (140082),2014,Acute Care,Proprietary,164.0,41.966521,-87.648898,IL,11.2,26.7,8.8,5.2,,1.1
908,LORETTO HOSPITAL (140083),2014,Acute Care,Voluntary non-profit - Private,146.0,41.872042,-87.764443,IL,6.2,,18.1,,0.0,
909,VISTA MEDICAL CENTER EAST (140084),2014,Acute Care,Voluntary non-profit - Other,190.0,42.378264,-87.830964,IL,17.1,37.1,4.3,9.4,5.3,4.0
910,THE UNIVERSITY OF CHICAGO MEDICAL CENTER (140088),2014,Acute Care,Voluntary non-profit - Private,620.0,41.787956,-87.604925,IL,7.6,34.4,8.7,4.3,2.0,0.0
911,MC DONOUGH DISTRICT HOSPITAL (140089),2014,Acute Care,Government - Hospital District or Authority,66.0,40.447907,-90.66403,IL,60.6,40.6,7.3,2.1,,12.3
912,THE CARLE FOUNDATION HOSPITAL (140091),2014,Acute Care,Voluntary non-profit - Private,390.0,40.117423,-88.213888,IL,6.6,44.4,5.2,7.4,1.4,0.4
913,PRESENCE UNITED SAMARITANS MEDICAL CENTER (140093),2014,Acute Care,Voluntary non-profit - Church,159.0,40.136197,-87.644908,IL,16.4,36.0,18.6,6.8,,12.9
914,SAINT ANTHONY HOSPITAL (140095),2014,Acute Care,Voluntary non-profit - Church,151.0,41.855538,-87.698272,IL,1.4,,8.5,5.2,,0.0
915,MIDWESTERN REGION MED CENTER (140100),2014,Acute Care,Proprietary,72.0,42.44897,-87.82684,IL,96.4,,6.4,,,0.0
916,MORRIS HOSPITAL & HEALTHCARE CENTERS (140101),2014,Acute Care,Voluntary non-profit - Private,88.0,41.368907,-88.426016,IL,9.9,30.4,5.8,5.5,,0.6
917,ST BERNARD HOSPITAL (140103),2014,Acute Care,Voluntary non-profit - Private,193.0,41.778114,-87.633273,IL,7.2,,4.8,,,5.2
918,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER (140110),2014,Acute Care,Voluntary non-profit - Private,97.0,41.356417,-88.82536,IL,14.1,35.5,14.8,4.0,1.3,3.8
919,PRESENCE COVENANT MEDICAL CENTER (140113),2014,Acute Care,Voluntary non-profit - Church,198.0,40.117391,-88.227123,IL,1.5,,14.5,2.3,,0.7
920,SWEDISH COVENANT HOSPITAL (140114),2014,Acute Care,Voluntary non-profit - Church,299.0,41.975219,-87.698918,IL,11.8,36.9,10.5,6.4,3.2,2.3
921,THOREK MEMORIAL HOSPITAL (140115),2014,Acute Care,Voluntary non-profit - Private,154.0,41.954556,-87.650899,IL,6.0,,14.4,6.1,,0.0
922,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL (140116),2014,Acute Care,Voluntary non-profit - Other,236.0,42.3189,-88.279787,IL,7.7,41.9,8.1,6.7,3.5,3.8
923,PRESENCE RESURRECTION MEDICAL CENTER (140117),2014,Acute Care,Voluntary non-profit - Church,468.0,41.988458,-87.81257,IL,12.9,42.0,11.9,5.8,2.6,0.8
924,METROSOUTH MEDICAL CENTER (140118),2014,Acute Care,Proprietary,291.0,,,IL,2.8,,5.4,5.4,1.5,1.0
925,RUSH UNIVERSITY MEDICAL CENTER (140119),2014,Acute Care,Voluntary non-profit - Private,677.0,41.875166,-87.66851,IL,5.1,,11.5,6.3,2.8,6.8
926,PEKIN MEMORIAL HOSPITAL (140120),2014,Acute Care,Voluntary non-profit - Private,97.0,40.563142,-89.633191,IL,5.1,30.2,13.6,3.7,2.2,0.0
927,HINSDALE HOSPITAL (140122),2014,Acute Care,Voluntary non-profit - Church,266.0,41.805329,-87.920062,IL,11.7,35.5,10.9,4.6,,0.7
928,JOHN H STROGER JR HOSPITAL (140124),2014,Acute Care,Government - Local,434.0,41.874041,-87.674311,IL,16.3,,8.9,2.9,0.7,5.8
929,GATEWAY REGIONAL MEDICAL CENTER (140125),2014,Acute Care,Proprietary,331.0,38.700891,-90.144958,IL,16.0,48.0,4.2,,1.9,6.5
930,ADVOCATE BROMENN MEDICAL CENTER (140127),2014,Acute Care,Voluntary non-profit - Church,215.0,40.496332,-88.99096,IL,24.8,32.1,6.5,4.4,1.9,13.9
931,LAKE FOREST HOSPITAL (140130),2014,Acute Care,Voluntary non-profit - Other,132.0,42.259134,-87.866327,IL,19.5,32.2,18.1,7.7,,9.4
932,HOLY CROSS HOSPITAL (140133),2014,Acute Care,Voluntary non-profit - Private,221.0,41.770008,-87.691909,IL,1.6,50.0,3.2,7.4,1.8,1.6
933,DECATUR MEMORIAL HOSPITAL (140135),2014,Acute Care,Voluntary non-profit - Other,227.0,39.866492,-88.960912,IL,3.9,41.2,11.1,5.2,3.2,1.5
934,GREENVILLE REGIONAL HOSPITAL (140137),2014,Acute Care,Voluntary non-profit - Private,74.0,38.90188,-89.408677,IL,12.3,,12.0,7.4,,2.9
935,ST MARGARETS HOSPITAL (140143),2014,Acute Care,Voluntary non-profit - Private,56.0,41.328409,-89.192633,IL,15.2,41.5,7.5,6.6,,1.0
936,ST JOSEPHS HOSPITAL (140145),2014,Acute Care,Voluntary non-profit - Church,49.0,38.625154,-89.524944,IL,11.5,40.0,7.0,6.7,4.4,3.7
937,RICHLAND MEMORIAL HOSPITAL (140147),2014,Acute Care,Voluntary non-profit - Private,88.0,38.735021,-88.077125,IL,20.1,,6.6,8.5,,20.8
938,MEMORIAL MEDICAL CENTER (140148),2014,Acute Care,Voluntary non-profit - Private,465.0,39.808778,-89.654586,IL,4.5,32.5,5.3,5.2,4.6,2.8
939,UNIVERSITY OF ILLINOIS HOSPITAL (140150),2014,Acute Care,Government - State,498.0,41.869224,-87.670529,IL,8.2,28.0,5.3,3.8,1.4,0.0
940,PRESENCE ST MARYS HOSPITAL (140155),2014,Acute Care,Voluntary non-profit - Other,177.0,41.121113,-87.871768,IL,20.1,45.8,5.9,7.0,,11.3
941,MERCY HOSPITAL AND MEDICAL CENTER (140158),2014,Acute Care,Voluntary non-profit - Private,11375.0,41.847053,-87.623583,IL,3.2,35.3,3.9,2.6,2.4,1.4
942,FHN MEMORIAL HOSPITAL (140160),2014,Acute Care,Voluntary non-profit - Private,100.0,42.295894,-89.637947,IL,1.5,36.1,7.4,5.9,2.4,0.0
943,SAINT JAMES HOSPITAL (140161),2014,Acute Care,Voluntary non-profit - Church,42.0,40.873402,-88.678583,IL,5.7,50.0,10.1,3.8,,0.3
944,ST JOSEPH MEDICAL CENTER (140162),2014,Acute Care,Voluntary non-profit - Church,149.0,40.480118,-88.955385,IL,10.4,30.0,10.8,5.6,0.0,1.6
945,MEMORIAL HOSPITAL OF CARBONDALE (140164),2014,Acute Care,Voluntary non-profit - Private,164.0,37.727973,-89.220121,IL,11.0,30.6,10.0,5.0,5.7,10.0
946,ST MARYS HOSPITAL (140166),2014,Acute Care,Voluntary non-profit - Private,220.0,39.82635,-88.93191,IL,7.1,40.9,4.6,5.2,4.7,5.5
947,IROQUOIS MEMORIAL HOSPITAL (140167),2014,Acute Care,Voluntary non-profit - Private,67.0,40.765541,-87.732666,IL,42.2,50.0,11.7,0.0,1.3,34.2
948,FRANCISCAN ST JAMES HEALTH (140172),2014,Acute Care,Proprietary,274.0,,,IL,11.0,27.3,7.9,5.7,3.6,7.7
949,PRESENCE MERCY MEDICAL CENTER (140174),2014,Acute Care,Voluntary non-profit - Church,281.0,41.786906,-88.328909,IL,4.0,39.6,14.4,6.2,1.2,1.4
950,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL (140176),2014,Acute Care,Voluntary non-profit - Private,113.0,,,IL,8.3,28.0,6.0,6.9,4.3,4.6
951,JACKSON PARK HOSPITAL (140177),2014,Acute Care,Voluntary non-profit - Private,181.0,41.757332,-87.58571,IL,0.0,,11.7,,5.2,1.5
952,LITTLE COMPANY OF MARY HOSPITAL (140179),2014,Acute Care,Voluntary non-profit - Other,258.0,41.720902,-87.691966,IL,6.4,38.8,9.9,4.8,1.6,1.4
953,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER (140180),2014,Acute Care,Voluntary non-profit - Church,450.0,41.903104,-87.683213,IL,7.5,42.1,4.3,3.9,1.4,1.2
954,SOUTH SHORE HOSPITAL (140181),2014,Acute Care,Voluntary non-profit - Private,136.0,41.749496,-87.568623,IL,54.3,,6.9,2.0,6.6,50.0
955,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER (140182),2014,Acute Care,Voluntary non-profit - Church,305.0,41.936315,-87.651554,IL,2.7,45.7,9.5,6.7,1.7,0.2
956,HEARTLAND REGIONAL MEDICAL CENTER (140184),2014,Acute Care,Proprietary,95.0,37.744891,-88.988848,IL,6.4,,9.3,7.6,4.8,0.9
957,MEMORIAL HOSPITAL (140185),2014,Acute Care,Voluntary non-profit - Private,353.0,38.550533,-90.021168,IL,7.3,37.8,11.2,5.2,3.2,1.6
958,RIVERSIDE MEDICAL CENTER (140186),2014,Acute Care,Voluntary non-profit - Private,317.0,41.124148,-87.882651,IL,5.1,36.8,3.3,4.6,1.1,0.7
959,ST ELIZABETH HOSPITAL (140187),2014,Acute Care,Voluntary non-profit - Church,205.0,,,IL,21.0,,11.8,5.8,4.7,13.6
960,SARAH BUSH LINCOLN HEALTH CENTER (140189),2014,Acute Care,Voluntary non-profit - Private,108.0,39.488543,-88.275793,IL,4.3,29.5,3.0,5.2,2.2,0.0
961,INGALLS MEMORIAL HOSPITAL (140191),2014,Acute Care,Voluntary non-profit - Private,324.0,41.606331,-87.659484,IL,7.1,37.9,7.5,6.0,3.0,1.2
962,METHODIST HOSPITAL OF CHICAGO (140197),2014,Acute Care,Voluntary non-profit - Private,153.0,41.973262,-87.671141,IL,24.7,,22.0,,,15.6
963,ELMHURST MEMORIAL HOSPITAL (140200),2014,Acute Care,Proprietary,286.0,41.861684,-87.934295,IL,7.5,37.0,9.5,6.6,1.6,1.2
964,ADVOCATE CONDELL MEDICAL CENTER (140202),2014,Acute Care,Voluntary non-profit - Private,269.0,42.274563,-87.95165,IL,2.3,31.1,6.3,7.5,2.2,0.4
965,NORWEGIAN-AMERICAN HOSPITAL (140206),2014,Acute Care,Voluntary non-profit - Private,181.0,41.900481,-87.699288,IL,11.5,,9.9,6.9,,2.7
966,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER (140208),2014,Acute Care,Voluntary non-profit - Church,731.0,41.720316,-87.732364,IL,5.0,37.4,8.1,5.5,1.0,1.6
967,METHODIST MEDICAL CENTER OF ILLINOIS (140209),2014,Acute Care,Voluntary non-profit - Private,280.0,40.700181,-89.5946,IL,17.3,34.3,9.1,4.8,2.8,3.1
968,HARRISBURG MEDICAL CENTER (140210),2014,Acute Care,Voluntary non-profit - Other,71.0,,,IL,23.2,,11.8,5.8,1.6,41.3
969,DELNOR COMMUNITY HOSPITAL (140211),2014,Acute Care,Voluntary non-profit - Other,149.0,41.886345,-88.340414,IL,23.3,32.1,9.0,4.3,0.4,15.6
970,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS (140213),2014,Acute Care,Voluntary non-profit - Private,299.0,41.54543,-87.986049,IL,5.6,32.9,5.8,6.3,2.1,1.2
971,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN (140217),2014,Acute Care,Voluntary non-profit - Church,184.0,42.036242,-88.327934,IL,5.1,40.4,11.6,7.5,,0.5
972,ADVOCATE LUTHERAN GENERAL HOSPITAL (140223),2014,Acute Care,Voluntary non-profit - Church,630.0,42.039748,-87.848146,IL,4.4,37.2,5.7,6.5,2.8,2.4
973,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO (140224),2014,Acute Care,Voluntary non-profit - Church,322.0,41.933928,-87.636418,IL,5.8,40.0,6.1,5.3,1.3,0.3
974,SWEDISH AMERICAN HOSPITAL (140228),2014,Acute Care,Voluntary non-profit - Other,313.0,42.266943,-89.07355,IL,3.8,36.8,8.5,4.9,1.4,0.1
975,EDWARD HOSPITAL (140231),2014,Acute Care,Voluntary non-profit - Private,297.0,41.761426,-88.149239,IL,7.8,33.5,11.2,4.0,0.8,1.5
976,SAINT ANTHONY MEDICAL CENTER (140233),2014,Acute Care,Voluntary non-profit - Church,238.0,42.265778,-89.0073,IL,5.1,42.2,7.3,3.5,2.5,0.9
977,ILLINOIS VALLEY COMMUNITY HOSPITAL (140234),2014,Acute Care,Voluntary non-profit - Private,55.0,41.328769,-89.125188,IL,8.6,45.0,9.0,6.0,,0.8
978,ROCKFORD MEMORIAL HOSPITAL (140239),2014,Acute Care,Voluntary non-profit - Private,299.0,42.298434,-89.096782,IL,8.4,38.1,,5.5,1.0,0.0
979,WESTLAKE COMMUNITY HOSPITAL (140240),2014,Acute Care,Voluntary non-profit - Other,175.0,41.891794,-87.848963,IL,5.3,,8.4,3.2,5.1,4.3
980,CENTRAL DUPAGE HOSPITAL (140242),2014,Acute Care,Voluntary non-profit - Private,375.0,41.873765,-88.158095,IL,5.4,35.2,6.6,5.3,1.0,0.9
981,ADVOCATE SOUTH SUBURBAN HOSPITAL (140250),2014,Acute Care,Voluntary non-profit - Church,259.0,41.566922,-87.694399,IL,4.4,36.4,12.3,5.9,1.5,2.9
982,PRESENCE OUR LADY OF THE RESURRECTION MED CTR (140251),2014,Acute Care,Voluntary non-profit - Private,274.0,41.94585,-87.768287,IL,7.7,48.7,7.9,6.0,2.6,1.7
983,NORTHWEST COMMUNITY HOSPITAL (140252),2014,Acute Care,Voluntary non-profit - Private,435.0,42.066604,-87.992951,IL,5.9,34.8,6.8,7.3,3.4,0.5
984,ALEXIAN BROTHERS MEDICAL CENTER (140258),2014,Acute Care,Voluntary non-profit - Church,372.0,42.003705,-88.014996,IL,9.5,27.6,6.8,4.6,2.1,7.1
985,GENESIS HEALTH SYSTEM (140275),2014,Acute Care,Government - Local,236.0,41.493068,-90.419997,IL,2.3,,8.5,6.2,0.3,3.1
986,LOYOLA UNIVERSITY MEDICAL CENTER (140276),2014,Acute Care,Voluntary non-profit - Private,518.0,41.858732,-87.83321,IL,13.1,37.6,6.7,5.7,1.8,0.6
987,TRINITY ROCK ISLAND (140280),2014,Acute Care,Voluntary non-profit - Other,328.0,41.483649,-90.572799,IL,3.5,,9.7,1.3,2.1,0.0
988,NORTHWESTERN MEMORIAL HOSPITAL (140281),2014,Acute Care,Voluntary non-profit - Private,896.0,41.894995,-87.621364,IL,14.8,35.6,9.0,6.8,1.2,0.0
989,KISHWAUKEE COMMUNITY HOSPITAL (140286),2014,Acute Care,Voluntary non-profit - Private,97.0,41.96188,-88.72226,IL,1.9,34.6,16.0,5.3,1.7,0.0
990,ADVOCATE GOOD SAMARITAN HOSPITAL (140288),2014,Acute Care,Voluntary non-profit - Church,306.0,41.819137,-88.01022,IL,7.1,36.8,11.8,9.4,2.1,0.5
991,ANDERSON HOSPITAL (140289),2014,Acute Care,Voluntary non-profit - Private,147.0,38.738127,-89.946422,IL,3.0,33.9,12.1,6.6,4.9,0.0
992,ST ALEXIUS MEDICAL CENTER (140290),2014,Acute Care,Voluntary non-profit - Church,306.0,42.052409,-88.144445,IL,8.2,29.5,6.5,6.2,2.5,2.3
993,ADVOCATE GOOD SHEPHERD HOSPITAL (140291),2014,Acute Care,Voluntary non-profit - Church,168.0,42.193415,-88.177959,IL,3.8,27.8,8.6,5.2,2.4,1.7
994,ADVENTIST GLENOAKS (140292),2014,Acute Care,Voluntary non-profit - Other,139.0,41.915166,-88.058597,IL,9.5,,19.4,7.5,,1.0
995,CROSSROADS COMMUNITY HOSPITAL (140294),2014,Acute Care,Proprietary,48.0,38.312314,-88.936788,IL,9.7,,10.2,3.3,,2.0
996,PROVIDENT HOSPITAL OF CHICAGO (140300),2014,Acute Care,Government - Local,43.0,41.802158,-87.614193,IL,34.4,,1.9,,,27.9
997,ADVENTIST BOLINGBROOK HOSPITAL (140304),2014,Acute Care,Voluntary non-profit - Private,136.0,41.679388,-88.083883,IL,6.9,40.3,14.3,4.5,4.5,18.4
998,DR JOHN WARNER HOSPITAL (141303),2014,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL,7.3,,8.7,3.1,,8.7
999,ADVOCATE EUREKA  HOSPITAL (141309),2014,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL,30.2,,8.0,3.4,,24.5
1000,MENDOTA COMMUNITY HOSPITAL (141310),2014,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL,7.6,,16.1,3.1,,0.0
1001,FAIRFIELD MEMORIAL HOSPITAL (141311),2014,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL,40.8,,3.3,4.6,,0.0
1002,MASON DISTRICT HOSPITAL (141313),2014,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL,11.0,,4.6,,5.3,9.8
1003,ILLINI COMMUNITY HOSPITAL (141315),2014,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL,3.3,,7.4,3.8,,0.0
1004,HOOPESTON COMMUNITY MEMORIAL HOSPITAL (141316),2014,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL,3.8,,5.3,,0.6,1.0
1005,GIBSON COMMUNITY HOSPITAL (141317),2014,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL,18.6,35.5,8.9,5.6,5.2,11.9
1006,OSF HOLY FAMILY MEDICAL CENTER (141318),2014,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL,3.1,,10.4,,,0.0
1007,HAMMOND HENRY HOSPITAL (141319),2014,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL,5.6,,9.4,0.9,1.4,5.1
1008,PARIS COMMUNITY HOSPITAL (141320),2014,Critical Access,Voluntary non-profit - Other,25.0,39.606712,-87.678311,IL,20.5,,10.9,1.1,1.0,12.4
1009,FRANKLIN HOSPITAL (141321),2014,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL,21.2,,5.8,,,
1010,ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),2014,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL,6.6,43.9,8.0,0.0,,0.0
1011,MASSAC MEMORIAL HOSPITAL (141323),2014,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL,10.7,48.8,12.9,6.3,5.5,9.4
1012,FERRELL HOSPITAL COMMUNITY FOUNDATIONS (141324),2014,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL,23.0,,7.5,0.0,,48.6
1013,WABASH GENERAL HOSPITAL (141327),2014,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL,28.4,,8.3,,,28.4
1014,HARDIN COUNTY GENERAL HOSPITAL (141328),2014,Critical Access,Voluntary non-profit - Private,25.0,,,IL,15.4,,6.9,,,53.3
1015,MORRISON COMMUNITY HOSPITAL (141329),2014,Critical Access,Government - Hospital District or Authority,38.0,41.809131,-89.956574,IL,,,7.9,,,
1016,HOPEDALE MEDICAL COMPLEX (141330),2014,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL,2.2,,2.6,,,0.8
1017,ST JOSEPH MEMORIAL HOSPITAL (141334),2014,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL,20.0,,,,,9.5
1018,MERCY HARVARD HOSPITAL (141335),2014,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL,3.0,,4.4,10.4,,6.0
1019,ST JOSEPH'S HOSPITAL (141336),2014,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL,6.9,,8.2,10.5,,3.6
1020,MEMORIAL HOSPITAL (141338),2014,Critical Access,Government - Hospital District or Authority,25.0,37.918529,-89.812888,IL,2.3,52.6,17.1,0.0,7.7,0.0
1021,TAYLORVILLE MEMORIAL HOSPITAL (141339),2014,Critical Access,Voluntary non-profit - Private,32.0,39.553753,-89.293754,IL,8.1,42.3,6.3,1.5,,2.1
1022,VALLEY WEST COMMUNITY HOSPITAL (141340),2014,Critical Access,Voluntary non-profit - Private,25.0,41.657133,-88.62192,IL,2.7,,13.1,6.0,,1.8
1023,PANA COMMUNITY HOSPITAL (141341),2014,Critical Access,Voluntary non-profit - Private,22.0,39.380296,-89.084213,IL,7.9,,14.2,,4.2,3.0
1024,UNION COUNTY HOSPITAL (141342),2014,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL,13.4,,6.3,,0.6,0.0
1025,SALEM TOWNSHIP HOSPITAL (141345),2014,Critical Access,Government - Local,25.0,38.64083,-88.948337,IL,47.4,,7.0,,,2.9
1026,CARLINVILLE AREA HOSPITAL (141347),2014,Critical Access,Voluntary non-profit - Private,25.0,39.299642,-89.88163,IL,8.3,,7.8,7.1,,0.9
1027,RED BUD REGIONAL HOSPITAL (141348),2014,Critical Access,Proprietary,25.0,38.209605,-89.996408,IL,13.0,,10.1,3.3,,2.3
1028,ST FRANCIS HOSPITAL (141350),2014,Critical Access,Voluntary non-profit - Church,25.0,39.18081,-89.639636,IL,38.9,31.4,13.5,4.5,,8.0
1029,CLAY COUNTY HOSPITAL (141351),2014,Critical Access,Government - Local,20.0,38.680917,-88.470337,IL,1.5,,6.5,3.3,,1.1
1030,JOHNSON MEMORIAL HOSPITAL (150001),2014,Acute Care,Government - Local,83.0,39.480598,-86.076663,IN,6.8,36.2,5.5,6.9,1.9,1.1
1031,METHODIST HOSPITALS INC (150002),2014,Acute Care,Voluntary non-profit - Private,490.0,41.599436,-87.357023,IN,28.5,41.5,8.9,3.8,3.6,27.1
1032,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL (150003),2014,Acute Care,Voluntary non-profit - Church,92.0,,,IN,2.2,,7.7,,,1.0
1033,FRANCISCAN ST MARGARET HEALTH - HAMMOND (150004),2014,Acute Care,Voluntary non-profit - Church,214.0,41.61449,-87.52201,IN,27.1,,10.4,6.7,3.3,25.2
1034,HENDRICKS REGIONAL HEALTH (150005),2014,Acute Care,Government - Local,128.0,39.76071,-86.500995,IN,27.0,46.3,7.1,6.3,1.5,23.2
1035,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL (150006),2014,Acute Care,Voluntary non-profit - Private,143.0,41.609838,-86.723855,IN,5.5,32.9,9.2,5.8,,3.6
1036,COMMUNITY HOWARD REGIONAL HEALTH INC (150007),2014,Acute Care,Voluntary non-profit - Private,119.0,40.446835,-86.127103,IN,8.3,35.3,7.5,6.6,4.1,4.8
1037,ST CATHERINE HOSPITAL INC (150008),2014,Acute Care,Voluntary non-profit - Private,188.0,41.634064,-87.448542,IN,3.4,36.8,9.1,6.1,,0.5
1038,CLARK MEMORIAL HOSPITAL (150009),2014,Acute Care,Voluntary non-profit - Other,176.0,38.282784,-85.749248,IN,4.9,40.2,8.6,6.0,2.4,0.0
1039,ST JOSEPH HOSPITAL & HEALTH CENTER INC (150010),2014,Acute Care,Voluntary non-profit - Church,144.0,40.487218,-86.155487,IN,4.3,39.3,8.4,4.6,1.6,0.2
1040,MARION GENERAL HOSPITAL (150011),2014,Acute Care,Voluntary non-profit - Private,119.0,40.563853,-85.665139,IN,9.1,33.8,8.8,,2.4,4.1
1041,SAINT JOSEPH REGIONAL MEDICAL CENTER (150012),2014,Acute Care,Voluntary non-profit - Private,286.0,41.704501,-86.174459,IN,3.0,,10.9,6.1,2.7,0.8
1042,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY (150015),2014,Acute Care,Voluntary non-profit - Church,160.0,,,IN,26.4,36.1,3.3,2.4,4.4,31.2
1043,LUTHERAN HOSPITAL OF INDIANA (150017),2014,Acute Care,Proprietary,389.0,41.037374,-85.245885,IN,2.9,38.3,4.8,4.4,2.3,0.2
1044,ELKHART GENERAL HOSPITAL (150018),2014,Acute Care,Government - Local,261.0,41.678761,-85.991833,IN,3.3,34.6,6.8,3.8,1.2,0.2
1045,PARKVIEW REGIONAL MEDICAL CENTER (150021),2014,Acute Care,Voluntary non-profit - Private,713.0,41.187063,-85.09946,IN,11.8,36.4,,6.1,3.5,0.3
1046,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE (150022),2014,Acute Care,Voluntary non-profit - Church,42.0,40.066073,-86.908085,IN,4.6,50.0,4.3,6.1,,1.3
1047,UNION HOSPITAL INC (150023),2014,Acute Care,Voluntary non-profit - Other,278.0,39.484862,-87.407085,IN,18.8,40.4,8.2,1.2,3.3,15.0
1048,ESKENAZI HEALTH (150024),2014,Acute Care,Government - Local,325.0,39.78053,-86.17345,IN,5.6,34.8,6.5,4.0,5.1,2.9
1049,IU HEALTH GOSHEN HOSPITAL (150026),2014,Acute Care,Voluntary non-profit - Private,118.0,41.564326,-85.829995,IN,2.6,41.6,6.6,6.2,1.3,0.3
1050,HENRY COUNTY MEMORIAL HOSPITAL (150030),2014,Acute Care,Government - Local,61.0,39.942474,-85.36501,IN,9.0,43.3,5.2,10.1,1.7,9.7
1051,ST MARY MEDICAL CENTER INC (150034),2014,Acute Care,Voluntary non-profit - Private,198.0,41.512654,-87.258902,IN,6.1,43.8,7.9,5.3,3.4,0.1
1052,PORTER REGIONAL HOSPITAL (150035),2014,Acute Care,Proprietary,251.0,41.55007,-87.051316,IN,17.3,34.8,6.2,4.2,3.0,10.1
1053,HANCOCK REGIONAL HOSPITAL (150037),2014,Acute Care,Government - Local,88.0,39.794952,-85.769604,IN,9.1,35.2,8.1,7.0,1.8,3.9
1054,INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC (150038),2014,Acute Care,Voluntary non-profit - Private,68.0,,,IN,8.9,,11.9,4.4,0.6,7.3
1055,GOOD SAMARITAN HOSPITAL (150042),2014,Acute Care,Voluntary non-profit - Other,187.0,38.67292,-87.534213,IN,31.4,43.2,5.4,5.5,2.3,34.9
1056,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES (150044),2014,Acute Care,Government - Local,221.0,38.300506,-85.83508,IN,20.7,37.7,9.2,7.9,1.9,5.8
1057,DEKALB HEALTH (150045),2014,Acute Care,Voluntary non-profit - Private,49.0,41.367669,-85.035573,IN,0.0,28.6,9.4,2.1,,0.0
1058,TERRE HAUTE REGIONAL HOSPITAL (150046),2014,Acute Care,Proprietary,195.0,39.419624,-87.406837,IN,4.0,,10.4,6.3,,0.7
1059,ST JOSEPH HOSPITAL (150047),2014,Acute Care,Proprietary,136.0,41.078891,-85.148873,IN,2.9,35.4,4.5,4.0,0.8,1.6
1060,REID HOSPITAL & HEALTH CARE SERVICES (150048),2014,Acute Care,Voluntary non-profit - Private,220.0,39.86303,-84.887765,IN,6.5,36.3,6.1,4.7,2.3,0.7
