,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
1987,ADVOCATE GOOD SAMARITAN HOSPITAL (140288),2018,Acute Care,Voluntary non-profit - Church,306.0,41.819137,-88.01022,IL,2.2,40.6,8.7,7.3,1.5,0.5
1988,ANDERSON HOSPITAL (140289),2018,Acute Care,Voluntary non-profit - Private,147.0,38.738127,-89.946422,IL,6.1,,10.8,4.4,1.5,0.0
1989,ANDERSON HOSPITAL (140289),2018,Acute Care,Voluntary non-profit - Private,147.0,38.738127,-89.946422,IL,6.1,,10.8,4.4,1.5,0.0
1990,ST ALEXIUS MEDICAL CENTER (140290),2018,Acute Care,Voluntary non-profit - Church,306.0,42.052409,-88.144445,IL,9.4,38.5,5.4,5.4,0.9,1.9
1991,ST ALEXIUS MEDICAL CENTER (140290),2018,Acute Care,Voluntary non-profit - Church,306.0,42.052409,-88.144445,IL,9.4,38.5,5.4,5.4,0.9,1.9
1992,ADVOCATE GOOD SHEPHERD HOSPITAL (140291),2018,Acute Care,Voluntary non-profit - Church,168.0,42.193415,-88.177959,IL,4.4,48.6,17.0,5.7,0.6,0.7
1993,ADVOCATE GOOD SHEPHERD HOSPITAL (140291),2018,Acute Care,Voluntary non-profit - Church,168.0,42.193415,-88.177959,IL,4.4,48.6,17.0,5.7,0.6,0.7
1994,ADVENTIST GLENOAKS (140292),2018,Acute Care,Voluntary non-profit - Other,139.0,41.915166,-88.058597,IL,6.1,,15.1,,0.4,0.0
1995,ADVENTIST GLENOAKS (140292),2018,Acute Care,Voluntary non-profit - Other,139.0,41.915166,-88.058597,IL,6.1,,15.1,,0.4,0.0
1996,CROSSROADS COMMUNITY HOSPITAL (140294),2018,Acute Care,Proprietary,48.0,38.312314,-88.936788,IL,16.7,,9.0,,,7.8
1997,CROSSROADS COMMUNITY HOSPITAL (140294),2018,Acute Care,Proprietary,48.0,38.312314,-88.936788,IL,16.7,,9.0,,,7.8
1998,PROVIDENT HOSPITAL OF CHICAGO (140300),2018,Acute Care,Government - Local,43.0,41.802158,-87.614193,IL,9.4,,5.3,,,1.2
1999,PROVIDENT HOSPITAL OF CHICAGO (140300),2018,Acute Care,Government - Local,43.0,41.802158,-87.614193,IL,9.4,,5.3,,,1.2
2000,ADVENTIST BOLINGBROOK HOSPITAL (140304),2018,Acute Care,Voluntary non-profit - Private,136.0,41.679388,-88.083883,IL,6.4,,13.2,6.3,1.4,3.9
2001,ADVENTIST BOLINGBROOK HOSPITAL (140304),2018,Acute Care,Voluntary non-profit - Private,136.0,41.679388,-88.083883,IL,6.4,,13.2,6.3,1.4,3.9
2002,METRO-EAST SERVICES INC (140307),2018,Acute Care,Voluntary non-profit - Private,94.0,38.572559,-89.90689,IL,6.3,43.2,,8.2,0.6,0.0
2003,METRO-EAST SERVICES INC (140307),2018,Acute Care,Voluntary non-profit - Private,94.0,38.572559,-89.90689,IL,6.3,43.2,,8.2,0.6,0.0
2004,WARNER HOSPITAL AND HEALTH SERVICES (141303),2018,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL,3.2,,2.6,,0.0,2.6
2005,WARNER HOSPITAL AND HEALTH SERVICES (141303),2018,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL,3.2,,2.6,,0.0,2.6
2006,"GENESIS MEDICAL CENTER, ALEDO (141304)",2018,Critical Access,Voluntary non-profit - Private,22.0,41.20508,-90.758485,IL,1.1,,13.9,,,1.7
2007,"GENESIS MEDICAL CENTER, ALEDO (141304)",2018,Critical Access,Voluntary non-profit - Private,22.0,41.20508,-90.758485,IL,1.1,,13.9,,,1.7
2008,MEMORIAL HOSPITAL (141305),2018,Critical Access,Voluntary non-profit - Private,22.0,40.409306,-91.111319,IL,13.8,,4.5,,0.0,1.0
2009,MEMORIAL HOSPITAL (141305),2018,Critical Access,Voluntary non-profit - Private,22.0,40.409306,-91.111319,IL,13.8,,4.5,,0.0,1.0
2010,WASHINGTON COUNTY HOSPITAL* (141308),2018,Critical Access,Government - Hospital District or Authority,50.0,38.339118,-89.390016,IL,5.1,,4.9,,0.0,2.1
2011,WASHINGTON COUNTY HOSPITAL* (141308),2018,Critical Access,Government - Hospital District or Authority,50.0,38.339118,-89.390016,IL,5.1,,4.9,,0.0,2.1
2012,ADVOCATE EUREKA  HOSPITAL (141309),2018,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL,9.1,,6.8,,,1.6
2013,ADVOCATE EUREKA  HOSPITAL (141309),2018,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL,9.1,,6.8,,,1.6
2014,OSF SAINT PAUL MEDICAL CENTER (141310),2018,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL,2.9,,8.7,2.7,1.2,0.0
2015,OSF SAINT PAUL MEDICAL CENTER (141310),2018,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL,2.9,,8.7,2.7,1.2,0.0
2016,FAIRFIELD MEMORIAL HOSPITAL 1 (141311),2018,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL,5.0,,11.0,2.8,0.4,0.7
2017,FAIRFIELD MEMORIAL HOSPITAL 1 (141311),2018,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL,5.0,,11.0,2.8,0.4,0.7
2018,MASON DISTRICT HOSPITAL (141313),2018,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL,6.7,,6.5,,,5.4
2019,MASON DISTRICT HOSPITAL (141313),2018,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL,6.7,,6.5,,,5.4
2020,ILLINI COMMUNITY HOSPITAL (141315),2018,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL,3.2,,3.6,,0.5,0.5
2021,ILLINI COMMUNITY HOSPITAL (141315),2018,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL,3.2,,3.6,,0.5,0.5
2022,HOOPESTON COMMUNITY MEMORIAL HOSPITAL (141316),2018,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL,2.0,,2.6,,,0.0
2023,HOOPESTON COMMUNITY MEMORIAL HOSPITAL (141316),2018,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL,2.0,,2.6,,,0.0
2024,GIBSON COMMUNITY HOSPITAL (141317),2018,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL,22.0,,3.0,4.4,1.1,8.4
2025,GIBSON COMMUNITY HOSPITAL (141317),2018,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL,22.0,,3.0,4.4,1.1,8.4
2026,OSF HOLY FAMILY MEDICAL CENTER (141318),2018,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL,6.0,,10.4,,0.0,1.0
2027,OSF HOLY FAMILY MEDICAL CENTER (141318),2018,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL,6.0,,10.4,,0.0,1.0
2028,HAMMOND HENRY HOSPITAL (141319),2018,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL,3.0,,7.7,2.1,,0.0
2029,HAMMOND HENRY HOSPITAL (141319),2018,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL,3.0,,7.7,2.1,,0.0
2030,FRANKLIN HOSPITAL (141321),2018,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL,7.9,,16.2,,0.5,3.9
2031,FRANKLIN HOSPITAL (141321),2018,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL,7.9,,16.2,,0.5,3.9
2032,ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),2018,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL,8.5,36.2,5.4,0.0,1.5,0.0
2033,ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),2018,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL,8.5,36.2,5.4,0.0,1.5,0.0
2034,MASSAC MEMORIAL HOSPITAL (141323),2018,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL,5.7,,5.5,3.7,,4.1
2035,MASSAC MEMORIAL HOSPITAL (141323),2018,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL,5.7,,5.5,3.7,,4.1
2036,FERRELL HOSPITAL COMMUNITY FOUNDATIONS (141324),2018,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL,12.7,,9.4,,,11.1
2037,FERRELL HOSPITAL COMMUNITY FOUNDATIONS (141324),2018,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL,12.7,,9.4,,,11.1
2038,WABASH GENERAL HOSPITAL 1 (141327),2018,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL,9.0,,8.1,,0.8,7.5
2039,WABASH GENERAL HOSPITAL 1 (141327),2018,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL,9.0,,8.1,,0.8,7.5
2040,HARDIN COUNTY GENERAL HOSPITAL (141328),2018,Critical Access,Voluntary non-profit - Private,25.0,,,IL,19.7,,7.9,,,32.3
2041,HARDIN COUNTY GENERAL HOSPITAL (141328),2018,Critical Access,Voluntary non-profit - Private,25.0,,,IL,19.7,,7.9,,,32.3
2042,MORRISON COMMUNITY HOSPITAL (141329),2018,Critical Access,Government - Hospital District or Authority,38.0,41.809131,-89.956574,IL,,,,,0.0,
2043,MORRISON COMMUNITY HOSPITAL (141329),2018,Critical Access,Government - Hospital District or Authority,38.0,41.809131,-89.956574,IL,,,,,0.0,
2044,HOPEDALE HOSPITAL (141330),2018,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL,4.2,,6.9,,,0.0
2045,HOPEDALE HOSPITAL (141330),2018,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL,4.2,,6.9,,,0.0
2046,MARSHALL BROWNING HOSPITAL (141331),2018,Critical Access,Voluntary non-profit - Private,25.0,38.024441,-89.2368,IL,9.4,,10.1,,1.1,8.0
2047,MARSHALL BROWNING HOSPITAL (141331),2018,Critical Access,Voluntary non-profit - Private,25.0,38.024441,-89.2368,IL,9.4,,10.1,,1.1,8.0
2048,HILLSBORO AREA HOSPITAL (141332),2018,Critical Access,Voluntary non-profit - Private,25.0,39.153672,-89.481508,IL,5.6,,3.2,,,0.0
2049,HILLSBORO AREA HOSPITAL (141332),2018,Critical Access,Voluntary non-profit - Private,25.0,39.153672,-89.481508,IL,5.6,,3.2,,,0.0
2050,ST JOSEPH MEMORIAL HOSPITAL (141334),2018,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL,23.2,,,,,20.4
2051,ST JOSEPH MEMORIAL HOSPITAL (141334),2018,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL,23.2,,,,,20.4
2052,MERCY HARVARD HOSPITAL (141335),2018,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL,4.3,,4.2,,0.0,1.6
2053,MERCY HARVARD HOSPITAL (141335),2018,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL,4.3,,4.2,,0.0,1.6
2054,ST JOSEPH'S HOSPITAL (141336),2018,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL,6.6,,10.9,5.6,,4.0
2055,ST JOSEPH'S HOSPITAL (141336),2018,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL,6.6,,10.9,5.6,,4.0
2056,PERRY MEMORIAL HOSPITAL (141337),2018,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL,8.0,,13.1,5.1,0.5,0.4
2057,PERRY MEMORIAL HOSPITAL (141337),2018,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL,8.0,,13.1,5.1,0.5,0.4
2058,MEMORIAL HOSPITAL (141338),2018,Critical Access,Government - Hospital District or Authority,25.0,37.918529,-89.812888,IL,0.4,,9.6,,,0.0
2059,MEMORIAL HOSPITAL (141338),2018,Critical Access,Government - Hospital District or Authority,25.0,37.918529,-89.812888,IL,0.4,,9.6,,,0.0
2060,TAYLORVILLE MEMORIAL HOSPITAL (141339),2018,Critical Access,Voluntary non-profit - Private,32.0,39.553753,-89.293754,IL,8.0,,6.3,,1.0,1.7
2061,TAYLORVILLE MEMORIAL HOSPITAL (141339),2018,Critical Access,Voluntary non-profit - Private,32.0,39.553753,-89.293754,IL,8.0,,6.3,,1.0,1.7
2062,VALLEY WEST COMMUNITY HOSPITAL (141340),2018,Critical Access,Voluntary non-profit - Private,25.0,41.657133,-88.62192,IL,5.7,,8.5,,1.2,1.4
2063,VALLEY WEST COMMUNITY HOSPITAL (141340),2018,Critical Access,Voluntary non-profit - Private,25.0,41.657133,-88.62192,IL,5.7,,8.5,,1.2,1.4
2064,PANA COMMUNITY HOSPITAL (141341),2018,Critical Access,Voluntary non-profit - Private,22.0,39.380296,-89.084213,IL,5.8,,6.7,,0.0,4.3
2065,PANA COMMUNITY HOSPITAL (141341),2018,Critical Access,Voluntary non-profit - Private,22.0,39.380296,-89.084213,IL,5.8,,6.7,,0.0,4.3
2066,UNION COUNTY HOSPITAL (141342),2018,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL,4.3,,9.8,,1.3,1.1
2067,UNION COUNTY HOSPITAL (141342),2018,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL,4.3,,9.8,,1.3,1.1
2068,SALEM TOWNSHIP HOSPITAL (141345),2018,Critical Access,Government - Local,25.0,38.64083,-88.948337,IL,52.6,,9.2,,,2.9
2069,SALEM TOWNSHIP HOSPITAL (141345),2018,Critical Access,Government - Local,25.0,38.64083,-88.948337,IL,52.6,,9.2,,,2.9
2070,CARLINVILLE AREA HOSPITAL (141347),2018,Critical Access,Voluntary non-profit - Private,25.0,39.299642,-89.88163,IL,9.0,,7.1,,0.5,2.5
2071,CARLINVILLE AREA HOSPITAL (141347),2018,Critical Access,Voluntary non-profit - Private,25.0,39.299642,-89.88163,IL,9.0,,7.1,,0.5,2.5
2072,RED BUD REGIONAL HOSPITAL (141348),2018,Critical Access,Proprietary,25.0,38.209605,-89.996408,IL,9.8,,7.9,,,2.5
2073,RED BUD REGIONAL HOSPITAL (141348),2018,Critical Access,Proprietary,25.0,38.209605,-89.996408,IL,9.8,,7.9,,,2.5
2074,ST FRANCIS HOSPITAL (141350),2018,Critical Access,Voluntary non-profit - Church,25.0,39.18081,-89.639636,IL,10.2,32.1,5.5,2.2,0.8,0.0
2075,ST FRANCIS HOSPITAL (141350),2018,Critical Access,Voluntary non-profit - Church,25.0,39.18081,-89.639636,IL,10.2,32.1,5.5,2.2,0.8,0.0
2076,CLAY COUNTY HOSPITAL (141351),2018,Critical Access,Government - Local,20.0,38.680917,-88.470337,IL,4.9,,7.5,,,1.8
2077,CLAY COUNTY HOSPITAL (141351),2018,Critical Access,Government - Local,20.0,38.680917,-88.470337,IL,4.9,,7.5,,,1.8
2078,JOHNSON MEMORIAL HOSPITAL (150001),2018,Acute Care,Government - Local,83.0,39.480598,-86.076663,IN,11.1,,4.8,5.8,0.6,3.4
2079,JOHNSON MEMORIAL HOSPITAL (150001),2018,Acute Care,Government - Local,83.0,39.480598,-86.076663,IN,11.1,,4.8,5.8,0.6,3.4
2080,METHODIST HOSPITALS INC (150002),2018,Acute Care,Voluntary non-profit - Private,490.0,41.599436,-87.357023,IN,10.8,29.2,6.8,4.2,1.3,4.1
2081,METHODIST HOSPITALS INC (150002),2018,Acute Care,Voluntary non-profit - Private,490.0,41.599436,-87.357023,IN,10.8,29.2,6.8,4.2,1.3,4.1
2082,FRANCISCAN HEALTH HAMMOND (150004),2018,Acute Care,Voluntary non-profit - Church,214.0,41.61449,-87.52201,IN,2.5,,10.4,4.8,0.7,1.0
2083,FRANCISCAN HEALTH HAMMOND (150004),2018,Acute Care,Voluntary non-profit - Church,214.0,41.61449,-87.52201,IN,2.5,,10.4,4.8,0.7,1.0
2084,HENDRICKS REGIONAL HEALTH (150005),2018,Acute Care,Government - Local,128.0,39.76071,-86.500995,IN,11.6,44.4,7.3,4.8,0.9,6.1
2085,HENDRICKS REGIONAL HEALTH (150005),2018,Acute Care,Government - Local,128.0,39.76071,-86.500995,IN,11.6,44.4,7.3,4.8,0.9,6.1
2086,LA PORTE HOSPITAL (150006),2018,Acute Care,Voluntary non-profit - Private,143.0,41.609838,-86.723855,IN,6.2,35.8,8.7,6.6,1.6,0.3
2087,LA PORTE HOSPITAL (150006),2018,Acute Care,Voluntary non-profit - Private,143.0,41.609838,-86.723855,IN,6.2,35.8,8.7,6.6,1.6,0.3
2088,COMMUNITY HOWARD REGIONAL HEALTH INC (150007),2018,Acute Care,Voluntary non-profit - Private,119.0,40.446835,-86.127103,IN,6.5,,5.5,5.5,1.1,3.7
2089,COMMUNITY HOWARD REGIONAL HEALTH INC (150007),2018,Acute Care,Voluntary non-profit - Private,119.0,40.446835,-86.127103,IN,6.5,,5.5,5.5,1.1,3.7
2090,ST CATHERINE HOSPITAL INC (150008),2018,Acute Care,Voluntary non-profit - Private,188.0,41.634064,-87.448542,IN,2.7,,7.5,7.8,2.1,0.0
2091,ST CATHERINE HOSPITAL INC (150008),2018,Acute Care,Voluntary non-profit - Private,188.0,41.634064,-87.448542,IN,2.7,,7.5,7.8,2.1,0.0
2092,CLARK MEMORIAL HOSPITAL (150009),2018,Acute Care,Voluntary non-profit - Other,176.0,38.282784,-85.749248,IN,3.5,39.3,10.2,3.5,0.9,0.0
2093,CLARK MEMORIAL HOSPITAL (150009),2018,Acute Care,Voluntary non-profit - Other,176.0,38.282784,-85.749248,IN,3.5,39.3,10.2,3.5,0.9,0.0
2094,ST VINCENT KOKOMO (150010),2018,Acute Care,Voluntary non-profit - Church,144.0,40.487218,-86.155487,IN,5.3,36.8,7.6,5.0,0.8,0.0
2095,ST VINCENT KOKOMO (150010),2018,Acute Care,Voluntary non-profit - Church,144.0,40.487218,-86.155487,IN,5.3,36.8,7.6,5.0,0.8,0.0
2096,MARION GENERAL HOSPITAL (150011),2018,Acute Care,Voluntary non-profit - Private,119.0,40.563853,-85.665139,IN,6.4,38.8,10.9,,1.0,4.6
2097,MARION GENERAL HOSPITAL (150011),2018,Acute Care,Voluntary non-profit - Private,119.0,40.563853,-85.665139,IN,6.4,38.8,10.9,,1.0,4.6
2098,SAINT JOSEPH REGIONAL MEDICAL CENTER (150012),2018,Acute Care,Voluntary non-profit - Private,286.0,41.704501,-86.174459,IN,7.7,,9.4,4.0,0.5,0.3
2099,SAINT JOSEPH REGIONAL MEDICAL CENTER (150012),2018,Acute Care,Voluntary non-profit - Private,286.0,41.704501,-86.174459,IN,7.7,,9.4,4.0,0.5,0.3
2100,FRANCISCAN HEALTH MICHIGAN CITY (150015),2018,Acute Care,Voluntary non-profit - Church,160.0,,,IN,4.8,38.4,4.9,5.2,2.6,0.0
2101,FRANCISCAN HEALTH MICHIGAN CITY (150015),2018,Acute Care,Voluntary non-profit - Church,160.0,,,IN,4.8,38.4,4.9,5.2,2.6,0.0
2102,LUTHERAN HOSPITAL OF INDIANA (150017),2018,Acute Care,Proprietary,389.0,41.037374,-85.245885,IN,5.8,41.2,5.2,4.7,0.6,0.3
2103,LUTHERAN HOSPITAL OF INDIANA (150017),2018,Acute Care,Proprietary,389.0,41.037374,-85.245885,IN,5.8,41.2,5.2,4.7,0.6,0.3
2104,ELKHART GENERAL HOSPITAL (150018),2018,Acute Care,Government - Local,261.0,41.678761,-85.991833,IN,3.0,32.4,6.0,4.3,1.1,0.0
2105,ELKHART GENERAL HOSPITAL (150018),2018,Acute Care,Government - Local,261.0,41.678761,-85.991833,IN,3.0,32.4,6.0,4.3,1.1,0.0
2106,PARKVIEW REGIONAL MEDICAL CENTER (150021),2018,Acute Care,Voluntary non-profit - Private,713.0,41.187063,-85.09946,IN,8.9,35.0,,3.7,0.4,0.3
2107,PARKVIEW REGIONAL MEDICAL CENTER (150021),2018,Acute Care,Voluntary non-profit - Private,713.0,41.187063,-85.09946,IN,8.9,35.0,,3.7,0.4,0.3
2108,FRANCISCAN HEALTH CRAWFORDSVILLE (150022),2018,Acute Care,Voluntary non-profit - Church,42.0,40.066073,-86.908085,IN,6.8,,5.1,6.1,0.6,2.8
2109,FRANCISCAN HEALTH CRAWFORDSVILLE (150022),2018,Acute Care,Voluntary non-profit - Church,42.0,40.066073,-86.908085,IN,6.8,,5.1,6.1,0.6,2.8
2110,UNION HOSPITAL INC (150023),2018,Acute Care,Voluntary non-profit - Other,278.0,39.484862,-87.407085,IN,14.9,32.6,5.3,,1.5,6.5
2111,UNION HOSPITAL INC (150023),2018,Acute Care,Voluntary non-profit - Other,278.0,39.484862,-87.407085,IN,14.9,32.6,5.3,,1.5,6.5
2112,ESKENAZI HEALTH (150024),2018,Acute Care,Government - Local,325.0,39.78053,-86.17345,IN,3.2,40.7,7.5,5.1,1.6,0.4
2113,ESKENAZI HEALTH (150024),2018,Acute Care,Government - Local,325.0,39.78053,-86.17345,IN,3.2,40.7,7.5,5.1,1.6,0.4
2114,GOSHEN GENERAL HOSPITAL (150026),2018,Acute Care,Voluntary non-profit - Private,118.0,41.564326,-85.829995,IN,18.3,35.0,8.3,5.9,0.4,0.9
2115,GOSHEN GENERAL HOSPITAL (150026),2018,Acute Care,Voluntary non-profit - Private,118.0,41.564326,-85.829995,IN,18.3,35.0,8.3,5.9,0.4,0.9
2116,HENRY COUNTY MEMORIAL HOSPITAL (150030),2018,Acute Care,Government - Local,61.0,39.942474,-85.36501,IN,8.3,45.1,2.9,4.7,0.4,5.5
2117,HENRY COUNTY MEMORIAL HOSPITAL (150030),2018,Acute Care,Government - Local,61.0,39.942474,-85.36501,IN,8.3,45.1,2.9,4.7,0.4,5.5
2118,ST MARY MEDICAL CENTER INC (150034),2018,Acute Care,Voluntary non-profit - Private,198.0,41.512654,-87.258902,IN,8.7,41.2,6.3,5.6,2.0,0.0
2119,ST MARY MEDICAL CENTER INC (150034),2018,Acute Care,Voluntary non-profit - Private,198.0,41.512654,-87.258902,IN,8.7,41.2,6.3,5.6,2.0,0.0
2120,PORTER REGIONAL HOSPITAL (150035),2018,Acute Care,Proprietary,251.0,41.55007,-87.051316,IN,5.0,38.1,8.2,3.0,0.4,1.3
2121,PORTER REGIONAL HOSPITAL (150035),2018,Acute Care,Proprietary,251.0,41.55007,-87.051316,IN,5.0,38.1,8.2,3.0,0.4,1.3
2122,HANCOCK REGIONAL HOSPITAL (150037),2018,Acute Care,Government - Local,88.0,39.794952,-85.769604,IN,7.0,37.0,7.3,2.5,1.4,4.4
2123,HANCOCK REGIONAL HOSPITAL (150037),2018,Acute Care,Government - Local,88.0,39.794952,-85.769604,IN,7.0,37.0,7.3,2.5,1.4,4.4
2124,GOOD SAMARITAN HOSPITAL (150042),2018,Acute Care,Voluntary non-profit - Other,187.0,38.67292,-87.534213,IN,8.5,43.2,7.7,4.5,1.2,6.5
2125,GOOD SAMARITAN HOSPITAL (150042),2018,Acute Care,Voluntary non-profit - Other,187.0,38.67292,-87.534213,IN,8.5,43.2,7.7,4.5,1.2,6.5
2126,BAPTIST HEALTH FLOYD (150044),2018,Acute Care,Government - Local,221.0,38.300506,-85.83508,IN,8.4,42.0,8.5,6.5,0.4,2.4
2127,BAPTIST HEALTH FLOYD (150044),2018,Acute Care,Government - Local,221.0,38.300506,-85.83508,IN,8.4,42.0,8.5,6.5,0.4,2.4
2128,DEKALB HEALTH (150045),2018,Acute Care,Voluntary non-profit - Private,49.0,41.367669,-85.035573,IN,0.9,,6.9,0.0,,0.0
2129,DEKALB HEALTH (150045),2018,Acute Care,Voluntary non-profit - Private,49.0,41.367669,-85.035573,IN,0.9,,6.9,0.0,,0.0
2130,TERRE HAUTE REGIONAL HOSPITAL (150046),2018,Acute Care,Proprietary,195.0,39.419624,-87.406837,IN,4.4,,14.5,0.0,1.1,0.0
2131,TERRE HAUTE REGIONAL HOSPITAL (150046),2018,Acute Care,Proprietary,195.0,39.419624,-87.406837,IN,4.4,,14.5,0.0,1.1,0.0
2132,ST JOSEPH HOSPITAL (150047),2018,Acute Care,Proprietary,136.0,41.078891,-85.148873,IN,3.3,,5.3,,1.0,6.2
2133,ST JOSEPH HOSPITAL (150047),2018,Acute Care,Proprietary,136.0,41.078891,-85.148873,IN,3.3,,5.3,,1.0,6.2
2134,REID HEALTH (150048),2018,Acute Care,Voluntary non-profit - Private,220.0,39.86303,-84.887765,IN,5.2,42.9,3.3,4.3,0.7,0.1
2135,REID HEALTH (150048),2018,Acute Care,Voluntary non-profit - Private,220.0,39.86303,-84.887765,IN,5.2,42.9,3.3,4.3,0.7,0.1
2136,IU HEALTH BLOOMINGTON HOSPITAL (150051),2018,Acute Care,Voluntary non-profit - Private,266.0,39.161402,-86.540528,IN,2.9,54.5,,3.3,0.6,0.4
2137,IU HEALTH BLOOMINGTON HOSPITAL (150051),2018,Acute Care,Voluntary non-profit - Private,266.0,39.161402,-86.540528,IN,2.9,54.5,,3.3,0.6,0.4
2138,INDIANA UNIVERSITY HEALTH (150056),2018,Acute Care,Voluntary non-profit - Private,1296.0,39.790571,-86.165259,IN,5.2,36.5,6.5,5.8,1.6,0.1
2139,INDIANA UNIVERSITY HEALTH (150056),2018,Acute Care,Voluntary non-profit - Private,1296.0,39.790571,-86.165259,IN,5.2,36.5,6.5,5.8,1.6,0.1
2140,FRANCISCAN HEALTH MOORESVILLE (150057),2018,Acute Care,Voluntary non-profit - Church,87.0,39.609322,-86.356098,IN,9.0,48.8,7.3,4.3,0.7,1.3
2141,FRANCISCAN HEALTH MOORESVILLE (150057),2018,Acute Care,Voluntary non-profit - Church,87.0,39.609322,-86.356098,IN,9.0,48.8,7.3,4.3,0.7,1.3
2142,MEMORIAL HOSPITAL OF SOUTH BEND (150058),2018,Acute Care,Voluntary non-profit - Private,445.0,41.683711,-86.25057,IN,4.9,,6.6,2.9,0.5,0.1
2143,MEMORIAL HOSPITAL OF SOUTH BEND (150058),2018,Acute Care,Voluntary non-profit - Private,445.0,41.683711,-86.25057,IN,4.9,,6.6,2.9,0.5,0.1
2144,RIVERVIEW HEALTH (150059),2018,Acute Care,Government - Local,153.0,40.047026,-86.024081,IN,6.8,38.5,11.1,4.0,1.4,0.6
2145,RIVERVIEW HEALTH (150059),2018,Acute Care,Government - Local,153.0,40.047026,-86.024081,IN,6.8,38.5,11.1,4.0,1.4,0.6
2146,DAVIESS COMMUNITY HOSPITAL (150061),2018,Acute Care,Voluntary non-profit - Other,74.0,38.658695,-87.160319,IN,3.0,,10.1,3.8,0.7,4.4
2147,DAVIESS COMMUNITY HOSPITAL (150061),2018,Acute Care,Voluntary non-profit - Other,74.0,38.658695,-87.160319,IN,3.0,,10.1,3.8,0.7,4.4
2148,FAYETTE REGIONAL HEALTH SYSTEM (150064),2018,Acute Care,Proprietary,67.0,39.65592,-85.131984,IN,3.5,,12.3,6.1,0.6,0.7
2149,FAYETTE REGIONAL HEALTH SYSTEM (150064),2018,Acute Care,Proprietary,67.0,39.65592,-85.131984,IN,3.5,,12.3,6.1,0.6,0.7
2150,SCHNECK MEDICAL CENTER (150065),2018,Acute Care,Government - Local,89.0,38.956734,-85.891356,IN,4.5,34.4,9.2,3.4,1.1,0.2
2151,SCHNECK MEDICAL CENTER (150065),2018,Acute Care,Government - Local,89.0,38.956734,-85.891356,IN,4.5,34.4,9.2,3.4,1.1,0.2
