,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
1273,LAWRENCE MEMORIAL HOSPITAL (170137),2015,Acute Care,Government - Local,143.0,38.97815,-95.247649,KS,2.8,46.5,6.4,4.8,3.3,0.0
1274,MERCY REGIONAL HEALTH CENTER (170142),2015,Acute Care,Voluntary non-profit - Church,100.0,39.203114,-96.598186,KS,4.5,,10.4,4.6,1.2,0.6
1275,COFFEYVILLE REGIONAL MEDICAL CENTER (170145),2015,Acute Care,Government - Local,69.0,37.040399,-95.638346,KS,14.1,52.2,7.5,6.4,,0.8
1276,PROVIDENCE MEDICAL CENTER (170146),2015,Acute Care,Voluntary non-profit - Church,184.0,39.128582,-94.786329,KS,4.5,50.8,10.7,1.9,9.8,0.9
1277,SOUTH CENTRAL KS  MED CENTER (170150),2015,Acute Care,Government - Local,40.0,37.134534,-97.036568,KS,27.4,53.5,5.7,,,2.8
1278,WESTERN PLAINS MEDICAL COMPLEX (170175),2015,Acute Care,Proprietary,67.0,37.785487,-100.014975,KS,6.4,,12.4,,,1.6
1279,OVERLAND PARK REG MED CTR (170176),2015,Acute Care,Proprietary,270.0,38.937613,-94.723726,KS,3.2,40.4,10.5,4.8,6.8,0.0
1280,MENORAH MEDICAL CENTER (170182),2015,Acute Care,Voluntary non-profit - Other,255.0,38.912835,-94.651473,KS,17.1,34.8,10.2,4.2,,1.7
1281,KANSAS SURGERY & RECOVERY CENTER (170183),2015,Acute Care,Proprietary,27.0,37.732911,-97.226256,KS,,50.9,,,,
1282,SAINT LUKE'S SOUTH HOSPITAL (170185),2015,Acute Care,Voluntary non-profit - Other,121.0,38.905583,-94.667847,KS,7.2,46.8,7.0,4.6,2.2,2.1
1283,KANSAS HEART HOSPITAL (170186),2015,Acute Care,Proprietary,46.0,37.749305,-97.226366,KS,,,,8.0,,
1284,KANSAS CITY ORTHOPAEDIC INSTITUTE (170188),2015,Acute Care,Physician,11.0,38.927549,-94.628235,KS,,40.4,,,,
1285,GREAT BEND REGIONAL HOSPITAL (170191),2015,Acute Care,Proprietary,32.0,38.3562,-98.791619,KS,14.1,47.1,2.6,,,11.5
1286,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC (170196)",2015,Acute Care,Physician,36.0,37.743966,-97.226326,KS,,35.2,,,,
1287,KANSAS MEDICAL CENTER LLC (170197),2015,Acute Care,Proprietary,56.0,37.72324,-97.14648,KS,7.5,,,1.4,,32.2
1288,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC (170200)",2015,Acute Care,Voluntary non-profit - Church,60.0,37.725045,-97.513786,KS,54.7,,,,,18.2
1289,MERCY HOSPITAL COLUMBUS (171308),2015,Critical Access,Voluntary non-profit - Church,17.0,37.172064,-94.843805,KS,,,9.2,,,
1290,ANDERSON COUNTY HOSPITAL (171316),2015,Critical Access,Voluntary non-profit - Private,43.0,38.28012,-95.2493,KS,37.2,,3.3,,,6.6
1291,EDWARDS COUNTY HOSPITAL (171317),2015,Critical Access,Government - Local,19.0,37.920715,-99.419431,KS,,,12.5,,0.0,
1292,HOLTON COMMUNITY HOSPITAL (171319),2015,Critical Access,Voluntary non-profit - Private,12.0,39.479464,-95.750908,KS,7.3,,8.3,1.4,0.0,
1293,MEADE DISTRICT HOSPITAL (171321),2015,Critical Access,Government - Hospital District or Authority,56.0,37.28549,-100.334267,KS,,,5.6,,0.0,
1294,GRAHAM COUNTY HOSPITAL (171325),2015,Critical Access,Government - Local,19.0,39.371776,-99.845075,KS,32.0,,16.7,,,22.5
1295,ELLSWORTH COUNTY MEDICAL CENTER (171327),2015,Critical Access,Government - Local,19.0,38.741969,-98.218892,KS,4.1,,11.7,,7.7,0.0
1296,KIOWA DISTRICT HOSPITAL (171331),2015,Critical Access,Government - Hospital District or Authority,14.0,37.008547,-98.489795,KS,,,,,0.0,
1297,CLARA BARTON HOSPITAL (171333),2015,Critical Access,Voluntary non-profit - Private,18.0,38.521549,-98.77941,KS,34.5,,1.6,,,15.8
1298,WAMEGO HEALTH CENTER (171337),2015,Critical Access,Voluntary non-profit - Other,21.0,39.205511,-96.318193,KS,6.0,,3.6,,0.0,4.3
1299,SABETHA COMMUNITY HOSPITAL (171338),2015,Critical Access,Voluntary non-profit - Private,17.0,,,KS,1.5,,5.1,,,
1300,NORTON COUNTY HOSPITAL (171348),2015,Critical Access,Government - Local,25.0,39.838529,-99.888742,KS,15.9,,5.7,,0.0,9.1
1301,DECATUR COUNTY HOSPITAL (171352),2015,Critical Access,Government - Local,36.0,39.816212,-100.53925,KS,,,3.8,,,
1302,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS (171354)",2015,Critical Access,Voluntary non-profit - Private,25.0,39.495155,-96.170861,KS,5.0,,11.7,,,1.1
1303,HILLSBORO COMMUNITY HOSPITAL (171357),2015,Critical Access,Proprietary,16.0,38.361495,-97.187589,KS,,,,,0.0,
1304,CLAY COUNTY MEDICAL CENTER (171371),2015,Critical Access,Government - Local,19.0,39.391681,-97.124196,KS,15.8,,9.4,5.5,,0.0
1305,ALLEN COUNTY REGIONAL HOSPITAL (171373),2015,Critical Access,Proprietary,25.0,37.950342,-95.390674,KS,14.9,,1.1,,,5.2
1306,FREDONIA REGIONAL HOSPITAL (171374),2015,Critical Access,Government - Local,31.0,37.533641,-95.814816,KS,73.0,,9.3,,7.5,5.2
1307,GIRARD MEDICAL CENTER (171376),2015,Critical Access,Government - Hospital District or Authority,32.0,37.513852,-94.858541,KS,4.5,,4.5,,0.0,
1308,SMITH COUNTY MEMORIAL HOSPITAL (171377),2015,Critical Access,Government - Local,34.0,39.785249,-98.772768,KS,,,12.1,,0.0,
1309,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER (171380),2015,Critical Access,Government - Local,22.0,37.67518,-95.470896,KS,4.6,,5.9,2.5,,3.5
1310,WILLIAM NEWTON HOSPITAL (171383),2015,Critical Access,Government - Local,22.0,37.244649,-96.98247,KS,76.5,50.0,7.5,3.2,,1.8
1311,NEWMAN REGIONAL HEALTH (171384),2015,Critical Access,Government - Local,30.0,38.412305,-96.195024,KS,7.1,49.3,9.2,4.4,,0.0
1312,ST ELIZABETH FT THOMAS (180001),2015,Acute Care,Voluntary non-profit - Private,160.0,39.078281,-84.464654,KY,1.6,61.0,5.6,4.0,1.6,0.0
1313,WHITESBURG ARH HOSPITAL (180002),2015,Acute Care,Voluntary non-profit - Other,87.0,37.11182,-82.813612,KY,10.6,61.3,8.7,,,7.5
1314,MUHLENBERG COMMUNITY HOSPITAL (180004),2015,Acute Care,Voluntary non-profit - Private,97.0,37.196925,-87.189639,KY,16.1,52.9,5.9,,,0.0
1315,HIGHLANDS REGIONAL MEDICAL CENTER (180005),2015,Acute Care,Proprietary,148.0,37.71054,-82.77025,KY,28.7,50.0,14.3,7.1,4.2,29.3
1316,KING'S DAUGHTERS' MEDICAL CENTER (180009),2015,Acute Care,Voluntary non-profit - Private,444.0,38.470401,-82.635916,KY,13.1,38.0,6.1,6.0,0.8,8.9
1317,SAINT JOSEPH HOSPITAL (180010),2015,Acute Care,Voluntary non-profit - Church,265.0,,,KY,2.7,37.7,3.6,5.1,2.8,5.7
1318,SAINT JOSEPH LONDON (180011),2015,Acute Care,Voluntary non-profit - Private,144.0,37.118553,-84.106349,KY,6.6,48.8,13.9,3.8,2.8,6.0
1319,HARDIN MEMORIAL HOSPITAL (180012),2015,Acute Care,Government - Local,297.0,37.709917,-85.875048,KY,9.1,38.7,8.6,3.8,3.7,0.1
1320,THE MEDICAL CENTER AT BOWLING GREEN (180013),2015,Acute Care,Voluntary non-profit - Private,314.0,36.996366,-86.430232,KY,3.8,37.1,9.2,6.0,3.6,1.3
1321,JEWISH HOSPITAL - SHELBYVILLE (180016),2015,Acute Care,Voluntary non-profit - Private,33.0,38.208808,-85.236145,KY,1.3,47.1,8.1,5.0,2.2,0.0
1322,T J SAMSON COMMUNITY HOSPITAL (180017),2015,Acute Care,Voluntary non-profit - Other,136.0,37.011566,-85.903862,KY,11.6,31.9,4.1,3.6,1.5,10.2
1323,ST CLAIRE REGIONAL MEDICAL CENTER (180018),2015,Acute Care,Government - Federal,128.0,38.180016,-83.442454,KY,0.2,48.5,8.4,4.8,4.1,1.3
1324,MEADOWVIEW REGIONAL MEDICAL CENTER (180019),2015,Acute Care,Proprietary,100.0,38.639572,-83.808804,KY,24.3,45.7,14.3,3.7,,0.0
1325,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT (180020),2015,Acute Care,Voluntary non-profit - Private,66.0,36.605199,-83.740056,KY,14.3,44.9,10.7,,,20.7
1326,PINEVILLE COMMUNITY HOSPITAL (180021),2015,Acute Care,Voluntary non-profit - Other,107.0,36.763077,-83.708574,KY,22.3,,4.9,,,19.8
1327,SPRING VIEW HOSPITAL (180024),2015,Acute Care,Proprietary,75.0,37.570325,-85.259397,KY,10.2,51.3,4.5,4.1,,3.3
1328,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H (180025),2015,Acute Care,Voluntary non-profit - Private,52.0,37.863995,-85.52376,KY,2.9,39.2,9.9,,3.8,2.2
1329,MURRAY-CALLOWAY COUNTY HOSPITAL (180027),2015,Acute Care,Voluntary non-profit - Other,296.0,36.60866,-88.309498,KY,14.1,46.7,2.3,3.2,5.1,7.3
1330,HAZARD ARH REGIONAL MEDICAL CENTER (180029),2015,Acute Care,Voluntary non-profit - Private,320.0,37.279027,-83.227413,KY,6.3,56.7,17.5,,4.4,7.2
1331,ST ELIZABETH MEDICAL CENTER (180035),2015,Acute Care,Voluntary non-profit - Church,500.0,39.014683,-84.561842,KY,3.7,47.1,7.1,4.7,1.0,0.4
1332,OUR LADY OF BELLEFONTE HOSPITAL (180036),2015,Acute Care,Voluntary non-profit - Private,157.0,38.509303,-82.69305,KY,8.6,44.4,8.4,5.5,1.8,10.5
1333,OWENSBORO HEALTH REGIONAL HOSPITAL (180038),2015,Acute Care,Voluntary non-profit - Private,447.0,37.777296,-87.069958,KY,31.2,48.0,7.2,4.7,3.2,0.5
1334,JEWISH HOSPITAL & ST MARY'S HEALTHCARE (180040),2015,Acute Care,Voluntary non-profit - Private,839.0,38.249328,-85.751137,KY,6.2,47.9,7.0,4.7,3.8,0.0
1335,MEMORIAL HOSPITAL (180043),2015,Acute Care,Voluntary non-profit - Church,57.0,37.162154,-83.761356,KY,9.5,55.8,13.7,,,3.5
1336,PIKEVILLE MEDICAL CENTER (180044),2015,Acute Care,Voluntary non-profit - Private,292.0,37.47251,-82.52395,KY,24.1,44.3,6.2,5.6,2.7,34.4
1337,ST ELIZABETH FLORENCE (180045),2015,Acute Care,Voluntary non-profit - Private,159.0,39.017615,-84.63279,KY,2.1,51.8,6.7,1.3,2.1,0.0
1338,BOURBON COMMUNITY HOSPITAL (180046),2015,Acute Care,Proprietary,58.0,38.220655,-84.238896,KY,7.0,,10.2,5.1,5.4,3.3
1339,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER (180048),2015,Acute Care,Voluntary non-profit - Private,206.0,37.643818,-84.772638,KY,18.2,46.1,7.5,3.2,2.8,0.4
1340,BAPTIST HEALTH RICHMOND (180049),2015,Acute Care,Voluntary non-profit - Private,66.0,37.73176,-84.293078,KY,4.7,59.5,9.4,7.9,2.6,1.8
1341,HARLAN ARH HOSPITAL (180050),2015,Acute Care,Voluntary non-profit - Other,105.0,36.810183,-83.313105,KY,32.7,,10.9,,5.9,18.9
1342,JENNIE STUART MEDICAL CENTER (180051),2015,Acute Care,Voluntary non-profit - Private,171.0,36.860443,-87.495668,KY,3.5,45.8,6.4,,2.4,0.2
1343,FLEMING COUNTY HOSPITAL (180053),2015,Acute Care,Voluntary non-profit - Other,52.0,38.421539,-83.753094,KY,38.1,,9.7,5.2,,1.0
1344,METHODIST HOSPITAL (180056),2015,Acute Care,Voluntary non-profit - Church,132.0,37.853858,-87.581257,KY,10.8,57.8,7.0,5.1,1.9,3.5
1345,SAINT JOSEPH MOUNT STERLING (180064),2015,Acute Care,Voluntary non-profit - Private,44.0,38.07591,-83.94692,KY,4.8,41.5,9.7,1.1,2.7,0.4
1346,LOGAN MEMORIAL HOSPITAL (180066),2015,Acute Care,Proprietary,72.0,36.815437,-86.882593,KY,6.3,,12.5,,,2.0
1347,UNIVERSITY OF KENTUCKY HOSPITAL (180067),2015,Acute Care,Government - State,843.0,38.032448,-84.507381,KY,1.7,38.0,10.0,5.1,5.4,0.1
1348,TUG VALLEY ARH REGIONAL MEDICAL CENTER (180069),2015,Acute Care,Proprietary,123.0,37.676373,-82.296581,KY,4.5,,19.1,5.3,,3.0
1349,TWIN LAKES REGIONAL MEDICAL CENTER (180070),2015,Acute Care,Voluntary non-profit - Other,69.0,37.471947,-86.287038,KY,4.2,53.7,5.2,7.3,,0.0
1350,PAUL B HALL REGIONAL MEDICAL CENTER (180078),2015,Acute Care,Proprietary,70.0,37.815015,-82.812803,KY,10.4,,21.1,,5.9,10.5
1351,HARRISON MEMORIAL HOSPITAL (180079),2015,Acute Care,Voluntary non-profit - Other,54.0,38.384822,-84.276797,KY,3.5,,14.1,2.7,4.7,0.5
1352,BAPTIST HEALTH CORBIN (180080),2015,Acute Care,Voluntary non-profit - Private,250.0,,,KY,13.0,49.0,11.2,3.9,3.5,2.9
1353,TAYLOR REGIONAL HOSPITAL (180087),2015,Acute Care,Government - Hospital District or Authority,90.0,37.366216,-85.339179,KY,15.2,42.1,12.1,3.4,4.1,10.5
1354,NORTON HOSPITAL/NORTON MEDICAL PAVILIONS/KOSAIR CH (180088),2015,Acute Care,Voluntary non-profit - Private,1369.0,38.248213,-85.751133,KY,8.3,41.3,6.0,5.0,2.8,0.6
1355,CLARK REGIONAL MEDICAL CENTER (180092),2015,Acute Care,Proprietary,78.0,38.010511,-84.21459,KY,5.7,44.7,13.8,,,6.5
1356,BAPTIST HEALTH MADISONVILLE (180093),2015,Acute Care,Voluntary non-profit - Private,213.0,37.339177,-87.493845,KY,4.0,35.2,,4.4,2.6,0.0
1357,CRITTENDEN HEALTH SYSTEM (180095),2015,Acute Care,Proprietary,48.0,37.329616,-88.091945,KY,1.1,,8.2,,11.1,0.0
1358,GEORGETOWN COMMUNITY HOSPITAL (180101),2015,Acute Care,Proprietary,75.0,38.186223,-84.562445,KY,2.5,,7.0,4.8,,1.5
1359,LOURDES HOSPITAL (180102),2015,Acute Care,Voluntary non-profit - Church,307.0,37.052989,-88.647857,KY,9.9,43.8,14.3,6.4,2.2,7.9
1360,BAPTIST HEALTH LEXINGTON (180103),2015,Acute Care,Voluntary non-profit - Other,378.0,38.018842,-84.513948,KY,5.6,49.0,8.6,5.9,3.7,1.5
1361,BAPTIST HEALTH PADUCAH (180104),2015,Acute Care,Voluntary non-profit - Church,271.0,37.073255,-88.628215,KY,10.2,46.7,8.8,6.8,4.3,8.5
1362,MONROE COUNTY MEDICAL CENTER (180105),2015,Acute Care,Voluntary non-profit - Other,49.0,36.698506,-85.67712,KY,9.9,,10.7,3.0,,9.1
1363,"CLINTON COUNTY HOSPITAL, INC (180106)",2015,Acute Care,Voluntary non-profit - Private,38.0,36.698335,-85.146554,KY,20.8,,7.9,,6.9,20.0
1364,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT (180115),2015,Acute Care,Voluntary non-profit - Private,142.0,37.358006,-84.337001,KY,9.1,,6.3,1.8,,0.9
1365,JACKSON PURCHASE MEDICAL CENTER (180116),2015,Acute Care,Government - Hospital District or Authority,109.0,36.757411,-88.650981,KY,24.9,,6.7,,,0.3
1366,PARKWAY REGIONAL HOSPITAL (180117),2015,Acute Care,Proprietary,49.0,,,KY,0.0,,5.8,,,0.0
1367,GREENVIEW REGIONAL HOSPITAL (180124),2015,Acute Care,Proprietary,158.0,36.965672,-86.435599,KY,18.6,,11.9,,,0.0
1368,FRANKFORT REGIONAL MEDICAL CENTER (180127),2015,Acute Care,Proprietary,123.0,38.159774,-84.905753,KY,5.0,,2.7,,1.7,0.0
1369,THREE RIVERS MEDICAL CENTER (180128),2015,Acute Care,Proprietary,85.0,38.0933,-82.60474,KY,2.3,48.5,17.5,6.1,4.6,1.7
1370,BAPTIST HEALTH LOUISVILLE (180130),2015,Acute Care,Voluntary non-profit - Private,511.0,38.239235,-85.639048,KY,2.8,50.2,6.5,5.0,1.9,0.0
1371,LAKE CUMBERLAND REGIONAL HOSPITAL (180132),2015,Acute Care,Proprietary,269.0,37.086576,-84.617956,KY,9.5,56.3,10.4,3.1,3.2,6.1
1372,BAPTIST HEALTH LA GRANGE (180138),2015,Acute Care,Voluntary non-profit - Private,105.0,38.396238,-85.375927,KY,0.3,,6.5,7.3,,0.0
1373,KENTUCKY RIVER MEDICAL CENTER (180139),2015,Acute Care,Voluntary non-profit - Other,50.0,37.565434,-83.370111,KY,4.0,,4.3,,,4.0
1374,UNIVERSITY OF LOUISVILLE HOSPITAL (180141),2015,Acute Care,Voluntary non-profit - Private,340.0,38.248446,-85.74507,KY,4.5,52.7,9.3,3.7,6.8,0.1
1375,SAINT JOSEPH EAST (180143),2015,Acute Care,Voluntary non-profit - Church,158.0,38.000199,-84.440371,KY,6.5,,5.4,,5.6,9.1
1376,WESTLAKE REGIONAL HOSPITAL (180149),2015,Acute Care,Government - Hospital District or Authority,55.0,37.096289,-85.29494,KY,15.2,,15.2,,,11.2
1377,MARCUM AND WALLACE MEMORIAL HOSPITAL (181301),2015,Critical Access,Voluntary non-profit - Private,25.0,37.705267,-83.977742,KY,8.6,,7.0,3.9,1.1,5.6
1378,THE JAMES B HAGGIN MEMORIAL HOSPITAL (181302),2015,Critical Access,Voluntary non-profit - Other,42.0,37.756448,-84.848212,KY,3.1,,9.4,,5.9,4.4
1379,TRIGG COUNTY HOSPITAL (181304),2015,Critical Access,Government - Local,25.0,36.867247,-87.821288,KY,1.6,,7.3,,6.3,1.8
1380,SAINT JOSEPH MARTIN (181305),2015,Critical Access,Voluntary non-profit - Private,25.0,37.579105,-82.750351,KY,3.2,,12.7,,,0.6
1381,METHODIST HOSPITAL UNION COUNTY (181306),2015,Critical Access,Voluntary non-profit - Church,25.0,37.626114,-87.943918,KY,9.5,,5.3,,1.1,4.8
1382,MORGAN COUNTY ARH HOSPITAL (181307),2015,Critical Access,Voluntary non-profit - Private,25.0,37.920137,-83.266276,KY,1.0,,8.9,,0.5,1.6
1383,BLUEGRASS COMMUNITY HOSPITAL (181308),2015,Critical Access,Proprietary,25.0,38.055343,-84.723415,KY,5.6,,11.6,,,
1384,CASEY COUNTY HOSPITAL (181309),2015,Critical Access,Government - Hospital District or Authority,24.0,37.317809,-84.931717,KY,7.8,,2.6,,,2.4
1385,CARROLL COUNTY MEMORIAL HOSPITAL (181310),2015,Critical Access,Voluntary non-profit - Private,25.0,38.679904,-85.169314,KY,3.3,,4.0,,,0.0
1386,ST ELIZABETH GRANT (181311),2015,Critical Access,Voluntary non-profit - Church,15.0,38.647862,-84.578264,KY,3.5,38.9,7.1,0.0,0.9,0.0
1387,CAVERNA MEMORIAL HOSPITAL (181314),2015,Critical Access,Voluntary non-profit - Private,25.0,37.160336,-85.923172,KY,48.1,,7.1,,,9.5
1388,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL (181315),2015,Critical Access,Voluntary non-profit - Private,32.0,37.543616,-84.653879,KY,9.2,50.0,6.3,,1.0,5.1
1389,MARY BRECKINRIDGE ARH HOSPITAL (181316),2015,Critical Access,Voluntary non-profit - Private,25.0,37.163889,-83.37836,KY,0.7,,8.1,,,2.2
1390,CUMBERLAND COUNTY HOSPITAL (181317),2015,Critical Access,Voluntary non-profit - Other,25.0,36.796868,-85.37244,KY,8.1,,,,,
1391,THE MEDICAL CENTER AT FRANKLIN (181318),2015,Critical Access,Voluntary non-profit - Private,24.0,36.699997,-86.575563,KY,9.1,,7.4,,,7.2
1392,BRECKINRIDGE MEMORIAL HOSPITAL (181319),2015,Critical Access,Government - Local,43.0,37.766615,-86.441643,KY,38.6,,6.9,,1.2,1.4
1393,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC (181320)",2015,Critical Access,Voluntary non-profit - Private,25.0,37.263323,-88.228753,KY,46.4,,12.9,,,43.2
1394,WAYNE COUNTY HOSPITAL (181321),2015,Critical Access,Voluntary non-profit - Other,25.0,36.820046,-84.866821,KY,2.9,,7.1,,,7.5
1395,CALDWELL MEDICAL CENTER (181322),2015,Critical Access,Government - Hospital District or Authority,25.0,37.114215,-87.907658,KY,6.6,,4.0,,,13.2
1396,THE MEDICAL CENTER AT SCOTTSVILLE (181324),2015,Critical Access,Voluntary non-profit - Private,135.0,36.759765,-86.216212,KY,5.9,,13.1,,,1.7
1397,JANE TODD CRAWFORD HOSPITAL (181325),2015,Critical Access,Voluntary non-profit - Private,25.0,37.242124,-85.496302,KY,32.5,,9.6,,,30.1
1398,MARSHALL COUNTY HOSPITAL (181327),2015,Critical Access,Government - Hospital District or Authority,25.0,36.868182,-88.368072,KY,7.3,,4.2,,,0.0
1399,KNOX COUNTY HOSPITAL (181328),2015,Critical Access,Government - Local,28.0,36.85231,-83.87152,KY,21.3,,17.6,,,14.3
1400,SAINT JOSEPH BEREA (181329),2015,Critical Access,Voluntary non-profit - Private,25.0,37.574789,-84.286044,KY,4.2,,6.0,6.9,,1.8
1401,RUSSELL COUNTY HOSPITAL (181330),2015,Critical Access,Government - Local,25.0,37.057707,-85.066884,KY,23.2,,15.4,1.8,1.7,7.9
1402,MCDOWELL ARH HOSPITAL (181331),2015,Critical Access,Voluntary non-profit - Private,25.0,37.457174,-82.747264,KY,1.3,,6.1,,,3.0
1403,LAFAYETTE GENERAL MEDICAL CENTER (190002),2015,Acute Care,Voluntary non-profit - Private,378.0,30.202319,-92.018705,LA,31.0,52.6,9.2,,2.9,25.4
1404,DAUTERIVE HOSPITAL (190003),2015,Acute Care,Proprietary,103.0,,,LA,38.7,,6.5,,,0.0
1405,THIBODAUX REGIONAL MEDICAL CENTER (190004),2015,Acute Care,Government - Hospital District or Authority,174.0,29.780546,-90.806819,LA,38.3,51.2,7.1,,1.9,0.0
1406,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT (190005),2015,Acute Care,Voluntary non-profit - Private,277.0,29.961092,-90.08091,LA,2.9,,6.9,2.9,6.3,0.0
1407,UNIVERSITY HOSPITAL & CLINICS (190006),2015,Acute Care,Voluntary non-profit - Private,102.0,30.215792,-92.045675,LA,22.6,,6.9,1.4,,0.0
1408,NATCHITOCHES REGIONAL MEDICAL CENTER (190007),2015,Acute Care,Government - Hospital District or Authority,208.0,31.753563,-93.079253,LA,45.5,,6.9,8.1,4.5,26.9
1409,TERREBONNE GENERAL MEDICAL CENTER (190008),2015,Acute Care,Government - Hospital District or Authority,205.0,29.598537,-90.714322,LA,7.0,41.1,5.3,3.5,2.4,4.9
1410,UNIVERSITY HEALTH CONWAY (190011),2015,Acute Care,Proprietary,137.0,32.451464,-92.105548,LA,2.8,,11.6,8.7,,0.5
1411,WEST CALCASIEU CAMERON HOSPITAL (190013),2015,Acute Care,Government - Hospital District or Authority,107.0,30.231074,-93.36929,LA,19.2,38.9,8.7,3.8,3.9,10.3
1412,TECHE REGIONAL MEDICAL CENTER (190014),2015,Acute Care,Proprietary,161.0,29.708471,-91.200157,LA,15.9,44.7,7.8,,,13.1
1413,"NORTH OAKS MEDICAL CENTER, L L C (190015)",2015,Acute Care,Government - Hospital District or Authority,318.0,30.466698,-90.45758,LA,12.0,44.8,8.3,7.5,1.5,3.9
1414,OPELOUSAS GENERAL HEALTH SYSTEM (190017),2015,Acute Care,Government - Hospital District or Authority,205.0,30.543457,-92.075785,LA,25.6,51.9,12.6,,3.4,21.4
1415,CHRISTUS ST FRANCES CABRINI HOSPITAL (190019),2015,Acute Care,Voluntary non-profit - Church,300.0,31.282401,-92.460848,LA,28.0,42.7,7.7,4.3,2.3,2.5
1416,LANE REGIONAL MEDICAL CENTER (190020),2015,Acute Care,Government - Hospital District or Authority,178.0,30.649957,-91.136747,LA,24.3,,8.3,,6.0,16.0
1417,SAVOY MEDICAL CENTER (190025),2015,Acute Care,Government - Hospital District or Authority,149.0,30.641032,-92.417605,LA,49.5,,10.6,,,32.6
1418,RAPIDES REGIONAL MEDICAL CENTER (190026),2015,Acute Care,Proprietary,352.0,31.315021,-92.450481,LA,4.9,47.9,4.3,4.6,2.2,0.8
1419,CHRISTUS ST PATRICK HOSPITAL (190027),2015,Acute Care,Voluntary non-profit - Church,152.0,30.215437,-93.22767,LA,13.6,,6.2,6.3,2.8,17.2
1420,ABBEVILLE GENERAL HOSPITAL (190034),2015,Acute Care,Government - Hospital District or Authority,60.0,29.97325,-92.106986,LA,16.0,56.4,10.5,,,1.2
1421,OCHSNER MEDICAL CENTER (190036),2015,Acute Care,Voluntary non-profit - Private,931.0,29.962771,-90.145205,LA,16.6,44.7,7.1,6.1,3.0,0.5
1422,WEST JEFFERSON MEDICAL CENTER (190039),2015,Acute Care,Voluntary non-profit - Private,320.0,29.891749,-90.095886,LA,20.3,41.3,8.7,3.4,1.3,25.4
1423,SLIDELL MEMORIAL HOSPITAL (190040),2015,Acute Care,Government - Hospital District or Authority,226.0,30.284651,-89.770421,LA,25.7,44.3,10.7,4.0,,0.0
1424,CHRISTUS HEALTH SHREVEPORT - BOSSIER (190041),2015,Acute Care,Voluntary non-profit - Church,300.0,32.425962,-93.718926,LA,1.5,54.1,6.9,2.4,2.7,0.2
1425,ACADIA GENERAL HOSPITAL (190044),2015,Acute Care,Voluntary non-profit - Private,143.0,30.226327,-92.362543,LA,55.3,,7.2,,,34.1
1426,ST TAMMANY PARISH HOSPITAL (190045),2015,Acute Care,Government - Hospital District or Authority,223.0,30.468955,-90.113935,LA,33.6,53.2,11.1,,2.5,4.6
1427,TOURO INFIRMARY (190046),2015,Acute Care,Voluntary non-profit - Private,318.0,29.925391,-90.092915,LA,21.9,45.3,6.2,4.9,,0.5
1428,BEAUREGARD MEMORIAL HOSPITAL (190050),2015,Acute Care,Government - Hospital District or Authority,56.0,30.84195,-93.289056,LA,33.3,,4.3,,,37.3
1429,JENNINGS AMERICAN LEGION HOSPITAL (190053),2015,Acute Care,Voluntary non-profit - Private,51.0,30.239215,-92.663445,LA,72.7,,11.3,4.1,1.0,61.4
1430,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER (190054),2015,Acute Care,Government - Hospital District or Authority,122.0,29.989047,-91.785783,LA,46.5,,11.6,5.3,1.3,0.0
1431,LAKE CHARLES MEMORIAL HOSPITAL (190060),2015,Acute Care,Voluntary non-profit - Private,303.0,30.203461,-93.197295,LA,18.8,,4.1,2.4,2.2,4.4
1432,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER (190064),2015,Acute Care,Voluntary non-profit - Church,831.0,30.401318,-91.111528,LA,9.1,55.6,7.2,4.4,3.1,3.5
1433,BATON ROUGE GENERAL MEDICAL CENTER (190065),2015,Acute Care,Voluntary non-profit - Private,397.0,30.450336,-91.154638,LA,14.6,,14.4,,3.2,15.4
1434,ST CHARLES PARISH HOSPITAL (190079),2015,Acute Care,Government - Hospital District or Authority,58.0,29.924513,-90.371751,LA,28.8,,15.0,,,
1435,WEST CARROLL MEMORIAL HOSPITAL (190081),2015,Acute Care,Proprietary,32.0,32.867813,-91.383196,LA,40.0,,4.3,,,
