,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
337,SALINAS VALLEY MEMORIAL HOSPITAL (050334),2015,Acute Care,Voluntary non-profit - Other,247.0,36.659979,-121.646327,CA,0.9396,17.0,283.0,42.0,16.0,1.0516,18.9,370.0,77.0,19.8,0.9256,20.8,579.0,107.0,19.2,0.7611,4.8,,,3.6,0.936,16.9,353.0,52.0,15.8
338,SONORA REGIONAL MEDICAL CENTER (050335),2015,Acute Care,Voluntary non-profit - Church,152.0,37.976728,-120.369442,CA,1.0052,19.2,66.0,13.0,19.3,0.8926,21.0,205.0,30.0,18.7,0.8634,22.7,201.0,31.0,19.6,0.9397,4.9,350.0,15.0,4.6,0.9247,16.9,368.0,53.0,15.7
339,LODI MEMORIAL HOSPITAL (050336),2015,Acute Care,Voluntary non-profit - Other,200.0,38.121634,-121.285787,CA,0.9701,19.8,92.0,16.0,19.2,1.0353,19.9,313.0,67.0,20.6,0.9895,22.0,408.0,88.0,21.7,0.7998,6.7,,,5.3,0.9833,17.0,418.0,69.0,16.7
340,PIONEERS MEMORIAL HEALTHCARE DISTRICT (050342),2015,Acute Care,Government - Hospital District or Authority,107.0,32.959947,-115.552723,CA,1.061,18.3,40.0,11.0,19.4,1.1302,21.5,159.0,48.0,24.3,0.9853,22.1,238.0,51.0,21.8,1.0216,4.7,,,4.8,1.0261,17.0,272.0,49.0,17.4
341,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER (050348),2015,Acute Care,Government - Local,415.0,33.780111,-117.894303,CA,1.1106,19.2,61.0,19.0,21.3,1.0282,23.4,78.0,21.0,24.1,0.9782,22.9,162.0,35.0,22.4,1.0477,5.6,,,5.9,1.0364,19.0,126.0,27.0,19.7
342,BEVERLY HOSPITAL (050350),2015,Acute Care,Voluntary non-profit - Private,211.0,34.016032,-118.100526,CA,1.1369,19.6,111.0,32.0,22.3,0.8617,21.5,172.0,21.0,18.6,0.9945,23.8,365.0,86.0,23.7,0.9851,5.4,,,5.3,1.011,20.5,253.0,53.0,20.7
343,TORRANCE MEMORIAL MEDICAL CENTER (050351),2015,Acute Care,Voluntary non-profit - Other,505.0,33.812644,-118.34375,CA,1.0224,17.9,294.0,55.0,18.3,1.024,19.8,361.0,75.0,20.3,1.0145,22.1,647.0,146.0,22.4,0.9158,5.1,572.0,25.0,4.6,1.0592,16.4,494.0,89.0,17.3
344,BARTON MEMORIAL HOSPITAL (050352),2015,Acute Care,Voluntary non-profit - Private,112.0,38.912337,-119.997711,CA,,,,,,0.9454,20.3,,,19.2,0.942,20.9,,,19.7,1.0797,4.5,,,4.8,0.9685,14.4,92.0,11.0,13.9
345,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE (050353),2015,Acute Care,Voluntary non-profit - Church,442.0,33.837577,-118.35708,CA,1.1078,17.6,268.0,58.0,19.5,0.9869,21.6,315.0,66.0,21.3,1.0152,22.5,552.0,127.0,22.8,1.0617,5.4,297.0,18.0,5.7,0.991,16.9,426.0,71.0,16.8
346,GOLETA VALLEY COTTAGE HOSPITAL (050357),2015,Acute Care,Voluntary non-profit - Other,55.0,34.433699,-119.809322,CA,,,,,,,,,,,0.9721,20.1,,,19.5,0.7213,4.6,509.0,11.0,3.3,0.9714,13.3,,,12.9
347,TULARE REGIONAL MEDICAL CENTER (050359),2015,Acute Care,Government - Hospital District or Authority,110.0,,,CA,1.0536,19.2,40.0,11.0,20.3,0.9631,16.9,139.0,20.0,16.3,0.9939,20.2,166.0,33.0,20.1,,,,,,0.9814,15.5,230.0,34.0,15.3
348,MARIN GENERAL HOSPITAL (050360),2015,Acute Care,Government - Local,258.0,37.948884,-122.535897,CA,0.8837,15.8,267.0,31.0,14.0,0.9193,21.0,188.0,30.0,19.3,1.0147,21.3,384.0,84.0,21.7,1.0471,5.2,368.0,21.0,5.5,0.8727,15.8,421.0,50.0,13.7
349,NORTHBAY MEDICAL CENTER (050367),2015,Acute Care,Voluntary non-profit - Other,183.0,38.261108,-122.048104,CA,1.0073,19.5,151.0,30.0,19.6,1.0565,21.9,336.0,82.0,23.2,1.0797,22.9,305.0,80.0,24.7,1.0258,5.3,,,5.4,1.0796,17.5,303.0,62.0,18.9
350,LAC+USC MEDICAL CENTER (050373),2015,Acute Care,Government - Local,669.0,34.059872,-118.210308,CA,,,,,,0.984,18.9,,,18.6,1.0721,21.6,73.0,21.0,23.2,,,,,,1.0605,16.4,54.0,13.0,17.4
351,LAC/HARBOR-UCLA MED CENTER (050376),2015,Acute Care,Government - Local,433.0,33.831583,-118.294546,CA,1.0342,17.0,58.0,12.0,17.6,1.0398,23.1,37.0,12.0,24.0,0.9369,21.3,,,19.9,,,,,,1.048,19.7,,,20.6
352,PACIFICA HOSPITAL OF THE VALLEY (050378),2015,Acute Care,Proprietary,231.0,34.241134,-118.395669,CA,,,,,,1.0559,19.2,74.0,19.0,20.3,1.0134,21.9,91.0,21.0,22.2,,,,,,1.0724,18.4,64.0,17.0,19.7
353,GOOD SAMARITAN HOSPITAL (050380),2015,Acute Care,Proprietary,357.0,37.251104,-121.946563,CA,1.0583,14.7,244.0,41.0,15.6,0.9174,19.0,277.0,42.0,17.4,0.9901,20.9,564.0,116.0,20.7,1.2442,4.8,457.0,31.0,5.9,0.9558,15.3,380.0,53.0,14.6
354,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS (050382),2015,Acute Care,Proprietary,491.0,34.089947,-117.893666,CA,1.0359,17.7,284.0,54.0,18.3,0.9546,21.1,519.0,101.0,20.1,1.0592,23.1,571.0,143.0,24.4,0.9024,5.8,245.0,11.0,5.2,0.9051,18.9,433.0,68.0,17.1
355,HEMET VALLEY MEDICAL CENTER (050390),2015,Acute Care,Government - State,359.0,33.75122,-116.959859,CA,0.8903,21.6,117.0,16.0,19.2,1.1091,22.0,501.0,130.0,24.4,1.0333,22.5,375.0,89.0,23.2,0.9442,6.2,,,5.8,0.9868,19.1,371.0,69.0,18.8
356,PIH HOSPITAL - DOWNEY (050393),2015,Acute Care,Voluntary non-profit - Private,192.0,33.935563,-118.131703,CA,0.8892,21.2,141.0,20.0,18.9,0.924,22.2,229.0,41.0,20.5,1.0631,23.6,376.0,98.0,25.1,0.816,5.3,,,4.3,0.9488,18.1,211.0,33.0,17.2
357,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA (050394),2015,Acute Care,Voluntary non-profit - Private,216.0,34.274184,-119.257238,CA,0.8532,16.9,231.0,25.0,14.4,0.9695,19.5,208.0,37.0,18.9,0.9117,21.7,401.0,74.0,19.8,0.9404,5.2,411.0,19.0,4.9,0.9561,17.5,285.0,45.0,16.7
358,SANTA BARBARA COTTAGE HOSPITAL (050396),2015,Acute Care,Voluntary non-profit - Private,377.0,34.429483,-119.723077,CA,0.9128,15.2,228.0,27.0,13.9,0.9044,19.2,174.0,23.0,17.4,0.8234,20.5,514.0,76.0,16.9,1.0357,4.9,497.0,26.0,5.1,0.9203,15.3,454.0,59.0,14.0
359,COALINGA REGIONAL MEDICAL CENTER (050397),2015,Acute Care,Government - Hospital District or Authority,136.0,36.151517,-120.342089,CA,,,,,,,,,,,1.0392,19.4,,,20.1,,,,,,1.0067,13.1,,,13.2
360,CHINESE HOSPITAL (050407),2015,Acute Care,Voluntary non-profit - Private,64.0,37.795695,-122.40925,CA,,,,,,1.0978,15.5,233.0,46.0,17.0,1.1189,19.3,114.0,31.0,21.6,,,,,,1.0898,14.0,190.0,34.0,15.3
361,MERCY HOSPITAL OF FOLSOM (050414),2015,Acute Care,Voluntary non-profit - Private,106.0,38.671125,-121.145833,CA,1.0095,16.6,,,16.7,1.0357,18.7,147.0,31.0,19.4,1.0116,21.8,151.0,34.0,22.1,0.8386,4.9,,,4.1,1.0387,16.6,126.0,24.0,17.3
362,SUTTER COAST HOSPITAL (050417),2015,Acute Care,Government - Hospital District or Authority,49.0,41.772698,-124.194144,CA,0.9545,21.6,,,20.6,0.9562,21.7,127.0,23.0,20.8,1.0104,22.0,146.0,33.0,22.2,,,,,,0.9564,17.3,216.0,33.0,16.5
363,PALO VERDE HOSPITAL (050423),2015,Acute Care,Government - Federal,46.0,33.61245,-114.595479,CA,,,,,,1.0247,18.2,103.0,21.0,18.7,0.9751,21.8,,,21.3,,,,,,1.0011,16.3,73.0,12.0,16.4
364,SCRIPPS GREEN HOSPITAL (050424),2015,Acute Care,Voluntary non-profit - Private,161.0,32.897124,-117.241854,CA,0.9422,17.5,201.0,30.0,16.5,0.9298,21.3,88.0,12.0,19.8,0.8728,21.3,321.0,52.0,18.6,0.7358,4.8,923.0,27.0,3.5,0.9306,15.3,155.0,18.0,14.3
365,WEST ANAHEIM MEDICAL CENTER (050426),2015,Acute Care,Proprietary,215.0,33.824735,-117.995115,CA,0.9413,18.8,81.0,11.0,17.7,0.9241,21.5,206.0,35.0,19.9,1.0743,24.7,255.0,72.0,26.5,,,,,,1.0163,20.2,307.0,64.0,20.5
366,COLUSA REGIONAL MEDICAL CENTER (050434),2015,Acute Care,Voluntary non-profit - Private,48.0,,,CA,,,,,,1.0442,18.5,46.0,12.0,19.3,1.0225,22.2,47.0,12.0,22.7,,,,,,1.0655,15.8,73.0,16.0,16.8
367,FALLBROOK HOSPITAL DISTRICT (050435),2015,Acute Care,Government - Hospital District or Authority,133.0,,,CA,,,,,,0.9875,19.7,,,19.5,0.9946,19.6,58.0,11.0,19.5,0.8274,4.6,,,3.8,1.0214,14.6,126.0,20.0,14.9
368,HUNTINGTON MEMORIAL HOSPITAL (050438),2015,Acute Care,Voluntary non-profit - Private,558.0,34.135761,-118.151803,CA,1.1164,17.5,241.0,53.0,19.5,0.9756,21.4,465.0,95.0,20.8,0.9301,22.7,531.0,108.0,21.1,0.8168,5.4,915.0,37.0,4.4,0.9865,17.7,607.0,105.0,17.4
369,STANFORD HOSPITAL (050441),2015,Acute Care,Voluntary non-profit - Private,500.0,37.433138,-122.176664,CA,0.9129,17.1,242.0,33.0,15.6,0.9658,19.4,147.0,25.0,18.7,1.0436,22.3,475.0,113.0,23.3,0.8541,5.1,1197.0,49.0,4.3,1.1017,16.7,424.0,84.0,18.4
370,MERCY MEDICAL CENTER (050444),2015,Acute Care,Voluntary non-profit - Private,186.0,37.340122,-120.465214,CA,0.9477,18.6,124.0,19.0,17.7,1.0246,21.3,472.0,105.0,21.9,0.9544,24.0,548.0,123.0,23.0,0.7838,5.7,,,4.4,1.0883,19.1,663.0,143.0,20.8
371,UCSF MEDICAL CENTER (050454),2015,Acute Care,Voluntary non-profit - Other,739.0,37.763553,-122.457654,CA,1.059,17.6,139.0,29.0,18.6,1.039,20.4,175.0,40.0,21.2,1.0028,22.1,310.0,69.0,22.2,1.0649,5.0,432.0,24.0,5.3,1.0522,16.1,359.0,64.0,17.0
372,SAN JOAQUIN COMMUNITY HOSPITAL (050455),2015,Acute Care,Voluntary non-profit - Private,256.0,35.383056,-119.018857,CA,1.0519,18.3,152.0,32.0,19.2,1.0959,21.0,339.0,85.0,23.0,1.1222,23.4,404.0,113.0,26.2,1.1284,5.1,260.0,17.0,5.7,1.0391,17.3,215.0,41.0,18.0
373,ST MARY'S MEDICAL CENTER (050457),2015,Acute Care,Voluntary non-profit - Private,182.0,37.77384,-122.454495,CA,1.071,16.4,116.0,24.0,17.5,0.9984,21.2,109.0,23.0,21.2,0.949,22.0,307.0,61.0,20.9,0.8427,5.2,344.0,12.0,4.4,0.9764,15.7,270.0,40.0,15.3
374,DOCTORS MEDICAL CENTER (050464),2015,Acute Care,Proprietary,445.0,37.665666,-120.99625,CA,1.0013,16.3,367.0,60.0,16.3,0.9828,20.6,303.0,60.0,20.2,1.1261,22.1,362.0,97.0,24.9,1.1687,5.8,150.0,13.0,6.8,1.0165,17.6,296.0,54.0,17.9
375,MEMORIAL HOSPITAL OF GARDENA (050468),2015,Acute Care,Proprietary,172.0,33.892375,-118.295106,CA,1.024,28.0,47.0,15.0,28.7,0.9455,23.1,212.0,42.0,21.8,1.0818,23.1,165.0,46.0,25.0,,,,,,0.9824,20.3,106.0,20.0,19.9
376,GOOD SAMARITAN HOSPITAL (050471),2015,Acute Care,Proprietary,327.0,34.053209,-118.265292,CA,1.0782,18.6,243.0,53.0,20.1,0.9776,21.2,172.0,34.0,20.8,0.9899,24.0,596.0,141.0,23.8,0.9703,5.2,561.0,28.0,5.1,1.0809,18.2,296.0,63.0,19.6
377,WEST HILLS HOSPITAL & MEDICAL CENTER (050481),2015,Acute Care,Proprietary,225.0,34.202931,-118.628598,CA,1.0068,17.6,178.0,32.0,17.8,1.0145,22.0,308.0,70.0,22.4,0.97,23.0,317.0,69.0,22.3,0.724,5.7,,,4.1,1.0256,18.9,378.0,75.0,19.4
378,LONG BEACH MEMORIAL MEDICAL CENTER (050485),2015,Acute Care,Voluntary non-profit - Other,457.0,33.807107,-118.185098,CA,1.1336,18.1,186.0,45.0,20.5,0.9097,21.8,344.0,61.0,19.8,0.9557,23.0,536.0,115.0,22.0,0.9399,5.7,524.0,27.0,5.4,1.0012,18.6,360.0,67.0,18.6
379,EDEN MEDICAL CENTER (050488),2015,Acute Care,Voluntary non-profit - Other,152.0,,,CA,1.0593,21.5,95.0,25.0,22.8,0.9928,21.1,289.0,60.0,20.9,0.992,22.9,434.0,98.0,22.7,1.3012,5.1,184.0,17.0,6.7,1.0144,18.2,272.0,51.0,18.4
380,CLOVIS COMMUNITY MEDICAL CENTER (050492),2015,Acute Care,Voluntary non-profit - Private,189.0,36.837421,-119.661626,CA,0.9696,17.6,86.0,13.0,17.0,0.9857,18.9,167.0,30.0,18.6,0.9577,21.3,174.0,33.0,20.4,0.9878,6.0,,,6.0,0.9731,16.0,242.0,36.0,15.5
381,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS (050496),2015,Acute Care,Voluntary non-profit - Private,256.0,37.98296,-122.034236,CA,0.9657,18.2,216.0,36.0,17.5,0.9902,22.9,277.0,62.0,22.7,0.8649,23.9,458.0,86.0,20.6,1.0252,5.0,502.0,26.0,5.1,0.8858,17.3,217.0,26.0,15.3
382,SUTTER AUBURN FAITH HOSPITAL (050498),2015,Acute Care,Voluntary non-profit - Other,67.0,38.944317,-121.099423,CA,0.9451,19.8,,,18.7,0.9216,19.5,189.0,28.0,18.0,1.0052,23.0,163.0,38.0,23.1,0.901,5.0,307.0,12.0,4.5,0.9535,15.9,223.0,31.0,15.2
383,SAINT VINCENT MEDICAL CENTER (050502),2015,Acute Care,Voluntary non-profit - Church,366.0,34.06319,-118.273665,CA,1.0884,21.2,109.0,30.0,23.0,0.9279,21.7,286.0,52.0,20.1,0.9509,23.4,481.0,104.0,22.2,0.7203,6.0,507.0,16.0,4.3,0.9656,17.1,389.0,62.0,16.5
384,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS (050503),2015,Acute Care,Voluntary non-profit - Private,178.0,33.036272,-117.284237,CA,0.8506,16.1,163.0,14.0,13.7,0.9298,20.5,149.0,23.0,19.1,0.843,21.1,369.0,56.0,17.8,0.8852,5.0,,,4.4,0.9528,16.1,266.0,38.0,15.4
385,SIERRA VISTA REGIONAL MEDICAL CENTER (050506),2015,Acute Care,Proprietary,161.0,35.290966,-120.666174,CA,1.0317,17.3,,,17.8,0.9874,18.6,81.0,14.0,18.4,0.9209,19.3,99.0,13.0,17.8,0.9121,4.3,,,4.0,0.9902,14.8,147.0,21.0,14.7
386,MERCY SAN JUAN MEDICAL CENTER (050516),2015,Acute Care,Voluntary non-profit - Other,371.0,38.668048,-121.312964,CA,1.0046,17.4,227.0,40.0,17.5,0.9989,22.7,556.0,126.0,22.7,1.1404,22.4,534.0,144.0,25.5,0.9947,4.8,442.0,21.0,4.8,1.1344,16.9,383.0,81.0,19.1
387,VICTOR VALLEY GLOBAL MEDICAL CENTER (050517),2015,Acute Care,Voluntary non-profit - Private,101.0,34.52897,-117.292518,CA,,,,,,0.9637,21.4,91.0,16.0,20.6,1.0841,23.2,92.0,28.0,25.1,0.9501,5.6,,,5.3,0.9522,17.7,,,16.8
388,SUTTER DELTA MEDICAL CENTER (050523),2015,Acute Care,Voluntary non-profit - Private,138.0,37.982295,-121.804681,CA,1.0409,18.7,122.0,26.0,19.5,0.9314,22.4,418.0,82.0,20.9,1.0309,22.7,325.0,78.0,23.4,1.1143,6.9,,,7.7,1.0869,18.6,212.0,48.0,20.2
389,HUNTINGTON BEACH HOSPITAL (050526),2015,Acute Care,Proprietary,131.0,33.703889,-117.989065,CA,1.0017,22.2,,,22.3,0.9878,25.3,132.0,32.0,25.0,1.115,26.2,151.0,51.0,29.2,,,,,,0.9789,20.7,125.0,24.0,20.3
390,MEMORIAL HOSPITAL LOS BANOS (050528),2015,Acute Care,Voluntary non-profit - Private,40.0,37.063431,-120.859407,CA,,,,,,0.9956,20.8,74.0,15.0,20.7,1.036,21.4,45.0,12.0,22.1,,,,,,1.0316,18.2,102.0,21.0,18.7
391,JOHN F KENNEDY MEMORIAL HOSPITAL (050534),2015,Acute Care,Proprietary,135.0,33.706359,-116.233881,CA,0.9936,17.5,71.0,12.0,17.4,0.9801,20.5,97.0,18.0,20.1,1.053,23.3,130.0,35.0,24.5,1.0688,5.0,613.0,34.0,5.4,0.9313,19.4,218.0,35.0,18.1
392,SUTTER DAVIS HOSPITAL (050537),2015,Acute Care,Proprietary,48.0,38.562923,-121.772522,CA,,,,,,0.9426,23.6,,,22.2,0.9401,21.5,,,20.2,1.048,5.4,,,5.6,0.9766,17.4,79.0,12.0,17.0
393,COLLEGE HOSPITAL COSTA MESA (050543),2015,Acute Care,Proprietary,122.0,33.652605,-117.911965,CA,,,,,,,,,,,,,,,,,,,,,,,0.0,,
394,LOS ROBLES HOSPITAL & MEDICAL CENTER (050549),2015,Acute Care,Proprietary,329.0,34.206398,-118.882624,CA,0.9909,17.3,440.0,75.0,17.2,1.0907,21.9,391.0,100.0,23.9,0.9683,22.2,608.0,129.0,21.5,0.9604,5.7,640.0,34.0,5.4,1.01,17.6,520.0,93.0,17.8
395,LOS ALAMITOS MEDICAL CENTER (050551),2015,Acute Care,Proprietary,163.0,33.803175,-118.067413,CA,1.0613,16.6,107.0,22.0,17.6,1.0,19.4,196.0,38.0,19.4,1.1021,21.9,353.0,91.0,24.2,1.0044,5.5,,,5.5,1.0536,16.2,368.0,66.0,17.1
396,MOTION PICTURE & TELEVISION HOSPITAL (050552),2015,Acute Care,Voluntary non-profit - Other,213.0,,,CA,,,,,,,,,,,,,,,,,,,,,0.9931,15.8,,,15.7
397,MEMORIAL  MEDICAL CENTER (050557),2015,Acute Care,Voluntary non-profit - Private,419.0,37.668701,-120.975674,CA,0.964,18.0,317.0,53.0,17.3,1.0829,21.8,486.0,121.0,23.6,0.9666,22.7,542.0,117.0,22.0,0.9652,5.4,263.0,13.0,5.2,0.9666,18.9,547.0,98.0,18.3
398,MISSION HOSPITAL REGIONAL MED CENTER (050567),2015,Acute Care,Voluntary non-profit - Private,1044.0,,,CA,0.9559,16.7,240.0,36.0,16.0,0.9758,21.1,374.0,75.0,20.5,0.9632,22.3,584.0,123.0,21.4,1.0369,5.6,455.0,27.0,5.8,0.9642,16.8,475.0,75.0,16.2
399,MADERA COMMUNITY HOSPITAL (050568),2015,Acute Care,Voluntary non-profit - Other,106.0,36.945427,-120.045467,CA,1.0043,19.6,70.0,14.0,19.7,1.0271,18.5,200.0,40.0,19.0,1.0147,21.2,154.0,34.0,21.5,0.9349,5.8,,,5.4,0.9445,16.9,153.0,21.0,15.9
400,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER (050570),2015,Acute Care,Proprietary,400.0,33.715435,-117.937012,CA,1.0099,19.9,226.0,46.0,20.1,1.0068,22.1,371.0,83.0,22.2,1.1331,23.9,440.0,127.0,27.1,1.2471,5.6,186.0,17.0,7.0,0.8803,18.5,435.0,63.0,16.2
401,EISENHOWER MEDICAL CENTER (050573),2015,Acute Care,Proprietary,370.0,33.764852,-116.408085,CA,0.9277,16.0,551.0,78.0,14.9,0.9182,20.2,502.0,87.0,18.6,0.8114,21.7,923.0,151.0,17.6,0.7325,5.7,1023.0,37.0,4.2,0.8636,17.2,1020.0,143.0,14.9
402,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER (050575),2015,Acute Care,Voluntary non-profit - Private,111.0,,,CA,1.0011,26.4,,,26.4,0.8737,22.1,182.0,25.0,19.3,0.9564,25.1,132.0,29.0,24.0,1.0047,6.3,,,6.4,0.9613,20.9,127.0,23.0,20.1
403,LA PALMA INTERCOMMUNITY HOSPITAL (050580),2015,Acute Care,Proprietary,140.0,33.847585,-118.03725,CA,0.9977,22.1,55.0,12.0,22.1,1.0046,24.0,185.0,45.0,24.1,1.0419,25.1,143.0,40.0,26.2,,,,,,1.0182,22.2,132.0,31.0,22.6
404,LAKEWOOD REGIONAL MEDICAL CENTER (050581),2015,Acute Care,Proprietary,170.0,33.860223,-118.148749,CA,1.0566,20.8,127.0,31.0,21.9,0.9573,22.7,204.0,41.0,21.7,0.9955,23.7,285.0,67.0,23.6,1.1357,5.1,,,5.8,0.921,20.0,185.0,29.0,18.4
405,CHINO VALLEY MEDICAL CENTER (050586),2015,Acute Care,Proprietary,120.0,34.026351,-117.685988,CA,,,,,,0.964,25.0,66.0,13.0,24.1,1.0121,23.6,85.0,21.0,23.9,,,,,,,,,,
406,SAN DIMAS COMMUNITY HOSPITAL (050588),2015,Acute Care,Proprietary,77.0,34.099423,-117.835006,CA,,,,,,0.9812,24.1,108.0,24.0,23.6,0.9626,24.8,106.0,23.0,23.9,1.1756,5.8,,,6.8,0.9522,17.9,,,17.0
407,PLACENTIA LINDA HOSPITAL (050589),2015,Acute Care,Proprietary,114.0,33.886612,-117.842096,CA,0.9446,21.1,,,20.0,1.0158,19.0,77.0,16.0,19.3,0.9097,21.2,106.0,15.0,19.2,1.0346,4.8,,,5.0,1.0001,15.6,141.0,22.0,15.6
408,METHODIST HOSPITAL OF SACRAMENTO (050590),2015,Acute Care,Voluntary non-profit - Other,320.0,38.464232,-121.416333,CA,1.0052,19.6,,,19.7,1.0808,22.3,224.0,60.0,24.1,1.1129,22.0,190.0,53.0,24.5,0.846,4.9,579.0,21.0,4.1,1.0001,16.2,173.0,28.0,16.2
409,FOOTHILL PRESBYTERIAN HOSPITAL (050597),2015,Acute Care,Voluntary non-profit - Private,105.0,34.133196,-117.872534,CA,1.0376,20.5,,,21.2,0.9789,22.1,137.0,28.0,21.6,0.8425,22.6,157.0,20.0,19.0,0.8911,5.5,,,4.9,1.0235,17.7,152.0,29.0,18.1
410,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER (050599),2015,Acute Care,Voluntary non-profit - Other,598.0,38.554375,-121.457535,CA,1.0781,18.1,256.0,54.0,19.5,0.9393,22.2,248.0,47.0,20.8,1.0129,23.3,539.0,128.0,23.6,1.1493,5.2,293.0,20.0,6.0,0.9789,18.0,348.0,60.0,17.6
411,SADDLEBACK MEMORIAL MEDICAL CENTER (050603),2015,Acute Care,Voluntary non-profit - Private,281.0,33.607762,-117.708258,CA,0.9894,19.4,243.0,46.0,19.2,0.9578,20.3,422.0,79.0,19.5,0.9994,21.9,676.0,148.0,21.9,0.8278,5.7,349.0,13.0,4.7,0.9307,16.4,532.0,77.0,15.3
412,KAISER FOUNDATION HOSPITAL-SAN JOSE (050604),2015,Acute Care,Voluntary non-profit - Other,237.0,37.239327,-121.802084,CA,1.0404,17.9,,,18.6,0.9914,20.3,,,20.2,1.0561,20.4,,,21.6,,,,,,,,,,
413,DELANO REGIONAL MEDICAL CENTER (050608),2015,Acute Care,Proprietary,156.0,35.761418,-119.238878,CA,,,,,,0.997,19.3,100.0,19.0,19.2,0.9117,22.4,129.0,21.0,20.4,1.1395,5.0,,,5.7,0.9801,17.7,105.0,17.0,17.3
414,ST JOHNS PLEASANT VALLEY HOSPITAL (050616),2015,Acute Care,Voluntary non-profit - Church,165.0,34.242965,-119.018306,CA,1.0303,20.1,45.0,11.0,20.7,1.0081,19.5,175.0,35.0,19.7,1.0509,22.4,242.0,60.0,23.6,0.973,5.4,,,5.3,0.9232,17.3,230.0,32.0,16.0
415,HENRY MAYO NEWHALL  HOSPITAL (050624),2015,Acute Care,Voluntary non-profit - Private,267.0,34.396342,-118.553143,CA,0.9169,20.4,138.0,21.0,18.7,0.9451,22.4,342.0,68.0,21.1,0.9893,24.2,387.0,92.0,23.9,1.1526,6.4,,,7.4,0.996,18.9,357.0,67.0,18.8
416,CEDARS-SINAI MEDICAL CENTER (050625),2015,Acute Care,Voluntary non-profit - Other,894.0,34.075496,-118.380122,CA,0.9719,19.2,588.0,108.0,18.6,0.9815,22.0,702.0,150.0,21.6,0.9645,24.5,1846.0,434.0,23.6,1.0476,5.7,1675.0,101.0,6.0,0.9798,19.3,1150.0,216.0,18.9
417,TWIN CITIES COMMUNITY HOSPITAL (050633),2015,Acute Care,Proprietary,122.0,35.554389,-120.72013,CA,1.0408,18.1,47.0,11.0,18.8,0.9867,18.9,209.0,38.0,18.6,0.96,20.5,241.0,45.0,19.6,1.1476,4.7,342.0,21.0,5.4,1.0846,15.5,335.0,61.0,16.8
418,POMERADO HOSPITAL (050636),2015,Acute Care,Government - Hospital District or Authority,236.0,32.996802,-117.057852,CA,0.963,19.0,,,18.3,0.998,18.8,139.0,26.0,18.8,0.9271,21.5,303.0,56.0,19.9,0.9302,4.6,,,4.3,0.9266,16.4,233.0,31.0,15.2
419,EAST LOS ANGELES DOCTORS HOSPITAL (050641),2015,Acute Care,Proprietary,127.0,34.02393,-118.184285,CA,1.0507,23.8,,,25.0,0.9826,21.9,76.0,15.0,21.5,1.0121,24.4,74.0,19.0,24.7,,,,,,1.0098,20.9,73.0,16.0,21.1
420,LOS ANGELES COMMUNITY HOSPITAL (050663),2015,Acute Care,Proprietary,251.0,34.018874,-118.186461,CA,1.0421,25.9,50.0,16.0,27.0,0.8794,23.4,252.0,42.0,20.5,1.0824,27.7,113.0,39.0,30.0,,,,,,1.0289,23.9,159.0,41.0,24.6
421,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER (050668),2015,Acute Care,Voluntary non-profit - Other,780.0,37.747824,-122.458636,CA,,,,,,,,,,,,,,,,,,,,,0.9955,15.5,,,15.5
422,KAISER FOUNDATION HOSP SO SACRAMENTO (050674),2015,Acute Care,Voluntary non-profit - Other,222.0,38.471647,-121.423802,CA,,,,,,,,,,,0.9927,24.0,,,23.9,,,,,,,,,,
423,ORANGE COAST MEMORIAL MEDICAL CENTER (050678),2015,Acute Care,Proprietary,219.0,33.701659,-117.956107,CA,1.0178,17.2,69.0,13.0,17.5,1.0674,20.4,170.0,42.0,21.8,1.0064,22.7,239.0,55.0,22.9,1.123,4.9,,,5.6,1.0676,17.3,206.0,42.0,18.5
