,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
594,MEASE HOSPITAL DUNEDIN (100043),2014,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,0.9238,20.6,67.0,,19.1,0.9396,22.2,208.0,40.0,20.9,0.9411,17.1,189.0,27.0,16.1
595,MARTIN MEDICAL CENTER (100044),2014,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,0.9567,17.1,476.0,76.0,16.4,0.9584,22.6,1013.0,217.0,21.7,1.0417,17.2,825.0,150.0,17.9
596,FLORIDA HOSPITAL DELAND (100045),2014,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,0.9534,19.0,112.0,18.0,18.1,1.0032,22.5,402.0,91.0,22.6,1.0561,17.4,277.0,54.0,18.4
597,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2014,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,1.0825,16.7,262.0,51.0,18.1,0.9218,23.4,578.0,120.0,21.5,0.8818,17.7,262.0,34.0,15.6
598,BAYFRONT HEALTH PUNTA GORDA (100047),2014,Acute Care,Proprietary,172.0,26.940682,-82.041788,FL,1.0487,17.6,296.0,57.0,18.5,0.9927,23.7,630.0,148.0,23.6,1.1698,18.4,390.0,93.0,21.5
599,JAY HOSPITAL (100048),2014,Acute Care,Voluntary non-profit - Private,28.0,30.95004,-87.151666,FL,,,,,,1.003,23.3,85.0,20.0,23.3,1.0021,18.2,142.0,26.0,18.2
600,HIGHLANDS REGIONAL MEDICAL CENTER (100049),2014,Acute Care,Proprietary,119.0,27.465045,-81.433761,FL,0.9809,22.3,41.0,,21.9,1.0241,23.8,351.0,87.0,24.4,1.225,18.5,239.0,66.0,22.6
601,PALM SPRINGS GENERAL HOSPITAL (100050),2014,Acute Care,Voluntary non-profit - Private,182.0,25.866662,-80.312165,FL,0.9765,28.6,105.0,28.0,27.9,1.1711,26.4,361.0,121.0,30.9,1.1063,21.7,361.0,93.0,24.1
602,SOUTH LAKE HOSPITAL (100051),2014,Acute Care,Government - Hospital District or Authority,158.0,28.551178,-81.723415,FL,0.9767,18.9,120.0,21.0,18.5,0.9436,24.1,388.0,85.0,22.7,1.0184,18.2,329.0,62.0,18.5
603,WINTER HAVEN HOSPITAL (100052),2014,Acute Care,Voluntary non-profit - Private,514.0,28.027669,-81.726746,FL,0.9544,17.3,474.0,76.0,16.5,1.0733,22.2,731.0,178.0,23.8,1.0096,16.7,579.0,98.0,16.8
604,HIALEAH HOSPITAL (100053),2014,Acute Care,Proprietary,346.0,25.844931,-80.268881,FL,1.0563,26.6,100.0,31.0,28.1,1.1633,25.8,310.0,102.0,30.0,1.0615,20.3,303.0,69.0,21.6
605,TWIN CITIES HOSPITAL (100054),2014,Acute Care,Proprietary,63.0,,,FL,,,,,,0.9705,24.5,129.0,29.0,23.8,1.0169,17.9,171.0,32.0,18.2
606,FLORIDA HOSPITAL NORTH PINELLAS (100055),2014,Acute Care,Voluntary non-profit - Other,168.0,28.13314,-82.758576,FL,0.9643,20.1,143.0,26.0,19.4,1.0795,23.0,260.0,69.0,24.9,0.9922,17.8,195.0,34.0,17.7
607,FLORIDA HOSPITAL WATERMAN (100057),2014,Acute Care,Voluntary non-profit - Church,263.0,28.822351,-81.71021,FL,1.0738,18.6,319.0,67.0,19.9,1.0027,22.1,918.0,204.0,22.2,0.8477,17.4,612.0,81.0,14.7
608,MUNROE REGIONAL MEDICAL CENTER (100062),2014,Acute Care,Government - Hospital District or Authority,404.0,29.174236,-82.137834,FL,0.8594,18.6,726.0,109.0,16.0,0.9549,22.9,1334.0,289.0,21.9,0.9223,18.3,1002.0,165.0,16.9
609,MORTON PLANT NORTH BAY HOSPITAL (100063),2014,Acute Care,Voluntary non-profit - Private,220.0,28.253933,-82.715478,FL,0.9303,20.0,164.0,27.0,18.6,1.026,23.8,244.0,61.0,24.4,0.9511,19.1,159.0,26.0,18.2
610,ST ANTHONY'S HOSPITAL (100067),2014,Acute Care,Voluntary non-profit - Church,349.0,27.779343,-82.651224,FL,1.09,19.7,148.0,36.0,21.5,1.0367,23.0,403.0,98.0,23.8,0.9725,17.9,274.0,46.0,17.4
611,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER (100068),2014,Acute Care,Voluntary non-profit - Church,374.0,29.24275,-81.1093,FL,1.1065,17.1,376.0,76.0,18.9,0.8991,23.1,721.0,144.0,20.8,0.9845,17.7,338.0,58.0,17.4
612,FLORIDA HOSPITAL CARROLLWOOD (100069),2014,Acute Care,Voluntary non-profit - Church,105.0,28.013102,-82.504954,FL,,,,,,0.943,24.5,88.0,17.0,23.1,0.9735,16.3,104.0,15.0,15.8
613,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH (100070),2014,Acute Care,Proprietary,264.0,27.089683,-82.444445,FL,0.8361,16.9,624.0,80.0,14.1,0.8333,22.6,773.0,136.0,18.9,0.9636,16.6,519.0,81.0,16.0
614,BAYFRONT HEALTH BROOKSVILLE (100071),2014,Acute Care,Voluntary non-profit - Church,244.0,28.541115,-82.443386,FL,1.1426,17.6,132.0,33.0,20.1,1.0432,22.9,433.0,106.0,23.9,1.009,17.4,316.0,56.0,17.6
615,FLORIDA HOSPITAL FISH MEMORIAL (100072),2014,Acute Care,Voluntary non-profit - Church,176.0,28.91129,-81.284122,FL,1.0033,23.5,80.0,19.0,23.5,1.0705,23.8,590.0,154.0,25.4,1.0769,19.2,342.0,75.0,20.7
616,HOLY CROSS HOSPITAL INC (100073),2014,Acute Care,Voluntary non-profit - Church,428.0,26.185378,-80.117659,FL,0.9858,18.2,360.0,64.0,18.0,1.0299,23.4,823.0,200.0,24.1,0.9755,18.1,495.0,86.0,17.7
617,ST JOSEPH'S HOSPITAL (100075),2014,Acute Care,Voluntary non-profit - Church,1073.0,,,FL,0.9289,18.1,442.0,71.0,16.8,1.1797,23.4,951.0,272.0,27.6,1.0248,18.1,670.0,126.0,18.6
618,METROPOLITAN HOSPITAL OF MIAMI (100076),2014,Acute Care,Proprietary,146.0,,,FL,1.0454,24.8,49.0,15.0,25.9,1.1095,25.9,198.0,63.0,28.7,1.0073,20.0,142.0,29.0,20.1
619,BAYFRONT HEALTH PORT CHARLOTTE (100077),2014,Acute Care,Proprietary,245.0,26.98984,-82.096682,FL,1.0094,21.3,77.0,17.0,21.5,1.0227,24.2,476.0,119.0,24.7,1.0416,19.3,317.0,66.0,20.1
620,JFK MEDICAL CENTER (100080),2014,Acute Care,Proprietary,597.0,26.598548,-80.09031,FL,1.0613,18.0,582.0,114.0,19.1,1.1013,22.3,1308.0,327.0,24.6,1.0109,17.2,640.0,112.0,17.4
621,HEALTHMARK REGIONAL MEDICAL CENTER (100081),2014,Acute Care,Proprietary,49.0,30.658742,-86.119188,FL,,,,,,0.8813,24.6,106.0,16.0,21.7,1.0391,20.3,108.0,25.0,21.0
622,LEESBURG REGIONAL MEDICAL CENTER (100084),2014,Acute Care,Voluntary non-profit - Private,327.0,28.806579,-81.869113,FL,1.064,17.9,609.0,119.0,19.1,1.1142,23.0,1178.0,308.0,25.6,1.0404,18.2,638.0,123.0,18.9
623,BROWARD HEALTH NORTH (100086),2014,Acute Care,Government - Hospital District or Authority,335.0,26.275137,-80.120739,FL,0.9685,23.6,99.0,21.0,22.8,1.0973,23.1,283.0,77.0,25.4,1.0199,18.1,162.0,31.0,18.4
624,SARASOTA MEMORIAL HOSPITAL (100087),2014,Acute Care,Government - Hospital District or Authority,722.0,27.318268,-82.529687,FL,0.8121,17.4,914.0,120.0,14.2,0.8051,23.1,1388.0,247.0,18.6,0.8372,17.6,811.0,110.0,14.8
625,BAPTIST MEDICAL CENTER (100088),2014,Acute Care,Voluntary non-profit - Private,900.0,30.316284,-81.663609,FL,0.9497,16.8,453.0,70.0,16.0,0.9816,23.5,1160.0,267.0,23.1,1.0117,18.1,1113.0,204.0,18.3
626,FLAGLER HOSPITAL (100090),2014,Acute Care,Voluntary non-profit - Private,335.0,29.862616,-81.31748,FL,0.9884,18.4,393.0,71.0,18.2,0.9398,24.2,784.0,175.0,22.8,0.9814,18.6,763.0,138.0,18.2
627,WUESTHOFF MEDICAL CENTER  ROCKLEDGE (100092),2014,Acute Care,Voluntary non-profit - Private,296.0,28.33454,-80.723133,FL,1.122,16.9,257.0,54.0,18.9,1.1997,23.0,561.0,165.0,27.6,0.9193,17.0,394.0,57.0,15.6
628,BAPTIST HOSPITAL (100093),2014,Acute Care,Voluntary non-profit - Private,377.0,30.428676,-87.232015,FL,0.9966,17.9,214.0,38.0,17.8,0.9258,24.1,589.0,127.0,22.3,0.9626,18.5,298.0,51.0,17.8
629,LAKE WALES MEDICAL CENTER (100099),2014,Acute Care,Proprietary,122.0,27.896533,-81.564666,FL,1.0733,20.1,58.0,16.0,21.6,1.0628,22.4,415.0,102.0,23.8,1.0687,16.3,163.0,32.0,17.4
630,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER (100102),2014,Acute Care,Voluntary non-profit - Private,95.0,30.193486,-82.632704,FL,1.0407,23.9,52.0,15.0,24.9,0.9984,23.0,205.0,47.0,23.0,1.1011,17.6,152.0,35.0,19.4
631,INDIAN RIVER MEDICAL CENTER (100105),2014,Acute Care,Government - Hospital District or Authority,333.0,27.658443,-80.396876,FL,1.0289,17.3,542.0,98.0,17.8,0.9125,21.1,887.0,166.0,19.3,0.8888,16.8,625.0,87.0,15.0
632,DOCTOR'S MEMORIAL HOSPITAL INC (100106),2014,Acute Care,Voluntary non-profit - Private,48.0,30.121128,-83.592009,FL,,,,,,0.9932,21.3,68.0,14.0,21.1,1.0244,15.5,80.0,14.0,15.9
633,LEHIGH REGIONAL MEDICAL CENTER (100107),2014,Acute Care,Voluntary non-profit - Private,83.0,26.614318,-81.658427,FL,1.0668,22.3,41.0,13.0,23.7,1.1128,23.2,224.0,64.0,25.9,1.1818,17.2,170.0,44.0,20.3
634,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER (100109),2014,Acute Care,Voluntary non-profit - Church,189.0,27.538455,-81.506881,FL,1.0132,19.1,400.0,78.0,19.3,0.9132,23.4,768.0,159.0,21.4,1.104,19.1,461.0,103.0,21.1
635,OSCEOLA REGIONAL MEDICAL CENTER (100110),2014,Acute Care,Proprietary,345.0,28.300923,-81.410854,FL,1.0929,18.3,278.0,60.0,20.0,1.1126,24.7,564.0,161.0,27.4,1.0912,18.3,346.0,74.0,19.9
636,UF HEALTH SHANDS HOSPITAL (100113),2014,Acute Care,Voluntary non-profit - Private,942.0,29.639223,-82.343325,FL,0.99,18.0,311.0,55.0,17.8,1.0974,24.3,677.0,186.0,26.7,1.0572,18.9,345.0,72.0,19.9
637,BAPTIST MEDICAL CENTER  BEACHES (100117),2014,Acute Care,Voluntary non-profit - Private,137.0,30.274527,-81.399469,FL,0.9453,20.3,61.0,,19.2,1.1048,23.1,287.0,79.0,25.6,1.0808,17.2,547.0,106.0,18.6
638,FLORIDA HOSPITAL FLAGLER (100118),2014,Acute Care,Voluntary non-profit - Church,126.0,29.478987,-81.190089,FL,1.0748,19.0,164.0,37.0,20.4,0.9641,23.5,398.0,88.0,22.6,0.9219,17.6,263.0,38.0,16.2
639,BARTOW REGIONAL MEDICAL CENTER (100121),2014,Acute Care,Proprietary,72.0,27.919146,-81.846254,FL,,,,,,1.1054,25.7,134.0,44.0,28.4,0.9804,17.9,200.0,34.0,17.6
640,NORTH OKALOOSA MEDICAL CENTER (100122),2014,Acute Care,Voluntary non-profit - Private,110.0,30.736947,-86.561842,FL,1.0694,21.7,76.0,21.0,23.2,1.0395,24.9,351.0,93.0,25.9,1.0329,18.4,280.0,55.0,19.0
641,SANTA ROSA MEDICAL CENTER (100124),2014,Acute Care,Proprietary,117.0,30.632616,-87.06825,FL,0.958,21.4,25.0,,20.5,0.9848,23.2,113.0,25.0,22.9,0.9915,17.1,103.0,17.0,17.0
642,HOMESTEAD HOSPITAL (100125),2014,Acute Care,Voluntary non-profit - Private,156.0,25.477839,-80.430371,FL,1.0621,25.0,37.0,13.0,26.5,1.1414,24.0,173.0,55.0,27.4,1.0104,17.5,217.0,39.0,17.7
643,PALMS OF PASADENA HOSPITAL (100126),2014,Acute Care,Proprietary,217.0,27.753517,-82.738176,FL,1.025,21.5,58.0,14.0,22.1,1.0378,22.7,292.0,71.0,23.6,0.9138,17.0,322.0,45.0,15.5
644,MORTON PLANT HOSPITAL (100127),2014,Acute Care,Voluntary non-profit - Private,638.0,27.951912,-82.803874,FL,0.9503,18.8,591.0,103.0,17.8,0.8952,23.3,901.0,182.0,20.9,0.9447,18.0,579.0,95.0,17.0
645,TAMPA GENERAL HOSPITAL (100128),2014,Acute Care,Voluntary non-profit - Private,958.0,27.937272,-82.459128,FL,1.0305,18.8,245.0,49.0,19.4,1.0397,24.9,516.0,136.0,25.9,0.9594,19.2,246.0,43.0,18.5
646,LAKESIDE MEDICAL CENTER (100130),2014,Acute Care,Government - Hospital District or Authority,58.0,26.725684,-80.670079,FL,,,,,,1.0177,25.7,84.0,23.0,26.2,1.0523,18.2,42.0,11.0,19.2
647,AVENTURA HOSPITAL AND MEDICAL CENTER (100131),2014,Acute Care,Voluntary non-profit - Private,417.0,25.969859,-80.144257,FL,1.0798,20.6,424.0,98.0,22.2,1.0477,24.8,798.0,210.0,26.0,1.0783,19.0,485.0,104.0,20.5
648,SOUTH FLORIDA BAPTIST HOSPITAL (100132),2014,Acute Care,Voluntary non-profit - Private,142.0,28.016163,-82.138002,FL,1.0189,21.8,77.0,18.0,22.2,0.9984,23.1,191.0,44.0,23.1,1.0361,18.6,243.0,49.0,19.3
649,ED FRASER MEMORIAL HOSPITAL (100134),2014,Acute Care,Government - Hospital District or Authority,90.0,30.28555,-82.11955,FL,,,0.0,,,,,,,,,,,,
650,TALLAHASSEE MEMORIAL HOSPITAL (100135),2014,Acute Care,Voluntary non-profit - Private,544.0,30.455849,-84.261757,FL,0.9138,16.2,419.0,58.0,14.8,0.8236,21.4,619.0,99.0,17.6,0.9408,15.5,304.0,41.0,14.6
651,HEART OF FLORIDA REGIONAL MEDICAL CENTER (100137),2014,Acute Care,Proprietary,193.0,28.180334,-81.639954,FL,1.0616,17.8,176.0,36.0,18.8,1.1072,22.8,509.0,134.0,25.2,1.0451,16.7,249.0,46.0,17.5
652,BAPTIST MEDICAL CENTER - NASSAU (100140),2014,Acute Care,Government - Local,54.0,30.653028,-81.449462,FL,,,,,,0.8679,21.7,120.0,15.0,18.8,0.9703,16.6,259.0,40.0,16.1
653,JACKSON HOSPITAL (100142),2014,Acute Care,Government - Hospital District or Authority,70.0,30.78748,-85.240932,FL,0.9201,20.5,53.0,,18.9,0.9857,22.0,220.0,47.0,21.7,1.0238,16.2,264.0,45.0,16.6
654,LOWER KEYS MEDICAL CENTER (100150),2014,Acute Care,Proprietary,128.0,24.581573,-81.743688,FL,,,,,,1.0769,22.7,122.0,34.0,24.5,1.0496,15.4,107.0,20.0,16.2
655,MAYO CLINIC (100151),2014,Acute Care,Voluntary non-profit - Private,266.0,30.263702,-81.437533,FL,0.915,18.3,156.0,22.0,16.8,1.124,22.4,491.0,130.0,25.1,1.0693,16.9,395.0,75.0,18.0
656,"SOUTH MIAMI HOSPITAL, INC (100154)",2014,Acute Care,Voluntary non-profit - Private,428.0,25.703051,-80.293367,FL,0.9494,18.2,176.0,28.0,17.3,0.9791,23.9,441.0,102.0,23.4,0.9214,16.9,228.0,31.0,15.6
657,LAKE CITY MEDICAL CENTER (100156),2014,Acute Care,Voluntary non-profit - Private,83.0,30.18398,-82.68627,FL,1.1209,20.7,49.0,17.0,23.2,1.0095,24.8,425.0,107.0,25.0,1.1757,18.5,403.0,97.0,21.7
658,LAKELAND REGIONAL MEDICAL CENTER (100157),2014,Acute Care,Voluntary non-profit - Private,850.0,28.059671,-81.953248,FL,1.0505,17.4,634.0,118.0,18.2,0.9907,21.5,1418.0,302.0,21.3,0.9521,16.4,883.0,135.0,15.6
659,CENTRAL FLORIDA REGIONAL HOSPITAL (100161),2014,Acute Care,Proprietary,222.0,28.816202,-81.283577,FL,0.9987,17.9,219.0,39.0,17.8,1.0874,23.3,598.0,156.0,25.3,1.0416,17.5,190.0,37.0,18.3
660,DOCTORS HOSPITAL OF SARASOTA (100166),2014,Acute Care,Proprietary,155.0,27.298975,-82.454848,FL,0.923,19.2,112.0,16.0,17.7,0.9043,22.3,370.0,69.0,20.1,0.9628,16.8,273.0,42.0,16.2
661,PLANTATION GENERAL HOSPITAL (100167),2014,Acute Care,Proprietary,626.0,26.126461,-80.20417,FL,1.0242,19.8,83.0,18.0,20.3,1.03,25.0,219.0,58.0,25.7,0.9654,18.7,139.0,23.0,18.0
662,BOCA RATON REGIONAL HOSPITAL (100168),2014,Acute Care,Voluntary non-profit - Private,367.0,26.359599,-80.102211,FL,0.9799,19.4,505.0,95.0,19.0,0.8347,23.2,1446.0,270.0,19.3,0.843,17.5,951.0,131.0,14.8
663,FLORIDA HOSPITAL TAMPA (100173),2014,Acute Care,Voluntary non-profit - Private,518.0,28.069226,-82.424525,FL,0.9903,18.1,320.0,57.0,18.0,0.9827,23.3,686.0,156.0,22.9,1.1528,17.7,430.0,96.0,20.4
664,DESOTO MEMORIAL HOSPITAL (100175),2014,Acute Care,Voluntary non-profit - Private,49.0,27.227388,-81.851675,FL,0.9951,19.6,32.0,,19.5,1.058,22.8,153.0,40.0,24.1,1.1567,17.4,192.0,47.0,20.2
665,PALM BEACH GARDENS MEDICAL CENTER (100176),2014,Acute Care,Proprietary,199.0,26.830685,-80.085388,FL,1.018,17.8,546.0,100.0,18.2,0.9577,23.1,701.0,153.0,22.2,0.9709,17.9,377.0,64.0,17.4
666,CAPE CANAVERAL HOSPITAL (100177),2014,Acute Care,Voluntary non-profit - Private,150.0,28.357879,-80.622733,FL,0.9109,18.6,103.0,13.0,16.9,1.0062,22.2,249.0,56.0,22.4,1.0162,17.0,290.0,51.0,17.3
667,MEMORIAL HOSPITAL JACKSONVILLE (100179),2014,Acute Care,Proprietary,421.0,30.287633,-81.602405,FL,1.1394,18.7,242.0,58.0,21.3,1.0472,24.9,897.0,237.0,26.1,1.1181,20.4,568.0,136.0,22.8
668,ST PETERSBURG GENERAL HOSPITAL (100180),2014,Acute Care,Proprietary,174.0,27.806299,-82.727297,FL,,,,,,0.9755,24.0,207.0,47.0,23.4,1.0295,18.3,273.0,53.0,18.8
669,LARKIN COMMUNITY HOSPITAL (100181),2014,Acute Care,Proprietary,125.0,25.705493,-80.293469,FL,0.9942,24.6,38.0,,24.5,1.1011,27.3,107.0,38.0,30.1,1.0912,21.6,219.0,57.0,23.6
670,CORAL GABLES HOSPITAL (100183),2014,Acute Care,Proprietary,245.0,,,FL,0.9687,23.0,70.0,14.0,22.3,1.107,25.2,251.0,76.0,27.9,0.9631,19.7,159.0,28.0,19.0
671,PALMETTO GENERAL HOSPITAL (100187),2014,Acute Care,Proprietary,338.0,25.884168,-80.324568,FL,1.0551,20.5,302.0,68.0,21.6,1.0692,25.6,501.0,141.0,27.4,1.1138,20.0,361.0,87.0,22.3
672,NORTHWEST MEDICAL CENTER (100189),2014,Acute Care,Proprietary,245.0,26.262903,-80.201905,FL,1.0425,19.6,259.0,55.0,20.5,1.0317,23.5,492.0,121.0,24.2,0.9719,17.8,200.0,33.0,17.3
673,MEDICAL CENTER OF TRINITY (100191),2014,Acute Care,Proprietary,301.0,28.206014,-82.660964,FL,1.0683,19.5,229.0,51.0,20.9,1.1379,23.6,442.0,126.0,26.8,0.9704,19.4,211.0,38.0,18.8
674,BROWARD HEALTH IMPERIAL POINT (100200),2014,Acute Care,Government - Hospital District or Authority,187.0,26.206881,-80.108057,FL,1.0401,22.1,35.0,,23.0,1.0063,23.7,116.0,28.0,23.8,0.9309,16.2,132.0,16.0,15.1
675,NORTH FLORIDA REGIONAL MEDICAL CENTER (100204),2014,Acute Care,Proprietary,411.0,29.659699,-82.411597,FL,0.9462,17.0,620.0,97.0,16.1,0.9801,22.7,1667.0,369.0,22.2,1.0015,17.2,919.0,158.0,17.2
676,MEMORIAL HOSPITAL OF TAMPA (100206),2014,Acute Care,Proprietary,236.0,27.937443,-82.489816,FL,,,,,,0.9593,22.4,183.0,37.0,21.5,1.0588,15.9,183.0,34.0,16.8
677,KENDALL REGIONAL MEDICAL CENTER (100209),2014,Acute Care,Proprietary,423.0,,,FL,1.1017,20.2,252.0,61.0,22.3,1.0869,24.8,486.0,136.0,27.0,1.0968,18.5,313.0,69.0,20.3
678,BAYFRONT HEALTH DADE CITY (100211),2014,Acute Care,Proprietary,120.0,28.348587,-82.201685,FL,1.0225,18.8,36.0,,19.3,1.0065,23.2,157.0,37.0,23.3,1.0991,15.8,102.0,23.0,17.4
679,OCALA REGIONAL MEDICAL CENTER (100212),2014,Acute Care,Proprietary,351.0,29.174744,-82.137839,FL,1.0687,19.2,423.0,90.0,20.5,0.891,22.4,693.0,132.0,20.0,1.0707,17.5,624.0,121.0,18.8
680,BLAKE MEDICAL CENTER (100213),2014,Acute Care,Proprietary,382.0,27.482176,-82.620468,FL,0.9211,18.0,554.0,88.0,16.6,0.9437,22.4,773.0,160.0,21.1,1.043,16.3,321.0,57.0,17.0
681,SEBASTIAN RIVER MEDICAL CENTER (100217),2014,Acute Care,Proprietary,156.0,27.844359,-80.488128,FL,1.1169,20.0,83.0,24.0,22.3,1.0041,21.9,377.0,83.0,22.0,0.9772,15.5,265.0,39.0,15.2
682,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM (100220),2014,Acute Care,Government - Hospital District or Authority,440.0,26.543016,-81.848589,FL,0.9322,16.5,451.0,66.0,15.3,1.1041,23.1,851.0,223.0,25.5,0.9937,18.0,885.0,158.0,17.9
683,FORT WALTON BEACH MEDICAL CENTER (100223),2014,Acute Care,Proprietary,260.0,30.454676,-86.632069,FL,1.0555,16.7,303.0,56.0,17.7,0.9614,23.2,520.0,114.0,22.3,0.9395,18.6,307.0,50.0,17.4
684,UNIVERSITY HOSPITAL AND MEDICAL CENTER (100224),2014,Acute Care,Proprietary,311.0,26.211385,-80.252543,FL,1.0452,22.5,80.0,21.0,23.5,0.9754,24.5,358.0,84.0,23.9,1.006,18.1,190.0,35.0,18.2
685,ORANGE PARK MEDICAL CENTER (100226),2014,Acute Care,Voluntary non-profit - Other,306.0,30.164807,-81.738598,FL,0.9796,18.8,266.0,48.0,18.4,1.0272,23.8,697.0,172.0,24.5,0.9425,19.4,609.0,108.0,18.3
686,WESTSIDE REGIONAL MEDICAL CENTER (100228),2014,Acute Care,Proprietary,231.0,26.120882,-80.258429,FL,1.0288,18.7,206.0,41.0,19.2,1.0592,23.4,451.0,115.0,24.8,1.0233,17.6,159.0,30.0,18.0
687,MEMORIAL HOSPITAL PEMBROKE (100230),2014,Acute Care,Government - Hospital District or Authority,268.0,26.030929,-80.24612,FL,,,,,,1.0577,22.9,136.0,36.0,24.2,1.0298,18.4,123.0,25.0,19.0
688,WEST FLORIDA HOSPITAL (100231),2014,Acute Care,Proprietary,476.0,30.515161,-87.21692,FL,0.9869,18.3,302.0,54.0,18.1,0.9767,23.3,633.0,143.0,22.8,0.9561,18.3,513.0,87.0,17.5
689,PUTNAM COMMUNITY MEDICAL CENTER (100232),2014,Acute Care,Proprietary,96.0,29.642378,-81.693518,FL,1.0459,19.1,59.0,14.0,20.0,1.1339,24.1,402.0,117.0,27.3,0.9838,17.6,288.0,49.0,17.3
690,WEST PALM HOSPITAL (100234),2014,Acute Care,Proprietary,242.0,,,FL,1.0394,24.8,62.0,18.0,25.8,0.951,22.7,207.0,42.0,21.6,0.9865,18.7,91.0,16.0,18.4
691,FAWCETT MEMORIAL HOSPITAL (100236),2014,Acute Care,Proprietary,242.0,26.987872,-82.097729,FL,0.995,18.9,320.0,60.0,18.8,1.0047,24.8,672.0,168.0,25.0,1.0866,19.7,617.0,137.0,21.4
692,NORTHSIDE HOSPITAL (100238),2014,Acute Care,Proprietary,220.0,27.826053,-82.700001,FL,1.2382,17.9,224.0,60.0,22.2,1.0546,24.2,404.0,106.0,25.5,1.1517,19.6,272.0,70.0,22.6
693,EDWARD WHITE HOSPITAL (100239),2014,Acute Care,Proprietary,124.0,,,FL,,,,,,0.9464,24.2,92.0,18.0,22.9,1.0166,18.9,146.0,29.0,19.2
694,ANNE BATES LEACH EYE HOSPITAL (100240),2014,Acute Care,Voluntary non-profit - Private,56.0,,,FL,,,0.0,,,,,0.0,,,,,0.0,,
695,GULF COAST REGIONAL MEDICAL CENTER (100242),2014,Acute Care,Proprietary,210.0,30.189682,-85.666124,FL,1.0461,18.6,61.0,14.0,19.4,0.9303,22.7,274.0,54.0,21.2,0.8222,18.4,356.0,43.0,15.2
696,BRANDON REGIONAL HOSPITAL (100243),2014,Acute Care,Proprietary,417.0,27.934002,-82.288303,FL,0.977,18.0,415.0,72.0,17.6,0.9843,23.4,602.0,138.0,23.1,1.1531,18.5,392.0,92.0,21.3
697,CAPE CORAL HOSPITAL (100244),2014,Acute Care,Government - Hospital District or Authority,289.0,26.639321,-81.940946,FL,1.0812,20.4,137.0,34.0,22.0,0.9817,22.1,856.0,185.0,21.7,0.9848,16.9,534.0,88.0,16.6
698,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE (100246),2014,Acute Care,Proprietary,381.0,27.431942,-80.347352,FL,0.9743,17.9,501.0,86.0,17.4,1.0343,23.3,663.0,162.0,24.1,1.0071,18.4,240.0,45.0,18.6
699,LARGO MEDICAL CENTER (100248),2014,Acute Care,Proprietary,364.0,27.914914,-82.802671,FL,1.0965,19.0,319.0,71.0,20.9,1.0455,23.1,644.0,158.0,24.1,1.0169,18.6,418.0,80.0,18.9
700,SEVEN RIVERS REGIONAL MEDICAL CENTER (100249),2014,Acute Care,Proprietary,126.0,28.950896,-82.625866,FL,0.8409,21.0,143.0,17.0,17.6,0.9252,22.8,314.0,62.0,21.1,0.8884,18.0,185.0,23.0,16.0
701,RAULERSON HOSPITAL (100252),2014,Acute Care,Proprietary,100.0,27.260537,-80.829875,FL,1.1285,21.3,54.0,19.0,24.1,1.0819,23.5,384.0,102.0,25.4,1.0085,19.3,121.0,24.0,19.4
702,JUPITER MEDICAL CENTER (100253),2014,Acute Care,Voluntary non-profit - Private,200.0,26.922824,-80.094539,FL,0.8692,22.9,85.0,,19.9,0.9647,24.9,391.0,92.0,24.1,0.8844,16.9,340.0,44.0,14.9
703,CAPITAL REGIONAL MEDICAL CENTER (100254),2014,Acute Care,Proprietary,249.0,30.475376,-84.230728,FL,1.1286,17.6,157.0,37.0,19.9,1.1932,21.4,462.0,128.0,25.6,0.9908,16.8,310.0,51.0,16.6
704,TOWN & COUNTRY HOSPITAL (100255),2014,Acute Care,Proprietary,208.0,,,FL,0.9705,20.9,27.0,,20.2,1.0463,25.2,157.0,44.0,26.3,0.9852,16.9,83.0,13.0,16.7
705,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2014,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,1.0178,18.0,340.0,63.0,18.3,1.0771,22.3,871.0,213.0,24.0,0.8776,17.1,208.0,24.0,15.0
