,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
789,UNION GENERAL HOSPITAL (110051),2013,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,1.0099,24.1,27.0,7.0,24.3,0.8959,23.3,117.0,18.0,20.8,0.9186,17.1,206.0,28.0,15.7
790,FLOYD MEDICAL CENTER (110054),2013,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,0.8941,20.4,107.0,15.0,18.3,0.9295,23.9,308.0,64.0,22.2,0.8398,18.0,491.0,65.0,15.1
791,"MEDICAL CENTER, THE (110064)",2013,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,1.1265,20.2,44.0,15.0,22.8,0.8975,23.8,128.0,21.0,21.4,0.9021,20.0,164.0,24.0,18.0
792,HOUSTON MEDICAL CENTER (110069),2013,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,1.0751,22.8,85.0,24.0,24.5,1.104,26.0,585.0,174.0,28.7,1.0191,19.4,607.0,121.0,19.8
793,APPLING HOSPITAL (110071),2013,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,,,8.0,,,1.046,25.7,38.0,13.0,26.9,1.0431,18.6,184.0,38.0,19.4
794,PHOEBE DORMINY MEDICAL CENTER (110073),2013,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,,,15.0,,,0.9746,22.5,139.0,29.0,21.9,1.0721,17.1,111.0,24.0,18.3
795,ATHENS REGIONAL MEDICAL CENTER (110074),2013,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,0.9206,17.2,533.0,81.0,15.8,0.9431,24.3,888.0,200.0,22.9,0.9279,18.2,433.0,69.0,16.8
796,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2013,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,1.0387,21.8,90.0,22.0,22.6,1.1257,25.0,322.0,98.0,28.1,1.0842,18.8,219.0,49.0,20.4
797,DEKALB MEDICAL CENTER (110076),2013,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,1.023,21.6,109.0,25.0,22.1,0.9636,23.6,560.0,125.0,22.7,0.9446,17.6,494.0,79.0,16.6
798,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2013,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,1.0674,18.1,539.0,107.0,19.4,0.9336,24.4,737.0,164.0,22.8,1.0287,19.4,223.0,46.0,19.9
799,GRADY MEMORIAL HOSPITAL (110079),2013,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,1.0679,21.3,120.0,30.0,22.7,0.968,24.7,501.0,118.0,23.9,1.0015,17.8,168.0,30.0,17.8
800,"SAINT JOSEPHS HOSPITAL OF ATLANTA, INC. (110082)",2013,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,0.8256,17.4,811.0,109.0,14.4,0.9035,23.9,768.0,160.0,21.6,0.8256,18.1,495.0,64.0,15.0
801,PIEDMONT HOSPITAL (110083),2013,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,0.8767,18.0,774.0,117.0,15.8,0.8806,24.0,1032.0,211.0,21.2,0.9636,17.8,514.0,86.0,17.1
802,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2013,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,4.0,,,0.9619,22.8,56.0,10.0,21.9,1.0019,16.5,345.0,57.0,16.5
803,GWINNETT MEDICAL CENTER (110087),2013,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,1.0578,22.1,182.0,45.0,23.4,0.9113,24.8,943.0,208.0,22.6,1.0077,18.8,810.0,154.0,19.0
804,COFFEE REGIONAL MEDICAL CENTER (110089),2013,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,,,21.0,,,1.1011,25.9,277.0,85.0,28.5,1.1181,18.5,275.0,63.0,20.7
805,ROCKDALE MEDICAL CENTER (110091),2013,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,0.973,19.9,47.0,8.0,19.4,1.0144,23.6,327.0,79.0,23.9,1.0673,17.6,275.0,55.0,18.7
806,DODGE COUNTY HOSPITAL (110092),2013,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,,,11.0,,,1.1068,24.0,120.0,38.0,26.5,1.033,18.5,179.0,36.0,19.1
807,TIFT REGIONAL MEDICAL CENTER (110095),2013,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,0.8617,18.3,132.0,15.0,15.8,0.9911,24.7,395.0,96.0,24.4,1.0215,17.8,313.0,58.0,18.2
808,JEFFERSON HOSPITAL (110100),2013,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,4.0,,,0.9906,23.5,71.0,16.0,23.3,1.0276,16.5,86.0,16.0,17.0
809,MEMORIAL HOSPITAL OF ADEL INC (110101),2013,Acute Care,Proprietary,134.0,31.109181,-83.426372,GA,,,7.0,,,0.9689,23.4,83.0,17.0,22.7,0.9907,16.8,45.0,7.0,16.6
810,CRISP REGIONAL HOSPITAL (110104),2013,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,0.9744,25.2,29.0,6.0,24.6,0.9276,24.7,146.0,29.0,22.9,1.1942,18.8,206.0,56.0,22.5
811,COLQUITT REGIONAL MEDICAL CENTER (110105),2013,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,0.9545,21.4,34.0,5.0,20.4,0.9399,24.4,221.0,47.0,22.9,0.9629,19.0,219.0,38.0,18.3
812,MEDICAL CENTER OF CENTRAL GEORGIA (110107),2013,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,1.0529,18.0,708.0,136.0,18.9,0.9838,24.5,1013.0,243.0,24.1,1.0968,18.9,409.0,90.0,20.8
813,EMANUEL MEDICAL CENTER (110109),2013,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,6.0,,,0.9641,22.7,124.0,25.0,21.9,1.1378,16.6,133.0,32.0,18.9
814,MCDUFFIE REGIONAL MEDICAL CENTER (110111),2013,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,,11.0,,,0.9955,23.9,39.0,9.0,23.8,0.9479,17.3,115.0,16.0,16.4
815,BURKE MEDICAL CENTER (110113),2013,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,16.0,,,1.0206,24.9,62.0,17.0,25.4,0.9616,16.4,108.0,15.0,15.7
816,ATLANTA MEDICAL CENTER (110115),2013,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,0.9638,17.2,39.0,5.0,16.5,1.1136,24.3,116.0,38.0,27.1,0.9063,19.0,83.0,9.0,17.2
817,GRADY GENERAL HOSPITAL (110121),2013,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,,10.0,,,0.9771,21.1,84.0,16.0,20.6,0.9453,15.3,68.0,7.0,14.4
818,SOUTH GEORGIA MEDICAL CENTER (110122),2013,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,1.0465,18.4,308.0,61.0,19.2,0.9401,25.4,430.0,99.0,23.9,0.9687,17.9,356.0,60.0,17.3
819,WAYNE MEMORIAL HOSPITAL (110124),2013,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,,,22.0,,,1.0427,24.8,207.0,56.0,25.8,1.0761,19.0,293.0,64.0,20.5
820,FAIRVIEW PARK HOSPITAL (110125),2013,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,0.9696,18.6,101.0,17.0,18.1,0.8923,24.4,251.0,48.0,21.8,0.8497,17.8,195.0,21.0,15.1
821,MEADOWS REGIONAL MEDICAL CENTER (110128),2013,Acute Care,Proprietary,64.0,,,GA,1.1886,18.1,37.0,15.0,21.6,0.9628,24.1,225.0,50.0,23.2,0.9836,17.6,178.0,30.0,17.3
822,"ST FRANCIS HOSPITAL, INC (110129)",2013,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,0.9085,17.4,390.0,58.0,15.8,0.9207,23.9,862.0,185.0,22.0,0.919,17.7,545.0,84.0,16.2
823,IRWIN COUNTY HOSPITAL (110130),2013,Acute Care,Government - Hospital District or Authority,64.0,31.602797,-83.250331,GA,,,1.0,,,0.9878,23.0,34.0,7.0,22.7,0.974,18.2,36.0,5.0,17.7
824,MEMORIAL HOSPITAL AND MANOR (110132),2013,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,,19.0,,,1.0295,19.9,80.0,18.0,20.4,1.0036,15.3,149.0,23.0,15.3
825,TAYLOR REGIONAL HOSPITAL (110135),2013,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,,4.0,,,0.9953,24.2,101.0,24.0,24.0,1.0543,19.1,95.0,22.0,20.2
826,EVANS MEMORIAL HOSPITAL (110142),2013,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,11.0,,,1.1058,24.1,112.0,36.0,26.7,0.9591,16.0,105.0,14.0,15.4
827,WELLSTAR COBB HOSPITAL (110143),2013,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,1.0681,19.4,257.0,56.0,20.7,0.956,25.9,681.0,166.0,24.8,1.0622,18.9,532.0,110.0,20.1
828,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS (110146),2013,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,,10.0,,,1.032,22.3,66.0,17.0,23.0,1.0109,16.9,73.0,13.0,17.0
829,OCONEE REGIONAL MEDICAL CENTER (110150),2013,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,,,17.0,,,0.9234,25.1,193.0,40.0,23.2,0.9423,19.3,188.0,31.0,18.2
830,PERRY HOSPITAL (110153),2013,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,,,11.0,,,0.9302,26.0,105.0,21.0,24.2,1.0276,18.3,210.0,41.0,18.8
831,NORTHSIDE HOSPITAL (110161),2013,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,1.0239,21.1,51.0,12.0,21.6,0.9572,23.7,135.0,28.0,22.7,1.027,16.2,184.0,32.0,16.6
832,"COLISEUM MEDICAL CENTERS, LLC, DBA (110164)",2013,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,0.9285,17.7,213.0,32.0,16.4,1.0509,24.0,547.0,141.0,25.2,1.0759,18.1,263.0,55.0,19.4
833,SOUTHERN REGIONAL MEDICAL CENTER (110165),2013,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,0.9394,18.7,134.0,21.0,17.6,1.0524,24.1,464.0,121.0,25.4,1.0345,17.7,203.0,39.0,18.3
834,REDMOND REGIONAL MEDICAL CENTER (110168),2013,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,0.9931,17.8,591.0,104.0,17.6,0.9893,23.7,952.0,223.0,23.5,0.86,17.9,349.0,46.0,15.4
835,DOCTORS HOSPITAL (110177),2013,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,0.9403,18.8,48.0,6.0,17.7,1.0241,24.3,235.0,60.0,24.9,1.0214,17.6,189.0,35.0,17.9
836,EMORY-ADVENTIST HOSPITAL (110183),2013,Acute Care,Voluntary non-profit - Church,73.0,,,GA,,,8.0,,,1.1404,21.5,91.0,30.0,24.5,1.0473,16.4,120.0,23.0,17.2
837,WELLSTAR DOUGLAS HOSPITAL (110184),2013,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,0.9015,21.9,37.0,3.0,19.8,1.063,24.9,315.0,87.0,26.4,1.0819,17.7,270.0,56.0,19.2
838,"DOCTORS HOSPITAL, INC (110186)",2013,Acute Care,Government - Hospital District or Authority,132.0,,,GA,,,10.0,,,0.9984,23.7,178.0,42.0,23.6,0.9956,17.5,151.0,26.0,17.4
839,CHESTATEE REGIONAL HOSPITAL (110187),2013,Acute Care,Proprietary,48.0,,,GA,,,9.0,,,1.0209,24.5,95.0,25.0,25.0,1.0474,18.3,149.0,31.0,19.1
840,FANNIN REGIONAL HOSPITAL (110189),2013,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,,13.0,,,1.0598,23.5,159.0,43.0,24.9,1.0713,17.5,199.0,41.0,18.8
841,FLINT RIVER HOSPITAL (110190),2013,Acute Care,Proprietary,47.0,32.295415,-84.030228,GA,,,11.0,,,0.9566,22.7,58.0,10.0,21.7,0.914,16.7,63.0,5.0,15.2
842,PIEDMONT HENRY HOSPITAL (110191),2013,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,1.0147,21.1,86.0,19.0,21.4,1.063,23.3,558.0,142.0,24.8,0.9663,17.4,320.0,52.0,16.8
843,EASTSIDE MEDICAL CENTER (110192),2013,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,0.9756,21.2,87.0,17.0,20.7,0.9991,23.5,447.0,105.0,23.5,1.0271,17.8,347.0,65.0,18.3
844,DONALSONVILLE HOSPITAL INC (110194),2013,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,,1.0,,,0.9518,21.9,52.0,8.0,20.8,0.9454,15.0,161.0,20.0,14.2
845,NORTH FULTON REGIONAL HOSPITAL (110198),2013,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,1.0082,21.5,63.0,14.0,21.7,0.9301,23.7,273.0,56.0,22.1,0.929,17.9,372.0,58.0,16.6
846,HUGHSTON HOSPITAL (110200),2013,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,,,0.0,,,,,3.0,,,,,1.0,,
847,COLISEUM NORTHSIDE HOSPITAL (110201),2013,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,,,11.0,,,1.0144,23.7,146.0,36.0,24.1,1.0255,16.0,126.0,22.0,16.4
848,WESLEY WOODS GERIATRIC HOSPITAL (110203),2013,Acute Care,Voluntary non-profit - Private,72.0,,,GA,,,4.0,,,0.954,22.8,63.0,11.0,21.8,0.9618,16.3,115.0,16.0,15.6
849,NORTH GEORGIA MEDICAL CENTER (110205),2013,Acute Care,Proprietary,140.0,,,GA,,,12.0,,,1.0588,23.1,80.0,23.0,24.5,0.9942,17.0,67.0,11.0,16.9
850,TURNING POINT HOSPITAL (110209),2013,Acute Care,Proprietary,64.0,31.129247,-83.77355,GA,,,0.0,,,,,0.0,,,,,0.0,,
851,PIEDMONT FAYETTE HOSPITAL (110215),2013,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,0.7993,19.8,183.0,20.0,15.8,0.8595,23.3,523.0,96.0,20.0,0.9167,17.4,449.0,67.0,15.9
852,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2013,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,1.0479,21.4,27.0,8.0,22.4,1.0006,24.4,209.0,51.0,24.4,1.0381,19.1,232.0,48.0,19.8
853,DEKALB MEDICAL CENTER AT HILLANDALE (110226),2013,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,,,23.0,,,0.9645,23.7,145.0,31.0,22.9,1.1412,16.6,95.0,25.0,19.0
854,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2013,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,1.0638,18.7,78.0,18.0,19.9,1.0412,23.5,292.0,74.0,24.5,0.9473,17.9,217.0,34.0,17.0
855,EMORY JOHNS CREEK HOSPITAL (110230),2013,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,0.9051,18.9,47.0,4.0,17.1,1.006,23.2,170.0,40.0,23.3,1.0139,16.0,150.0,25.0,16.2
856,THE QUEENS MEDICAL CENTER (120001),2013,Acute Care,Voluntary non-profit - Private,585.0,21.308307,-157.854965,HI,0.9516,17.7,421.0,69.0,16.9,0.8501,23.5,412.0,73.0,20.0,0.9838,18.3,382.0,68.0,18.0
857,MAUI MEMORIAL MEDICAL CENTER (120002),2013,Acute Care,Government - State,217.0,20.884455,-156.488087,HI,0.9056,21.6,67.0,9.0,19.5,0.8974,23.3,145.0,24.0,20.9,0.8664,16.2,202.0,21.0,14.0
858,WAHIAWA GENERAL HOSPITAL (120004),2013,Acute Care,Voluntary non-profit - Private,157.0,21.498511,-158.027299,HI,1.0602,22.4,57.0,16.0,23.7,1.0212,24.9,105.0,28.0,25.4,0.9878,17.5,79.0,13.0,17.3
859,HILO MEDICAL CENTER (120005),2013,Acute Care,Government - State,264.0,19.717467,-155.113513,HI,0.8548,21.1,185.0,27.0,18.1,0.928,24.1,235.0,48.0,22.3,0.9087,16.8,163.0,20.0,15.3
860,CASTLE MEDICAL CENTER (120006),2013,Acute Care,Voluntary non-profit - Church,160.0,21.381502,-157.757229,HI,1.1444,20.7,111.0,32.0,23.7,1.0525,25.3,172.0,49.0,26.7,1.0375,16.9,143.0,27.0,17.5
861,KUAKINI MEDICAL CENTER (120007),2013,Acute Care,Voluntary non-profit - Private,342.0,21.322211,-157.856211,HI,1.0534,19.5,126.0,28.0,20.5,0.9423,23.9,220.0,46.0,22.5,0.9556,15.8,281.0,40.0,15.1
862,KAISER PERMANENTE MEDICAL CENTER - MOA (120011),2013,Acute Care,Voluntary non-profit - Private,283.0,21.362292,-157.900139,HI,,,20.0,,,0.9529,23.2,31.0,4.0,22.1,0.9892,15.9,29.0,4.0,15.7
863,WILCOX MEMORIAL HOSPITAL (120014),2013,Acute Care,Government - Federal,72.0,21.987043,-159.366198,HI,1.0134,19.9,27.0,6.0,20.2,0.9554,23.8,91.0,18.0,22.8,1.0242,16.7,121.0,22.0,17.1
864,KONA COMMUNITY HOSPITAL (120019),2013,Acute Care,Government - State,93.0,19.519237,-155.917719,HI,,,14.0,,,1.0109,21.6,52.0,12.0,21.9,0.9276,15.2,98.0,10.0,14.1
865,STRAUB CLINIC AND HOSPITAL (120022),2013,Acute Care,Proprietary,159.0,21.302268,-157.850921,HI,1.0763,16.9,243.0,47.0,18.1,0.868,22.6,281.0,47.0,19.6,0.8818,17.5,250.0,32.0,15.4
866,PALI MOMI MEDICAL CENTER (120026),2013,Acute Care,Proprietary,121.0,21.383988,-157.937675,HI,1.1871,20.3,111.0,34.0,24.1,0.9468,24.5,290.0,64.0,23.2,0.9777,17.3,315.0,52.0,16.9
867,NORTH HAWAII COMMUNITY HOSPITAL (120028),2013,Acute Care,Voluntary non-profit - Private,34.0,,,HI,,,13.0,,,0.9497,21.4,44.0,6.0,20.3,0.9747,16.0,34.0,4.0,15.6
868,ST LUKES MAGIC VALLEY MEDICAL CENTER (130002),2013,Acute Care,Voluntary non-profit - Private,205.0,42.591595,-114.496998,ID,0.988,16.9,189.0,31.0,16.7,0.9295,23.2,279.0,56.0,21.6,0.7754,18.3,551.0,65.0,14.2
869,ST JOSEPH REGIONAL MEDICAL CENTER (130003),2013,Acute Care,Voluntary non-profit - Private,122.0,46.417121,-117.024997,ID,0.993,19.7,27.0,5.0,19.6,0.8808,24.2,143.0,23.0,21.3,0.8438,17.3,259.0,29.0,14.6
870,ST LUKES REGIONAL MEDICAL CENTER (130006),2013,Acute Care,Voluntary non-profit - Private,569.0,43.612157,-116.192202,ID,0.8474,16.8,362.0,45.0,14.2,0.8685,23.4,499.0,93.0,20.3,0.8815,17.3,455.0,63.0,15.3
871,ST ALPHONSUS REGIONAL MEDICAL CENTER (130007),2013,Acute Care,Voluntary non-profit - Church,380.0,43.614072,-116.253622,ID,0.8936,15.9,262.0,33.0,14.3,0.8742,23.8,293.0,53.0,20.8,0.851,17.8,234.0,27.0,15.1
872,SAINT ALPHONSUS MEDICAL CENTER - NAMPA (130013),2013,Acute Care,Voluntary non-profit - Church,128.0,43.596332,-116.519174,ID,0.8815,17.6,90.0,9.0,15.5,0.8763,23.9,118.0,17.0,21.0,0.955,16.4,149.0,21.0,15.7
873,WEST VALLEY MEDICAL CENTER (130014),2013,Acute Care,Proprietary,108.0,43.65422,-116.69564,ID,,,19.0,,,0.9305,23.0,118.0,21.0,21.4,0.9721,16.2,149.0,22.0,15.7
874,EASTERN IDAHO REGIONAL MEDICAL CENTER (130018),2013,Acute Care,Proprietary,313.0,43.470276,-111.990159,ID,0.8661,15.3,244.0,27.0,13.3,0.9758,21.5,188.0,38.0,21.0,0.8352,15.4,357.0,37.0,12.9
875,MADISON MEMORIAL HOSPITAL (130025),2013,Acute Care,Government - Local,68.0,43.826051,-111.773148,ID,,,7.0,,,0.9315,21.2,66.0,9.0,19.8,0.9587,15.2,83.0,10.0,14.6
876,PORTNEUF MEDICAL CENTER (130028),2013,Acute Care,Proprietary,168.0,42.872621,-112.4189,ID,0.8483,15.2,126.0,10.0,12.9,0.8669,22.5,227.0,36.0,19.5,0.9369,16.9,185.0,26.0,15.9
877,KOOTENAI MEDICAL CENTER (130049),2013,Acute Care,Government - Hospital District or Authority,286.0,47.694597,-116.792669,ID,0.7941,15.9,259.0,24.0,12.6,0.8891,23.9,380.0,74.0,21.3,0.8689,17.8,391.0,53.0,15.4
878,TREASURE VALLEY HOSPITAL (130063),2013,Acute Care,Proprietary,11.0,43.611289,-116.290332,ID,,,0.0,,,,,0.0,,,,,0.0,,
879,MOUNTAIN VIEW HOSPITAL (130065),2013,Acute Care,Proprietary,41.0,43.472524,-111.988717,ID,,,0.0,,,,,0.0,,,,,0.0,,
880,NORTHWEST SPECIALTY HOSPITAL (130066),2013,Acute Care,Proprietary,34.0,47.71441,-116.924455,ID,,,0.0,,,,,0.0,,,,,0.0,,
881,IDAHO DOCTORS HOSPITAL (130067),2013,Acute Care,Proprietary,8.0,,,ID,,,0.0,,,,,0.0,,,,,1.0,,
882,GRAHAM HOSPITAL ASSOCIATION (140001),2013,Acute Care,Voluntary non-profit - Other,86.0,40.553293,-90.038115,IL,,,10.0,,,1.0497,23.3,164.0,43.0,24.5,1.0727,16.5,183.0,36.0,17.7
883,ALTON MEMORIAL HOSPITAL (140002),2013,Acute Care,Voluntary non-profit - Private,157.0,,,IL,0.9342,19.6,108.0,17.0,18.3,0.9551,24.7,346.0,79.0,23.6,0.9743,19.4,340.0,63.0,18.9
884,PROVENA ST JOSEPH MEDICAL CENTER (140007),2013,Acute Care,Voluntary non-profit - Church,457.0,41.528248,-88.134645,IL,1.1524,21.2,532.0,136.0,24.4,1.0913,25.7,1344.0,382.0,28.0,1.1243,19.5,587.0,135.0,21.9
885,LOYOLA GOTTLIEB MEMORIAL HOSPITAL (140008),2013,Acute Care,Voluntary non-profit - Private,227.0,41.908342,-87.841101,IL,0.9798,19.8,221.0,42.0,19.4,1.0306,23.4,481.0,118.0,24.2,1.0077,19.1,190.0,37.0,19.3
886,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL (140010),2013,Acute Care,Voluntary non-profit - Other,737.0,42.0653,-87.683293,IL,0.9201,19.2,694.0,119.0,17.6,0.9552,24.1,1946.0,445.0,23.0,1.0417,17.9,1537.0,289.0,18.7
887,HERRIN HOSPITAL (140011),2013,Acute Care,Voluntary non-profit - Private,113.0,37.801613,-89.026508,IL,1.0919,23.2,56.0,18.0,25.3,1.0207,26.0,349.0,94.0,26.6,1.0448,20.2,405.0,88.0,21.1
888,KATHERINE SHAW BETHEA HOSPITAL (140012),2013,Acute Care,Voluntary non-profit - Private,80.0,41.84423,-89.480131,IL,1.0094,19.8,103.0,21.0,20.0,1.1515,23.2,260.0,78.0,26.7,0.9675,16.1,171.0,25.0,15.6
889,PROCTOR HOSPITAL (140013),2013,Acute Care,Voluntary non-profit - Private,162.0,40.752496,-89.593254,IL,0.9669,18.2,110.0,18.0,17.6,0.9919,23.8,345.0,81.0,23.6,1.1026,17.6,397.0,82.0,19.4
890,BLESSING HOSPITAL (140015),2013,Acute Care,Voluntary non-profit - Private,310.0,40.393084,-91.344081,IL,0.9976,19.1,405.0,77.0,19.0,0.9256,24.8,791.0,177.0,23.0,1.0181,18.5,917.0,174.0,18.9
891,MT SINAI HOSPITAL MEDICAL CENTER (140018),2013,Acute Care,Voluntary non-profit - Private,280.0,,,IL,1.0947,21.1,100.0,27.0,23.1,0.9818,24.7,174.0,41.0,24.2,1.0769,21.2,113.0,30.0,22.8
892,SHELBY MEMORIAL HOSPITAL (140019),2013,Acute Care,Voluntary non-profit - Private,30.0,39.405801,-88.807113,IL,,,7.0,,,1.1246,24.3,208.0,64.0,27.3,1.011,17.4,167.0,30.0,17.6
893,ST MARYS HOSPITAL (140026),2013,Acute Care,Voluntary non-profit - Church,105.0,,,IL,1.0197,23.8,46.0,12.0,24.3,1.017,22.9,202.0,48.0,23.3,1.1568,17.4,265.0,61.0,20.1
894,COPLEY MEMORIAL HOSPITAL (140029),2013,Acute Care,Voluntary non-profit - Private,210.0,41.727722,-88.268415,IL,0.9339,18.1,200.0,31.0,16.9,0.9585,23.6,439.0,97.0,22.7,0.8974,18.1,342.0,50.0,16.3
895,SHERMAN HOSPITAL (140030),2013,Acute Care,Voluntary non-profit - Private,255.0,42.070221,-88.331468,IL,0.9603,18.5,223.0,38.0,17.8,1.027,24.4,592.0,150.0,25.1,1.1553,18.1,478.0,108.0,21.0
896,ST ANTHONYS MEMORIAL HOSPITAL (140032),2013,Acute Care,Voluntary non-profit - Church,137.0,39.124496,-88.549274,IL,0.9791,23.5,56.0,12.0,23.0,1.0933,23.9,434.0,119.0,26.2,1.0268,17.7,395.0,73.0,18.1
897,VISTA MEDICAL CENTER WEST (140033),2013,Acute Care,Voluntary non-profit - Church,78.0,42.359402,-87.866605,IL,,,0.0,,,,,0.0,,,,,0.0,,
898,ST MARYS HOSPITAL (140034),2013,Acute Care,Voluntary non-profit - Church,112.0,38.530809,-89.115999,IL,1.0932,23.3,91.0,27.0,25.4,1.2508,25.1,518.0,177.0,31.4,1.1776,17.8,373.0,87.0,21.0
899,GALESBURG COTTAGE HOSPITAL (140040),2013,Acute Care,Proprietary,128.0,40.955483,-90.366199,IL,1.0964,23.2,51.0,17.0,25.5,1.0101,22.9,227.0,53.0,23.1,1.1494,18.1,262.0,62.0,20.8
900,CGH MEDICAL CENTER (140043),2013,Acute Care,Government - Local,94.0,41.801564,-89.696733,IL,0.9904,18.9,98.0,18.0,18.8,0.9964,24.3,422.0,102.0,24.2,1.012,18.3,316.0,59.0,18.5
901,GOOD SAMARITAN REGIONAL HLTH CENTER (140046),2013,Acute Care,Voluntary non-profit - Private,129.0,38.3149,-88.93,IL,1.1045,18.3,346.0,74.0,20.2,1.0638,25.0,403.0,111.0,26.6,1.131,18.7,333.0,77.0,21.1
902,ADVOCATE TRINITY HOSPITAL (140048),2013,Acute Care,Voluntary non-profit - Other,237.0,41.726211,-87.56725,IL,1.0484,22.6,114.0,29.0,23.6,1.1482,24.5,368.0,112.0,28.1,1.0123,19.0,225.0,44.0,19.3
