,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
765,STEWARD SEBASTIAN RIVER MEDICAL CENTER (100217),2021,Acute Care,Proprietary,156.0,27.844359,-80.488128,FL,305.0,20.2,630.0,16.8,234.0,17.1,172.0,19.7,310.0,4.0,111.0,15.4,,,,,111.0,47.7,107.0,25.0,305.0,7.2,242.0,80.0,234.0,14.6,221.0,67.0,,1105.0,16.0,226.0,0.8
766,GULF COAST MEDICAL CENTER LEE HEALTH (100220),2021,Acute Care,Government - Hospital District or Authority,440.0,26.543016,-81.848589,FL,850.0,22.5,2567.0,15.5,794.0,17.4,483.0,19.6,757.0,3.8,381.0,15.2,,,,,381.0,5.6,377.0,89.0,850.0,34.0,710.0,226.0,794.0,23.8,744.0,195.0,,719.0,18.0,757.0,1.0
767,FORT WALTON BEACH MEDICAL CENTER (100223),2021,Acute Care,Proprietary,260.0,30.454676,-86.632069,FL,517.0,23.9,1591.0,16.2,440.0,18.3,278.0,20.0,249.0,5.0,276.0,15.2,167.0,12.0,32.0,6.2,276.0,5.1,271.0,75.0,517.0,17.4,439.0,163.0,440.0,43.7,396.0,132.0,10.8,197.0,15.7,519.0,0.9
768,UNIVERSITY HOSPITAL AND MEDICAL CENTER (100224),2021,Acute Care,Proprietary,311.0,26.211385,-80.252543,FL,236.0,23.4,640.0,16.2,248.0,16.6,130.0,20.5,125.0,4.3,,,,,,,,,,,236.0,38.8,184.0,79.0,248.0,22.4,236.0,62.0,,,,45.0,1.1
769,ORANGE PARK MEDICAL CENTER (100226),2021,Acute Care,Voluntary non-profit - Other,306.0,30.164807,-81.738598,FL,491.0,21.2,1671.0,15.2,685.0,17.6,266.0,19.2,139.0,3.8,212.0,15.4,77.0,12.1,,,212.0,-9.6,207.0,55.0,491.0,22.3,387.0,141.0,685.0,53.2,605.0,179.0,,311.0,16.9,267.0,1.2
770,WESTSIDE REGIONAL MEDICAL CENTER (100228),2021,Acute Care,Proprietary,231.0,26.120882,-80.258429,FL,387.0,25.1,1069.0,17.6,266.0,16.8,195.0,20.0,40.0,4.1,165.0,16.8,37.0,12.8,,,165.0,22.3,160.0,49.0,387.0,49.0,305.0,122.0,266.0,21.1,250.0,70.0,,59.0,16.8,119.0,1.2
771,MEMORIAL HOSPITAL PEMBROKE (100230),2021,Acute Care,Government - Hospital District or Authority,268.0,26.030929,-80.24612,FL,108.0,22.1,271.0,15.0,183.0,15.6,109.0,21.2,,,,,,,,,,,,,108.0,30.5,97.0,42.0,183.0,20.8,170.0,43.0,,35.0,16.5,118.0,1.2
772,WEST FLORIDA HOSPITAL (100231),2021,Acute Care,Proprietary,476.0,30.515161,-87.21692,FL,729.0,23.6,2042.0,15.8,759.0,16.5,363.0,20.2,310.0,6.3,251.0,18.7,76.0,12.0,46.0,5.7,251.0,11.3,240.0,76.0,729.0,26.3,553.0,201.0,759.0,0.3,676.0,182.0,13.4,236.0,16.3,884.0,1.1
773,PUTNAM COMMUNITY MEDICAL CENTER (100232),2021,Acute Care,Proprietary,96.0,29.642378,-81.693518,FL,384.0,25.3,731.0,16.4,286.0,17.6,323.0,19.5,67.0,4.3,73.0,16.2,,,,,73.0,3.8,69.0,21.0,384.0,31.9,280.0,126.0,286.0,33.7,264.0,68.0,,260.0,17.6,119.0,1.0
774,FAWCETT MEMORIAL HOSPITAL (100236),2021,Acute Care,Proprietary,242.0,26.987872,-82.097729,FL,555.0,23.5,1717.0,16.5,578.0,17.8,380.0,20.7,688.0,3.8,257.0,17.1,72.0,14.5,,,257.0,30.6,250.0,72.0,555.0,36.8,459.0,182.0,578.0,43.4,534.0,161.0,,111.0,15.1,303.0,1.3
775,NORTHSIDE HOSPITAL (100238),2021,Acute Care,Proprietary,220.0,27.826053,-82.700001,FL,314.0,24.0,798.0,15.7,271.0,17.9,220.0,22.9,53.0,4.7,146.0,17.5,54.0,12.6,,,146.0,39.8,143.0,44.0,314.0,51.9,256.0,108.0,271.0,80.8,246.0,73.0,,102.0,15.3,159.0,1.0
776,GULF COAST REGIONAL MEDICAL CENTER (100242),2021,Acute Care,Proprietary,210.0,30.189682,-85.666124,FL,375.0,20.2,1315.0,15.5,560.0,17.2,254.0,20.6,325.0,5.1,99.0,16.1,,,,,99.0,8.1,98.0,27.0,375.0,-3.0,321.0,99.0,560.0,33.2,516.0,139.0,,669.0,17.9,428.0,0.9
777,BRANDON REGIONAL HOSPITAL (100243),2021,Acute Care,Proprietary,417.0,27.934002,-82.288303,FL,617.0,25.7,1529.0,16.8,474.0,19.2,302.0,20.3,224.0,3.6,251.0,17.1,114.0,13.9,,,251.0,11.0,248.0,94.0,617.0,44.7,455.0,173.0,474.0,39.5,433.0,139.0,,270.0,15.1,309.0,1.5
778,CAPE CORAL HOSPITAL (100244),2021,Acute Care,Government - Hospital District or Authority,289.0,26.639321,-81.940946,FL,748.0,21.8,1639.0,15.8,802.0,16.3,560.0,22.4,201.0,3.5,37.0,15.6,,,,,37.0,12.9,37.0,9.0,748.0,18.1,602.0,194.0,802.0,13.1,725.0,192.0,,177.0,15.6,411.0,0.7
779,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE (100246),2021,Acute Care,Proprietary,381.0,27.431942,-80.347352,FL,485.0,26.5,1367.0,17.1,293.0,16.6,208.0,23.1,,,298.0,17.3,143.0,17.2,,,298.0,15.7,288.0,79.0,485.0,46.3,361.0,154.0,293.0,23.7,268.0,70.0,,,,160.0,1.2
780,LARGO MEDICAL CENTER (100248),2021,Acute Care,Proprietary,364.0,27.914914,-82.802671,FL,473.0,25.7,1160.0,15.3,456.0,17.6,236.0,20.4,72.0,5.0,177.0,17.5,45.0,14.4,,,177.0,38.6,171.0,55.0,473.0,43.6,398.0,159.0,456.0,39.6,411.0,115.0,,223.0,18.2,200.0,1.1
781,BAYFRONT HEALTH SEVEN RIVERS (100249),2021,Acute Care,Proprietary,126.0,28.950896,-82.625866,FL,275.0,22.4,797.0,15.5,234.0,16.7,223.0,18.8,479.0,3.3,194.0,15.3,,,,,194.0,5.0,184.0,46.0,275.0,8.6,243.0,84.0,234.0,39.7,220.0,49.0,,48.0,15.8,257.0,1.2
782,RAULERSON HOSPITAL (100252),2021,Acute Care,Proprietary,100.0,27.260537,-80.829875,FL,240.0,25.1,384.0,15.3,187.0,17.1,274.0,22.4,51.0,3.7,47.0,15.9,,,,,47.0,0.9,46.0,18.0,240.0,29.6,172.0,72.0,187.0,42.8,161.0,44.0,,277.0,16.3,151.0,1.0
783,JUPITER MEDICAL CENTER (100253),2021,Acute Care,Voluntary non-profit - Private,200.0,26.922824,-80.094539,FL,367.0,23.3,1635.0,15.5,645.0,17.3,293.0,18.8,886.0,3.9,95.0,16.0,,,114.0,6.1,95.0,-10.0,92.0,26.0,367.0,30.9,310.0,119.0,645.0,15.1,593.0,153.0,11.8,2075.0,12.9,492.0,1.0
784,CAPITAL REGIONAL MEDICAL CENTER (100254),2021,Acute Care,Proprietary,249.0,30.475376,-84.230728,FL,355.0,26.5,1036.0,17.1,279.0,19.5,169.0,20.0,244.0,3.6,135.0,17.2,49.0,14.2,,,135.0,30.7,128.0,42.0,355.0,54.5,272.0,112.0,279.0,39.4,251.0,73.0,,257.0,15.7,163.0,1.0
785,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2021,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,475.0,26.0,1546.0,16.1,326.0,16.9,323.0,22.5,181.0,4.3,209.0,17.0,52.0,14.3,,,209.0,37.8,203.0,57.0,475.0,63.2,404.0,158.0,326.0,21.9,304.0,83.0,,,,163.0,1.7
786,DELRAY MEDICAL CENTER (100258),2021,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,933.0,21.5,2864.0,15.9,859.0,16.1,377.0,21.2,189.0,3.7,383.0,16.7,116.0,14.3,,,383.0,27.8,372.0,115.0,933.0,14.8,779.0,258.0,859.0,14.6,792.0,184.0,,176.0,15.2,571.0,1.1
787,SOUTH BAY HOSPITAL (100259),2021,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,408.0,23.7,938.0,16.1,388.0,18.4,209.0,20.6,150.0,4.8,50.0,16.2,,,,,50.0,9.5,49.0,16.0,408.0,-13.5,328.0,128.0,388.0,29.6,351.0,96.0,,378.0,16.4,164.0,1.2
788,ST LUCIE MEDICAL CENTER (100260),2021,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,495.0,27.1,1393.0,17.1,434.0,18.1,344.0,22.7,1250.0,5.6,105.0,17.0,,,,,105.0,32.7,104.0,34.0,495.0,53.2,372.0,158.0,434.0,24.7,402.0,112.0,,,,113.0,2.1
789,OAK HILL HOSPITAL (100264),2021,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,556.0,22.7,1897.0,16.5,715.0,18.5,481.0,18.8,482.0,5.0,367.0,16.7,76.0,13.9,,,367.0,29.7,348.0,99.0,556.0,11.7,456.0,162.0,715.0,59.0,664.0,198.0,,140.0,15.9,187.0,1.4
790,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE (100265),2021,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,615.0,20.7,1674.0,14.7,638.0,13.8,317.0,17.3,166.0,3.6,291.0,15.3,,,99.0,5.9,291.0,8.4,277.0,86.0,615.0,-8.7,492.0,174.0,638.0,-12.3,601.0,139.0,12.6,522.0,15.4,559.0,1.1
791,GULF BREEZE HOSPITAL (100266),2021,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,176.0,21.2,595.0,14.6,231.0,14.7,145.0,19.6,351.0,4.2,,,,,,,,,,,176.0,-28.0,149.0,50.0,231.0,-39.2,208.0,44.0,,536.0,15.6,472.0,0.9
792,ENGLEWOOD COMMUNITY HOSPITAL (100267),2021,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,186.0,20.1,511.0,14.3,198.0,17.6,165.0,19.4,73.0,4.1,127.0,16.1,,,,,127.0,-8.0,124.0,30.0,186.0,-30.2,173.0,60.0,198.0,16.9,195.0,57.0,,,,245.0,1.0
793,WEST BOCA MEDICAL CENTER (100268),2021,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,248.0,23.9,599.0,16.5,224.0,17.0,130.0,19.6,49.0,4.4,,,,,,,,,,,248.0,10.9,204.0,72.0,224.0,35.0,208.0,55.0,,102.0,17.0,165.0,0.8
794,PALMS WEST HOSPITAL (100269),2021,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,168.0,25.1,589.0,16.6,221.0,18.1,103.0,19.0,,,58.0,16.3,,,,,58.0,81.7,57.0,20.0,168.0,81.2,142.0,57.0,221.0,15.9,209.0,60.0,,126.0,16.1,120.0,1.5
795,WELLINGTON REGIONAL MEDICAL CENTER LLC (100275),2021,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,258.0,21.4,724.0,15.3,305.0,17.6,162.0,21.6,159.0,4.8,84.0,16.2,,,,,84.0,66.9,82.0,27.0,258.0,7.3,214.0,75.0,305.0,17.6,285.0,86.0,,92.0,16.6,299.0,1.3
796,BROWARD HEALTH CORAL SPRINGS (100276),2021,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,132.0,25.0,477.0,17.4,148.0,17.0,122.0,22.3,,,,,,,,,,,,,132.0,40.1,111.0,47.0,148.0,36.2,139.0,33.0,,220.0,16.4,110.0,1.0
797,MEMORIAL HOSPITAL WEST (100281),2021,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,423.0,22.1,885.0,15.1,429.0,17.8,235.0,20.0,150.0,3.9,151.0,15.7,,,224.0,6.7,151.0,11.7,148.0,46.0,423.0,27.8,326.0,114.0,429.0,41.6,380.0,120.0,13.0,363.0,16.5,174.0,1.0
798,KERALTY HOSPITAL (100284),2021,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,74.0,22.6,303.0,16.0,276.0,20.2,114.0,20.9,,,27.0,16.8,,,,,27.0,77.6,26.0,10.0,74.0,30.1,62.0,25.0,276.0,56.0,237.0,91.0,,,,,
799,MEMORIAL HOSPITAL MIRAMAR (100285),2021,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,68.0,21.0,189.0,15.4,131.0,16.2,67.0,18.7,,,,,,,,,,,,,68.0,-31.4,60.0,22.0,131.0,14.1,123.0,28.0,,,,58.0,1.1
800,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2021,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,632.0,22.7,1802.0,15.8,691.0,17.8,289.0,20.0,591.0,5.0,297.0,15.5,,,,,297.0,1.5,292.0,81.0,632.0,13.6,534.0,193.0,691.0,17.1,642.0,163.0,,2721.0,14.7,1733.0,0.9
801,GOOD SAMARITAN MEDICAL CENTER (100287),2021,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,284.0,22.0,666.0,14.9,332.0,16.7,149.0,21.4,68.0,4.3,87.0,16.5,,,,,87.0,16.6,85.0,27.0,284.0,-0.2,242.0,87.0,332.0,12.2,312.0,72.0,,119.0,16.4,324.0,1.4
802,ST MARY'S MEDICAL CENTER (100288),2021,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,56.0,22.4,501.0,15.7,73.0,17.1,,,140.0,3.7,,,,,,,,,,,56.0,4.9,50.0,19.0,73.0,3.8,71.0,15.0,,,,67.0,1.3
803,CLEVELAND CLINIC HOSPITAL (100289),2021,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,384.0,22.5,1437.0,17.5,283.0,18.1,93.0,21.3,645.0,3.6,81.0,15.3,73.0,13.0,85.0,4.7,81.0,7.7,80.0,22.0,384.0,33.1,311.0,124.0,283.0,36.8,253.0,86.0,10.5,2751.0,18.3,601.0,1.0
804,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2021,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,867.0,22.2,2000.0,14.5,983.0,17.1,524.0,19.6,539.0,4.1,428.0,16.8,,,,,428.0,41.9,405.0,111.0,867.0,25.7,709.0,228.0,983.0,31.2,911.0,216.0,,228.0,15.7,666.0,0.9
805,MELBOURNE REGIONAL MEDICAL CENTER (100291),2021,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,52.0,21.2,285.0,15.2,101.0,17.5,68.0,19.2,131.0,4.9,29.0,15.9,,,,,29.0,28.2,28.0,7.0,52.0,5.1,48.0,15.0,101.0,12.6,99.0,30.0,,358.0,15.3,206.0,1.0
806,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2021,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,150.0,22.0,527.0,15.2,249.0,16.5,108.0,19.7,194.0,3.4,72.0,15.7,,,,,72.0,-14.9,69.0,27.0,150.0,-13.3,128.0,46.0,249.0,-3.1,222.0,67.0,,402.0,14.4,308.0,1.3
807,DOCTORS HOSPITAL (100296),2021,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,115.0,21.9,508.0,15.1,276.0,17.2,113.0,19.3,364.0,3.0,,,,,,,,,,,115.0,13.0,99.0,31.0,276.0,16.8,248.0,63.0,,39.0,16.4,227.0,0.9
808,LAKEWOOD RANCH MEDICAL CENTER (100299),2021,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,219.0,21.7,844.0,15.7,235.0,14.5,140.0,17.8,474.0,3.3,178.0,15.0,,,,,178.0,-27.9,172.0,41.0,219.0,-5.4,195.0,69.0,235.0,-24.9,223.0,44.0,,853.0,15.6,347.0,1.2
809,ST CLOUD REGIONAL MEDICAL CENTER (100302),2021,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,130.0,22.2,305.0,16.0,175.0,17.4,120.0,18.9,,,29.0,15.3,,,,,29.0,33.0,27.0,6.0,130.0,-16.6,93.0,33.0,175.0,30.4,157.0,46.0,,210.0,15.4,72.0,0.8
810,ASCENSION ST VINCENT'S SOUTHSIDE (100307),2021,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,204.0,20.8,794.0,15.3,367.0,15.7,105.0,20.1,671.0,4.3,73.0,16.3,,,,,73.0,-6.4,70.0,25.0,204.0,-33.2,163.0,52.0,367.0,11.3,338.0,100.0,,200.0,14.9,285.0,0.9
811,ASCENSION SACRED HEART GULF (100313),2021,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,35.0,21.9,54.0,15.2,67.0,16.5,25.0,19.7,,,,,,,,,,,,,35.0,-11.2,32.0,11.0,67.0,12.0,64.0,20.0,,175.0,16.7,36.0,0.9
812,WEST KENDALL BAPTIST HOSPITAL (100314),2021,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,168.0,21.8,392.0,15.6,295.0,17.8,105.0,20.5,,,,,,,,,,,,,168.0,34.1,138.0,53.0,295.0,39.4,268.0,78.0,,63.0,16.2,50.0,1.0
813,VIERA HOSPITAL (100315),2021,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,151.0,22.5,660.0,15.3,265.0,16.7,118.0,19.7,305.0,4.1,,,,,31.0,6.0,,,,,151.0,28.8,137.0,50.0,265.0,13.5,246.0,72.0,11.8,584.0,17.1,317.0,0.8
814,PALM BAY HOSPITAL (100316),2021,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,222.0,20.1,605.0,15.3,368.0,15.0,239.0,19.2,244.0,3.6,31.0,15.1,,,,,31.0,-24.5,31.0,4.0,222.0,-9.0,193.0,56.0,368.0,-1.9,325.0,70.0,,265.0,16.9,136.0,1.1
815,ADVENTHEALTH WESLEY CHAPEL (100319),2021,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,185.0,21.8,581.0,14.7,194.0,15.2,146.0,18.8,271.0,3.9,64.0,15.8,,,,,64.0,-2.8,62.0,21.0,185.0,0.3,162.0,67.0,194.0,-29.8,174.0,45.0,,82.0,15.6,378.0,0.9
816,POINCIANA MEDICAL CENTER (100320),2021,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,140.0,26.3,254.0,16.4,100.0,17.6,53.0,19.6,,,,,,,,,,,,,140.0,50.2,109.0,54.0,100.0,18.4,94.0,27.0,,266.0,17.3,43.0,1.1
817,ASCENSION ST VINCENT'S CLAY COUNTY (100321),2021,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,302.0,20.6,747.0,16.3,374.0,15.8,244.0,18.8,236.0,4.4,56.0,15.2,,,,,56.0,-32.6,55.0,18.0,302.0,-27.8,235.0,92.0,374.0,-15.2,338.0,86.0,,599.0,18.9,372.0,0.9
818,OVIEDO MEDICAL CENTER (100329),2021,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,96.0,22.2,305.0,16.1,109.0,16.7,31.0,19.7,,,,,,,,,,,,,96.0,31.7,79.0,31.0,109.0,15.3,103.0,23.0,,,,42.0,1.1
819,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE (10057F),2021,Acute Care (VA),Government - Federal,,,,,1085.0,23.5,2731.0,19.4,642.0,18.8,622.0,24.1,316.0,4.6,172.0,17.1,,,,,172.0,24.9,162.0,54.0,1085.0,19.9,783.0,291.0,642.0,25.2,575.0,172.0,,,,,
820,TAMPA VA MEDICAL CENTER (10063F),2021,Acute Care (VA),Government - Federal,,,,,782.0,22.9,2298.0,17.5,501.0,18.7,531.0,22.0,185.0,5.7,202.0,17.9,,,,,202.0,11.1,194.0,59.0,782.0,-2.6,557.0,213.0,501.0,23.1,450.0,144.0,,,,,
821,MIAMI VA MEDICAL CENTER (10064F),2021,Acute Care (VA),Government - Federal,,,,,338.0,22.9,1025.0,17.0,188.0,15.6,199.0,21.4,73.0,4.7,56.0,17.0,,,,,56.0,16.0,56.0,21.0,338.0,18.4,242.0,96.0,188.0,-4.8,172.0,49.0,,,,,
822,W PALM BEACH VA MEDICAL CENTER (10065F),2021,Acute Care (VA),Government - Federal,,,,,417.0,24.4,1318.0,18.6,410.0,17.6,347.0,23.7,268.0,4.9,94.0,15.2,,,,,94.0,-29.4,90.0,25.0,417.0,10.8,336.0,134.0,410.0,5.5,361.0,102.0,,,,,
823,ORLANDO VA MEDICAL CENTER (10099F),2021,Acute Care (VA),VA,,,,,610.0,24.9,1466.0,18.2,440.0,18.5,327.0,21.4,49.0,4.2,144.0,17.5,,,,,144.0,22.6,135.0,49.0,610.0,25.9,415.0,167.0,440.0,18.2,375.0,122.0,,,,,
824,ADVENTHEALTH WAUCHULA (101300),2021,Critical Access,Voluntary non-profit - Private,25.0,,,FL,,,,,38.0,15.7,36.0,18.8,,,,,,,,,,,,,,,,,38.0,-25.9,36.0,3.0,,,,,
825,NORTHWEST FLORIDA COMMUNITY HOSPITAL (101308),2021,Critical Access,Voluntary non-profit - Private,59.0,30.76457,-85.542643,FL,61.0,23.5,121.0,15.2,55.0,16.8,61.0,19.9,,,,,,,,,,,,,61.0,25.8,50.0,17.0,55.0,-0.5,52.0,12.0,,,,,
826,HENDRY REGIONAL MEDICAL CENTER (101309),2021,Critical Access,Voluntary non-profit - Other,25.0,26.753239,-80.942276,FL,,,38.0,15.7,43.0,16.2,29.0,20.0,,,,,,,,,,,,,,,,,43.0,-36.1,41.0,10.0,,64.0,15.8,,
827,MADISON COUNTY MEMORIAL HOSPITAL (101311),2021,Critical Access,Government - Hospital District or Authority,23.0,30.471413,-83.419898,FL,49.0,19.6,55.0,14.8,53.0,16.4,27.0,19.5,,,,,,,,,,,,,49.0,-40.8,39.0,9.0,53.0,-12.6,49.0,14.0,,,,,
828,FISHERMEN'S COMMUNITY HOSPITAL (101312),2021,Critical Access,Voluntary non-profit - Private,16.0,24.71113,-81.09472,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,17.2,,
829,MARINERS HOSPITAL (101313),2021,Critical Access,Voluntary non-profit - Private,24.0,25.005408,-80.521301,FL,26.0,22.6,57.0,15.0,48.0,16.8,35.0,19.5,,,,,,,61.0,5.9,,,,,26.0,6.8,24.0,9.0,48.0,-17.2,46.0,14.0,9.8,492.0,15.7,86.0,0.8
830,HAMILTON MEDICAL CENTER (110001),2021,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,476.0,19.5,889.0,14.6,430.0,16.4,308.0,21.8,126.0,3.4,142.0,15.5,,,70.0,5.8,142.0,9.9,137.0,46.0,476.0,-12.6,375.0,137.0,430.0,-4.4,385.0,106.0,13.6,1585.0,14.0,281.0,0.9
831,UPSON REGIONAL MEDICAL CENTER (110002),2021,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,90.0,24.6,256.0,16.4,173.0,17.0,133.0,20.9,,,,,,,,,,,,,90.0,23.5,72.0,38.0,173.0,14.4,162.0,42.0,,174.0,18.2,106.0,1.0
832,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS (110003),2021,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,273.0,24.6,570.0,15.6,428.0,18.1,190.0,20.4,,,69.0,15.4,,,103.0,5.2,69.0,-19.2,69.0,15.0,273.0,29.9,206.0,88.0,428.0,35.8,370.0,116.0,10.9,365.0,16.8,110.0,1.1
833,NORTHSIDE HOSPITAL FORSYTH (110005),2021,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,574.0,19.4,1772.0,15.1,633.0,16.0,331.0,16.3,1003.0,2.9,168.0,16.2,,,46.0,5.3,168.0,19.4,164.0,54.0,574.0,-15.3,443.0,151.0,633.0,9.5,583.0,154.0,11.5,2040.0,19.8,775.0,1.1
834,ST MARY'S HOSPITAL (110006),2021,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,229.0,20.0,1029.0,15.3,278.0,16.1,141.0,19.1,1143.0,4.5,109.0,16.3,,,,,109.0,20.7,106.0,28.0,229.0,-13.3,194.0,53.0,278.0,-14.0,254.0,55.0,,379.0,18.1,644.0,0.7
835,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2021,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,475.0,23.5,1197.0,16.5,441.0,16.2,353.0,19.3,104.0,3.3,267.0,15.9,137.0,13.9,251.0,5.0,267.0,9.3,254.0,77.0,475.0,10.7,355.0,145.0,441.0,21.2,404.0,98.0,12.4,3138.0,16.1,589.0,1.0
836,NORTHSIDE HOSPITAL CHEROKEE (110008),2021,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,370.0,19.7,1160.0,15.3,435.0,16.1,207.0,19.6,190.0,5.1,150.0,16.0,,,79.0,7.3,150.0,9.8,146.0,50.0,370.0,-16.4,316.0,113.0,435.0,24.0,400.0,109.0,11.4,895.0,17.9,758.0,1.0
837,EMORY UNIVERSITY HOSPITAL (110010),2021,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,607.0,23.1,2115.0,16.3,476.0,16.2,93.0,19.8,713.0,3.9,191.0,14.9,81.0,11.8,130.0,5.1,191.0,-23.6,183.0,42.0,607.0,25.5,500.0,168.0,476.0,24.6,426.0,120.0,11.5,94.0,17.9,633.0,1.4
838,TANNER MEDICAL CENTER - CARROLLTON (110011),2021,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,301.0,26.1,813.0,16.0,355.0,18.2,187.0,20.3,98.0,3.7,173.0,18.6,,,49.0,5.6,173.0,24.8,161.0,63.0,301.0,75.7,232.0,101.0,355.0,39.1,315.0,108.0,11.7,572.0,17.3,341.0,0.9
