,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
330,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2023,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,237.0,20.6,1612.0,15.5,108.0,16.8,51.0,19.9,47.0,4.0,95.0,13.1,30.0,10.9,77.0,5.8,95.0,-18.9,95.0,14.0,237.0,-20.3,203.0,69.0,108.0,11.8,107.0,27.0,8.7,253.0,14.3,180.0,1.1
331,FRENCH HOSPITAL MEDICAL CENTER (050232),2023,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,268.0,21.0,1553.0,14.2,178.0,16.0,58.0,19.2,243.0,3.4,233.0,11.9,55.0,11.3,,,233.0,-22.9,229.0,57.0,268.0,4.7,229.0,76.0,178.0,-6.6,168.0,40.0,,644.0,12.7,458.0,1.1
332,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2023,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,30.0,21.1,474.0,14.9,51.0,17.0,,,87.0,3.9,,,,,,,,,,,30.0,26.7,26.0,11.0,51.0,-5.0,51.0,15.0,,108.0,14.1,126.0,1.0
333,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2023,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,497.0,23.7,3309.0,17.0,406.0,19.3,168.0,21.8,79.0,4.3,178.0,13.9,,,169.0,4.9,178.0,18.2,174.0,38.0,497.0,55.8,390.0,131.0,406.0,76.3,369.0,114.0,12.1,400.0,13.3,504.0,0.7
334,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES (050236),2023,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,207.0,22.9,1651.0,16.8,286.0,19.1,118.0,20.1,63.0,5.7,53.0,13.8,,,,,53.0,13.4,53.0,11.0,207.0,52.9,161.0,60.0,286.0,43.5,247.0,75.0,,156.0,14.5,113.0,1.2
335,USC ARCADIA HOSPITAL (050238),2023,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,361.0,21.0,2448.0,13.4,500.0,17.6,67.0,19.3,180.0,4.1,108.0,14.7,,,,,108.0,26.5,104.0,27.0,361.0,22.7,303.0,92.0,500.0,17.6,462.0,116.0,,171.0,13.7,214.0,0.9
336,GLENDALE ADVENTIST MEDICAL CENTER (050239),2023,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,664.0,21.3,3818.0,14.9,801.0,18.8,157.0,19.4,109.0,3.5,243.0,12.4,47.0,10.3,,,243.0,-18.2,237.0,46.0,664.0,11.7,534.0,170.0,801.0,36.5,726.0,205.0,,137.0,14.1,300.0,1.3
337,DOMINICAN HOSPITAL (050242),2023,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,443.0,20.2,2819.0,13.2,260.0,17.9,94.0,19.7,64.0,4.2,199.0,12.9,62.0,11.7,98.0,5.8,199.0,-6.2,195.0,31.0,443.0,5.0,386.0,111.0,260.0,18.5,235.0,59.0,12.5,1175.0,13.1,232.0,1.2
338,DESERT REGIONAL MEDICAL CENTER (050243),2023,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,156.0,20.7,1674.0,14.2,158.0,18.3,63.0,19.4,,,142.0,14.8,35.0,11.3,100.0,4.6,142.0,21.0,142.0,47.0,156.0,38.3,125.0,52.0,158.0,35.7,146.0,48.0,10.8,,,101.0,1.0
339,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2023,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,73.0,19.7,625.0,15.7,70.0,16.1,,,,,,,,,31.0,5.1,,,,,73.0,-36.3,62.0,21.0,70.0,65.2,65.0,12.0,10.3,66.0,14.2,,
340,NATIVIDAD MEDICAL CENTER (050248),2023,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,67.0,21.0,762.0,14.7,64.0,17.4,33.0,20.1,,,,,,,,,,,,,67.0,-25.3,60.0,22.0,64.0,18.9,62.0,15.0,,101.0,14.4,71.0,1.2
341,MARSHALL MEDICAL CENTER (050254),2023,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,231.0,20.7,1313.0,13.3,239.0,16.3,82.0,19.8,122.0,4.8,,,,,161.0,5.9,,,,,231.0,-9.8,194.0,82.0,239.0,-10.3,220.0,64.0,10.3,966.0,11.9,480.0,1.2
342,GOOD SAMARITAN HOSPITAL (050257),2023,Acute Care,Proprietary,109.0,35.412258,-119.039498,CA,,,150.0,13.8,38.0,15.6,33.0,18.6,,,,,,,,,,,,,,,,,38.0,-54.2,37.0,7.0,,,,,
343,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM) (05025F),2023,Acute Care (VA),Government - Federal,,,,,181.0,21.2,1785.0,15.5,197.0,15.7,158.0,20.4,105.0,4.6,71.0,13.3,,,,,71.0,-29.3,70.0,14.0,181.0,-3.4,152.0,55.0,197.0,-12.7,187.0,38.0,,,,,
344,SIERRA VIEW MEDICAL CENTER (050261),2023,Acute Care,Voluntary non-profit - Private,163.0,36.069573,-119.027274,CA,142.0,20.1,855.0,14.5,208.0,17.2,82.0,22.3,62.0,4.2,59.0,14.3,,,91.0,6.0,59.0,-5.2,58.0,18.0,142.0,-4.9,117.0,43.0,208.0,0.5,189.0,56.0,8.7,685.0,13.4,211.0,0.9
345,RONALD REAGAN UCLA MEDICAL CENTER (050262),2023,Acute Care,Government - State,454.0,34.063939,-118.445411,CA,343.0,19.7,3319.0,14.0,271.0,16.5,37.0,18.3,,,133.0,12.2,94.0,9.9,456.0,4.9,133.0,-20.2,131.0,26.0,343.0,10.9,300.0,89.0,271.0,18.1,251.0,62.0,12.8,1888.0,11.9,1300.0,0.7
346,REDLANDS COMMUNITY HOSPITAL (050272),2023,Acute Care,Government - Federal,227.0,34.038404,-117.206414,CA,80.0,19.4,623.0,14.0,141.0,16.8,,,56.0,3.9,,,,,33.0,5.7,,,,,80.0,-24.2,72.0,25.0,141.0,-9.6,133.0,36.0,9.4,83.0,14.0,103.0,1.0
347,CONTRA COSTA REGIONAL MEDICAL CENTER (050276),2023,Acute Care,Government - Local,150.0,38.006467,-122.130891,CA,72.0,20.3,338.0,14.5,44.0,15.9,42.0,19.6,,,,,,,69.0,5.2,,,,,72.0,-1.6,58.0,16.0,44.0,-10.9,39.0,6.0,11.3,,,,
348,PROVIDENCE HOLY CROSS MEDICAL CENTER (050278),2023,Acute Care,Voluntary non-profit - Church,374.0,34.279013,-118.459485,CA,384.0,19.6,1761.0,14.4,187.0,18.0,66.0,18.4,36.0,4.8,63.0,14.1,,,39.0,5.0,63.0,4.7,62.0,17.0,384.0,10.7,304.0,97.0,187.0,38.0,173.0,54.0,10.9,245.0,14.8,104.0,1.1
349,HI-DESERT MEDICAL CENTER (050279),2023,Acute Care,Government - Hospital District or Authority,178.0,34.132676,-116.276709,CA,30.0,21.5,176.0,14.5,57.0,17.4,,,,,,,,,,,,,,,30.0,-3.0,28.0,14.0,57.0,17.9,55.0,13.0,,,,,
350,VA LONG BEACH HEALTHCARE SYSTEM (05027F),2023,Acute Care (VA),Government - Federal,,,,,445.0,22.2,2937.0,17.7,241.0,18.8,143.0,19.6,55.0,5.4,75.0,15.6,,,,,75.0,3.7,74.0,33.0,445.0,-13.1,354.0,125.0,241.0,31.2,224.0,72.0,,,,,
351,MERCY MEDICAL CENTER REDDING (050280),2023,Acute Care,Voluntary non-profit - Private,266.0,,,CA,397.0,20.6,3221.0,13.4,459.0,17.6,201.0,17.4,188.0,4.3,258.0,12.9,46.0,12.5,466.0,5.8,258.0,-6.0,255.0,64.0,397.0,1.9,338.0,107.0,459.0,-7.5,416.0,121.0,15.6,108.0,14.7,674.0,1.0
352,ALHAMBRA HOSPITAL MEDICAL CENTER (050281),2023,Acute Care,Proprietary,144.0,34.090156,-118.145017,CA,47.0,20.3,486.0,14.3,158.0,19.4,,,,,,,,,,,,,,,47.0,14.8,41.0,13.0,158.0,91.6,152.0,48.0,,177.0,13.2,,
353,STANFORD HEALTH CARE - VALLEYCARE (050283),2023,Acute Care,Voluntary non-profit - Private,211.0,37.692133,-121.880027,CA,314.0,18.9,1584.0,13.6,216.0,16.6,90.0,18.6,136.0,3.3,82.0,13.4,44.0,10.1,,,82.0,-8.6,81.0,22.0,314.0,15.5,252.0,78.0,216.0,15.6,199.0,53.0,,1048.0,13.7,521.0,0.7
354,AHMC SETON MEDICAL CENTER (050289),2023,Acute Care,Voluntary non-profit - Church,443.0,37.680315,-122.47291,CA,158.0,21.4,751.0,14.9,109.0,17.4,39.0,19.3,,,63.0,14.4,25.0,11.1,,,63.0,21.4,61.0,16.0,158.0,18.7,133.0,45.0,109.0,22.7,105.0,27.0,,82.0,14.9,43.0,1.2
355,SAINT JOHN'S HEALTH CENTER (050290),2023,Acute Care,Voluntary non-profit - Private,260.0,34.03007,-118.478305,CA,321.0,20.0,4283.0,14.0,354.0,18.6,76.0,21.2,1730.0,2.6,149.0,14.4,37.0,10.1,230.0,4.8,149.0,7.2,147.0,37.0,321.0,-0.9,272.0,86.0,354.0,46.9,329.0,87.0,9.9,110.0,13.4,828.0,0.9
356,SUTTER SANTA ROSA REGIONAL HOSPITAL (050291),2023,Acute Care,Voluntary non-profit - Other,92.0,38.496306,-122.750707,CA,211.0,19.2,1573.0,13.4,116.0,16.5,53.0,17.9,304.0,3.7,169.0,13.1,,,232.0,7.0,169.0,-20.5,165.0,38.0,211.0,10.9,181.0,56.0,116.0,-16.1,110.0,26.0,10.1,1091.0,12.8,404.0,1.2
357,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER (050292),2023,Acute Care,Government - Local,400.0,33.910054,-117.195824,CA,123.0,22.0,769.0,15.1,54.0,15.8,39.0,18.6,,,,,,,26.0,5.9,,,,,123.0,60.1,110.0,44.0,54.0,-44.8,52.0,10.0,12.2,64.0,14.5,,
358,MERCY HOSPITAL (050295),2023,Acute Care,Voluntary non-profit - Other,226.0,35.373323,-119.027386,CA,98.0,20.0,1011.0,14.1,202.0,16.6,67.0,18.3,33.0,3.8,,,,,,,,,,,98.0,-1.9,84.0,24.0,202.0,19.3,182.0,50.0,,196.0,13.2,173.0,0.9
359,BARSTOW COMMUNITY HOSPITAL (050298),2023,Acute Care,Proprietary,33.0,34.893696,-117.0166,CA,35.0,20.5,184.0,14.1,51.0,16.7,,,,,,,,,,,,,,,35.0,-9.0,31.0,8.0,51.0,-30.8,49.0,15.0,,72.0,14.6,,
360,ST MARY MEDICAL CENTER (050300),2023,Acute Care,Voluntary non-profit - Private,210.0,34.542046,-117.265602,CA,269.0,20.8,1248.0,15.0,174.0,17.8,45.0,18.7,33.0,5.9,125.0,13.1,,,,,125.0,-6.9,124.0,26.0,269.0,40.7,222.0,85.0,174.0,41.1,167.0,48.0,,44.0,13.7,130.0,1.1
361,ADVENTIST HEALTH UKIAH VALLEY (050301),2023,Acute Care,Voluntary non-profit - Church,50.0,39.153019,-123.2038,CA,143.0,19.5,757.0,13.5,153.0,17.3,39.0,17.7,30.0,4.0,,,,,206.0,6.7,,,,,143.0,-45.6,126.0,46.0,153.0,-3.1,137.0,46.0,9.2,971.0,14.6,383.0,1.1
362,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP (050305),2023,Acute Care,Voluntary non-profit - Private,423.0,37.856488,-122.257329,CA,174.0,19.1,1461.0,12.8,89.0,16.2,50.0,19.9,171.0,3.7,,,,,235.0,4.0,,,,,174.0,-23.5,145.0,43.0,89.0,-34.5,80.0,16.0,11.3,300.0,12.4,144.0,1.0
363,EL CAMINO HOSPITAL (050308),2023,Acute Care,Government - Hospital District or Authority,448.0,37.369341,-122.077933,CA,702.0,19.9,4456.0,15.3,456.0,18.0,124.0,20.7,185.0,4.7,178.0,14.7,59.0,10.2,269.0,4.8,178.0,15.7,176.0,42.0,702.0,-2.7,576.0,158.0,456.0,34.9,413.0,109.0,12.2,1020.0,13.1,1186.0,0.8
364,SUTTER ROSEVILLE MEDICAL CENTER (050309),2023,Acute Care,Voluntary non-profit - Other,330.0,,,CA,610.0,18.6,4981.0,13.0,440.0,15.7,186.0,17.4,100.0,5.2,359.0,11.6,,,335.0,4.3,359.0,-13.3,353.0,79.0,610.0,-6.3,515.0,155.0,440.0,4.5,410.0,101.0,14.1,59.0,14.6,1331.0,0.9
365,VA N CALIFORNIA HEALTHCARE SYSTEM (05030F),2023,Acute Care (VA),Government - Federal,,,,,434.0,20.8,2016.0,14.0,190.0,15.7,151.0,19.2,,,,,,,,,,,,,434.0,1.0,354.0,141.0,190.0,-33.0,174.0,47.0,,,,,
366,SUTTER TRACY COMMUNITY HOSPITAL (050313),2023,Acute Care,Voluntary non-profit - Private,80.0,37.744232,-121.43494,CA,110.0,18.5,583.0,13.4,82.0,16.2,,,35.0,4.1,,,,,,,,,,,110.0,-37.6,95.0,32.0,82.0,15.5,77.0,20.0,,322.0,14.2,107.0,0.9
367,KERN MEDICAL CENTER (050315),2023,Acute Care,Voluntary non-profit - Other,221.0,35.380964,-118.967546,CA,37.0,20.4,409.0,15.4,,,,,31.0,4.0,,,,,46.0,5.5,,,,,37.0,-13.8,30.0,12.0,,,,,10.5,67.0,13.8,66.0,1.0
368,PALO ALTO VA MEDICAL CENTER (05031F),2023,Acute Care (VA),Government - Federal,,,,,381.0,18.3,2829.0,17.3,168.0,17.9,96.0,20.2,326.0,4.1,107.0,15.9,,,,,107.0,15.9,102.0,41.0,381.0,-19.5,317.0,105.0,168.0,-6.2,155.0,56.0,,,,,
369,HIGHLAND HOSPITAL (050320),2023,Acute Care,Government - Hospital District or Authority,416.0,37.799234,-122.231199,CA,180.0,19.5,1353.0,14.1,170.0,18.4,78.0,18.6,,,59.0,14.8,,,70.0,6.1,59.0,-6.0,56.0,15.0,180.0,-9.8,151.0,53.0,170.0,40.4,157.0,58.0,15.4,218.0,15.8,74.0,1.6
370,SCRIPPS MEMORIAL HOSPITAL LA JOLLA (050324),2023,Acute Care,Voluntary non-profit - Other,361.0,32.8855,-117.223022,CA,674.0,19.6,4603.0,13.4,334.0,17.1,97.0,18.3,242.0,4.4,375.0,13.9,70.0,10.9,,,375.0,24.7,363.0,102.0,674.0,7.1,577.0,158.0,334.0,18.7,311.0,76.0,,774.0,13.5,543.0,1.1
371,LOMA LINDA UNIVERSITY MEDICAL CENTER (050327),2023,Acute Care,Voluntary non-profit - Private,571.0,34.049482,-117.261122,CA,330.0,20.1,2163.0,14.5,163.0,16.7,56.0,18.7,39.0,4.2,172.0,12.8,55.0,11.4,377.0,3.8,172.0,-25.9,170.0,50.0,330.0,3.6,277.0,97.0,163.0,91.0,157.0,40.0,11.0,617.0,14.8,671.0,0.8
372,CORONA REGIONAL MEDICAL CENTER (050329),2023,Acute Care,Proprietary,238.0,33.873327,-117.566768,CA,115.0,20.1,652.0,14.5,105.0,16.8,,,,,,,,,,,,,,,115.0,13.2,100.0,32.0,105.0,15.6,99.0,27.0,,165.0,14.4,43.0,1.0
373,SALINAS VALLEY MEMORIAL HOSPITAL (050334),2023,Acute Care,Voluntary non-profit - Other,247.0,36.659979,-121.646327,CA,522.0,18.4,2775.0,14.0,292.0,16.9,127.0,18.7,,,160.0,13.5,86.0,10.8,165.0,6.6,160.0,-8.4,155.0,46.0,522.0,-27.5,420.0,130.0,292.0,1.1,277.0,78.0,9.1,82.0,16.5,291.0,1.1
374,ADVENTIST HEALTH SONORA (050335),2023,Acute Care,Voluntary non-profit - Church,152.0,37.976728,-120.369442,CA,245.0,21.2,1425.0,14.6,259.0,16.2,105.0,16.8,69.0,4.5,50.0,13.4,,,204.0,5.5,50.0,5.2,48.0,12.0,245.0,-12.2,213.0,74.0,259.0,-31.0,240.0,78.0,9.1,1625.0,15.9,778.0,1.2
375,ADVENTIST HEALTH LODI MEMORIAL (050336),2023,Acute Care,Voluntary non-profit - Other,200.0,38.121634,-121.285787,CA,289.0,20.4,1441.0,15.0,248.0,17.4,117.0,19.0,,,29.0,14.3,,,,,,,,,289.0,-6.3,247.0,75.0,248.0,4.1,224.0,69.0,,650.0,15.0,275.0,0.8
376,PIONEERS MEMORIAL HEALTHCARE DISTRICT (050342),2023,Acute Care,Government - Hospital District or Authority,107.0,32.959947,-115.552723,CA,89.0,19.7,495.0,14.7,91.0,16.7,32.0,17.8,27.0,4.2,,,,,50.0,8.6,,,,,89.0,9.4,76.0,26.0,91.0,-22.6,87.0,25.0,10.3,151.0,14.2,92.0,1.1
377,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER (050348),2023,Acute Care,Government - Local,415.0,33.780111,-117.894303,CA,217.0,18.5,2645.0,15.5,170.0,17.4,29.0,19.4,105.0,4.1,72.0,14.5,41.0,11.0,716.0,4.1,72.0,16.9,70.0,23.0,217.0,-6.3,186.0,56.0,170.0,24.4,157.0,46.0,13.2,1543.0,13.5,1025.0,0.8
378,BEVERLY HOSPITAL (050350),2023,Acute Care,Voluntary non-profit - Private,211.0,34.016032,-118.100526,CA,109.0,21.1,743.0,15.8,118.0,17.8,,,34.0,3.9,36.0,15.3,,,,,,,,,109.0,36.4,83.0,34.0,118.0,51.5,108.0,36.0,,,,,
379,TORRANCE MEMORIAL MEDICAL CENTER (050351),2023,Acute Care,Voluntary non-profit - Other,505.0,33.812644,-118.34375,CA,581.0,21.8,4025.0,14.4,429.0,19.0,111.0,20.4,542.0,3.1,180.0,13.6,42.0,11.4,36.0,5.1,180.0,0.3,174.0,47.0,581.0,27.9,472.0,155.0,429.0,36.9,402.0,116.0,9.0,333.0,15.2,700.0,0.7
380,BARTON MEMORIAL HOSPITAL (050352),2023,Acute Care,Voluntary non-profit - Private,112.0,38.912337,-119.997711,CA,40.0,20.2,300.0,14.9,52.0,16.7,,,,,,,,,,,,,,,40.0,-18.2,37.0,10.0,52.0,-43.1,49.0,14.0,,449.0,13.1,176.0,1.1
381,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE (050353),2023,Acute Care,Voluntary non-profit - Church,442.0,33.837577,-118.35708,CA,280.0,20.0,2058.0,14.6,188.0,18.4,77.0,18.4,76.0,3.9,160.0,13.6,,,,,160.0,14.1,154.0,32.0,280.0,1.5,241.0,78.0,188.0,22.4,177.0,45.0,,715.0,12.5,228.0,0.8
382,GOLETA VALLEY COTTAGE HOSPITAL (050357),2023,Acute Care,Voluntary non-profit - Other,55.0,34.433699,-119.809322,CA,29.0,20.3,429.0,14.5,34.0,16.4,,,488.0,3.8,,,,,,,,,,,29.0,-22.6,27.0,9.0,34.0,-21.2,34.0,7.0,,,,157.0,1.1
383,MARIN GENERAL HOSPITAL (050360),2023,Acute Care,Government - Local,258.0,37.948884,-122.535897,CA,337.0,18.4,2812.0,13.2,296.0,14.7,81.0,20.3,114.0,4.2,200.0,13.4,39.0,10.8,46.0,4.6,200.0,-23.4,194.0,44.0,337.0,-21.5,296.0,71.0,296.0,-18.7,278.0,55.0,11.3,827.0,12.4,597.0,0.9
384,NORTHBAY MEDICAL CENTER (050367),2023,Acute Care,Voluntary non-profit - Other,183.0,38.261108,-122.048104,CA,413.0,18.9,2251.0,14.7,396.0,17.3,152.0,19.6,57.0,4.0,156.0,14.0,48.0,11.1,178.0,6.2,156.0,20.3,153.0,50.0,413.0,-22.1,336.0,108.0,396.0,18.7,346.0,108.0,13.4,127.0,13.1,282.0,1.1
385,LAC+USC MEDICAL CENTER (050373),2023,Acute Care,Government - Local,669.0,34.059872,-118.210308,CA,172.0,21.5,1161.0,15.8,61.0,18.1,47.0,20.8,,,49.0,14.2,,,160.0,6.2,,,,,172.0,16.3,143.0,41.0,61.0,53.3,60.0,22.0,11.3,,,,
386,LAC/HARBOR-UCLA MED CENTER (050376),2023,Acute Care,Government - Local,433.0,33.831583,-118.294546,CA,65.0,19.8,766.0,15.1,51.0,17.0,28.0,19.5,,,40.0,14.4,,,54.0,5.7,,,,,65.0,-26.6,53.0,18.0,51.0,43.6,50.0,14.0,9.6,,,,
387,PACIFICA HOSPITAL OF THE VALLEY (050378),2023,Acute Care,Proprietary,231.0,34.241134,-118.395669,CA,,,135.0,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,GOOD SAMARITAN HOSPITAL (050380),2023,Acute Care,Proprietary,357.0,37.251104,-121.946563,CA,555.0,19.8,3360.0,15.2,393.0,18.7,92.0,21.2,170.0,3.7,226.0,15.8,44.0,11.3,,,226.0,12.6,221.0,60.0,555.0,18.6,466.0,142.0,393.0,31.5,366.0,97.0,,60.0,13.9,307.0,0.9
389,EMANATE HEALTH INTER-COMMUNITY HOSPITAL (050382),2023,Acute Care,Proprietary,491.0,34.089947,-117.893666,CA,234.0,21.0,1769.0,16.8,415.0,18.8,80.0,19.0,87.0,4.3,134.0,15.5,43.0,11.6,,,134.0,51.6,132.0,37.0,234.0,8.7,195.0,59.0,415.0,37.7,356.0,101.0,,122.0,15.1,101.0,1.1
390,HEMET GLOBAL MEDICAL CENTER (050390),2023,Acute Care,Government - State,359.0,33.75122,-116.959859,CA,103.0,21.0,647.0,14.7,142.0,17.9,50.0,18.8,,,,,,,,,,,,,103.0,40.2,92.0,34.0,142.0,30.3,134.0,43.0,,,,71.0,1.1
391,PIH HEALTH DOWNEY HOSPITAL (050393),2023,Acute Care,Voluntary non-profit - Private,192.0,33.935563,-118.131703,CA,143.0,20.5,785.0,17.4,113.0,17.7,,,47.0,4.4,49.0,14.5,,,,,,,,,143.0,-11.7,120.0,42.0,113.0,43.0,105.0,30.0,,211.0,13.3,46.0,1.0
392,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA (050394),2023,Acute Care,Voluntary non-profit - Private,216.0,34.274184,-119.257238,CA,250.0,19.1,2035.0,14.0,162.0,16.5,73.0,18.6,150.0,4.3,127.0,13.9,43.0,10.9,100.0,4.8,127.0,7.8,122.0,38.0,250.0,-2.2,217.0,62.0,162.0,-7.4,153.0,42.0,9.4,548.0,15.6,820.0,1.0
393,SANTA BARBARA COTTAGE HOSPITAL (050396),2023,Acute Care,Voluntary non-profit - Private,377.0,34.429483,-119.723077,CA,480.0,17.5,4394.0,13.8,346.0,17.4,62.0,18.7,203.0,3.9,209.0,14.5,85.0,11.5,103.0,6.6,209.0,2.7,205.0,52.0,480.0,-10.6,404.0,111.0,346.0,4.1,317.0,80.0,10.8,529.0,12.8,267.0,1.5
394,CHINESE HOSPITAL (050407),2023,Acute Care,Voluntary non-profit - Private,64.0,37.795695,-122.40925,CA,83.0,22.5,338.0,15.5,72.0,16.9,25.0,20.0,,,,,,,25.0,5.2,,,,,83.0,0.7,62.0,30.0,72.0,-0.7,64.0,15.0,12.7,605.0,12.6,69.0,1.1
395,KAISER FOUNDATION HOSPITAL - SOUTH BAY (050411),2023,Acute Care,Voluntary non-profit - Other,257.0,33.788623,-118.294366,CA,,,239.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,MERCY HOSPITAL OF FOLSOM (050414),2023,Acute Care,Voluntary non-profit - Private,106.0,38.671125,-121.145833,CA,277.0,22.3,1476.0,15.4,175.0,17.8,96.0,22.9,89.0,4.9,,,,,,,,,,,277.0,19.1,226.0,82.0,175.0,11.1,165.0,47.0,,59.0,14.5,131.0,1.0
397,SUTTER COAST HOSPITAL (050417),2023,Acute Care,Government - Hospital District or Authority,49.0,41.772698,-124.194144,CA,93.0,20.6,479.0,14.0,130.0,16.9,32.0,18.5,47.0,4.6,,,,,67.0,7.8,,,,,93.0,2.8,78.0,36.0,130.0,-9.0,121.0,42.0,10.6,290.0,15.2,75.0,1.1
398,PALO VERDE HOSPITAL (050423),2023,Acute Care,Government - Federal,46.0,33.61245,-114.595479,CA,,,34.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,SCRIPPS GREEN HOSPITAL (050424),2023,Acute Care,Voluntary non-profit - Private,161.0,32.897124,-117.241854,CA,65.0,21.0,1835.0,14.6,110.0,16.7,,,687.0,3.7,,,,,40.0,5.6,,,,,65.0,21.4,62.0,19.0,110.0,-6.5,101.0,21.0,10.5,2150.0,12.6,607.0,1.2
400,KAISER FOUNDATION HOSPITAL - SACRAMENTO (050425),2023,Acute Care,Voluntary non-profit - Private,281.0,38.602162,-121.392238,CA,28.0,19.5,490.0,14.5,31.0,16.2,,,,,,,,,,,,,,,28.0,-13.4,27.0,7.0,31.0,120.8,29.0,3.0,,,,,
401,WEST ANAHEIM MEDICAL CENTER (050426),2023,Acute Care,Proprietary,215.0,33.824735,-117.995115,CA,113.0,22.2,890.0,15.2,253.0,18.8,57.0,18.2,,,53.0,14.9,,,,,53.0,17.9,53.0,16.0,113.0,45.6,98.0,35.0,253.0,19.0,237.0,76.0,,,,,
402,HUNTINGTON HOSPITAL (050438),2023,Acute Care,Voluntary non-profit - Private,558.0,34.135761,-118.151803,CA,367.0,20.2,3936.0,15.5,485.0,18.9,124.0,19.9,246.0,4.3,108.0,15.1,58.0,10.7,,,108.0,15.4,106.0,29.0,367.0,-7.4,319.0,84.0,485.0,36.8,460.0,117.0,,221.0,18.0,374.0,1.0
403,STANFORD HEALTH CARE (050441),2023,Acute Care,Voluntary non-profit - Private,500.0,37.433138,-122.176664,CA,585.0,21.5,7452.0,14.9,431.0,16.7,76.0,18.4,578.0,3.4,234.0,12.8,147.0,11.4,1868.0,5.8,234.0,7.4,226.0,56.0,585.0,21.8,503.0,165.0,431.0,11.4,399.0,100.0,12.3,2513.0,13.8,2597.0,0.7
